landbase,discount_rate,flow_policy,period,projected_mcf,realized_mcf
11,0.0,+/-20%,8,8344.137024525438,9243.879096370854
11,0.0,+/-20%,9,6675.309619620351,8847.044234755347
11,0.0,+/-20%,10,7472.134152324756,7047.2835774177165
11,0.0,+/-20%,11,8966.560982789708,5709.712137961041
11,0.0,+/-20%,12,10759.873179347647,7019.487999930145
11,0.0,+/-20%,13,12911.847815217176,9510.6132012575
11,0.0,+/-20%,14,15494.217378260611,9325.305115513924
11,0.0,+/-20%,15,18593.060853912728,11941.079815290328
11,0.02,NHF,1,30096.429849636166,30096.429849636166
11,0.02,NHF,2,7317.7610875525,7317.7610875525
11,0.02,NHF,3,7235.649760851501,6808.1642757215
11,0.02,NHF,4,5907.8673772835,6432.3580253535
11,0.02,NHF,5,8071.7778684335,8071.7778684335
11,0.02,NHF,6,4883.107703637,4883.107703637
11,0.02,NHF,7,12092.307441186502,12092.307441186502
11,0.02,NHF,8,12006.384662910501,12006.384662910501
11,0.02,NHF,9,13419.6293524475,12992.1438673175
11,0.02,NHF,10,5902.128211724,6329.613696853999
11,0.02,NHF,11,6524.3851592435,7227.9536541034995
11,0.02,NHF,12,5867.8195158685,5531.474580898501
11,0.02,NHF,13,11826.847558052,13006.477146606996
11,0.02,NHF,14,5549.338288636501,3635.7604614264997
11,0.02,NHF,15,14056.349811910506,13227.832819985502
11,0.02,NDY,1,10972.115174601056,10972.115174601056
11,0.02,NDY,2,10972.115174601058,10696.915597847148
11,0.02,NDY,3,10972.115174601055,10613.553618772181
11,0.02,NDY,4,10972.115174601047,10475.205991381306
11,0.02,NDY,5,10972.115174601046,10295.522491148999
11,0.02,NDY,6,10972.115174601044,10085.378209416996
11,0.02,NDY,7,10972.115174601053,9914.983638219097
11,0.02,NDY,8,10972.115174601046,9638.568223600403
11,0.02,NDY,9,10972.115174601047,9573.582996933734
11,0.02,NDY,10,10972.115174601044,9361.678321070678
11,0.02,NDY,11,10972.115174601047,9249.303255700439
11,0.02,NDY,12,10972.115174601047,9161.05984666656
11,0.02,NDY,13,10972.11517460105,9139.825545382213
11,0.02,NDY,14,10972.115174601046,9141.103316051831
11,0.02,NDY,15,10972.11517460105,9121.27207220617
11,0.02,-10%,1,14560.32216420296,14560.32216420296
11,0.02,-10%,2,13104.289947782667,13104.495700057461
11,0.02,-10%,3,11793.8609530044,11779.215288914638
11,0.02,-10%,4,10614.474857703957,10566.11734695723
11,0.02,-10%,5,9553.027371933562,9499.18317870319
11,0.02,-10%,6,8597.724634740205,8549.2648618945
11,0.02,-10%,7,7737.952171266186,7737.9521693315
11,0.02,-10%,8,11014.301619378326,10662.122895854
11,0.02,-10%,9,9912.871457440497,10448.960613405681
11,0.02,-10%,10,8921.584311696446,9404.064554894001
11,0.02,-10%,11,8029.425880526801,8513.802441962802
11,0.02,-10%,12,7226.48329247412,7662.422201668501
11,0.02,-10%,13,9174.59308939409,7668.141573667
11,0.02,-10%,14,8257.133780454684,7426.7888002915015
11,0.02,-10%,15,12700.260129000697,10304.649721253973
11,0.02,-20%,1,17934.413840197318,17934.413840197318
11,0.02,-20%,2,14347.531072157857,14332.528020609625
11,0.02,-20%,3,11478.024857726288,11463.614578840643
11,0.02,-20%,4,9182.419886181027,9184.726256352227
11,0.02,-20%,5,7345.935908944825,7345.337720216471
11,0.02,-20%,6,5876.748727155859,5876.270176112
11,0.02,-20%,7,7493.697063058566,7493.697059931499
11,0.02,-20%,8,13679.149315256625,12856.538682512499
11,0.02,-20%,9,10943.319452205302,11807.18827069514
11,0.02,-20%,10,8754.65556176424,9445.750615037497
11,0.02,-20%,11,7737.052170548905,7566.538980338499
11,0.02,-20%,12,6602.324423154767,6867.3677242935
11,0.02,-20%,13,8145.1794755070105,8012.546781992
11,0.02,-20%,14,8391.561568055226,7381.645216546501
11,0.02,-20%,15,12889.306816501496,10931.562878537503
11,0.02,+/-10%,1,14582.332028220826,14582.332028220826
11,0.02,+/-10%,2,13124.098825398743,13120.495829694775
11,0.02,+/-10%,3,11811.68894285887,11802.594316591183
11,0.02,+/-10%,4,10630.520048572978,10597.75812885656
11,0.02,+/-10%,5,9567.468043715684,9522.27039901109
11,0.02,+/-10%,6,8610.721239344117,8570.0433610695
11,0.02,+/-10%,7,8535.718696264736,8532.977816621195
11,0.02,+/-10%,8,9389.29056589121,9386.2755961665
11,0.02,+/-10%,9,10328.219622480332,10414.331458916471
11,0.02,+/-10%,10,9295.397660232298,9372.898313181498
11,0.02,+/-10%,11,8365.857894209068,8861.530563646053
11,0.02,+/-10%,12,7647.549465706339,7975.377511594501
11,0.02,+/-10%,13,8412.304412276972,8167.264192141044
11,0.02,+/-10%,14,9253.53485350467,7855.812920003774
11,0.02,+/-10%,15,10178.888338855142,8641.394211166502
11,0.02,+/-20%,1,17740.970502360244,17740.970502360244
11,0.02,+/-20%,2,14192.776401888199,14166.348471334464
11,0.02,+/-20%,3,11354.221121510562,11330.469685304164
11,0.02,+/-20%,4,9083.376897208447,9062.137509985812
11,0.02,+/-20%,5,7266.701517766759,7234.133311641485
11,0.02,+/-20%,6,7114.768137704798,7114.768137642001
11,0.02,+/-20%,7,8537.721765245758,8537.7217619115
11,0.02,+/-20%,8,10245.266118294907,10245.266115791499
11,0.02,+/-20%,9,12207.958484449913,12385.14955583373
11,0.02,+/-20%,10,9766.366787559931,9908.119643509719
11,0.02,+/-20%,11,7813.093430047945,7693.1311239361
11,0.02,+/-20%,12,6646.692019301032,6995.0164746685
11,0.02,+/-20%,13,7976.03042316124,8426.72003306793
11,0.02,+/-20%,14,8944.842097986531,7324.969692056501
11,0.02,+/-20%,15,10733.81051758384,8804.378685156502
11,0.04,NHF,1,32079.51810297367,32079.51810297367
11,0.04,NHF,2,6620.0620633675,6620.0620633675
11,0.04,NHF,3,6588.477941329001,6588.477941329001
11,0.04,NHF,4,5656.5190344485,5656.5190344485
11,0.04,NHF,5,6454.313269553501,6454.313269553501
11,0.04,NHF,6,4883.107703637,4883.107703637
11,0.04,NHF,7,12419.167698591502,12419.167698591502
11,0.04,NHF,8,12069.082248465502,12069.082248465498
11,0.04,NHF,9,14546.0574295775,14546.0574295775
11,0.04,NHF,10,5895.799208554,5895.799208554
11,0.04,NHF,11,6971.302802623501,6971.302802623501
11,0.04,NHF,12,5227.1866241385,5227.1866241385
11,0.04,NHF,13,12384.619295331997,12384.619295331997
11,0.04,NHF,14,3698.4580469814996,3698.4580469814996
11,0.04,NHF,15,13265.760462155507,13265.760462155504
11,0.04,NDY,1,10951.62551215844,10951.62551215844
11,0.04,NDY,2,10951.625512158442,10766.225156944225
11,0.04,NDY,3,10951.625512158447,10649.42319781542
11,0.04,NDY,4,10951.625512158442,10496.62270540265
11,0.04,NDY,5,10951.625512158442,10240.814826643784
11,0.04,NDY,6,10951.62551215844,10117.189110838539
11,0.04,NDY,7,10951.625512158444,10075.874998130772
11,0.04,NDY,8,10951.625512158442,9935.89317260145
11,0.04,NDY,9,10951.625512158442,9665.810985040729
11,0.04,NDY,10,10951.625512158442,9464.792156691015
11,0.04,NDY,11,10951.62551215844,8981.739999015783
11,0.04,NDY,12,10951.625512158442,8780.271963791978
11,0.04,NDY,13,10951.625512158442,8780.271963923598
11,0.04,NDY,14,10951.62551215844,8780.271966212502
11,0.04,NDY,15,10951.625512158444,8800.369498395003
11,0.04,-10%,1,15630.627774198854,15630.627774198854
11,0.04,-10%,2,14067.564996778967,13573.88543037834
11,0.04,-10%,3,12660.808497101074,12082.170323079123
11,0.04,-10%,4,11394.727647390966,9763.985041315918
11,0.04,-10%,5,10255.254882651865,8787.580925729639
11,0.04,-10%,6,9229.729394386679,7908.822835005999
11,0.04,-10%,7,8306.756454948014,8306.7564537715
11,0.04,-10%,8,8773.236453588877,8709.4421067215
11,0.04,-10%,9,11806.298043761875,11265.027560458584
11,0.04,-10%,10,10625.668239385686,10133.717546424075
11,0.04,-10%,11,9563.101415447118,9120.345788861001
11,0.04,-10%,12,8606.791273902405,8208.311212603501
11,0.04,-10%,13,7856.312478678506,7887.876639748624
11,0.04,-10%,14,7070.681230810657,7099.088973860501
11,0.04,-10%,15,7957.310891730875,8339.8535487965
11,0.04,-20%,1,18365.081779291533,18365.081779291533
11,0.04,-20%,2,14692.065423433232,14395.823313696803
11,0.04,-20%,3,11753.65233874659,11377.178461210373
11,0.04,-20%,4,9402.92187099727,8950.371179768883
11,0.04,-20%,5,7522.33749679782,7160.296946249441
11,0.04,-20%,6,6017.869997438254,5728.2375549945
11,0.04,-20%,7,7682.110080940212,7682.110079931501
11,0.04,-20%,8,10756.212511516187,10709.2642442615
11,0.04,-20%,9,13305.572243533124,13051.782698732964
11,0.04,-20%,10,10644.4577948265,10441.426159064999
11,0.04,-20%,11,8515.5662358612,8353.1409323435
11,0.04,-20%,12,6812.452988688961,6682.512743872499
11,0.04,-20%,13,7647.561677680712,7744.736345632001
11,0.04,-20%,14,6943.435200011189,7193.530241596501
11,0.04,-20%,15,9382.9507087081,8280.428087046499
11,0.04,+/-10%,1,15625.33997555615,15625.33997555615
11,0.04,+/-10%,2,14062.80597800053,13562.472874384386
11,0.04,+/-10%,3,12656.525380200483,12072.211847560211
11,0.04,+/-10%,4,11390.872842180434,9766.41873669497
11,0.04,+/-10%,5,10251.78555796239,8777.58718299384
11,0.04,+/-10%,6,9226.60700216615,7899.828464953999
11,0.04,+/-10%,7,8412.016567251649,8412.01656725591
11,0.04,+/-10%,8,9253.218223976815,9253.218223981501
11,0.04,+/-10%,9,10178.540046374495,10938.555280306613
11,0.04,+/-10%,10,10791.01796246667,9844.699751694468
11,0.04,+/-10%,11,9711.916166220004,8860.229776301501
11,0.04,+/-10%,12,8740.724549598,8315.3010883925
11,0.04,+/-10%,13,8070.273558751175,8083.458458784859
11,0.04,+/-10%,14,7263.246202876059,7275.112612013004
11,0.04,+/-10%,15,7679.204418152836,8002.623872091499
11,0.04,+/-20%,1,18377.845204074627,18377.845204074627
11,0.04,+/-20%,2,14702.276163259705,14410.326150394112
11,0.04,+/-20%,3,11761.82093060777,11463.930109893037
11,0.04,+/-20%,4,9409.456744486215,8437.97127714538
11,0.04,+/-20%,5,7527.565395588975,6750.467675221499
11,0.04,+/-20%,6,6788.760583785227,6788.760583803089
11,0.04,+/-20%,7,8146.512700542273,8146.5127007715
11,0.04,+/-20%,8,9775.815240650727,9775.815240421498
11,0.04,+/-20%,9,11730.978288780872,13120.54940994639
11,0.04,+/-20%,10,11596.220797681479,10496.439531563003
11,0.04,+/-20%,11,9276.976638145183,8470.683328747029
11,0.04,+/-20%,12,7421.581310516147,6776.5466609395
11,0.04,+/-20%,13,7490.155969278695,8163.808857737001
11,0.04,+/-20%,14,7194.993613805419,6921.640707396501
11,0.04,+/-20%,15,8633.9923365665,7811.3817040465
11,0.06,NHF,1,32079.51810297367,32079.51810297367
11,0.06,NHF,2,6620.0620633675,6620.0620633675
11,0.06,NHF,3,6588.477941329001,6588.477941329001
11,0.06,NHF,4,5656.5190344485,5656.5190344485
11,0.06,NHF,5,6454.313269553501,6454.313269553501
11,0.06,NHF,6,4883.107703637,4883.107703637
11,0.06,NHF,7,12419.167698591502,12419.167698591502
11,0.06,NHF,8,12069.082248465502,12069.082248465498
11,0.06,NHF,9,14546.0574295775,14546.0574295775
11,0.06,NHF,10,5895.799208554,5895.799208554
11,0.06,NHF,11,6971.302802623501,6971.302802623501
11,0.06,NHF,12,5227.1866241385,5227.1866241385
11,0.06,NHF,13,12384.619295331997,12384.619295331997
11,0.06,NHF,14,3698.4580469814996,3698.4580469814996
11,0.06,NHF,15,13265.760462155507,13265.760462155504
11,0.06,NDY,1,10910.407214263592,10910.407214263592
11,0.06,NDY,2,10910.407214263594,10699.730681975125
11,0.06,NDY,3,10910.407214263598,10514.736959405154
11,0.06,NDY,4,10910.407214263594,10395.267978286978
11,0.06,NDY,5,10910.407214263594,10342.830172233083
11,0.06,NDY,6,10910.407214263594,10191.886326089392
11,0.06,NDY,7,10910.407214263598,9835.22144709167
11,0.06,NDY,8,10910.407214263598,9275.101062729882
11,0.06,NDY,9,10910.407214263594,9275.101066012501
11,0.06,NDY,10,10910.4072142636,9718.902675126703
11,0.06,NDY,11,10910.407214263598,9478.930592526849
11,0.06,NDY,12,10910.407214263594,8691.107306337677
11,0.06,NDY,13,10910.407214263594,7952.278986959891
11,0.06,NDY,14,10910.407214263594,7952.278991919001
11,0.06,NDY,15,10910.4072142636,9106.684650740846
11,0.06,-10%,1,15567.039663245218,15567.039663245218
11,0.06,-10%,2,14010.335696920694,13961.213336314946
11,0.06,-10%,3,12609.302127228628,11873.129273621658
11,0.06,-10%,4,11348.371914505764,10681.377527037394
11,0.06,-10%,5,10213.534723055189,7781.238724277885
11,0.06,-10%,6,9192.181250749669,7003.114856505
11,0.06,-10%,7,8272.963125674702,7400.472163611499
11,0.06,-10%,8,8127.6621931339205,7697.949241107501
11,0.06,-10%,9,12682.073729916945,13466.99506670198
11,0.06,-10%,10,11413.86635692525,10776.602916631742
11,0.06,-10%,11,10272.479721232727,8939.367429863445
11,0.06,-10%,12,9245.23174910945,8045.4306831045
11,0.06,-10%,13,8320.70857419851,7425.734201254062
11,0.06,-10%,14,7488.6377167786595,6683.1607779915
11,0.06,-10%,15,8505.364921676062,8924.851887617278
11,0.06,-20%,1,19318.923266929043,19318.923266929043
11,0.06,-20%,2,15455.138613543237,15450.782453742559
11,0.06,-20%,3,12364.110890834596,10449.855551305038
11,0.06,-20%,4,9891.288712667676,8359.884438799701
11,0.06,-20%,5,7913.030970134141,6457.401040765254
11,0.06,-20%,6,6330.424776107312,5165.9208360620005
11,0.06,-20%,7,7866.2915616690025,7866.2915627315
11,0.06,-20%,8,9976.624698698475,10442.4930676815
11,0.06,-20%,9,14609.365678738788,13815.941285794263
11,0.06,-20%,10,11687.49254299103,10975.732213987778
11,0.06,-20%,11,9349.994034392825,8036.32376529022
11,0.06,-20%,12,7479.99522751426,6429.0590150225
11,0.06,-20%,13,7748.653739544637,7831.743159471999
11,0.06,-20%,14,6198.922991635712,6562.847260376501
11,0.06,-20%,15,9785.233774992026,8575.6718688065
11,0.06,+/-10%,1,15574.668249999111,15574.668249999111
11,0.06,+/-10%,2,14017.2014249992,13942.568154362942
11,0.06,+/-10%,3,12615.481282499284,12505.000111981868
11,0.06,+/-10%,4,11353.933154249355,10262.530774117738
11,0.06,+/-10%,5,10218.539838824421,7571.656072625213
11,0.06,+/-10%,6,9196.685854941978,6814.490462764
11,0.06,+/-10%,7,8277.017269447779,8211.110083536363
11,0.06,+/-10%,8,9104.71899639256,9232.889547783445
11,0.06,+/-10%,9,10015.190896031816,12288.880377729569
11,0.06,+/-10%,10,11016.709985634998,10581.304037941305
11,0.06,+/-10%,11,10553.752317944412,8990.90793236356
11,0.06,+/-10%,12,9498.377086149969,8091.8171350705
11,0.06,+/-10%,13,8548.539377534975,7816.792868761743
11,0.06,+/-10%,14,7693.685439781478,7035.113585141501
11,0.06,+/-10%,15,8096.616887355,8096.616887355
11,0.06,+/-20%,1,19311.908131844095,19311.908131844095
11,0.06,+/-20%,2,15449.52650547528,15425.917533361755
11,0.06,+/-20%,3,12359.62120438023,10559.490666016703
11,0.06,+/-20%,4,9887.696963504182,8297.729341986478
11,0.06,+/-20%,5,7910.157570803346,6237.853065788501
11,0.06,+/-20%,6,6328.126056642677,6399.082353409583
11,0.06,+/-20%,7,7593.751267971213,8412.189228984585
11,0.06,+/-20%,8,9112.501521565455,10094.6270747815
11,0.06,+/-20%,9,10935.001825878546,14095.203689519887
11,0.06,+/-20%,10,13122.002191054247,11087.003458328889
11,0.06,+/-20%,11,10497.601752843402,8167.25716165819
11,0.06,+/-20%,12,8398.08140227472,6533.8057267905
11,0.06,+/-20%,13,7395.158397360815,6793.128519522
11,0.06,+/-20%,14,6103.737675821704,7263.31503265655
11,0.06,+/-20%,15,7324.485210986046,8796.525816086501
12,0.0,NHF,1,4684.129465878333,4684.129465878333
12,0.0,NHF,2,0.0,13.754596965
12,0.0,NHF,3,11404.169150963333,2478.3835070675
12,0.0,NHF,4,4495.218502832499,8695.42206595986
12,0.0,NHF,5,17602.987597243864,19535.920437996396
12,0.0,NHF,6,4983.217976475,7000.160062860666
12,0.0,NHF,7,20413.82705184667,6318.162295441454
12,0.0,NHF,8,13717.2253613105,8423.01331278009
12,0.0,NHF,9,8686.555666208335,8388.027384546744
12,0.0,NHF,10,87.77849785,7620.53617497344
12,0.0,NHF,11,660.49347376,5787.909630057954
12,0.0,NHF,12,451.75366738,8972.730093080925
12,0.0,NHF,13,2104.95609967,7150.531825220181
12,0.0,NHF,14,1760.4409048736366,3452.3808056451367
12,0.0,NHF,15,67512.74279116813,7698.427839170136
12,0.0,NDY,1,8866.726117779239,8866.726117779239
12,0.0,NDY,2,8866.72611777924,8881.27150365216
12,0.0,NDY,3,8866.726117779239,8632.539109021114
12,0.0,NDY,4,8866.726117779239,8479.31377253087
12,0.0,NDY,5,8866.72611777924,8182.373003328009
12,0.0,NDY,6,8866.72611777924,8046.258911549816
12,0.0,NDY,7,8866.726117779239,8043.088743994615
12,0.0,NDY,8,8866.726117779242,8222.85192630954
12,0.0,NDY,9,8866.72611777924,8160.715075381697
12,0.0,NDY,10,8866.726117779242,8040.404283824796
12,0.0,NDY,11,8866.726117779244,7894.928912443551
12,0.0,NDY,12,8866.726117779242,7882.983086978631
12,0.0,NDY,13,8866.726117779242,7843.898482554581
12,0.0,NDY,14,8866.726117779246,7968.630665104664
12,0.0,NDY,15,32531.994673425233,7933.477913687592
12,0.0,-10%,1,3743.875737360141,3743.875737360141
12,0.0,-10%,2,3369.488163624127,1788.3962346066667
12,0.0,-10%,3,14540.226734071368,4715.18287042044
12,0.0,-10%,4,13086.204060664237,11492.106125939861
12,0.0,-10%,5,11777.58365459781,13747.11375260527
12,0.0,-10%,6,10599.82528913803,12510.540736911727
12,0.0,-10%,7,9539.842760224226,11421.012298355556
12,0.0,-10%,8,8585.858484201803,10060.473850049739
12,0.0,-10%,9,7727.272635781623,8301.310456413377
12,0.0,-10%,10,6954.54537220346,8193.195462211264
12,0.0,-10%,11,6259.090834983113,7016.077091006475
12,0.0,-10%,12,5633.181751484803,5998.898713902603
12,0.0,-10%,13,5069.863576336323,6355.146905911
12,0.0,-10%,14,4562.87721870269,4003.1631573924096
12,0.0,-10%,15,47096.35205649155,10774.379278983239
12,0.0,-20%,1,2855.192336039296,2855.192336039296
12,0.0,-20%,2,2284.1538688314367,1512.6490512766666
12,0.0,-20%,3,13178.52688115573,4492.312006106277
12,0.0,-20%,4,10542.821504924583,7741.481845849859
12,0.0,-20%,5,16035.94648478105,18983.098804365116
12,0.0,-20%,6,12828.757187824842,11167.390851282722
12,0.0,-20%,7,10263.005750259872,9688.200137516971
12,0.0,-20%,8,8210.4046002079,11254.308403318948
12,0.0,-20%,9,6568.323680166321,9228.693061492993
12,0.0,-20%,10,5254.658944133055,6215.77686776644
12,0.0,-20%,11,4203.727155306444,7481.905373577
12,0.0,-20%,12,3362.9817242451554,8023.970219254259
12,0.0,-20%,13,2690.385379396125,5523.006058608871
12,0.0,-20%,14,3358.0522730850003,4452.4864530315
12,0.0,-20%,15,56967.712072239134,11433.12497113309
12,0.0,+/-10%,1,7565.788272754708,7565.788272754708
12,0.0,+/-10%,2,8322.367100030177,8258.791884387552
12,0.0,+/-10%,3,9154.603810033195,8850.709185672804
12,0.0,+/-10%,4,10070.064191036518,9108.971515122845
12,0.0,+/-10%,5,11077.070610140168,10765.596100725807
12,0.0,+/-10%,6,9969.36354912615,10110.49019629244
12,0.0,+/-10%,7,8972.427194213535,9448.875395643476
12,0.0,+/-10%,8,8075.184474792184,8990.023731123574
12,0.0,+/-10%,9,8428.796734710113,8258.028543134327
12,0.0,+/-10%,10,9271.676408181125,6233.88692362613
12,0.0,+/-10%,11,10198.844048999237,7873.941501651404
12,0.0,+/-10%,12,11218.728453899163,10258.845099972792
12,0.0,+/-10%,13,12340.60129928908,9022.726173177498
12,0.0,+/-10%,14,13574.661429217982,9409.808106756944
12,0.0,+/-10%,15,14932.127572139787,8542.62390533463
12,0.0,+/-20%,1,6171.207045124766,6171.207045124766
12,0.0,+/-20%,2,7405.448454149717,7398.715754395353
12,0.0,+/-20%,3,8886.538144979662,7835.210882010638
12,0.0,+/-20%,4,10663.845773975594,8987.50761968728
12,0.0,+/-20%,5,12796.614928770712,14087.867201531662
12,0.0,+/-20%,6,11770.871315434433,12587.200477979304
12,0.0,+/-20%,7,9615.343574985034,7646.056736149604
12,0.0,+/-20%,8,7692.27485998803,10189.454803503442
12,0.0,+/-20%,9,6153.819887990422,8016.580317386434
12,0.0,+/-20%,10,7384.583865588506,7770.379837456182
12,0.0,+/-20%,11,8861.500638706208,6184.043474110502
12,0.0,+/-20%,12,10633.80076644745,7815.426628543293
12,0.0,+/-20%,13,12760.560919736938,10446.07792086481
12,0.0,+/-20%,14,15312.673103684323,8397.99492360998
12,0.0,+/-20%,15,18375.207724421187,9777.492050927502
12,0.02,NHF,1,31348.16576654267,31348.16576654267
12,0.02,NHF,2,7653.315054095999,7653.315054095999
12,0.02,NHF,3,6044.997058081999,5901.227553961999
12,0.02,NHF,4,4270.911659072999,4447.305391753
12,0.02,NHF,5,7490.945443191999,7490.945443191999
12,0.02,NHF,6,5551.750809907001,5551.750809907001
12,0.02,NHF,7,11034.981236982501,11034.981236982501
12,0.02,NHF,8,11257.276731482501,11257.276731482501
12,0.02,NHF,9,14399.321878425999,14255.552374306
12,0.02,NHF,10,6660.085506644501,6803.855010764501
12,0.02,NHF,11,5343.4629887030005,6321.964188037999
12,0.02,NHF,12,6616.675618292001,5473.692536572001
12,0.02,NHF,13,10908.309466137,12650.216691577001
12,0.02,NHF,14,6274.2646082225,4583.291087252501
12,0.02,NHF,15,11921.3508964725,11123.810882887501
12,0.02,NDY,1,10664.039635367486,10664.039635367486
12,0.02,NDY,2,10664.039635367486,10500.189088778414
12,0.02,NDY,3,10664.03963536749,10363.65317195614
12,0.02,NDY,4,10664.039635367486,10245.659640395466
12,0.02,NDY,5,10664.039635367486,10105.340941200737
12,0.02,NDY,6,10664.039635367484,9976.153718901658
12,0.02,NDY,7,10664.039635367486,9637.988431953285
12,0.02,NDY,8,10664.039635367488,9439.507600019973
12,0.02,NDY,9,10664.039635367486,9257.939328258939
12,0.02,NDY,10,10664.039635367484,9091.448252468808
12,0.02,NDY,11,10664.039635367482,9076.328343306963
12,0.02,NDY,12,10664.039635367484,8994.560831047524
12,0.02,NDY,13,10664.039635367486,8976.558690369717
12,0.02,NDY,14,10664.03963536749,8916.881067254222
12,0.02,NDY,15,10664.039635367488,8918.472469607748
12,0.02,-10%,1,14300.72338773899,14300.72338773899
12,0.02,-10%,2,12870.651048965095,12876.942842707833
12,0.02,-10%,3,11583.585944068585,11578.72347029129
12,0.02,-10%,4,10425.227349661727,10407.377429952006
12,0.02,-10%,5,9382.704614695554,9364.398670381317
12,0.02,-10%,6,8444.434153226,8427.958798557
12,0.02,-10%,7,7599.990737903399,7599.990735282499
12,0.02,-10%,8,9613.823477028158,8981.770003851501
12,0.02,-10%,9,9966.402170061097,10457.90136979607
12,0.02,-10%,10,8969.76195305499,9415.137102633922
12,0.02,-10%,11,8072.785757749491,8473.457478945153
12,0.02,-10%,12,7265.5071819745435,7626.111731327001
12,0.02,-10%,13,10292.12774770308,9253.183622570506
12,0.02,-10%,14,9262.914972932773,8328.665815251812
12,0.02,-10%,15,8491.851510534054,7495.799233549656
12,0.02,-20%,1,17649.800322772346,17649.800322772346
12,0.02,-20%,2,14119.840258217879,14111.215983702738
12,0.02,-20%,3,11295.8722065743,11295.770101190019
12,0.02,-20%,4,9036.697765259441,9037.972943303444
12,0.02,-20%,5,7229.358212207553,7230.378353596135
12,0.02,-20%,6,5783.486569766044,5784.302679259501
12,0.02,-20%,7,6202.94914295346,6202.9491423275
12,0.02,-20%,8,13427.377662274543,13216.553069960502
12,0.02,-20%,9,11412.725398611714,11533.679523462282
12,0.02,-20%,10,9130.180318889372,9228.5060245508
12,0.02,-20%,11,7304.144255111496,7382.804816112999
12,0.02,-20%,12,6208.007534704329,6445.025416657001
12,0.02,-20%,13,7766.969031497277,8355.544248242
12,0.02,-20%,14,7917.044305103938,8283.1113264475
12,0.02,-20%,15,13171.350702715501,9470.643553713324
12,0.02,+/-10%,1,14294.697554900311,14294.697554900311
12,0.02,+/-10%,2,12865.227799410284,12867.581513031944
12,0.02,+/-10%,3,11578.705019469253,11579.750242396643
12,0.02,+/-10%,4,10420.834517522328,10420.794528190449
12,0.02,+/-10%,5,9378.751065770095,9380.814334076045
12,0.02,+/-10%,6,8440.875959193085,8442.7329049945
12,0.02,+/-10%,7,8071.40097352415,8032.023551654131
12,0.02,+/-10%,8,8878.541070876568,8835.225909349001
12,0.02,+/-10%,9,9766.395177964225,9994.728332799
12,0.02,+/-10%,10,8916.080935571941,9162.535785899032
12,0.02,+/-10%,11,8024.472842014746,7898.257365103898
12,0.02,+/-10%,12,8627.332143193345,8311.932165027501
12,0.02,+/-10%,13,9490.065357512676,9069.181276090936
12,0.02,+/-10%,14,8541.05882176141,7997.959708247071
12,0.02,+/-10%,15,9395.164703937551,7856.021019081893
12,0.02,+/-20%,1,17498.868400563748,17498.868400563748
12,0.02,+/-20%,2,13999.094720451001,13987.989693214584
12,0.02,+/-20%,3,11199.2757763608,11185.01274567051
12,0.02,+/-20%,4,8959.420621088639,8947.369863205658
12,0.02,+/-20%,5,7167.536496870911,7157.8958870343695
12,0.02,+/-20%,6,6693.982871389728,6693.982871386163
12,0.02,+/-20%,7,8032.77944566767,8032.7794469875
12,0.02,+/-20%,8,9639.335334801208,9639.335333171502
12,0.02,+/-20%,9,11567.202401761446,12159.685087271546
12,0.02,+/-20%,10,9547.513148902022,9704.205026292475
12,0.02,+/-20%,11,7638.010519121617,7417.902482170997
12,0.02,+/-20%,12,7881.870383586589,7403.977669776999
12,0.02,+/-20%,13,9458.244460303908,9237.507176002277
12,0.02,+/-20%,14,7649.185095442436,7120.277131223968
12,0.02,+/-20%,15,9179.022114530922,7307.9639017616
12,0.04,NHF,1,33045.51662464017,33045.51662464017
12,0.04,NHF,2,6191.048015255999,6191.048015255999
12,0.04,NHF,3,5639.2269264345,5639.2269264345
12,0.04,NHF,4,5149.081617558,5149.081617558
12,0.04,NHF,5,6017.5254380920005,6017.5254380920005
12,0.04,NHF,6,5551.750809907001,5551.750809907001
12,0.04,NHF,7,11567.8361209175,11567.836120917502
12,0.04,NHF,8,10935.319026842502,10935.319026842502
12,0.04,NHF,9,15233.196774700999,15233.196774700999
12,0.04,NHF,10,6570.1830459445,6570.1830459445
12,0.04,NHF,11,5649.514754607999,5649.514754607999
12,0.04,NHF,12,5741.8262227720015,5741.8262227720015
12,0.04,NHF,13,12632.517707871999,12632.517707872
12,0.04,NHF,14,4261.3333826125,4261.3333826125
12,0.04,NHF,15,11056.6832077125,11056.683207712502
12,0.04,NDY,1,10777.86779436294,10777.86779436294
12,0.04,NDY,2,10777.86779436294,10572.045715166885
12,0.04,NDY,3,10777.867794362937,10434.29353121047
12,0.04,NDY,4,10777.867794362937,10288.566267848655
12,0.04,NDY,5,10777.867794362935,10030.171513049927
12,0.04,NDY,6,10777.867794362937,9829.649625051723
12,0.04,NDY,7,10777.86779436294,9758.065714809796
12,0.04,NDY,8,10777.86779436294,9702.955536869533
12,0.04,NDY,9,10777.867794362937,9175.808832923069
12,0.04,NDY,10,10777.867794362937,9007.765051347915
12,0.04,NDY,11,10777.867794362937,8843.882220947526
12,0.04,NDY,12,10777.867794362937,8704.412739414875
12,0.04,NDY,13,10777.86779436294,8658.984476125479
12,0.04,NDY,14,10777.86779436294,8618.979120731143
12,0.04,NDY,15,10777.86779436294,8618.979122581619
