landbase,discount_rate,flow_policy,period,projected_mcf,realized_mcf
5,0.06,+/-20%,10,9133.10321485152,7361.280588418197
5,0.06,+/-20%,11,7306.482571881215,5825.913019382361
5,0.06,+/-20%,12,8750.88370908043,11217.319559584053
5,0.06,+/-20%,13,10501.060450896512,17344.898712344446
5,0.06,+/-20%,14,12601.272541075818,13875.91896814
5,0.06,+/-20%,15,15121.527049290984,12324.118751876196
6,0.0,NHF,1,6699.121429643287,6699.121429643287
6,0.0,NHF,2,0.0,0.0
6,0.0,NHF,3,25665.125,0.0
6,0.0,NHF,4,0.0,0.0
6,0.0,NHF,5,26285.714293600002,51950.8392936
6,0.0,NHF,6,16978.571421779998,16978.571421779998
6,0.0,NHF,7,4107.1428555,4107.1428555
6,0.0,NHF,8,10267.8571445,10267.8571445
6,0.0,NHF,9,23283.333331679998,0.0
6,0.0,NHF,10,0.0,4404.166664905
6,0.0,NHF,11,0.0,30092.857146140002
6,0.0,NHF,12,0.0,5471.42856924
6,0.0,NHF,13,15342.857147460001,15342.857147460001
6,0.0,NHF,14,15614.285708039999,15614.285708039999
6,0.0,NHF,15,54494.64285957,10267.8571445
6,0.0,NDY,1,7972.143363440641,7972.143363440641
6,0.0,NDY,2,7972.1433634406085,8085.625970788989
6,0.0,NDY,3,9577.836993691013,9521.09568981575
6,0.0,NDY,4,9577.836993691028,9521.09568611165
6,0.0,NDY,5,9577.836993691017,10622.01043011272
6,0.0,NDY,6,9577.836993691011,10550.651753894224
6,0.0,NDY,7,9577.836993691011,10858.713897789461
6,0.0,NDY,8,9577.836993691011,10546.330256421264
6,0.0,NDY,9,9577.836993691011,10763.497421279499
6,0.0,NDY,10,9577.836993691011,10668.202333040299
6,0.0,NDY,11,9577.836993691013,10532.818022034327
6,0.0,NDY,12,9577.836993691013,10489.489920867534
6,0.0,NDY,13,9577.836993691017,10758.656740613247
6,0.0,NDY,14,9577.836993691013,10902.041091282046
6,0.0,NDY,15,50849.37220560959,10708.072860804477
6,0.0,-10%,1,10206.443941338553,10206.443941338553
6,0.0,-10%,2,9185.799547204699,4900.314395154615
6,0.0,-10%,3,8267.219592484227,8238.647131849151
6,0.0,-10%,4,7440.497633235806,11754.55524678315
6,0.0,-10%,5,15100.174587229485,15533.646301818791
6,0.0,-10%,6,13590.157128506537,14143.850514023437
6,0.0,-10%,7,12231.141415655882,12003.166626262326
6,0.0,-10%,8,11008.027274090295,13288.561236345144
6,0.0,-10%,9,9907.224546681267,11951.746321246417
6,0.0,-10%,10,8916.50209201314,10761.611549194335
6,0.0,-10%,11,8024.851882811827,4775.575208199052
6,0.0,-10%,12,7222.366694530645,9784.788872960928
6,0.0,-10%,13,6500.130025077579,10963.63878365754
6,0.0,-10%,14,8118.728559266538,15405.293814347171
6,0.0,-10%,15,50708.81205896435,13818.477075478506
6,0.0,-20%,1,11890.230594262643,11890.230594262643
6,0.0,-20%,2,9512.184475410093,7622.001650713293
6,0.0,-20%,3,7609.747580328082,3146.2220985146455
6,0.0,-20%,4,6087.798064262467,9705.79209640935
6,0.0,-20%,5,19046.296559406226,14476.848302756385
6,0.0,-20%,6,15237.037247524979,8414.126600684811
6,0.0,-20%,7,12189.629798019985,18968.45915861604
6,0.0,-20%,8,9751.703838415986,15955.00386848
6,0.0,-20%,9,7801.36307073279,11277.3954587296
6,0.0,-20%,10,6241.0904565862365,11682.036507799334
6,0.0,-20%,11,4992.872365268986,7342.905232659468
6,0.0,-20%,12,3994.2978922151897,5563.29920447551
6,0.0,-20%,13,3195.438313772152,4062.5672656577613
6,0.0,-20%,14,9765.60867828498,16880.654830274885
6,0.0,-20%,15,63021.178684047394,19051.90736243991
6,0.0,+/-10%,1,8444.515820232933,8444.515820232933
6,0.0,+/-10%,2,8053.004499707054,8053.004500156497
6,0.0,+/-10%,3,8858.304949677764,8858.30495011069
6,0.0,+/-10%,4,9744.135444645539,9744.1354469715
6,0.0,+/-10%,5,10718.548989110093,14634.057042894146
6,0.0,+/-10%,6,11790.403888021103,12888.163808281579
6,0.0,+/-10%,7,10611.363499218993,13018.72475430073
6,0.0,+/-10%,8,9550.227149297094,11054.517747586971
6,0.0,+/-10%,9,10505.249864226804,9895.770542768696
6,0.0,+/-10%,10,11555.77485064947,10716.883505486061
6,0.0,+/-10%,11,12711.352335714422,10208.214038113121
6,0.0,+/-10%,12,13982.487569285868,9369.83577323459
6,0.0,+/-10%,13,15380.736326214457,10896.122719150864
6,0.0,+/-10%,14,16918.8099588359,14548.133806685
6,0.0,+/-10%,15,18610.69095471949,12545.508880218129
6,0.0,+/-20%,1,8972.38259567057,8972.38259567057
6,0.0,+/-20%,2,7177.906076536463,7177.906075450583
6,0.0,+/-20%,3,8613.487291843754,8613.487292333295
6,0.0,+/-20%,4,10336.184750212502,10336.1847511657
6,0.0,+/-20%,5,12403.421700255021,17898.3776381
6,0.0,+/-20%,6,14884.106040306022,8424.90491670219
6,0.0,+/-20%,7,11907.284832244812,16801.73188872615
6,0.0,+/-20%,8,12084.56648752857,13348.141232663986
6,0.0,+/-20%,9,9667.653190022793,9281.080353219477
6,0.0,+/-20%,10,8628.065870493356,9077.541861289015
6,0.0,+/-20%,11,10353.679044592014,11174.124098454826
6,0.0,+/-20%,12,12424.414853510421,7808.754687809791
6,0.0,+/-20%,13,14909.2978242125,9466.096513971406
6,0.0,+/-20%,14,17891.15738905494,11985.8062393
6,0.0,+/-20%,15,21469.388866866044,16876.062029931003
6,0.02,NHF,1,32364.246429643288,32364.246429643288
6,0.02,NHF,2,0.0,0.0
6,0.02,NHF,3,0.0,0.0
6,0.02,NHF,4,2735.71428462,2735.71428462
6,0.02,NHF,5,26285.714293600002,26285.714293600002
6,0.02,NHF,6,16978.571421779998,16978.571421779998
6,0.02,NHF,7,23257.142855500002,23257.142855500002
6,0.02,NHF,8,10267.8571445,10267.8571445
6,0.02,NHF,9,0.0,0.0
6,0.02,NHF,10,2735.71428462,2735.71428462
6,0.02,NHF,11,10942.85714614,10942.85714614
6,0.02,NHF,12,5471.42856924,5471.42856924
6,0.02,NHF,13,34492.85714746,34492.85714746
6,0.02,NHF,14,15614.285708039999,15614.285708039999
6,0.02,NHF,15,10267.8571445,10267.8571445
6,0.02,NDY,1,8774.990178565822,8774.990178565822
6,0.02,NDY,2,8774.990178565822,8774.990177099433
6,0.02,NDY,3,8774.990178565822,8774.99017928675
6,0.02,NDY,4,8774.990178565822,8774.990175582649
6,0.02,NDY,5,11718.467841809823,11902.551465372584
6,0.02,NDY,6,11718.467841809823,11824.237964340862
6,0.02,NDY,7,11718.467841809825,11762.512611767164
6,0.02,NDY,8,11718.467841809823,11705.910587407434
6,0.02,NDY,9,11718.467841809823,11683.398310966411
6,0.02,NDY,10,11718.467841809821,11655.334734589735
6,0.02,NDY,11,11718.467841809812,11549.591527852497
6,0.02,NDY,12,11718.467841809816,11590.081887548371
6,0.02,NDY,13,11718.467841809817,11592.64028767275
6,0.02,NDY,14,11718.46784180982,11619.841549841147
6,0.02,NDY,15,28175.461894671695,11573.328530862731
6,0.02,-10%,1,10206.443941338553,10206.443941338553
6,0.02,-10%,2,9185.799547204699,9185.799548427993
6,0.02,-10%,3,8267.219592484227,8267.219592545187
6,0.02,-10%,4,7440.497633235806,7440.4976304722495
6,0.02,-10%,5,17004.148834198844,16944.713104966537
6,0.02,-10%,6,15303.733950778966,15262.462083422235
6,0.02,-10%,7,13773.36055570107,13721.708473210958
6,0.02,-10%,8,12396.024500130961,12350.284598242739
6,0.02,-10%,9,11156.422050117866,11115.256137620241
6,0.02,-10%,10,10040.77984510608,10003.730523111093
6,0.02,-10%,11,9036.70186059547,9003.357469639473
6,0.02,-10%,12,8133.031674535924,8103.021721235
6,0.02,-10%,13,7967.4469736033725,10556.58200744
6,0.02,-10%,14,13269.244181963473,14598.13513944
6,0.02,-10%,15,32312.71838668267,13386.41388207507
6,0.02,-20%,1,11890.230594262637,11890.230594262637
6,0.02,-20%,2,9512.1844754101,9512.184474522155
6,0.02,-20%,3,7609.747580328086,7609.747576989499
6,0.02,-20%,4,6087.798064262459,6087.79806089795
6,0.02,-20%,5,21678.797137612386,21609.14338090014
6,0.02,-20%,6,17343.037710089906,17223.14499089359
6,0.02,-20%,7,13874.430168071927,13778.51598964
6,0.02,-20%,8,11099.54413445754,11175.45305113837
6,0.02,-20%,9,8879.635307566035,8940.362440033188
6,0.02,-20%,10,7103.708246052822,7152.28995296
6,0.02,-20%,11,6700.406278462292,7644.1471321
6,0.02,-20%,12,5471.42856924,7194.307894760001
6,0.02,-20%,13,24200.841283339683,20611.51068708
6,0.02,-20%,14,19360.673026671742,17494.629400513943
6,0.02,-20%,15,16095.23370218328,13998.209306289173
6,0.02,+/-10%,1,7563.0167451547695,7563.0167451547695
6,0.02,+/-10%,2,8319.31841967025,8319.3184194947
6,0.02,+/-10%,3,9151.250261637259,9151.250260423807
6,0.02,+/-10%,4,10066.37528780101,10066.37528929365
6,0.02,+/-10%,5,11073.012816581098,16770.272477354032
6,0.02,+/-10%,6,12180.31409823921,15115.912843192937
6,0.02,+/-10%,7,13398.345508063125,13594.838640546084
6,0.02,+/-10%,8,12944.113359623749,12235.354775915923
6,0.02,+/-10%,9,11649.702023661377,11005.674298720527
6,0.02,+/-10%,10,10484.731821295245,9060.899684650063
6,0.02,+/-10%,11,10292.286319060877,8730.741228526274
6,0.02,+/-10%,12,11321.514950966965,9603.815351491714
6,0.02,+/-10%,13,12453.666446063662,10564.19688332
6,0.02,+/-10%,14,13699.033090670031,13587.392503539999
6,0.02,+/-10%,15,15068.936399737033,13258.776966518759
6,0.02,+/-20%,1,6538.740818603444,6538.740818603444
6,0.02,+/-20%,2,7846.488982324139,7846.488982616478
6,0.02,+/-20%,3,9415.786778788959,9415.78678070525
6,0.02,+/-20%,4,11298.944134546742,11298.944139078601
6,0.02,+/-20%,5,13558.732961456099,19859.634808426228
6,0.02,+/-20%,6,16270.47955374733,15887.707847022222
6,0.02,+/-20%,7,15549.92986585659,12710.166272299999
6,0.02,+/-20%,8,12439.943892685282,12190.185468722222
6,0.02,+/-20%,9,9951.955114148215,9502.389955640001
6,0.02,+/-20%,10,7961.5640913185825,7156.52236494079
6,0.02,+/-20%,11,8547.309399044869,8587.826838697105
6,0.02,+/-20%,12,10256.77127885386,10305.3922077175
6,0.02,+/-20%,13,12308.125534624636,12790.43767784
6,0.02,+/-20%,14,14769.750641549557,16384.74199228
6,0.02,+/-20%,15,17723.700769859475,14073.896793551869
6,0.04,NHF,1,32364.246429643288,32364.246429643288
6,0.04,NHF,2,0.0,0.0
6,0.04,NHF,3,0.0,0.0
6,0.04,NHF,4,2735.71428462,2735.71428462
6,0.04,NHF,5,26285.714293600002,26285.714293600002
6,0.04,NHF,6,16978.571421779998,16978.571421779998
6,0.04,NHF,7,23257.142855500002,23257.142855500002
6,0.04,NHF,8,10267.8571445,10267.8571445
6,0.04,NHF,9,0.0,0.0
6,0.04,NHF,10,2735.71428462,2735.71428462
6,0.04,NHF,11,10942.85714614,10942.85714614
6,0.04,NHF,12,5471.42856924,5471.42856924
6,0.04,NHF,13,34492.85714746,34492.85714746
6,0.04,NHF,14,15614.285708039999,15614.285708039999
6,0.04,NHF,15,10267.8571445,10267.8571445
6,0.04,NDY,1,8774.990178565826,8774.990178565826
6,0.04,NDY,2,8774.990178565822,8774.990177099437
6,0.04,NDY,3,8774.990178565822,8774.990179286751
6,0.04,NDY,4,8774.990178565817,8774.990175582649
6,0.04,NDY,5,11812.12790522023,11864.609567878924
6,0.04,NDY,6,11812.12790522023,11614.713825207955
6,0.04,NDY,7,11812.12790522023,11607.760368319807
6,0.04,NDY,8,11812.12790522023,11593.743516932329
6,0.04,NDY,9,11812.127905220232,11592.305771940963
6,0.04,NDY,10,11812.127905220226,11592.316008038728
6,0.04,NDY,11,11812.127905220254,11555.973543026537
6,0.04,NDY,12,11812.12790522023,11555.973543484011
6,0.04,NDY,13,11812.12790522023,11547.745610748761
6,0.04,NDY,14,11812.127905220232,11399.642511542519
6,0.04,NDY,15,23005.84911716914,11394.57545632197
6,0.04,-10%,1,10206.443941338553,10206.443941338553
6,0.04,-10%,2,9185.799547204699,9185.799548427993
6,0.04,-10%,3,8267.219592484227,8267.219592545183
6,0.04,-10%,4,7440.497633235809,7440.4976304722495
6,0.04,-10%,5,17012.13842877907,17012.138428752656
6,0.04,-10%,6,15310.924585901164,15310.924586149367
6,0.04,-10%,7,13779.832127311049,13779.832128712711
6,0.04,-10%,8,12401.848914579943,12401.848916902336
6,0.04,-10%,9,11161.66402312195,11161.664025819176
6,0.04,-10%,10,10045.497620809758,10045.497624712425
6,0.04,-10%,11,9040.947858728778,9040.94785938253
6,0.04,-10%,12,8136.8530728559035,8136.853076855
6,0.04,-10%,13,7971.190570050292,7971.1905711
6,0.04,-10%,14,14178.721354829884,14178.721348240002
6,0.04,-10%,15,29833.677010544277,13724.74083678312
6,0.04,-20%,1,11890.230594262643,11890.230594262643
6,0.04,-20%,2,9512.184475410098,9512.184476582297
6,0.04,-20%,3,7609.747580328085,7609.74758269286
6,0.04,-20%,4,6087.7980642624625,6087.798071163999
6,0.04,-20%,5,21725.681999478198,21725.68199882597
6,0.04,-20%,6,17380.545599582558,17380.5455964
6,0.04,-20%,7,13904.436479666047,13904.43647516
6,0.04,-20%,8,11123.549183732837,11123.549184245498
6,0.04,-20%,9,8898.839346986275,8898.839348398054
6,0.04,-20%,10,7119.071477589017,7119.0714771
6,0.04,-20%,11,6784.799029820753,6784.79903234
6,0.04,-20%,12,5471.42856924,5471.42856924
6,0.04,-20%,13,23642.714213256626,21889.745081627974
6,0.04,-20%,14,18914.1713706053,17511.796065816754
6,0.04,-20%,15,15131.337096484232,14009.436850995115
6,0.04,+/-10%,1,9714.99327950577,9714.99327950577
6,0.04,+/-10%,2,8743.493951555192,7669.174451494913
6,0.04,+/-10%,3,7924.511182477296,8436.091894500458
6,0.04,+/-10%,4,8716.962300725032,9279.70107993395
6,0.04,+/-10%,5,9588.658530797526,16959.354309302485
6,0.04,+/-10%,6,10547.524383877277,15263.418877125376
6,0.04,+/-10%,7,11602.27682226502,13737.076990146463
6,0.04,+/-10%,8,12762.504504491513,12363.369291721681
6,0.04,+/-10%,9,14038.75495494066,11127.032362271992
6,0.04,+/-10%,10,12634.879459446594,10014.329125553713
6,0.04,+/-10%,11,11371.391513501925,9012.896213095002
6,0.04,+/-10%,12,10234.252362151736,8111.6065908400005
6,0.04,+/-10%,13,11257.677598366909,8922.7672534
6,0.04,+/-10%,14,12383.4453582036,11676.796831079999
6,0.04,+/-10%,15,13621.789894023977,13914.128283250418
6,0.04,+/-20%,1,10941.384262550899,10941.384262550899
6,0.04,+/-20%,2,8753.107410040719,6636.971551419776
6,0.04,+/-20%,3,7002.485928032575,7964.365860778636
6,0.04,+/-20%,4,8402.983113639091,9557.239029567001
6,0.04,+/-20%,5,10083.579736366908,20711.798167737707
6,0.04,+/-20%,6,12100.295683640288,16569.438536977777
6,0.04,+/-20%,7,14520.354820368346,13255.550830260001
6,0.04,+/-20%,8,17168.419174423616,11757.0145965
6,0.04,+/-20%,9,13734.735339538895,9405.61167772
6,0.04,+/-20%,10,10987.78827163112,7825.58619702
6,0.04,+/-20%,11,8790.230617304891,7461.03896084
6,0.04,+/-20%,12,7032.184493843914,8953.246754540001
6,0.04,+/-20%,13,8438.621392612697,16416.11816028
6,0.04,+/-20%,14,10126.345671135234,13212.49208874
6,0.04,+/-20%,15,12151.61480536228,15176.646471148899
6,0.06,NHF,1,32364.246429643288,32364.246429643288
6,0.06,NHF,2,0.0,0.0
6,0.06,NHF,3,0.0,0.0
6,0.06,NHF,4,2735.71428462,2735.71428462
6,0.06,NHF,5,26285.714293600002,26285.714293600002
6,0.06,NHF,6,16978.571421779998,16978.571421779998
6,0.06,NHF,7,23257.142855500002,23257.142855500002
6,0.06,NHF,8,10267.8571445,10267.8571445
6,0.06,NHF,9,0.0,0.0
6,0.06,NHF,10,2735.71428462,2735.71428462
6,0.06,NHF,11,10942.85714614,10942.85714614
6,0.06,NHF,12,5471.42856924,5471.42856924
6,0.06,NHF,13,34492.85714746,34492.85714746
6,0.06,NHF,14,15614.285708039999,15614.285708039999
6,0.06,NHF,15,10267.8571445,10267.8571445
6,0.06,NDY,1,8774.990178565822,8774.990178565822
6,0.06,NDY,2,8774.990178565822,8774.990177099433
6,0.06,NDY,3,8774.990178565822,8774.990179286751
6,0.06,NDY,4,8774.990178565822,8774.990175582649
6,0.06,NDY,5,11859.628480586569,11864.609567878924
6,0.06,NDY,6,11859.628480586569,11604.299571642616
6,0.06,NDY,7,11859.628480586569,11589.366582812458
6,0.06,NDY,8,11859.628480586567,11454.792325274488
6,0.06,NDY,9,11859.62848058657,11454.79232485854
6,0.06,NDY,10,11859.62848058655,11454.30095921577
6,0.06,NDY,11,11859.628480586554,11444.01323759788
6,0.06,NDY,12,11859.628480586554,11387.82895984974
6,0.06,NDY,13,11859.628480586554,11310.27112836555
6,0.06,NDY,14,11859.628480586554,11310.2711287356
6,0.06,NDY,15,14805.97087577312,11310.271129401195
6,0.06,-10%,1,10206.443941338552,10206.443941338552
6,0.06,-10%,2,9185.799547204697,9185.799548427993
6,0.06,-10%,3,8267.219592484227,8267.219592545183
6,0.06,-10%,4,7440.497633235813,7440.4976304722495
6,0.06,-10%,5,17012.13842877907,17012.138428752656
6,0.06,-10%,6,15310.924585901164,15310.924586149367
6,0.06,-10%,7,13779.832127311047,13779.832128712702
6,0.06,-10%,8,12401.848914579943,12401.84891690233
6,0.06,-10%,9,11161.664023121948,11161.664025819176
6,0.06,-10%,10,10045.497620809758,10045.497624712425
6,0.06,-10%,11,9040.947858728778,9040.94785938253
6,0.06,-10%,12,8136.853072855902,8136.853076855
6,0.06,-10%,13,7971.190570050296,7971.1905711
6,0.06,-10%,14,12910.187925941167,14178.721348240002
6,0.06,-10%,15,31102.210439432994,13761.96303571632
6,0.06,-20%,1,11890.23059426263,11890.23059426263
6,0.06,-20%,2,9512.184475410104,9512.184476851475
6,0.06,-20%,3,7609.747580328085,7609.747582692861
6,0.06,-20%,4,6087.798064262467,6087.798071163999
6,0.06,-20%,5,21223.9981916845,21223.99819068774
6,0.06,-20%,6,16979.1985533476,16979.198552159938
6,0.06,-20%,7,13583.358842678079,13583.35884206
6,0.06,-20%,8,11651.038438506075,11651.038438752938
6,0.06,-20%,9,9320.83075080486,9320.830749385408
6,0.06,-20%,10,7456.66460064389,7456.664597964881
6,0.06,-20%,11,5965.331680515111,5965.331673895
6,0.06,-20%,12,5471.42856924,5471.42856924
6,0.06,-20%,13,22930.418080310075,21729.952654563873
6,0.06,-20%,14,18344.334464248066,17383.962122525438
6,0.06,-20%,15,19588.68789530486,13907.169697448859
6,0.06,+/-10%,1,10206.443941338684,10206.443941338684
6,0.06,+/-10%,2,9185.799547204448,8613.67362499649
6,0.06,+/-10%,3,8267.219592484229,7752.30626450705
6,0.06,+/-10%,4,7440.497633235924,8527.53689574065
6,0.06,+/-10%,5,8184.547396559387,16984.85429345969
6,0.06,+/-10%,6,9003.002136215653,15286.368865340068
6,0.06,+/-10%,7,9903.302349836675,13757.731975287823
6,0.06,+/-10%,8,10893.632584820381,12381.958777598978
6,0.06,+/-10%,9,11982.995843302717,11143.762901286984
6,0.06,+/-10%,10,13181.295427632878,10029.386612932482
6,0.06,+/-10%,11,14499.424970396027,9026.447954935
6,0.06,+/-10%,12,13049.482473356738,8008.654710933316
6,0.06,+/-10%,13,11918.313628832664,8809.5201805
6,0.06,+/-10%,14,13110.144991715653,12041.33675948
6,0.06,+/-10%,15,14421.15949088712,13890.885043186245
6,0.06,+/-20%,1,11890.230594262688,11890.230594262688
6,0.06,+/-20%,2,9512.184475410062,8409.322508520858
6,0.06,+/-20%,3,7609.74758032805,6727.458008031275
6,0.06,+/-20%,4,6087.798064262484,8072.94961093655
6,0.06,+/-20%,5,7305.357677114929,21223.99819068774
6,0.06,+/-20%,6,8766.429212537854,16979.198552159938
6,0.06,+/-20%,7,10519.715055045597,13583.35884206
6,0.06,+/-20%,8,12623.65806605458,11599.602251841045
6,0.06,+/-20%,9,15148.389679265427,9279.681800173319
6,0.06,+/-20%,10,14954.048296909656,6880.664909873628
6,0.06,+/-20%,11,11963.23863752764,5504.53192550682
6,0.06,+/-20%,12,9570.590910022074,6605.438310455001
6,0.06,+/-20%,13,10727.976723364893,21687.009849792164
6,0.06,+/-20%,14,12873.572068037854,17349.60788032697
6,0.06,+/-20%,15,15448.286481645533,13879.686304876424
7,0.0,NHF,1,0.0,0.0
7,0.0,NHF,2,0.0,0.0
7,0.0,NHF,3,16022.85714274,0.0
7,0.0,NHF,4,0.0,0.0
7,0.0,NHF,5,32428.57142611,32428.57142611
7,0.0,NHF,6,15871.42857389,15871.42857389
7,0.0,NHF,7,0.0,10569.999998238334
7,0.0,NHF,8,0.0,14093.333335095
7,0.0,NHF,9,15320.0,0.0
7,0.0,NHF,10,0.0,0.0
7,0.0,NHF,11,0.0,4377.14285386
7,0.0,NHF,12,0.0,17514.28571839
7,0.0,NHF,13,26408.57142775,32974.28571237
7,0.0,NHF,14,0.0,8754.28571538
7,0.0,NHF,15,42696.428571855,0.0
7,0.0,NDY,1,6565.71428462,6565.71428462
7,0.0,NDY,2,7541.43620864658,7907.839012664181
7,0.0,NDY,3,7541.436208646582,5322.62385802733
7,0.0,NDY,4,7541.436208646583,8407.334194826612
7,0.0,NDY,5,7541.436208646581,8470.085618571013
7,0.0,NDY,6,7541.436208646581,9098.432290058947
7,0.0,NDY,7,7541.436208646581,9090.59652284329
7,0.0,NDY,8,7541.436208646581,8567.24563322558
7,0.0,NDY,9,7541.436208646585,8438.709905700001
7,0.0,NDY,10,7541.43620864658,8567.692590901945
7,0.0,NDY,11,7541.436208646581,8283.753565416708
7,0.0,NDY,12,7541.436208646583,8292.355442347325
7,0.0,NDY,13,7541.436208646588,8410.74566979552
7,0.0,NDY,14,13057.334538864554,8493.543988859727
7,0.0,NDY,15,35087.67731312016,8540.128006106392
7,0.0,-10%,1,6117.459305900061,6117.459305900061
7,0.0,-10%,2,10403.856361018119,2889.5495809587014
7,0.0,-10%,3,9363.470724916308,2794.9220076361626
7,0.0,-10%,4,8427.123652424678,564.5613482325
7,0.0,-10%,5,9816.148560432352,14361.603261500848
7,0.0,-10%,6,8834.53370438912,12510.03909978725
7,0.0,-10%,7,7951.080333950204,11207.234237398743
7,0.0,-10%,8,7155.972300555184,10177.610812827897
7,0.0,-10%,9,6440.375070499663,9158.378744456
7,0.0,-10%,10,5796.337563449699,5391.138557623902
7,0.0,-10%,11,5216.703807104729,6091.961094457831
7,0.0,-10%,12,4695.033426394258,11163.320853580088
7,0.0,-10%,13,4225.530083754831,8684.413370131137
7,0.0,-10%,14,9842.142855502501,6952.471793508334
7,0.0,-10%,15,44276.325742931505,11410.396438584896
7,0.0,-20%,1,1675.996587563642,1675.996587563642
7,0.0,-20%,2,11200.441063664119,7018.6261825432675
7,0.0,-20%,3,8960.352850931298,0.0
7,0.0,-20%,4,7168.282280745039,3709.445933572655
7,0.0,-20%,5,13338.939910042052,17934.463692372134
7,0.0,-20%,6,10671.151928033643,14115.89775928131
7,0.0,-20%,7,8536.921542426913,11578.11961245228
7,0.0,-20%,8,6829.5372339415335,8392.362264832496
7,0.0,-20%,9,5463.629787153231,6132.8571382575
7,0.0,-20%,10,4370.903829722584,8241.069620120918
7,0.0,-20%,11,3496.7230637780676,6321.6046999
7,0.0,-20%,12,2797.3784510224546,13340.57493338457
7,0.0,-20%,13,2237.9027608179636,8131.850051643333
7,0.0,-20%,14,11559.578420908492,10731.094162408373
7,0.0,-20%,15,49946.765196353124,1130.6009844199748
7,0.0,+/-10%,1,6565.71428462,6565.71428462
7,0.0,+/-10%,2,7222.285713081998,8707.983573890137
7,0.0,+/-10%,3,7944.514284390201,6819.173335905612
7,0.0,+/-10%,4,7752.58230914643,7877.144044146533
7,0.0,+/-10%,5,8527.84054006109,10441.988032694899
7,0.0,+/-10%,6,9380.624594067192,8584.706802762586
7,0.0,+/-10%,7,9035.658831838726,6969.3117756372085
7,0.0,+/-10%,8,9939.224715022596,7671.192991708606
7,0.0,+/-10%,9,9645.114962458572,9072.020946405279
7,0.0,+/-10%,10,8680.603466212717,10578.990043448415
7,0.0,+/-10%,11,9548.663812833991,11636.889047015002
7,0.0,+/-10%,12,10503.530194117384,10493.531012842073
7,0.0,+/-10%,13,11553.883213529125,9670.156556212054
7,0.0,+/-10%,14,12709.271534882031,6507.997157137732
7,0.0,+/-10%,15,13980.198688370245,7278.291864078707
7,0.0,+/-20%,1,6565.71428462,6565.71428462
7,0.0,+/-20%,2,7878.857141544,7917.819031156498
7,0.0,+/-20%,3,9454.628569852803,5640.3794850756185
7,0.0,+/-20%,4,7563.702855882242,7599.206351486099
7,0.0,+/-20%,5,7641.184430723673,13508.029621375948
7,0.0,+/-20%,6,9169.421316868398,9741.910871273954
7,0.0,+/-20%,7,10449.102072629132,9160.65630224
7,0.0,+/-20%,8,9760.120425157133,7531.375162255614
7,0.0,+/-20%,9,8565.790050785556,6380.426459223539
7,0.0,+/-20%,10,6852.632040628446,7702.054494105772
7,0.0,+/-20%,11,8223.158448754135,9242.465392275
7,0.0,+/-20%,12,9867.790138504959,13109.223257184301
7,0.0,+/-20%,13,11841.34816620595,10886.86595081037
7,0.0,+/-20%,14,14209.61779944714,7364.446726291535
7,0.0,+/-20%,15,17051.541359336567,9708.82060049
7,0.02,NHF,1,6565.71428462,6565.71428462
7,0.02,NHF,2,24097.142862840003,24097.142862840003
7,0.02,NHF,3,6137.142852540001,6137.142852540001
7,0.02,NHF,4,0.0,0.0
7,0.02,NHF,5,10948.57142611,10948.57142611
7,0.02,NHF,6,15871.42857389,15871.42857389
7,0.02,NHF,7,6565.71428462,6565.71428462
7,0.02,NHF,8,8754.28571538,8754.28571538
7,0.02,NHF,9,0.0,0.0
7,0.02,NHF,10,15342.857147460001,15342.857147460001
7,0.02,NHF,11,10514.285706400002,10514.285706400002
7,0.02,NHF,12,17514.28571839,17514.28571839
7,0.02,NHF,13,11494.285712370001,11494.285712370001
7,0.02,NHF,14,8754.28571538,8754.28571538
7,0.02,NHF,15,0.0,0.0
7,0.02,NDY,1,6565.71428462,6565.71428462
7,0.02,NDY,2,10170.080010164134,10170.080010164136
7,0.02,NDY,3,10170.080010164136,9391.58858798
7,0.02,NDY,4,10170.080010164136,8884.967831353202
7,0.02,NDY,5,10170.080010164136,8856.59808717181
7,0.02,NDY,6,10170.080010164136,8856.598086199956
7,0.02,NDY,7,10170.080010164138,8856.598085907055
7,0.02,NDY,8,10170.080010164138,8817.338589367799
7,0.02,NDY,9,10170.080010164136,8817.338593375
7,0.02,NDY,10,10170.080010164136,8884.96783118
7,0.02,NDY,11,10170.080010164136,8884.96783492
7,0.02,NDY,12,11183.734444667527,9265.67681575832
7,0.02,NDY,13,11183.734444667527,9033.915495720445
7,0.02,NDY,14,11183.73444466753,9034.620401503227
7,0.02,NDY,15,11183.734444667527,9034.620401613254
7,0.02,-10%,1,6565.71428462,6565.71428462
7,0.02,-10%,2,11156.562994605167,11214.015259823427
7,0.02,-10%,3,10040.90669514465,10092.613732947548
7,0.02,-10%,4,9036.816025630185,9083.35235994
7,0.02,-10%,5,10524.666651214771,10282.827120542832
7,0.02,-10%,6,9472.199986093296,9254.544407520287
7,0.02,-10%,7,8524.979987483965,8329.089966199797
7,0.02,-10%,8,7672.481988735572,7496.180967933324
7,0.02,-10%,9,6905.23378986201,6746.5628679725005
7,0.02,-10%,10,6214.7104108758085,6071.90658432
7,0.02,-10%,11,10181.711642458778,13100.68546806
7,0.02,-10%,12,14012.093357276048,11410.762969352845
7,0.02,-10%,13,12610.884021548445,9903.302958408898
