landbase,discount_path,path_family,discount_rate,flow_policy,max_decrease,max_increase,horizon,fd_version,ws3_version,max_abs_rel_deviation,mean_abs_rel_deviation,total_projected,total_realized,total_rel_change,occurrence,occurrence_tolerance
1,invj-4pc-k2,inverse-j,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.7908618991487706,0.21920894899704677,161079.9605720991,145570.1820014208,-0.09628620789074609,True,0.05
1,invj-4pc-k2,inverse-j,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.7158485441209546,0.14329668280438224,164297.6235365872,152139.82419178978,-0.07399863177016686,True,0.05
1,invj-4pc-k2,inverse-j,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.29551900621298416,0.11714254691180706,161478.6036860618,148817.21849596495,-0.07840905792517538,True,0.05
1,invj-4pc-k2,inverse-j,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.3322116463319344,0.13148724958198682,167630.33769384638,154608.20179762202,-0.07768364650083497,True,0.05
2,linear-4pc-0pc,linear,0.04,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.11645383825040365,218122.2275,214022.2275,-0.018796800523229573,True,0.05
2,linear-4pc-0pc,linear,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.27606236709116183,0.03901349329307489,184408.98309137678,176268.3768042729,-0.04414430441856571,False,0.05
2,linear-4pc-0pc,linear,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.7491970107156242,0.17777656921644697,199014.34184723394,188305.10655931977,-0.05381137453970388,True,0.05
2,linear-4pc-0pc,linear,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.5637989947017256,0.11421219826306925,203684.97495131186,189417.42765233642,-0.07004712695369847,True,0.05
2,linear-4pc-0pc,linear,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.36400920092123934,0.11824048355640861,194131.1064873353,186617.63731385418,-0.038703066754380594,True,0.05
2,linear-4pc-0pc,linear,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.3785304978092292,0.13843970226155808,199155.70562645028,190965.4218870846,-0.04112502684069674,True,0.05
2,linear-6pc-0pc,linear,0.06,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.11645383825040365,218122.2275,214022.2275,-0.018796800523229573,True,0.05
2,linear-6pc-0pc,linear,0.06,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.09534629153318987,0.03459056515272276,182191.70457263687,175850.8993828274,-0.03480293026887783,False,0.05
2,linear-6pc-0pc,linear,0.06,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.6593644095705664,0.12293786077355098,194233.4987824263,187620.11673587342,-0.034048617195332274,True,0.05
2,linear-6pc-0pc,linear,0.06,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.5102968871933681,0.08026150075247376,199764.70579380912,189309.21883438362,-0.05233901012632996,True,0.05
2,linear-6pc-0pc,linear,0.06,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.4197987817192635,0.09402888961072607,192862.73917642137,184389.85061783963,-0.04393222140659918,True,0.05
2,linear-6pc-0pc,linear,0.06,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.5853512142105977,0.15541480796474907,197544.7853938485,184540.9028397219,-0.06582751616652657,True,0.05
2,invj-4pc-k1,inverse-j,0.04,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.2697175458222052,218122.2275,214022.2275,-0.018796800523229573,True,0.05
2,invj-4pc-k1,inverse-j,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.5206447965213558,0.10695943368468183,187717.36848721007,162785.7295802033,-0.1328147688619738,True,0.05
2,invj-4pc-k1,inverse-j,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.7908371974641104,0.2197260062686923,201349.95071512388,181447.52596790952,-0.09884494471703609,True,0.05
2,invj-4pc-k1,inverse-j,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.7506316313663086,0.18032534956119958,205543.35460987093,190921.54011407774,-0.0711373740277128,True,0.05
2,invj-4pc-k1,inverse-j,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.29860929722085944,0.08932765039343962,194355.43049105068,185082.4368502164,-0.047711523251012265,True,0.05
2,invj-4pc-k1,inverse-j,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.36605080074575197,0.11537893518458467,199941.7692657504,191577.23762905216,-0.04183483855032114,True,0.05
2,invj-4pc-k2,inverse-j,0.04,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.11645383825040365,218122.2275,214022.2275,-0.018796800523229573,True,0.05
2,invj-4pc-k2,inverse-j,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.5229634501350723,0.1045964984061003,187717.3684872101,163268.83136701258,-0.13024120952272614,True,0.05
2,invj-4pc-k2,inverse-j,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.7908618991785563,0.21920894899494273,201349.95071512388,181962.72750493497,-0.09628620787505705,True,0.05
2,invj-4pc-k2,inverse-j,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.7109479557456011,0.1424005268232235,205372.02942073403,189828.36958259542,-0.07568537878298509,True,0.05
2,invj-4pc-k2,inverse-j,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.29597022520267535,0.09405131238021675,194337.93670221916,186043.35945897538,-0.04268120462734677,True,0.05
2,invj-4pc-k2,inverse-j,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.31456791302566983,0.121881923943357,199991.06339960994,191857.93499262497,-0.040667459179082634,True,0.05
3,linear-4pc-0pc,linear,0.04,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.2930082164121679,162057.61599999998,155275.11599999998,-0.041852398964082015,True,0.05
3,linear-4pc-0pc,linear,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.5814785343865665,0.09109797340523078,150884.0788677496,129802.97780502692,-0.13971720025676357,True,0.05
3,linear-4pc-0pc,linear,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.606424962502769,0.11271477854231161,155653.03268770745,134062.06405935643,-0.13871216162983344,True,0.05
3,linear-4pc-0pc,linear,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.6085648763230245,0.18602515109189569,157689.94472697558,144930.80476286352,-0.08091283173574086,True,0.05
3,linear-4pc-0pc,linear,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.3871813592565536,0.15564476593577406,146919.74366308356,141905.74734508508,-0.03412745076316343,True,0.05
3,linear-4pc-0pc,linear,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.4017740624498284,0.16147126116299096,151446.05701334588,146132.71611556684,-0.035084049083633856,True,0.05
3,linear-6pc-0pc,linear,0.06,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.2930082164121679,162057.61599999998,155275.11599999998,-0.041852398964082015,True,0.05
3,linear-6pc-0pc,linear,0.06,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.5732217783795145,0.1271653092213651,150258.88377067103,128134.91574562876,-0.14723900158082123,True,0.05
3,linear-6pc-0pc,linear,0.06,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.5814332627131282,0.1479851693484599,154407.0777845567,133914.32185371008,-0.13271901926309387,True,0.05
3,linear-6pc-0pc,linear,0.06,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.5757515819345073,0.21888447021869548,156949.76760060506,141305.32989013198,-0.09967799219865026,True,0.05
3,linear-6pc-0pc,linear,0.06,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.4352585653099889,0.18413615083627047,145681.83103011744,140551.00791512372,-0.03521937553031581,True,0.05
3,linear-6pc-0pc,linear,0.06,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.5447921503263958,0.18035497527735764,151599.04454340512,148078.45807529704,-0.023223012247284236,True,0.05
3,invj-4pc-k1,inverse-j,0.04,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.22352056476835327,162057.61599999998,155275.11599999998,-0.041852398964082015,True,0.05
3,invj-4pc-k1,inverse-j,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.7714969740761458,0.12159075795517289,145157.86272400786,124072.89217356639,-0.14525544916936975,True,0.05
3,invj-4pc-k1,inverse-j,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.6759348917434498,0.10567047981340502,152614.25137830016,133427.28824729673,-0.1257219621216291,True,0.05
3,invj-4pc-k1,inverse-j,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.7265458563146835,0.20533410462028542,154333.87445917167,140573.03457293162,-0.08916279679015263,True,0.05
3,invj-4pc-k1,inverse-j,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.4642728574474629,0.21131148906204136,141453.2590564154,134246.34510426948,-0.050949083819069985,True,0.05
3,invj-4pc-k1,inverse-j,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.46510915581379325,0.16429503111932994,144729.85971813992,139073.45907311246,-0.03908247168927856,True,0.05
3,invj-4pc-k2,inverse-j,0.04,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.22352056476835327,162057.61599999998,155275.11599999998,-0.041852398964082015,True,0.05
3,invj-4pc-k2,inverse-j,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.7710499684959324,0.13466040009622915,145157.86272400786,126036.30869395079,-0.13172937153541137,True,0.05
3,invj-4pc-k2,inverse-j,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.6813674159543118,0.08973523479236893,152614.25137830016,132836.53859267026,-0.12959283033538535,True,0.05
3,invj-4pc-k2,inverse-j,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.7263095489721242,0.20489219349778406,154333.87445917167,140460.79668301804,-0.08989003758746231,True,0.05
3,invj-4pc-k2,inverse-j,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.48882880039154536,0.23391726508069646,144731.89515937347,137285.6116529929,-0.05144880814405832,True,0.05
3,invj-4pc-k2,inverse-j,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.48988369086608863,0.19955158780308527,151953.24585491564,143452.63380770833,-0.05594228671708441,True,0.05
4,linear-4pc-0pc,linear,0.04,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.296765645451549,210794.945,204359.945,-0.03052729751180703,True,0.05
4,linear-4pc-0pc,linear,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.6055147428378693,0.04435987868264543,187275.33272496707,170554.57178708602,-0.08928437447999192,False,0.05
4,linear-4pc-0pc,linear,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.6142288308432582,0.07126080950005041,191870.68809047053,174407.2218466454,-0.09101685316097258,True,0.05
4,linear-4pc-0pc,linear,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.5798159991198513,0.0890809927482044,194959.3668575775,179606.6205176153,-0.07874844172620728,True,0.05
4,linear-4pc-0pc,linear,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.3080947593306769,0.11003983246711414,181049.974097996,171522.08938095885,-0.05262571709554642,True,0.05
4,linear-4pc-0pc,linear,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.36392862571557555,0.1127888468015008,188113.08812140248,178194.78765228266,-0.05272520146348807,True,0.05
4,linear-6pc-0pc,linear,0.06,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.296765645451549,210794.945,204359.945,-0.03052729751180703,True,0.05
4,linear-6pc-0pc,linear,0.06,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.599667874007636,0.04498916676027314,187047.99690621474,170977.86475401887,-0.0859144840789361,False,0.05
4,linear-6pc-0pc,linear,0.06,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.6075139888066632,0.06054943651113751,191466.20873936493,172186.35546692892,-0.10069585332773201,True,0.05
4,linear-6pc-0pc,linear,0.06,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.5890167723284405,0.08021516057463038,194890.28975150298,179174.40647720912,-0.08063964240769801,True,0.05
4,linear-6pc-0pc,linear,0.06,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.31539190482423485,0.12496233176097589,179592.3661868932,172132.55874915377,-0.041537441686003276,True,0.05
4,linear-6pc-0pc,linear,0.06,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.3933788765628099,0.17708698568842152,187813.36035832515,177799.13594760236,-0.053320085384856865,True,0.05
4,invj-4pc-k1,inverse-j,0.04,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.22718415837058722,210794.945,204359.945,-0.03052729751180703,True,0.05
4,invj-4pc-k1,inverse-j,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.6805078274251084,0.06845188189935426,187027.6838988443,163127.9568467405,-0.12778710912674393,True,0.05
4,invj-4pc-k1,inverse-j,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.6998050883148363,0.1323403763919645,192712.67580485606,173424.8431037626,-0.1000859576078152,True,0.05
4,invj-4pc-k1,inverse-j,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.6924369471527491,0.18842903195029553,196262.30898323562,180972.00943199493,-0.07790746797209423,True,0.05
4,invj-4pc-k1,inverse-j,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.3291364405952717,0.18311422995168103,184797.29348440928,175309.88963275793,-0.051339517331468784,True,0.05
4,invj-4pc-k1,inverse-j,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.3879915905701697,0.15482175008362226,189277.46484550953,178948.03989878684,-0.0545729252827519,True,0.05
4,invj-4pc-k2,inverse-j,0.04,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.22718415837058722,210794.945,204359.945,-0.03052729751180703,True,0.05
4,invj-4pc-k2,inverse-j,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.6460141891971022,0.05800980003542897,187089.93119334002,165117.0663442795,-0.11744546972094186,True,0.05
4,invj-4pc-k2,inverse-j,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.6990157758381658,0.13022368699325795,192712.67580485606,173063.21971686435,-0.10196244749301839,True,0.05
4,invj-4pc-k2,inverse-j,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.6926815214933928,0.18878688623590162,196216.35360819843,180972.00943199493,-0.07769150682844286,True,0.05
4,invj-4pc-k2,inverse-j,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.4233799156296608,0.1986474654477963,184767.039589974,172578.47529491095,-0.06596720022202729,True,0.05
4,invj-4pc-k2,inverse-j,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.4395358471000721,0.18087518407672099,189278.82412884364,177125.68286848327,-0.06420761179331727,True,0.05
5,linear-4pc-0pc,linear,0.04,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.2864958065628851,163875.11599989166,155275.116,-0.05247898649784835,True,0.05
5,linear-4pc-0pc,linear,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.6529988615458382,0.14228710730685895,166772.2726078394,134049.99017949065,-0.19620936931940922,True,0.05
5,linear-4pc-0pc,linear,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.5696760570167811,0.13981564419213363,152580.87974265747,140570.71763506488,-0.0787134149956987,True,0.05
5,linear-4pc-0pc,linear,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.5098456275770297,0.10523315844540425,153880.99426931373,144568.1036319949,-0.060520083597977975,True,0.05
5,linear-4pc-0pc,linear,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.4204719970349217,0.16978369813697672,161481.42259361304,140902.2533524444,-0.1274398559948196,True,0.05
5,linear-4pc-0pc,linear,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.36325353333390903,0.1556093819902258,156130.83641157267,147574.23017562105,-0.05480407607242788,True,0.05
5,linear-6pc-0pc,linear,0.06,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.21698154099113667,160520.830286165,155275.116,-0.032679336861224234,True,0.05
5,linear-6pc-0pc,linear,0.06,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.6141038769814805,0.1380980839854128,166662.57524966882,135518.22345871484,-0.18687069814142854,True,0.05
5,linear-6pc-0pc,linear,0.06,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.6245094217241361,0.2261014724334066,160886.79635712315,144134.6567425237,-0.10412376897240502,True,0.05
5,linear-6pc-0pc,linear,0.06,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.5877578203051294,0.21879744177931512,161545.38969822682,149205.5493440652,-0.07638621180841458,True,0.05
5,linear-6pc-0pc,linear,0.06,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.4290615074513205,0.1489610590645619,164626.5112530493,151945.19528479286,-0.07703082493659752,True,0.05
5,linear-6pc-0pc,linear,0.06,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.4051972508504587,0.14718002926663218,167494.4511910809,159361.15930700017,-0.048558575082598546,True,0.05
5,invj-4pc-k1,inverse-j,0.04,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.3504625403901636,163875.11599989166,155275.116,-0.05247898649784835,True,0.05
5,invj-4pc-k1,inverse-j,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.6838588390117456,0.0571988406284658,149193.42817028236,129072.53690063319,-0.13486446096462196,True,0.05
5,invj-4pc-k1,inverse-j,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.723245238483941,0.16668257923612892,152773.1280907935,135795.97953402437,-0.11112653624974911,True,0.05
5,invj-4pc-k1,inverse-j,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.7161871914914872,0.2385027538595196,155606.34513179192,143418.00972864788,-0.07832801029303169,True,0.05
5,invj-4pc-k1,inverse-j,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.4122271268344073,0.17736961485396954,146234.17466608164,138412.3087662647,-0.05348863162580004,True,0.05
5,invj-4pc-k1,inverse-j,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.37015229821929935,0.16553269407421786,149472.97072489327,140373.27855454688,-0.06087851285898691,True,0.05
5,invj-4pc-k2,inverse-j,0.04,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.3504625403901636,163875.11599989166,155275.116,-0.05247898649784835,True,0.05
5,invj-4pc-k2,inverse-j,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.6842787464561314,0.053658641723489824,149193.42817028236,129885.13364015202,-0.12941786221369456,True,0.05
5,invj-4pc-k2,inverse-j,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.7265583296001227,0.17801160129854235,152773.1280907935,136232.38136165647,-0.10827000098673645,True,0.05
5,invj-4pc-k2,inverse-j,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.7228114945040163,0.23574997301902573,155606.34513179192,143879.42902430336,-0.07536271157552327,True,0.05
5,invj-4pc-k2,inverse-j,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.41721403724209183,0.18414059728638704,146189.54149708885,138676.86858756465,-0.0513899478210882,True,0.05
5,invj-4pc-k2,inverse-j,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.4235980122759182,0.1605290670390317,149542.49361586673,143808.25657492038,-0.03834520143602804,True,0.05
6,linear-4pc-0pc,linear,0.04,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.3610397378670726,200788.6511917733,191414.2464296433,-0.046687921386435835,True,0.05
6,linear-4pc-0pc,linear,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.6097223311852344,0.052488695184229134,180628.78927211202,161692.77811018817,-0.1048338486806624,True,0.05
6,linear-4pc-0pc,linear,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.59844338830033,0.053228566158517635,185493.57352767797,167864.32010079751,-0.09503969917453746,True,0.05
6,linear-4pc-0pc,linear,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.5616216215283407,0.07272185146818676,188772.08873822697,179862.43540135346,-0.04719793798133292,True,0.05
6,linear-4pc-0pc,linear,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.39222784766665136,0.17085542714309412,175953.54563344334,167574.3786451464,-0.0476214728048328,True,0.05
6,linear-4pc-0pc,linear,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.48272344164449266,0.1850204040494954,181242.2834493178,176719.89653839462,-0.024952162513378427,True,0.05
6,linear-6pc-0pc,linear,0.06,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.2938190033717922,199391.03214471327,191414.2464296433,-0.040005739622635636,True,0.05
6,linear-6pc-0pc,linear,0.06,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.6078003847194617,0.054841096331601995,180484.18999471312,160910.7162426042,-0.10844979691951016,True,0.05
6,linear-6pc-0pc,linear,0.06,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.6011012102727287,0.05622025959854786,185333.9892468315,167901.54231512654,-0.09405963257224279,True,0.05
6,linear-6pc-0pc,linear,0.06,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.562342475561575,0.07325475060510031,188763.90260623643,179772.89481365503,-0.04763097005541752,True,0.05
6,linear-6pc-0pc,linear,0.06,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.4369919492618831,0.16321166104643087,173394.12334709824,166366.04593602702,-0.04053238527007345,True,0.05
6,linear-6pc-0pc,linear,0.06,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.5174303620308385,0.1834596614936475,179196.30999388185,179154.233125368,-0.00023480878883776999,True,0.05
6,invj-4pc-k1,inverse-j,0.04,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.4249065936432031,200788.6511917733,191414.2464296433,-0.046687921386435835,True,0.05
6,invj-4pc-k1,inverse-j,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.7674518732426133,0.1256759691367484,181955.39073543734,155879.61031810832,-0.14330864456356304,True,0.05
6,invj-4pc-k1,inverse-j,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.6984570427446015,0.1265510952073768,186413.58755021103,169414.07678459186,-0.09119244465503515,True,0.05
6,invj-4pc-k1,inverse-j,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.7538432172706967,0.2004593310440894,190336.4776185382,179327.69280753733,-0.057838544396434925,True,0.05
6,invj-4pc-k1,inverse-j,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.3620916621242067,0.17462968020045525,177410.23006263564,168660.3916357835,-0.04931980767829992,True,0.05
6,invj-4pc-k1,inverse-j,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.3888285134329481,0.11369370140028283,181711.05385095815,175113.5557537812,-0.03630763213000961,True,0.05
6,invj-4pc-k2,inverse-j,0.04,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.4249065936432031,200788.6511917733,191414.2464296433,-0.046687921386435835,True,0.05
6,invj-4pc-k2,inverse-j,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.769026073211683,0.1413773053502156,181955.39073543734,158746.3319222689,-0.12755356529620135,True,0.05
6,invj-4pc-k2,inverse-j,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.6976402591534703,0.12415695053244367,186413.58755021103,169029.53502588015,-0.09325528655280257,True,0.05
