landbase,discount_path,path_family,discount_rate,flow_policy,max_decrease,max_increase,horizon,fd_version,ws3_version,max_abs_rel_deviation,mean_abs_rel_deviation,total_projected,total_realized,total_rel_change,occurrence,occurrence_tolerance
6,invj-4pc-k2,inverse-j,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.7571142601099513,0.20122931153544554,190336.4776185382,179662.10155090527,-0.0560816097953957,True,0.05
6,invj-4pc-k2,inverse-j,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.4160336982496815,0.1978370147916565,177296.9176617894,169020.80351782692,-0.04667940228803044,True,0.05
6,invj-4pc-k2,inverse-j,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.5167437628513197,0.18161383630238231,181643.02009298877,177247.89702438924,-0.024196487519033343,True,0.05
7,linear-4pc-0pc,linear,0.04,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.26583465724259425,148747.857142345,142560.0,-0.041599638887056305,True,0.05
7,linear-4pc-0pc,linear,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.5828626538107089,0.1329720167759176,158840.84483776256,132566.85157233864,-0.16541081289425116,True,0.05
7,linear-4pc-0pc,linear,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.8110400729940419,0.1810358638156401,148082.18605922133,137665.13781203981,-0.07034639698670786,True,0.05
7,linear-4pc-0pc,linear,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.8411402252189477,0.19899258365612943,148428.5847595678,139773.87347831237,-0.05830892543558765,True,0.05
7,linear-4pc-0pc,linear,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.535118952194188,0.20000926684319353,142078.83528086042,140783.98862086158,-0.009113578791937606,True,0.05
7,linear-4pc-0pc,linear,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.6489154204025163,0.22899312009769848,144043.7409418329,141052.1055369869,-0.020768937166482367,True,0.05
7,linear-6pc-0pc,linear,0.06,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.24082106290057662,147904.9999993825,142560.0,-0.0361380615895664,True,0.05
7,linear-6pc-0pc,linear,0.06,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.43003977731160614,0.12861975651756355,155354.44027395366,133886.41398164874,-0.13818740072345517,True,0.05
7,linear-6pc-0pc,linear,0.06,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.8374650632137886,0.28330616782025986,150128.46273035867,139407.14782524962,-0.07141427221808896,True,0.05
7,linear-6pc-0pc,linear,0.06,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.8997703497127038,0.2971638796630207,148161.3241507581,136835.5320214695,-0.07644229824622994,True,0.05
7,linear-6pc-0pc,linear,0.06,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.4838093919646501,0.20530841481562107,142108.06886373824,149409.1528831375,0.0513769842752558,True,0.05
7,linear-6pc-0pc,linear,0.06,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.7088790585081803,0.2739545653311921,144050.1656643087,149249.06032336134,0.03609086206237361,True,0.05
7,invj-4pc-k1,inverse-j,0.04,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.4575892746237077,148747.857142345,142560.0,-0.041599638887056305,True,0.05
7,invj-4pc-k1,inverse-j,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.7559552256685943,0.11978813661391353,145399.24980516298,126638.49643711935,-0.12902923084667425,True,0.05
7,invj-4pc-k1,inverse-j,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.7930162561350578,0.20056587861646744,148737.1316795435,135888.34705716773,-0.08638585723206411,True,0.05
7,invj-4pc-k1,inverse-j,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.8376312341395796,0.2773903762755003,148739.7869495119,138632.29956563126,-0.06795416069347691,True,0.05
7,invj-4pc-k1,inverse-j,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.4438539154933234,0.19074684180527263,142830.29237612724,134562.4072203757,-0.05788607597314871,True,0.05
7,invj-4pc-k1,inverse-j,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.5903623351558932,0.23743378596177672,144935.87374593073,138126.96186899315,-0.04697878931529019,True,0.05
7,invj-4pc-k2,inverse-j,0.04,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.29309886215737985,148747.85714234502,142560.0,-0.04159963888705649,True,0.05
7,invj-4pc-k2,inverse-j,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.7516273732139241,0.11682440896856784,145428.77065743983,127607.2691190695,-0.12254453818047603,True,0.05
7,invj-4pc-k2,inverse-j,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.7966337097525538,0.18541109947621195,148747.857142345,136036.92348220333,-0.08545288587235154,True,0.05
7,invj-4pc-k2,inverse-j,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.800945055190731,0.19799230167365403,148747.857142345,138584.14388309402,-0.06832846841971484,True,0.05
7,invj-4pc-k2,inverse-j,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.39942928224699464,0.16819156447490385,142749.12172611858,136763.59111551414,-0.04193041987388481,True,0.05
7,invj-4pc-k2,inverse-j,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.5836396244361634,0.21900281052045417,144573.99344882765,140180.9977245863,-0.030385794979068965,True,0.05
8,linear-4pc-0pc,linear,0.04,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.26644082488125365,187346.428570495,178200.00000000003,-0.04882093905010485,True,0.05
8,linear-4pc-0pc,linear,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.4745276727743169,0.060754693798816824,178325.69791117453,162946.44800008874,-0.08624247705872609,True,0.05
8,linear-4pc-0pc,linear,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.8064301456160395,0.1813882770710211,186048.79688684864,169252.43670142483,-0.09027932707159099,True,0.05
8,linear-4pc-0pc,linear,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.8564142716580155,0.2660517614650758,186215.0377094926,174210.40253364274,-0.06446651851274152,True,0.05
8,linear-4pc-0pc,linear,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.8222756164225445,0.44154574245686923,86920.43202853148,167267.856117256,0.9243790235919515,True,0.05
8,linear-4pc-0pc,linear,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.8309925574364998,0.3781617834166767,162668.53327187736,171271.74272509568,0.052887975812994405,True,0.05
8,linear-6pc-0pc,linear,0.06,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.2367351620447906,186292.8571416075,178200.00000000003,-0.04344158582234753,True,0.05
8,linear-6pc-0pc,linear,0.06,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.4642773098342006,0.061582365796976186,177656.6253450267,162452.80747031554,-0.08557979667340769,True,0.05
8,linear-6pc-0pc,linear,0.06,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.8060135271085231,0.18143280856254976,186048.79688684864,169339.5912215436,-0.0898108772800463,True,0.05
8,linear-6pc-0pc,linear,0.06,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.8339305994994537,0.19068227416742006,183757.3691540496,174210.40253364271,-0.05195419734379941,True,0.05
8,linear-6pc-0pc,linear,0.06,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.8221135695201472,0.436371040988932,86920.43202853149,168624.2482410408,0.9399840095789004,True,0.05
8,linear-6pc-0pc,linear,0.06,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.8320779473030251,0.34773299693695064,158636.3446659806,172772.35769912187,0.08910954840081309,True,0.05
8,invj-4pc-k1,inverse-j,0.04,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.529495218188807,187346.42857049505,178200.00000000003,-0.04882093905010515,True,0.05
8,invj-4pc-k1,inverse-j,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.751014487180766,0.10499973406695311,180977.87852823426,156641.98839969942,-0.13446886617547688,True,0.05
8,invj-4pc-k1,inverse-j,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.8050380971068439,0.18171200986037916,186961.00796724856,169212.30405614935,-0.09493264988284822,True,0.05
8,invj-4pc-k1,inverse-j,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.855467614409345,0.33184971500259225,187346.42857049502,172929.61191981082,-0.07695271674346016,True,0.05
8,invj-4pc-k1,inverse-j,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.7981489703079597,0.4345703107319329,86920.43202853148,166852.6872379354,0.9196025991123273,True,0.05
8,invj-4pc-k1,inverse-j,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.8092180645601571,0.38478740238347514,165658.6577173379,170635.15148398964,0.030040650064562906,True,0.05
8,invj-4pc-k2,inverse-j,0.04,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.39751843060087144,187346.42857049502,178200.00000000003,-0.048820939050105,True,0.05
8,invj-4pc-k2,inverse-j,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.746078213367284,0.11828634808673308,180977.87852823426,159243.24440122556,-0.12009552937497768,True,0.05
8,invj-4pc-k2,inverse-j,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.8085146287866052,0.19516923320551577,186961.00796724853,169447.43105168434,-0.09367502403833951,True,0.05
8,invj-4pc-k2,inverse-j,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.8720673383287038,0.3476539964446891,187346.42857049502,174034.35995215242,-0.07105589746181638,True,0.05
8,invj-4pc-k2,inverse-j,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.8198319864095029,0.4317880525292171,86920.43202853155,168117.7964306684,0.9341573955302463,True,0.05
8,invj-4pc-k2,inverse-j,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.8319058400433778,0.40026466551187456,165658.63142077852,172239.39037840624,0.03972481784491129,True,0.05
9,linear-4pc-0pc,linear,0.04,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.32437043596975723,162117.9992802535,150242.19256177795,-0.07325409128659334,True,0.05
9,linear-4pc-0pc,linear,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.21581033235998073,0.11037351231726632,166388.17562192684,147976.54856301393,-0.11065466034526678,True,0.05
9,linear-4pc-0pc,linear,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.788256654477689,0.22455522642023767,165997.82621575386,149054.8191792613,-0.10206764403330837,True,0.05
9,linear-4pc-0pc,linear,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.792634980077425,0.2358789454529238,163221.30873235365,149654.77000062642,-0.08311744855552719,True,0.05
9,linear-4pc-0pc,linear,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.35760775525334465,0.11710045415229861,158834.76539276307,148635.9577231905,-0.0642101724037126,True,0.05
9,linear-4pc-0pc,linear,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.442391269986711,0.15704114957108814,157474.66513594272,149480.68448021496,-0.05076359837836023,True,0.05
9,linear-6pc-0pc,linear,0.06,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.27141745125071165,156791.0840904905,150242.19256177795,-0.041768264864684046,True,0.05
9,linear-6pc-0pc,linear,0.06,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.21196325950787417,0.11590783044379545,164967.29361810884,145846.2929537528,-0.11590782781840515,True,0.05
9,linear-6pc-0pc,linear,0.06,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.7470746234315209,0.21519684048506657,165281.4837841236,148288.3875087747,-0.10281306705561648,True,0.05
9,linear-6pc-0pc,linear,0.06,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.7397820977883127,0.20466180491807223,163272.6258117131,148655.10387449112,-0.08952830803418936,True,0.05
9,linear-6pc-0pc,linear,0.06,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.3330604570063872,0.1332952211454645,160583.5845687281,148932.57766050348,-0.07255415887940976,True,0.05
9,linear-6pc-0pc,linear,0.06,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.465294657085905,0.1502460085548666,160631.7529356454,147893.18069252584,-0.07930295231368775,True,0.05
9,invj-4pc-k1,inverse-j,0.04,NHF,,,15,0.1.0b1,1.1.0a5,0.9321492474555967,0.5173883262041465,165339.239303132,149796.92940512995,-0.09400254872049377,True,0.05
9,invj-4pc-k1,inverse-j,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.7434873910264334,0.11484704027045363,162542.98620670705,129077.14613994444,-0.20588916721515052,True,0.05
9,invj-4pc-k1,inverse-j,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.8149591626437385,0.24941176795298425,165786.39808214607,148388.33774989314,-0.10494262818613329,True,0.05
9,invj-4pc-k1,inverse-j,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.7988666133877949,0.37119711974596825,165720.22922196717,149345.31368631095,-0.09881060153328355,True,0.05
9,invj-4pc-k1,inverse-j,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.4157447657531979,0.15501194063233442,159999.4103253907,148835.04321618922,-0.06977755159532466,True,0.05
9,invj-4pc-k1,inverse-j,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.5473147586975928,0.24612117594198785,161623.03141513083,149119.0175765417,-0.0773652970687848,True,0.05
9,invj-4pc-k2,inverse-j,0.04,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.4240812253368003,164627.81386652746,150242.19256177795,-0.08738269048760315,True,0.05
9,invj-4pc-k2,inverse-j,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.7293798503018777,0.1081397774658543,162392.7314942539,130931.75668083216,-0.19373388527881844,True,0.05
9,invj-4pc-k2,inverse-j,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.8290333716939804,0.24823223548723167,165739.04744477326,147807.40087117624,-0.10819204556833299,True,0.05
9,invj-4pc-k2,inverse-j,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.7768921740594316,0.2328809326123104,165707.2765455789,148768.596541365,-0.10222049602966475,True,0.05
9,invj-4pc-k2,inverse-j,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.44591526543327253,0.14242006047683867,159896.02447628425,148196.153520201,-0.07317174391548777,True,0.05
9,invj-4pc-k2,inverse-j,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.598963377477118,0.22442627208447383,161240.88844033523,148662.11666640683,-0.07801229511696088,True,0.05
10,linear-4pc-0pc,linear,0.04,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.34120703292692045,141313.2942712137,129209.14025295165,-0.08565474381363802,True,0.05
10,linear-4pc-0pc,linear,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.605687636037953,0.08342275198450248,137902.63538414368,129832.47865881531,-0.058520685285295825,True,0.05
10,linear-4pc-0pc,linear,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.7411964503882575,0.16807452224452019,138996.66252385033,129367.89480149129,-0.06927337352943169,True,0.05
10,linear-4pc-0pc,linear,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.788629852330906,0.2430535959297089,140427.99497898447,129249.33541659397,-0.0796042097166126,True,0.05
10,linear-4pc-0pc,linear,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.3238735310119148,0.15778595803810652,136354.68011143702,130867.09557214136,-0.04024492987560735,True,0.05
10,linear-4pc-0pc,linear,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.41345716589938125,0.15453979172974552,136846.91903042866,129458.91976327411,-0.05398732627302911,True,0.05
10,linear-6pc-0pc,linear,0.06,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.28955115189187197,136668.76916253284,129209.14025295165,-0.054581810864996215,True,0.05
10,linear-6pc-0pc,linear,0.06,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.18005370138097812,0.06445531956368457,134991.33891697688,129091.75768594524,-0.043703405554485486,True,0.05
10,linear-6pc-0pc,linear,0.06,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.6384291565418732,0.12559943886114402,135720.76016988693,128395.38887368719,-0.05397384517320922,True,0.05
10,linear-6pc-0pc,linear,0.06,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.7022950765620626,0.1687275062086463,135170.40079064277,128137.40322252896,-0.05203060379325796,True,0.05
10,linear-6pc-0pc,linear,0.06,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.3296815830251609,0.1690083596226675,136971.89347991193,131459.1931911861,-0.04024694518466539,True,0.05
10,linear-6pc-0pc,linear,0.06,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.3100090806413732,0.1425900736810224,135064.48593868504,130147.74316675618,-0.03640292811065754,True,0.05
10,invj-4pc-k1,inverse-j,0.04,NHF,,,15,0.1.0b1,1.1.0a5,0.9440770766434854,0.4662897285025625,144516.52712891917,128973.02429719418,-0.10755519206366666,True,0.05
10,invj-4pc-k1,inverse-j,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.8342520570290982,0.1901861574269527,144405.9111229541,118623.40315914276,-0.1785419153780961,True,0.05
10,invj-4pc-k1,inverse-j,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.8119836233815363,0.2968825290462464,144694.66613532318,128946.45884045617,-0.10883751084603749,True,0.05
10,invj-4pc-k1,inverse-j,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.809091913552025,0.3785518705643421,144648.8327788921,129332.59088869022,-0.10588569292926163,True,0.05
10,invj-4pc-k1,inverse-j,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.41954648703524755,0.22230948578419954,139015.17375908722,129303.0559755937,-0.06986372437533032,True,0.05
10,invj-4pc-k1,inverse-j,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.5356577831521749,0.22111019519134725,140697.67357945855,129005.32145973957,-0.08310266845397245,True,0.05
10,invj-4pc-k2,inverse-j,0.04,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.42937128194086216,144179.49621112764,129209.14025295165,-0.10383137929858152,True,0.05
10,invj-4pc-k2,inverse-j,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.8265109734015413,0.18308035804134273,144372.88348990976,119909.5391085663,-0.16944556200578487,True,0.05
10,invj-4pc-k2,inverse-j,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.8078813470146573,0.2554954880865058,144587.4901696777,129639.9433341031,-0.10338063699724799,True,0.05
10,invj-4pc-k2,inverse-j,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.7967446807784351,0.25682412365340807,144438.4505255192,129982.76513219136,-0.1000819749916511,True,0.05
10,invj-4pc-k2,inverse-j,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.4248315494938443,0.21646446290100899,138804.0493290869,129428.72288599156,-0.06754360905471586,True,0.05
10,invj-4pc-k2,inverse-j,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.514398527281554,0.2449987901530541,140392.42899779705,129027.44137314014,-0.08095157057817723,True,0.05
11,linear-4pc-0pc,linear,0.04,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.32146666278468927,160345.14476861694,148759.43193172867,-0.07225484035457896,True,0.05
11,linear-4pc-0pc,linear,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.22809822154158893,0.11101790885744603,165408.5222783287,146972.70137663255,-0.11145629407579526,True,0.05
11,linear-4pc-0pc,linear,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.7520898713667326,0.2132916900206597,164250.75680831747,147689.28787940997,-0.10083039646651326,True,0.05
11,linear-4pc-0pc,linear,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.7618569592389091,0.23120102606042117,161153.29771464405,148078.70843792174,-0.08113137901697572,True,0.05
11,linear-4pc-0pc,linear,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.29805784858417805,0.1186001450724559,157326.0113664538,147273.05223066843,-0.06389890043274143,True,0.05
11,linear-4pc-0pc,linear,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.4348511078513448,0.17171068925452596,156476.87549057824,149504.7368762551,-0.04455699024194115,True,0.05
11,linear-6pc-0pc,linear,0.06,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.27615015739712334,156130.59540281026,148759.43193172867,-0.047211524762743005,True,0.05
11,linear-6pc-0pc,linear,0.06,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.29186127803731904,0.11861558886129811,164035.24856934845,144578.11096628575,-0.11861558886129826,True,0.05
11,linear-6pc-0pc,linear,0.06,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.7501096138805514,0.2193930173880827,163475.49537309975,146603.25502821567,-0.10320959912907193,True,0.05
11,linear-6pc-0pc,linear,0.06,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.6684183128119767,0.19577806803943892,161508.5248239185,147141.9846049382,-0.0889522100127108,True,0.05
11,linear-6pc-0pc,linear,0.06,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.31712147631105236,0.12546083402581368,157907.21240302533,147046.96464035576,-0.06877613503144525,True,0.05
11,linear-6pc-0pc,linear,0.06,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.38935987183046417,0.1666009865117362,159426.40555338378,147762.02914590866,-0.07316464526053257,True,0.05
11,invj-4pc-k1,inverse-j,0.04,NHF,,,15,0.1.0b1,1.1.0a5,0.9615322525028792,0.5272316682527838,163634.68986446533,148890.54650089119,-0.09010401997147646,True,0.05
11,invj-4pc-k1,inverse-j,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.7402078422124954,0.11120126249945154,160858.78086676807,128411.72288275973,-0.20171145031170382,True,0.05
11,invj-4pc-k1,inverse-j,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.79222722257756,0.24045650352842263,163910.88644662642,146105.5884810539,-0.10862791576305926,True,0.05
11,invj-4pc-k1,inverse-j,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.7756225164350817,0.36844820973588066,163882.55268538976,146899.78747412685,-0.10362765854560026,True,0.05
11,invj-4pc-k1,inverse-j,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.4022943402157746,0.15893331237692956,158237.24590650466,147496.09265661708,-0.06788005686242823,True,0.05
11,invj-4pc-k1,inverse-j,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.5664548044201255,0.2395333403158233,159723.60040944233,147827.5476071324,-0.07447899228301307,True,0.05
11,invj-4pc-k2,inverse-j,0.04,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.4501398034875051,163008.4576975828,148759.43193172867,-0.08741280033634372,True,0.05
11,invj-4pc-k2,inverse-j,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.7219902039161459,0.10449290364470137,160707.56343193192,130932.01634431153,-0.18527782048187108,True,0.05
11,invj-4pc-k2,inverse-j,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.8075641073434867,0.23789492873960197,163909.73596122916,145654.28222488565,-0.11137504205767015,True,0.05
11,invj-4pc-k2,inverse-j,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.7486749207315494,0.2358952562245377,163884.74543956728,147177.080813787,-0.10194764973986704,True,0.05
11,invj-4pc-k2,inverse-j,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.4655957046818995,0.15207894816119152,158115.37524067154,146737.50480442637,-0.07195929187105692,True,0.05
11,invj-4pc-k2,inverse-j,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.6044097510309686,0.22290553790558665,159389.80191237308,147592.7670686825,-0.0740137367770629,True,0.05
12,linear-4pc-0pc,linear,0.04,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.32887723853569406,156755.52404238534,145242.55967587017,-0.07344535024744749,True,0.05
12,linear-4pc-0pc,linear,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.2816111737093875,0.11645849282058467,162838.13064025392,143623.84168220384,-0.11799625113910676,True,0.05
12,linear-4pc-0pc,linear,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.7905407437320261,0.22784665650882993,159644.5776315853,144454.0323013812,-0.09515227861518477,True,0.05
12,linear-4pc-0pc,linear,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.7783279976256996,0.2193221900017874,156560.19695172535,144777.69178854153,-0.07525862506941594,True,0.05
12,linear-4pc-0pc,linear,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.34805315882030213,0.10331305859187882,152811.69940124717,143629.43021486758,-0.060088783923992216,True,0.05
12,linear-4pc-0pc,linear,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.4480149325910544,0.15134097749433667,151799.97268903622,144837.59534605246,-0.045865471644360965,True,0.05
12,linear-6pc-0pc,linear,0.06,NHF,,,15,0.1.0b1,1.1.0a5,1.0,0.2833630371042128,152108.33484776304,145242.55967587017,-0.045137402751561535,True,0.05
12,linear-6pc-0pc,linear,0.06,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.2644460769059151,0.12299544197904667,161530.71080624886,141663.16963744475,-0.12299544197904641,True,0.05
12,linear-6pc-0pc,linear,0.06,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.7258837735133783,0.2024568942975832,160559.49140513607,143563.7239615877,-0.10585339611386371,True,0.05
12,linear-6pc-0pc,linear,0.06,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.7138806655675017,0.19261699786188666,157204.75048858728,143776.80354430107,-0.08541692857596592,True,0.05
12,linear-6pc-0pc,linear,0.06,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.3207903189422302,0.11496480886734566,155978.93231608506,145558.60644239624,-0.06680598282704263,True,0.05
12,linear-6pc-0pc,linear,0.06,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.42779436227665263,0.14459496633870117,155369.0549217365,142837.0204145197,-0.08065978462396849,True,0.05
12,invj-4pc-k1,inverse-j,0.04,NHF,,,15,0.1.0b1,1.1.0a5,0.9440741513289268,0.4936887907012245,159253.4120153502,145211.17520520868,-0.08817542200469775,True,0.05
12,invj-4pc-k1,inverse-j,0.04,NDY,0.0,,15,0.1.0b1,1.1.0a5,0.7341445520831559,0.11528207421251978,156681.94991115158,125083.72246119431,-0.20167113996140226,True,0.05
12,invj-4pc-k1,inverse-j,0.04,-10%,0.1,,15,0.1.0b1,1.1.0a5,0.8026572608122423,0.2598497485689257,159629.1946248166,143434.16783834464,-0.10145404056279193,True,0.05
12,invj-4pc-k1,inverse-j,0.04,-20%,0.2,,15,0.1.0b1,1.1.0a5,0.7970470239728741,0.36891111115706166,159501.2526175919,144187.80932492402,-0.09600829486513335,True,0.05
12,invj-4pc-k1,inverse-j,0.04,+/-10%,0.1,0.1,15,0.1.0b1,1.1.0a5,0.39940000160167455,0.15131037145753176,154273.66956381427,144576.73500091463,-0.06285540877011787,True,0.05
12,invj-4pc-k1,inverse-j,0.04,+/-20%,0.2,0.2,15,0.1.0b1,1.1.0a5,0.535547369159061,0.23186051659193468,155835.36510206942,144438.40078546313,-0.07313464635669495,True,0.05
