landbase,discount_rate,flow_window,anchoring,period,projected_mcf,realized_mcf
10,0.06,2,realized-history,4,7539.49435308967,7539.494418243716
10,0.06,2,realized-history,5,7539.49435308967,6633.950785029999
10,0.06,2,realized-history,6,10073.899631335998,10073.899631335998
10,0.06,2,realized-history,7,10619.02362566409,10975.976166268498
10,0.06,2,realized-history,8,10346.461628500048,9937.963473442747
10,0.06,2,realized-history,9,10482.742627082069,9815.67620241591
10,0.06,2,realized-history,10,10414.602127791059,9876.819837929326
10,0.06,2,realized-history,11,10448.672377436566,9846.248020172618
10,0.06,2,realized-history,12,10431.637252613811,9861.533929050975
10,0.06,2,realized-history,13,10440.154815025191,9853.890974611799
10,0.06,2,realized-history,14,10435.896033819497,9857.712451831385
10,0.06,2,realized-history,15,10438.025424422343,9855.801713221592
10,0.06,3,within-plan,1,7541.312091943695,7541.312091943695
10,0.06,3,within-plan,2,7541.312091943695,7147.958526997178
10,0.06,3,within-plan,3,7541.312091943693,6998.883085094312
10,0.06,3,within-plan,4,7541.312091943694,6998.883083765029
10,0.06,3,within-plan,5,7541.312091943694,6998.8830833699985
10,0.06,3,within-plan,6,10073.899631335998,10073.899631335998
10,0.06,3,within-plan,7,11054.864170037727,10077.799843177767
10,0.06,3,within-plan,8,9973.230820134548,9901.134426146842
10,0.06,3,within-plan,9,10367.331540502759,9801.358786229943
10,0.06,3,within-plan,10,10465.142176891673,9589.985863849924
10,0.06,3,within-plan,11,10268.568179176327,9062.207627115075
10,0.06,3,within-plan,12,10367.013965523587,8383.510500099457
10,0.06,3,within-plan,13,10366.9081071972,8252.384725425989
10,0.06,3,within-plan,14,10334.163417299034,8252.384726242499
10,0.06,3,within-plan,15,10356.028496673272,8912.5569022325
10,0.06,3,realized-history,1,7541.312091943695,7541.312091943695
10,0.06,3,realized-history,2,7541.312091943695,7541.312214648735
10,0.06,3,realized-history,3,7541.312091943693,7541.312153296214
10,0.06,3,realized-history,4,7541.312091943694,7541.312172578687
10,0.06,3,realized-history,5,7541.312091943694,6633.950785029999
10,0.06,3,realized-history,6,10073.899631335998,10073.899631335998
10,0.06,3,realized-history,7,11054.864170037727,11054.8641728835
10,0.06,3,realized-history,8,9973.230820134548,11695.394777374178
10,0.06,3,realized-history,9,10367.331540502759,9750.413287516025
10,0.06,3,realized-history,10,10465.142176891673,8360.217971555912
10,0.06,3,realized-history,11,10268.568179176327,8360.217974036
10,0.06,3,realized-history,12,10367.013965523587,8823.616411035979
10,0.06,3,realized-history,13,10366.9081071972,8514.684118875964
10,0.06,3,realized-history,14,10334.163417299034,9511.7274229527
10,0.06,3,realized-history,15,10356.028496673272,8950.009317621547
11,0.0,2,within-plan,1,8461.2214236775,8461.2214236775
11,0.0,2,within-plan,2,9304.120777878345,9117.650113257574
11,0.0,2,within-plan,3,9101.77650522952,8863.741770637747
11,0.0,2,within-plan,4,9202.948641553932,8567.508228940786
11,0.0,2,within-plan,5,9152.362573391729,8484.218310555656
11,0.0,2,within-plan,6,9177.655607472829,8456.068618739904
11,0.0,2,within-plan,7,9165.00909043228,8447.80967545748
11,0.0,2,within-plan,8,9171.332348952556,8442.785634924921
11,0.0,2,within-plan,9,9168.170719692418,8430.478790367335
11,0.0,2,within-plan,10,9169.751534322484,8171.924072870127
11,0.0,2,within-plan,11,9168.961127007451,8222.297502027353
11,0.0,2,within-plan,12,9169.356330664967,8219.408436503281
11,0.0,2,within-plan,13,9169.15872883621,8185.795890816906
11,0.0,2,within-plan,14,9169.257529750588,8289.704037028572
11,0.0,2,within-plan,15,32953.35081345472,8523.092273092565
11,0.0,2,realized-history,1,8461.2214236775,8461.2214236775
11,0.0,2,realized-history,2,9304.120777878345,9425.6409686435
11,0.0,2,realized-history,3,9101.77650522952,8986.3946537307
11,0.0,2,realized-history,4,9202.948641553932,9206.0178111871
11,0.0,2,realized-history,5,9152.362573391729,9096.206232458899
11,0.0,2,realized-history,6,9177.655607472829,9151.112021823
11,0.0,2,realized-history,7,9165.00909043228,9123.659127140947
11,0.0,2,realized-history,8,9171.332348952556,9137.385574481974
11,0.0,2,realized-history,9,9168.170719692418,9130.522350811463
11,0.0,2,realized-history,10,9169.751534322484,9133.95396264672
11,0.0,2,realized-history,11,9168.961127007451,9132.238156729092
11,0.0,2,realized-history,12,9169.356330664967,9133.096059687903
11,0.0,2,realized-history,13,9169.15872883621,9132.667108208496
11,0.0,2,realized-history,14,9169.257529750588,9132.8815839482
11,0.0,2,realized-history,15,32953.35081345472,9132.774346078348
11,0.0,3,within-plan,1,8002.940408858062,8002.940408858062
11,0.0,3,within-plan,2,8002.940408858061,7730.311752064274
11,0.0,3,within-plan,3,10529.94261376235,9123.190165233553
11,0.0,3,within-plan,4,8845.27447715949,8770.588348697554
11,0.0,3,within-plan,5,9126.052499926634,8457.307069010403
11,0.0,3,within-plan,6,9500.42319694949,8403.040264093384
11,0.0,3,within-plan,7,9157.250058011874,8441.079879343613
11,0.0,3,within-plan,8,9261.241918295998,8446.878414125904
11,0.0,3,within-plan,9,9306.305057752452,8425.85736275056
11,0.0,3,within-plan,10,9241.59901135344,8322.981970868492
11,0.0,3,within-plan,11,9269.715329133964,8290.545964028335
11,0.0,3,within-plan,12,9272.539799413284,8221.593875319997
11,0.0,3,within-plan,13,9261.28471330023,8218.902844419437
11,0.0,3,within-plan,14,9267.84661394916,8346.007442270946
11,0.0,3,within-plan,15,32432.028173085302,8462.20836460803
11,0.0,3,realized-history,1,8002.940408858062,8002.940408858062
11,0.0,3,realized-history,2,8002.940408858061,8002.940408858062
11,0.0,3,realized-history,3,10529.94261376235,9963.343174635
11,0.0,3,realized-history,4,8845.27447715949,8656.407997450375
11,0.0,3,realized-history,5,9126.052499926634,8874.230526981146
11,0.0,3,realized-history,6,9500.42319694949,9164.660566355504
11,0.0,3,realized-history,7,9157.250058011874,8898.433030262342
11,0.0,3,realized-history,8,9261.241918295998,8979.108041199665
11,0.0,3,realized-history,9,9306.305057752452,9014.067212605834
11,0.0,3,realized-history,10,9241.59901135344,8963.869428022612
11,0.0,3,realized-history,11,9269.715329133964,8985.681560609368
11,0.0,3,realized-history,12,9272.539799413284,8987.872733745939
11,0.0,3,realized-history,13,9261.28471330023,8979.14124079264
11,0.0,3,realized-history,14,9267.84661394916,8984.231845049317
11,0.0,3,realized-history,15,32432.028173085302,8983.748606529298
11,0.02,2,within-plan,1,10972.11517460105,10972.11517460105
11,0.02,2,within-plan,2,10972.115174601051,10696.915597847146
11,0.02,2,within-plan,3,10972.11517460105,10613.553618772181
11,0.02,2,within-plan,4,10972.11517460105,10475.205991381308
11,0.02,2,within-plan,5,10972.115174601046,10295.522491148999
11,0.02,2,within-plan,6,10972.115174601047,10085.378209416996
11,0.02,2,within-plan,7,10972.115174601056,9914.983638219095
11,0.02,2,within-plan,8,10972.11517460105,9638.568223600403
11,0.02,2,within-plan,9,10972.11517460105,9573.582996933734
11,0.02,2,within-plan,10,10972.11517460105,9361.678321070678
11,0.02,2,within-plan,11,10972.11517460105,9249.303255700439
11,0.02,2,within-plan,12,10972.115174601051,9161.05984666656
11,0.02,2,within-plan,13,10972.11517460105,9139.825545382217
11,0.02,2,within-plan,14,10972.11517460105,9141.103316051827
11,0.02,2,within-plan,15,10972.115174601051,9121.27207220617
11,0.02,2,realized-history,1,10972.11517460105,10972.11517460105
11,0.02,2,realized-history,2,10972.115174601051,10972.115174601051
11,0.02,2,realized-history,3,10972.11517460105,10972.115174601051
11,0.02,2,realized-history,4,10972.11517460105,10465.204727132075
11,0.02,2,realized-history,5,10972.115174601046,10241.438145476417
11,0.02,2,realized-history,6,10972.115174601047,10353.321436304244
11,0.02,2,realized-history,7,10972.115174601056,10297.379790890334
11,0.02,2,realized-history,8,10972.11517460105,10325.35061359729
11,0.02,2,realized-history,9,10972.11517460105,10311.365202243813
11,0.02,2,realized-history,10,10972.11517460105,10318.35790792055
11,0.02,2,realized-history,11,10972.11517460105,10314.861555082181
11,0.02,2,realized-history,12,10972.115174601051,10316.609731501363
11,0.02,2,realized-history,13,10972.11517460105,10315.735643291771
11,0.02,2,realized-history,14,10972.11517460105,9385.178581546712
11,0.02,2,realized-history,15,10972.115174601051,9850.457112419244
11,0.02,3,within-plan,1,10972.11517460105,10972.11517460105
11,0.02,3,within-plan,2,10972.11517460105,10696.915597847148
11,0.02,3,within-plan,3,10972.115174601051,10613.553618772183
11,0.02,3,within-plan,4,10972.115174601051,10475.205991381308
11,0.02,3,within-plan,5,10972.11517460105,10295.522491148999
11,0.02,3,within-plan,6,10972.11517460105,10085.378209416998
11,0.02,3,within-plan,7,10972.115174601053,9914.983638219095
11,0.02,3,within-plan,8,10972.115174601047,9638.568223600403
11,0.02,3,within-plan,9,10972.115174601047,9573.582996933734
11,0.02,3,within-plan,10,10972.115174601047,9361.678321070678
11,0.02,3,within-plan,11,10972.115174601047,9249.303255700439
11,0.02,3,within-plan,12,10972.115174601047,9161.059846666561
11,0.02,3,within-plan,13,10972.11517460105,9139.825545382215
11,0.02,3,within-plan,14,10972.115174601047,9141.10331605183
11,0.02,3,within-plan,15,10972.115174601051,9121.272072206168
11,0.02,3,realized-history,1,10972.11517460105,10972.11517460105
11,0.02,3,realized-history,2,10972.11517460105,10972.115174601051
11,0.02,3,realized-history,3,10972.115174601051,10972.115174601051
11,0.02,3,realized-history,4,10972.115174601051,10465.204727132075
11,0.02,3,realized-history,5,10972.11517460105,10241.438145476417
11,0.02,3,realized-history,6,10972.11517460105,10559.586015736513
11,0.02,3,realized-history,7,10972.115174601053,10422.076296115005
11,0.02,3,realized-history,8,10972.115174601047,10407.700152442647
11,0.02,3,realized-history,9,10972.115174601047,10463.120821431387
11,0.02,3,realized-history,10,10972.115174601047,10430.965756663012
11,0.02,3,realized-history,11,10972.115174601047,10433.928910179016
11,0.02,3,realized-history,12,10972.115174601047,9519.438102492622
11,0.02,3,realized-history,13,10972.11517460105,10128.110923111548
11,0.02,3,realized-history,14,10972.115174601047,10027.159311927724
11,0.02,3,realized-history,15,10972.115174601051,9891.569445843968
11,0.04,2,within-plan,1,10951.62551215844,10951.62551215844
11,0.04,2,within-plan,2,10951.62551215844,10766.225156944227
11,0.04,2,within-plan,3,10951.625512158445,10649.423197815422
11,0.04,2,within-plan,4,10951.625512158442,10496.622705402648
11,0.04,2,within-plan,5,10951.625512158442,10240.814826643784
11,0.04,2,within-plan,6,10951.62551215844,10117.189110838532
11,0.04,2,within-plan,7,10951.625512158444,10075.874998130774
11,0.04,2,within-plan,8,10951.625512158445,9935.893172601449
11,0.04,2,within-plan,9,10951.625512158442,9665.810985040729
11,0.04,2,within-plan,10,10951.625512158445,9464.792156691014
11,0.04,2,within-plan,11,10951.62551215844,8981.739999015785
11,0.04,2,within-plan,12,10951.625512158445,8780.271963791976
11,0.04,2,within-plan,13,10951.625512158445,8780.271963923598
11,0.04,2,within-plan,14,10951.625512158442,8780.271966212502
11,0.04,2,within-plan,15,10951.625512158445,8800.369498395003
11,0.04,2,realized-history,1,10951.62551215844,10951.62551215844
11,0.04,2,realized-history,2,10951.62551215844,10951.62551215844
11,0.04,2,realized-history,3,10951.625512158445,10951.625512158442
11,0.04,2,realized-history,4,10951.625512158442,10456.961654970186
11,0.04,2,realized-history,5,10951.625512158442,10220.3464237241
11,0.04,2,realized-history,6,10951.62551215844,10338.654039347142
11,0.04,2,realized-history,7,10951.625512158444,10279.500231535627
11,0.04,2,realized-history,8,10951.625512158445,10309.077135441383
11,0.04,2,realized-history,9,10951.625512158442,10294.288683488507
11,0.04,2,realized-history,10,10951.625512158445,10301.682909464946
11,0.04,2,realized-history,11,10951.62551215844,10297.985796476722
11,0.04,2,realized-history,12,10951.625512158445,10299.834352970836
11,0.04,2,realized-history,13,10951.625512158445,10298.910074723779
11,0.04,2,realized-history,14,10951.625512158442,9808.232635449802
11,0.04,2,realized-history,15,10951.625512158445,10053.571355086793
11,0.04,3,within-plan,1,10951.62551215844,10951.62551215844
11,0.04,3,within-plan,2,10951.62551215844,10766.225156944227
11,0.04,3,within-plan,3,10951.625512158445,10649.423197815422
11,0.04,3,within-plan,4,10951.625512158444,10496.62270540265
11,0.04,3,within-plan,5,10951.625512158442,10240.814826643784
11,0.04,3,within-plan,6,10951.625512158442,10117.189110838539
11,0.04,3,within-plan,7,10951.625512158444,10075.874998130772
11,0.04,3,within-plan,8,10951.62551215844,9935.89317260145
11,0.04,3,within-plan,9,10951.625512158438,9665.81098504073
11,0.04,3,within-plan,10,10951.625512158438,9464.792156691015
11,0.04,3,within-plan,11,10951.625512158436,8981.739999015786
11,0.04,3,within-plan,12,10951.625512158438,8780.271963791978
11,0.04,3,within-plan,13,10951.625512158438,8780.271963923598
11,0.04,3,within-plan,14,10951.62551215844,8780.271966212502
11,0.04,3,within-plan,15,10951.625512158442,8800.369498395003
11,0.04,3,realized-history,1,10951.62551215844,10951.62551215844
11,0.04,3,realized-history,2,10951.62551215844,10951.62551215844
11,0.04,3,realized-history,3,10951.625512158445,10951.62551215844
11,0.04,3,realized-history,4,10951.625512158444,10456.961654970186
11,0.04,3,realized-history,5,10951.625512158442,10220.3464237241
11,0.04,3,realized-history,6,10951.625512158442,10542.977863617572
11,0.04,3,realized-history,7,10951.625512158444,10406.761980770621
11,0.04,3,realized-history,8,10951.62551215844,10390.028756037429
11,0.04,3,realized-history,9,10951.625512158438,9346.473933093388
11,0.04,3,realized-history,10,10951.625512158438,10047.754889967146
11,0.04,3,realized-history,11,10951.625512158436,9928.08585969932
11,0.04,3,realized-history,12,10951.625512158438,9774.104894253282
11,0.04,3,realized-history,13,10951.625512158438,9916.64854797325
11,0.04,3,realized-history,14,10951.62551215844,9872.946433975283
11,0.04,3,realized-history,15,10951.625512158442,9854.566625400605
11,0.06,2,within-plan,1,10910.407214263594,10910.407214263594
11,0.06,2,within-plan,2,10910.407214263594,10699.730681975127
11,0.06,2,within-plan,3,10910.407214263598,10514.736959405156
11,0.06,2,within-plan,4,10910.407214263594,10395.267978286978
11,0.06,2,within-plan,5,10910.407214263594,10342.830172233083
11,0.06,2,within-plan,6,10910.407214263594,10191.88632608939
11,0.06,2,within-plan,7,10910.407214263598,9835.22144709167
11,0.06,2,within-plan,8,10910.407214263598,9275.10650209481
11,0.06,2,within-plan,9,10910.407214263594,9275.106496051501
11,0.06,2,within-plan,10,10910.4072142636,9718.905742388422
11,0.06,2,within-plan,11,10910.407214263598,9478.940703178701
11,0.06,2,within-plan,12,10910.407214263594,8691.099306898988
11,0.06,2,within-plan,13,10910.407214263594,7952.082832679749
11,0.06,2,within-plan,14,10910.407214263596,7952.082828144002
11,0.06,2,within-plan,15,10910.407214263598,9106.555348350546
11,0.06,2,realized-history,1,10910.407214263594,10910.407214263594
11,0.06,2,realized-history,2,10910.407214263594,10910.415415604059
11,0.06,2,realized-history,3,10910.407214263598,10536.946518328128
11,0.06,2,realized-history,4,10910.407214263594,10402.330489416438
11,0.06,2,realized-history,5,10910.407214263594,10469.638503872286
11,0.06,2,realized-history,6,10910.407214263594,10435.984496644363
11,0.06,2,realized-history,7,10910.407214263598,10452.811500258329
11,0.06,2,realized-history,8,10910.407214263598,10444.397998451346
11,0.06,2,realized-history,9,10910.407214263594,9964.410504587328
11,0.06,2,realized-history,10,10910.4072142636,9821.179265585713
11,0.06,2,realized-history,11,10910.407214263598,9892.794885086521
11,0.06,2,realized-history,12,10910.407214263594,9856.987075336117
11,0.06,2,realized-history,13,10910.407214263594,9874.890980211318
11,0.06,2,realized-history,14,10910.407214263596,9865.93902777372
11,0.06,2,realized-history,15,10910.407214263598,9257.233260848001
11,0.06,3,within-plan,1,10910.407214263598,10910.407214263598
11,0.06,3,within-plan,2,10910.407214263594,10699.730681975128
11,0.06,3,within-plan,3,10910.4072142636,10514.736959405156
11,0.06,3,within-plan,4,10910.407214263598,10395.26797828698
11,0.06,3,within-plan,5,10910.407214263598,10342.830172233087
11,0.06,3,within-plan,6,10910.407214263596,10191.886326089392
11,0.06,3,within-plan,7,10910.4072142636,9835.22144709167
11,0.06,3,within-plan,8,10910.407214263598,9275.15146804168
11,0.06,3,within-plan,9,10910.407214263592,9275.1514612715
11,0.06,3,within-plan,10,10910.407214263594,9718.931097907625
11,0.06,3,within-plan,11,10910.407214263594,9479.024280684507
11,0.06,3,within-plan,12,10910.40721426359,8691.033246196826
11,0.06,3,within-plan,13,10910.40721426359,7949.786187898888
11,0.06,3,within-plan,14,10910.40721426359,7949.786184354
11,0.06,3,within-plan,15,10910.407214263594,9106.661219339238
11,0.06,3,realized-history,1,10910.407214263598,10910.407214263598
11,0.06,3,realized-history,2,10910.407214263594,10910.415415604026
11,0.06,3,realized-history,3,10910.4072142636,10536.946518328128
11,0.06,3,realized-history,4,10910.407214263598,10402.33048941644
11,0.06,3,realized-history,5,10910.407214263598,10302.359532454433
11,0.06,3,realized-history,6,10910.407214263596,10413.878846732998
11,0.06,3,realized-history,7,10910.4072142636,10372.856289534628
11,0.06,3,realized-history,8,10910.407214263598,10363.031556240687
11,0.06,3,realized-history,9,10910.407214263592,8618.703746607523
11,0.06,3,realized-history,10,10910.407214263594,9784.863864127612
11,0.06,3,realized-history,11,10910.407214263594,9588.86638899194
11,0.06,3,realized-history,12,10910.40721426359,10384.393856586401
11,0.06,3,realized-history,13,10910.40721426359,8113.944832667155
11,0.06,3,realized-history,14,10910.40721426359,9362.4016927485
11,0.06,3,realized-history,15,10910.407214263594,9286.913460667354
12,0.0,2,within-plan,1,8866.72611777924,8866.72611777924
12,0.0,2,within-plan,2,8866.726117779242,8626.228348408305
12,0.0,2,within-plan,3,8866.72611777924,8674.601678332241
12,0.0,2,within-plan,4,8866.72611777924,8490.312793782748
12,0.0,2,within-plan,5,8866.726117779242,8205.76804853991
12,0.0,2,within-plan,6,8866.726117779244,8098.621286195784
12,0.0,2,within-plan,7,8866.726117779239,8034.119483800869
12,0.0,2,within-plan,8,8866.72611777924,8224.352041443814
12,0.0,2,within-plan,9,8866.726117779239,8182.868438265
12,0.0,2,within-plan,10,8866.72611777924,8040.620090714846
12,0.0,2,within-plan,11,8866.72611777924,7909.37400726208
12,0.0,2,within-plan,12,8866.72611777924,7891.06397670604
12,0.0,2,within-plan,13,8866.726117779242,7804.790087394203
12,0.0,2,within-plan,14,8866.726117779242,7955.342467816524
12,0.0,2,within-plan,15,32531.994673425248,7979.832652997539
12,0.0,2,realized-history,1,8866.72611777924,8866.72611777924
12,0.0,2,realized-history,2,8866.726117779242,8866.72611777924
12,0.0,2,realized-history,3,8866.72611777924,8866.72611777924
12,0.0,2,realized-history,4,8866.72611777924,8866.726117779242
12,0.0,2,realized-history,5,8866.726117779242,8866.726117779244
12,0.0,2,realized-history,6,8866.726117779244,8866.726117779242
12,0.0,2,realized-history,7,8866.726117779239,8866.72611777924
12,0.0,2,realized-history,8,8866.72611777924,8866.726117779242
12,0.0,2,realized-history,9,8866.726117779239,8866.726117779242
12,0.0,2,realized-history,10,8866.72611777924,8866.72611777924
12,0.0,2,realized-history,11,8866.72611777924,8866.726117779242
12,0.0,2,realized-history,12,8866.72611777924,8866.726117779242
12,0.0,2,realized-history,13,8866.726117779242,8866.72611777924
12,0.0,2,realized-history,14,8866.726117779242,8866.726117779242
12,0.0,2,realized-history,15,32531.994673425248,8866.726117779242
12,0.0,3,within-plan,1,8866.72611777924,8866.72611777924
12,0.0,3,within-plan,2,8866.726117779242,8281.85382459393
12,0.0,3,within-plan,3,8866.72611777924,7249.284509745736
12,0.0,3,within-plan,4,8866.72611777924,8678.174276848747
12,0.0,3,within-plan,5,8866.726117779242,8283.619086680772
12,0.0,3,within-plan,6,8866.726117779242,8133.958479330412
12,0.0,3,within-plan,7,8866.72611777924,8098.4002566503505
12,0.0,3,within-plan,8,8866.726117779242,8220.825694995328
12,0.0,3,within-plan,9,8866.726117779239,8200.485354097716
12,0.0,3,within-plan,10,8866.72611777924,8158.023010870911
12,0.0,3,within-plan,11,8866.726117779239,8110.578408626249
12,0.0,3,within-plan,12,8866.726117779239,7963.878421247609
12,0.0,3,within-plan,13,8866.726117779239,7944.70518275086
12,0.0,3,within-plan,14,8866.72611777924,7969.312127932388
12,0.0,3,within-plan,15,32531.994673425248,8074.832386066921
12,0.0,3,realized-history,1,8866.72611777924,8866.72611777924
12,0.0,3,realized-history,2,8866.726117779242,8866.726117779242
12,0.0,3,realized-history,3,8866.72611777924,8866.726117779244
12,0.0,3,realized-history,4,8866.72611777924,8866.726117779242
12,0.0,3,realized-history,5,8866.726117779242,8866.726117779244
12,0.0,3,realized-history,6,8866.726117779242,8866.72611777924
12,0.0,3,realized-history,7,8866.72611777924,8866.72611777924
12,0.0,3,realized-history,8,8866.726117779242,8866.72611777924
12,0.0,3,realized-history,9,8866.726117779239,8866.726117779239
12,0.0,3,realized-history,10,8866.72611777924,8866.726117779239
12,0.0,3,realized-history,11,8866.726117779239,8866.726117779239
12,0.0,3,realized-history,12,8866.726117779239,8866.726117779239
12,0.0,3,realized-history,13,8866.726117779239,8866.726117779239
12,0.0,3,realized-history,14,8866.72611777924,8866.726117779239
12,0.0,3,realized-history,15,32531.994673425248,8866.726117779237
12,0.02,2,within-plan,1,10664.039635367484,10664.039635367484
12,0.02,2,within-plan,2,10664.039635367486,10500.189088778414
12,0.02,2,within-plan,3,10664.039635367488,10363.653171956148
12,0.02,2,within-plan,4,10664.039635367486,10245.659640395466
12,0.02,2,within-plan,5,10664.03963536749,10105.340941200735
12,0.02,2,within-plan,6,10664.039635367484,9976.153718901656
12,0.02,2,within-plan,7,10664.03963536749,9637.988431953283
12,0.02,2,within-plan,8,10664.03963536749,9439.507600019973
12,0.02,2,within-plan,9,10664.03963536749,9257.93932825894
12,0.02,2,within-plan,10,10664.039635367486,9091.448252468808
12,0.02,2,within-plan,11,10664.039635367486,9076.328343306963
12,0.02,2,within-plan,12,10664.039635367488,9004.745247295747
12,0.02,2,within-plan,13,10664.039635367486,8974.51554237312
12,0.02,2,within-plan,14,10664.039635367488,8915.774340508731
12,0.02,2,within-plan,15,10664.039635367488,8917.764982826508
12,0.02,2,realized-history,1,10664.039635367484,10664.039635367484
12,0.02,2,realized-history,2,10664.039635367486,10664.039635367486
12,0.02,2,realized-history,3,10664.039635367488,10664.039635367482
12,0.02,2,realized-history,4,10664.039635367486,10664.039635367484
12,0.02,2,realized-history,5,10664.03963536749,10664.039635367486
12,0.02,2,realized-history,6,10664.039635367484,10021.989963824864
12,0.02,2,realized-history,7,10664.03963536749,10343.014799596178
12,0.02,2,realized-history,8,10664.03963536749,10182.502381710521
12,0.02,2,realized-history,9,10664.03963536749,10262.75859065335
12,0.02,2,realized-history,10,10664.039635367486,10222.630486181937
12,0.02,2,realized-history,11,10664.039635367486,10242.694538417642
12,0.02,2,realized-history,12,10664.039635367488,10232.662512299788
12,0.02,2,realized-history,13,10664.039635367486,9862.486126065254
12,0.02,2,realized-history,14,10664.039635367488,10047.574319182519
12,0.02,2,realized-history,15,10664.039635367488,9955.030222623885
12,0.02,3,within-plan,1,10664.039635367488,10664.039635367488
12,0.02,3,within-plan,2,10664.039635367488,10500.189088778417
12,0.02,3,within-plan,3,10664.03963536749,10363.653171956154
12,0.02,3,within-plan,4,10664.039635367484,10245.659640395468
12,0.02,3,within-plan,5,10664.039635367486,10105.340941200739
12,0.02,3,within-plan,6,10664.039635367486,9976.153718901658
12,0.02,3,within-plan,7,10664.039635367488,9637.988431953285
12,0.02,3,within-plan,8,10664.039635367488,9439.507600019973
12,0.02,3,within-plan,9,10664.039635367486,9257.93932825894
12,0.02,3,within-plan,10,10664.039635367484,9091.448252468808
12,0.02,3,within-plan,11,10664.039635367482,9076.328343306963
12,0.02,3,within-plan,12,10664.039635367482,9010.766220716938
12,0.02,3,within-plan,13,10664.039635367484,8973.426329990947
12,0.02,3,within-plan,14,10664.039635367482,8915.106028438839
12,0.02,3,within-plan,15,10664.039635367484,8917.313672051338
12,0.02,3,realized-history,1,10664.039635367488,10664.039635367488
12,0.02,3,realized-history,2,10664.039635367488,10664.03963536749
12,0.02,3,realized-history,3,10664.03963536749,10664.039635367488
12,0.02,3,realized-history,4,10664.039635367484,10664.039635367486
12,0.02,3,realized-history,5,10664.039635367486,10664.039635367486
12,0.02,3,realized-history,6,10664.039635367486,10021.989963824866
12,0.02,3,realized-history,7,10664.039635367488,10450.023078186616
12,0.02,3,realized-history,8,10664.039635367488,10378.684225792986
12,0.02,3,realized-history,9,10664.039635367486,10283.56575593482
12,0.02,3,realized-history,10,10664.039635367484,9109.674437531132
12,0.02,3,realized-history,11,10664.039635367482,9923.974806419643
12,0.02,3,realized-history,12,10664.039635367482,9772.404999961866
12,0.02,3,realized-history,13,10664.039635367484,9602.018081304213
12,0.02,3,realized-history,14,10664.039635367482,9766.132629228574
12,0.02,3,realized-history,15,10664.039635367484,9713.518570164882
12,0.04,2,within-plan,1,10777.86779436294,10777.86779436294
12,0.04,2,within-plan,2,10777.867794362937,10572.045715166882
12,0.04,2,within-plan,3,10777.867794362935,10434.293531210467
12,0.04,2,within-plan,4,10777.867794362935,10288.566267848655
12,0.04,2,within-plan,5,10777.86779436294,10030.171513049925
12,0.04,2,within-plan,6,10777.867794362937,9829.649625051723
12,0.04,2,within-plan,7,10777.86779436294,9758.065714809796
12,0.04,2,within-plan,8,10777.867794362941,9702.955536869533
12,0.04,2,within-plan,9,10777.86779436294,9175.808832923069
12,0.04,2,within-plan,10,10777.867794362935,9007.765051347915
12,0.04,2,within-plan,11,10777.867794362935,8843.882220947526
12,0.04,2,within-plan,12,10777.867794362937,8674.128792328438
12,0.04,2,within-plan,13,10777.867794362937,8673.093978047296
12,0.04,2,within-plan,14,10777.86779436294,8629.208050675694
12,0.04,2,within-plan,15,10777.86779436294,8629.20805198048
12,0.04,2,realized-history,1,10777.86779436294,10777.86779436294
12,0.04,2,realized-history,2,10777.867794362937,10777.86779436294
12,0.04,2,realized-history,3,10777.867794362935,10777.867794362937
12,0.04,2,realized-history,4,10777.867794362935,10383.250223469588
12,0.04,2,realized-history,5,10777.86779436294,10202.701045726193
12,0.04,2,realized-history,6,10777.867794362937,10292.97563459789
12,0.04,2,realized-history,7,10777.86779436294,10247.838340162043
12,0.04,2,realized-history,8,10777.867794362941,10270.406987379967
12,0.04,2,realized-history,9,10777.86779436294,10259.122663771006
12,0.04,2,realized-history,10,10777.867794362935,8564.81118013937
12,0.04,2,realized-history,11,10777.867794362935,9411.966921955187
12,0.04,2,realized-history,12,10777.867794362937,8988.389051047277
12,0.04,2,realized-history,13,10777.867794362937,9200.177986501232
12,0.04,2,realized-history,14,10777.86779436294,9094.283518774253
12,0.04,2,realized-history,15,10777.86779436294,9147.230752637743
12,0.04,3,within-plan,1,10777.86779436294,10777.86779436294
12,0.04,3,within-plan,2,10777.86779436294,10572.045715166885
12,0.04,3,within-plan,3,10777.86779436294,10434.29353121047
12,0.04,3,within-plan,4,10777.867794362937,10288.566267848655
12,0.04,3,within-plan,5,10777.867794362935,10030.171513049927
12,0.04,3,within-plan,6,10777.86779436294,9829.649625051725
12,0.04,3,within-plan,7,10777.86779436294,9758.065714809798
12,0.04,3,within-plan,8,10777.867794362941,9702.955536869533
12,0.04,3,within-plan,9,10777.86779436294,9175.808832923069
12,0.04,3,within-plan,10,10777.867794362934,9007.765051347915
12,0.04,3,within-plan,11,10777.867794362935,8843.882220947526
12,0.04,3,within-plan,12,10777.867794362935,8674.128792328438
12,0.04,3,within-plan,13,10777.86779436294,8642.837050373522
12,0.04,3,within-plan,14,10777.867794362935,8642.836719915282
12,0.04,3,within-plan,15,10777.867794362937,8642.83671750955
12,0.04,3,realized-history,1,10777.86779436294,10777.86779436294
12,0.04,3,realized-history,2,10777.86779436294,10777.86779436294
12,0.04,3,realized-history,3,10777.86779436294,10777.86779436294
