landbase,discount_rate,horizon,calibrated_cap_mcf,converged,iterations,crit_max_slope_rel,crit_max_fluctuation,crit_max_cv,realized_cv,realized_slope_rel,realized_max_fluctuation,projected_cv,fd_version,ws3_version,max_abs_rel_deviation,mean_abs_rel_deviation,total_projected,total_realized,total_rel_change,occurrence,occurrence_tolerance
7,0.0,15,6894.983260558711,True,11,0.01,0.05,0.05,0.011950200890125332,0.0011976845741241658,0.047907382964967715,0.011950200890125337,0.1.0b1,1.1.0a5,1.319067309380575e-16,3.517512825014866e-17,103095.47993244197,103095.47993244197,0.0,False,0.05
7,0.02,15,6894.983260558711,True,11,0.01,0.05,0.05,0.011950200911231106,0.0011976845850965926,0.04790738296100751,0.011950200890125337,0.1.0b1,1.1.0a5,6.180274866311675e-10,8.240368247171979e-11,103095.47993244197,103095.47994096453,8.266668907037922e-11,False,0.05
7,0.04,15,6894.983260558711,True,11,0.01,0.05,0.05,0.011950200921783978,0.0011976845850471003,0.04790738295902732,0.011950200890125337,0.1.0b1,1.1.0a5,6.180276185378983e-10,1.2360555008892587e-10,103095.47993244197,103095.47994522583,1.2400017475545472e-10,False,0.05
7,0.06,15,6894.983260558711,True,11,0.01,0.05,0.05,0.011950200911231095,0.0011976845850966227,0.04790738296100751,0.011950200890125337,0.1.0b1,1.1.0a5,6.180274866311675e-10,8.240370005928393e-11,103095.47993244197,103095.47994096453,8.266668907037922e-11,False,0.05
8,0.0,15,2875.0000008625,True,12,0.01,0.05,0.05,0.0121240146224512,0.0012151046921851933,0.048604188109698396,0.012124014630854234,0.1.0b1,1.1.0a5,3.000000698361284e-10,4.4082728389826205e-11,42985.714296695,42985.71429527925,-3.2935326998138264e-11,False,0.05
8,0.02,15,2875.0000008625,True,12,0.01,0.05,0.05,0.01212401463597352,0.0012151047080525383,0.048604188107122366,0.012124014630854234,0.1.0b1,1.1.0a5,3.0000006974612834e-10,2.0000036284340205e-11,42985.714296695,42985.7142975575,2.00647890969031e-11,False,0.05
8,0.04,15,2875.0000008625,True,12,0.01,0.05,0.05,0.012124014620604945,0.0012151046973744367,0.04860418811005011,0.012124014630854234,0.1.0b1,1.1.0a5,3.000000698361284e-10,7.9958113319094e-11,42985.714296695,42985.714294968195,-4.0171555802363845e-11,False,0.05
8,0.06,15,2875.0000008625,True,12,0.01,0.05,0.05,0.012124014641740878,0.0012151047082987327,0.04860418810602367,0.012124014630854234,0.1.0b1,1.1.0a5,6.00209718525829e-10,8.25319569365262e-11,42985.714296695,42985.71429852919,4.266973130519572e-11,False,0.05
9,0.0,15,9469.058361644526,True,11,0.01,0.05,0.05,1.4879865342043047e-16,2.401922174125567e-17,3.8419647109027766e-16,1.4879865342043047e-16,0.1.0b1,1.1.0a5,1.9209823554513883e-16,1.2806549036342588e-16,142035.87542466787,142035.87542466787,0.0,False,0.05
9,0.02,15,9880.756551281245,True,11,0.01,0.05,0.05,0.004290940401234419,0.0004300507727273109,0.017202030909091587,0.029627215036748044,0.1.0b1,1.1.0a5,0.11784001274734048,0.009001489261957478,147046.99979126232,148041.5738872294,0.006763647659448396,False,0.05
9,0.04,15,9777.832003872065,True,11,0.01,0.05,0.05,0.0028610322419029195,0.00028674117015541095,0.01146964423210362,2.541680658119366e-16,0.1.0b1,1.1.0a5,0.011460882084872092,0.0007640589157005053,146667.48005808092,146555.41746229926,-0.0007640589157002576,False,0.05
9,0.06,15,9812.140186341792,True,11,0.01,0.05,0.05,0.003952917601447873,0.0003961734246649522,0.015846911974646556,1.43595903300835e-16,0.1.0b1,1.1.0a5,0.01583020128157221,0.0010553482672099183,147182.10279512685,147026.7746030048,-0.0010553470100794799,False,0.05
10,0.0,15,7277.928831419449,True,10,0.01,0.05,0.05,0.012075982729702674,0.0012190117686183544,0.04805986914288033,0.022177922657287144,0.1.0b1,1.1.0a5,0.08848369597838521,0.009261201180764586,108512.0120861821,108814.81740104065,0.002790523454841596,False,0.05
10,0.02,15,7277.928831419449,True,10,0.01,0.05,0.05,0.012432768449672787,0.0008900349471354997,0.04984195704356438,0.022177922657287144,0.1.0b1,1.1.0a5,0.08848369657767732,0.009329259139955918,108512.0120861821,108807.38759543616,0.0027220535641663338,False,0.05
10,0.04,15,7220.167491487548,True,10,0.01,0.05,0.05,0.009955938109417447,0.00042763441878093433,0.03991254575289204,0.009955938070512156,0.1.0b1,1.1.0a5,1.6157314044304708e-10,1.0771593082552366e-11,108015.10186043581,108015.10185931568,-1.0370158018744833e-11,False,0.05
10,0.06,15,7162.406151555648,True,10,0.01,0.05,0.05,0.011572094920746531,0.0004970527167932437,0.046391586900707674,3.4230153636046067e-16,0.1.0b1,1.1.0a5,0.04624855065691874,0.0030832367104613335,107436.09227333474,107104.84136960909,-0.003083236710461299,False,0.05
11,0.0,15,9366.968664833134,True,11,0.01,0.05,0.05,3.4006692001526375e-16,4.198832309901717e-17,3.8838379173295975e-16,3.5454427283588416e-16,0.1.0b1,1.1.0a5,3.883837917329598e-16,1.0356901112878928e-16,140504.52997249705,140504.52997249705,0.0,False,0.05
11,0.02,15,9805.555826397227,True,11,0.01,0.05,0.05,0.004801379854843527,0.0004812085285871205,0.019248341143481458,0.02585026621377295,0.1.0b1,1.1.0a5,0.10292055887374142,0.008142948784198117,146074.14411023792,146894.83859825466,0.00561834192502534,False,0.05
11,0.04,15,9711.572863204921,True,11,0.01,0.05,0.05,0.012514835645813847,0.0016115981276268955,0.027848168436133393,2.216177870993954e-16,0.1.0b1,1.1.0a5,0.04735195430157777,0.00446533953481662,145673.5929480738,145023.11092018892,-0.0044653393571253575,False,0.05
11,0.06,15,9711.572863204921,True,11,0.01,0.05,0.05,0.0006659826832477381,6.674681537794524e-05,0.00266986687965582,2.216177870993954e-16,0.1.0b1,1.1.0a5,0.0026693953399807937,0.0001779600892664864,145673.5929480738,145647.66890927494,-0.00017795976795951753,False,0.05
12,0.0,15,9164.967501365047,True,11,0.01,0.05,0.05,1.8476737398434634e-16,5.342419328618742e-17,3.969439942421909e-16,1.7751875087716474e-16,0.1.0b1,1.1.0a5,3.9694399424219075e-16,2.117034635958351e-16,137474.5125204757,137474.51252047566,-2.1170346359583512e-16,False,0.05
12,0.02,15,9616.76167396755,True,11,0.01,0.05,0.05,0.009494129012546409,0.0009515297665387812,0.03806119066154903,0.05797642152794811,0.1.0b1,1.1.0a5,0.22887635145763668,0.01778941397370406,142050.3757847379,143886.32611671873,0.01292464255612399,False,0.05
12,0.04,15,9455.406612323797,True,11,0.01,0.05,0.05,0.011058379503487674,0.0011083035902370636,0.04433214347258936,2.27621864975415e-16,0.1.0b1,1.1.0a5,0.04420150707745002,0.002946767165769306,141831.09918485698,141413.1559643907,-0.002946767125604502,False,0.05
12,0.06,15,9487.677624652548,True,11,0.01,0.05,0.05,0.00019043017366610293,1.908551009098076e-05,0.0007634176859870858,1.9172124891969765e-16,0.1.0b1,1.1.0a5,0.00076338030718177,5.089213428525934e-05,142315.1643697882,142307.92165177193,-5.089210308919574e-05,False,0.05
13,0.0,15,9627.353953820624,True,11,0.01,0.05,0.05,0.011872113650655642,0.0011898584393999114,0.047594337575995044,1.5426862208068638e-16,0.1.0b1,1.1.0a5,0.047443800492227545,0.0031629200328153083,144410.30930730936,143953.55104705624,-0.0031629200328151326,False,0.05
13,0.02,15,10027.105675086532,True,11,0.01,0.05,0.05,0.011109744418643453,0.0011134515339961504,0.04453806135984426,0.02950519591836988,0.1.0b1,1.1.0a5,0.11735848801819174,0.010784313218459156,149229.81916507118,149961.31936340392,0.004901836659894269,False,0.05
13,0.04,15,9893.855101331232,True,11,0.01,0.05,0.05,4.288029811839181e-11,3.4792090679565914e-12,1.7230203855962725e-10,2.7679513486561663e-16,0.1.0b1,1.1.0a5,1.7230240625830058e-10,1.2559851667946622e-11,148407.82651996845,148407.82651810447,-1.2559876181335797e-11,False,0.05
13,0.06,15,9960.480388208882,True,11,0.01,0.05,0.05,0.011007304356679742,0.00110318472081523,0.044127386098072194,0.0003518520381255796,0.1.0b1,1.1.0a5,0.04264769057062056,0.0028431794911053065,149393.15742653006,148968.96506135218,-0.0028394363736939637,False,0.05
14,0.0,15,9821.5832139054,True,11,0.01,0.05,0.05,2.2933321372177173e-16,2.5424472374540767e-17,5.556098331388766e-16,2.4383144532869526e-16,0.1.0b1,1.1.0a5,5.556098331388764e-16,1.8520327771295878e-16,147323.74820858098,147323.74820858098,0.0,False,0.05
14,0.02,15,10321.591086613313,True,11,0.01,0.05,0.05,0.01024927127363959,0.001403435921113383,0.028002865120151297,0.04282270456662519,0.1.0b1,1.1.0a5,0.1459087030240533,0.011861024218487688,153071.98056420436,154205.62668236703,0.007405967532295501,False,0.05
14,0.04,15,10178.731694411052,True,11,0.01,0.05,0.05,0.0027971356101391238,0.00028033723066398853,0.011213489095252886,1.663652239511237e-16,0.1.0b1,1.1.0a5,0.011205112376395552,0.0007470076337552589,152680.97541616578,152566.92160063362,-0.0007470073807249178,False,0.05
14,0.06,15,10214.446542461617,True,11,0.01,0.05,0.05,9.231741344693318e-10,6.827420843681208e-11,3.4769872815085205e-09,2.6010259724943934e-16,0.1.0b1,1.1.0a5,3.249036950045088e-09,3.4881357452968616e-10,153216.69813692424,153216.6981239941,-8.439115016328461e-11,False,0.05
15,0.0,15,9576.614344207374,True,11,0.01,0.05,0.05,0.006433786398237792,0.0006448131536221584,0.02579252614488452,2.300296833014431e-16,0.1.0b1,1.1.0a5,0.02574825198072447,0.001716550132048475,143649.21516311058,143402.63408385369,-0.0017165501320484625,False,0.05
15,0.02,15,10002.241648394367,True,11,0.01,0.05,0.05,0.014634965253355862,0.0018299671148268785,0.03781640159169427,0.06165906125234311,0.1.0b1,1.1.0a5,0.2285552478451759,0.019009151067839732,147601.2916336515,149278.07466317326,0.011360219215991391,False,0.05
15,0.04,15,9860.365880332036,True,11,0.01,0.05,0.05,0.006476157409713148,0.0005563368945408185,0.02596238810113142,3.780609175794388e-16,0.1.0b1,1.1.0a5,0.025917529370261913,0.0017278353090786787,147905.4882049806,147649.93188005345,-0.0017278353090790222,False,0.05
15,0.06,15,9860.365880332036,True,11,0.01,0.05,0.05,2.3273133164904102e-10,2.016136168688123e-11,8.981958134674529e-10,3.780609175794388e-16,0.1.0b1,1.1.0a5,8.981954444764582e-10,8.095255226028169e-11,147905.4882049806,147905.48819817672,-4.60014328265855e-11,False,0.05
16,0.0,15,9487.104382006108,True,11,0.01,0.05,0.05,0.00724028684404351,0.0007883760710636897,0.02906720227053535,2.572365893472077e-16,0.1.0b1,1.1.0a5,0.029004316698434583,0.002163454587589465,142306.5657300916,141998.69193761877,-0.00216345458758912,False,0.05
16,0.02,15,9763.092873119012,True,11,0.01,0.05,0.05,0.007135122479936277,0.0007151031356944186,0.02860412542777534,0.024471873967358206,0.1.0b1,1.1.0a5,0.09746827155850715,0.008401196960378584,145494.8013093771,146167.6598916502,0.004624622847123892,False,0.05
16,0.04,15,9659.597188951673,True,11,0.01,0.05,0.05,0.00018054281310490408,1.8094608552775514e-05,0.0007237763503520854,1.8830903276446722e-16,0.1.0b1,1.1.0a5,0.0007237466587809221,4.825039390716056e-05,144893.95783427512,144886.96671490034,-4.824990275149514e-05,False,0.05
16,0.06,15,9659.597188951673,True,11,0.01,0.05,0.05,1.0497633049488267e-08,7.281212333648498e-10,3.395078667322868e-08,1.8830903276446722e-16,0.1.0b1,1.1.0a5,3.39507853566798e-08,3.949229461937249e-09,144893.95783427512,144893.95793847693,7.191591258999061e-10,False,0.05
17,0.0,15,9574.914286133226,True,11,0.01,0.05,0.05,2.5487751650607763e-16,4.093555145668481e-17,3.799489685626095e-16,2.0810662078256243e-16,0.1.0b1,1.1.0a5,3.7994896856260938e-16,1.393146218062901e-16,143623.71429199836,143623.71429199836,0.0,False,0.05
17,0.02,15,10078.85714329813,True,11,0.01,0.05,0.05,0.006108303798674712,0.0008273243403696148,0.013904571186918235,0.04442642712896334,0.1.0b1,1.1.0a5,0.1524679167993602,0.012990656916484045,148904.54820467473,150830.12239709467,0.012931600919087892,False,0.05
17,0.04,15,9923.797802632005,True,11,0.01,0.05,0.05,0.008690717957493481,0.0008710095290815234,0.03484038111823601,1.5696505451758192e-16,0.1.0b1,1.1.0a5,0.034759645165837384,0.0023173097179878884,148856.96703948008,148512.01934891616,-0.0023173096793812084,False,0.05
17,0.06,15,9923.797802632005,True,11,0.01,0.05,0.05,0.0006404067739642438,6.418346250605152e-05,0.0025673386136556863,1.5696505451758192e-16,0.1.0b1,1.1.0a5,0.002566899273758697,0.0001711266485100838,148856.96703948008,148831.4936546119,-0.00017112658799116128,False,0.05
18,0.0,15,9757.093233449732,True,11,0.01,0.05,0.05,0.010469478327030041,0.0007494872624617916,0.04197128669785912,2.257747786139803e-16,0.1.0b1,1.1.0a5,0.04185417512561248,0.002790278341707623,146356.398501746,145948.02341283625,-0.00279027834170766,False,0.05
18,0.02,15,10092.260558262891,True,11,0.01,0.05,0.05,0.00851630511037969,0.000853529355114486,0.034141174204577726,0.05159603040004129,0.1.0b1,1.1.0a5,0.1638556756247488,0.016280827019564202,148631.80415672608,151040.12921637946,0.016203295609019838,False,0.05
18,0.04,15,9906.056488922248,True,11,0.01,0.05,0.05,0.009250953531242851,0.0009271586111291438,0.037086280358838764,1.9548264202826257e-16,0.1.0b1,1.1.0a5,0.03699485391286285,0.002466328167899518,148590.8473338337,148224.37410132217,-0.002466324400776692,False,0.05
18,0.06,15,9906.056488922248,True,11,0.01,0.05,0.05,1.1104982166904414e-09,1.179506903303674e-10,3.867533194537543e-09,1.9548264202826257e-16,0.1.0b1,1.1.0a5,4.241369558386013e-09,3.8058567174191263e-10,148590.8473338337,148590.84729894824,-2.347752403466699e-10,False,0.05
