landbase,discount_rate,flow_policy,flow_denominator,max_decrease,max_increase,horizon,fd_version,ws3_version,max_abs_rel_deviation,mean_abs_rel_deviation,total_projected,total_realized,total_rel_change,occurrence,occurrence_tolerance,rev_max_abs_rel_deviation,rev_mean_abs_rel_deviation,rev_total_rel_change,rev_occurrence
1,0.06,-20%,volume,0.2,,15,0.1.0b1,1.1.0a5,0.37700277566828116,0.10232730601028918,163790.69503867827,151431.11079741977,-0.07545962387142845,True,0.05,1.4707487241295591,0.17199640892269594,-0.028165512537031055,True
1,0.06,-20%,revenue,0.2,,15,0.1.0b1,1.1.0a5,0.6554748478512589,0.34479927234352015,163790.69503867827,155198.51133336275,-0.0524583139676312,True,0.05,1.385316779175755,0.40432945161204425,-0.015312946838817874,True
1,0.06,+/-10%,volume,0.1,0.1,15,0.1.0b1,1.1.0a5,0.1818181818125414,0.06238161214991593,155444.57426493245,153371.4529649804,-0.013336723457576164,True,0.05,0.8200627557868277,0.11177340593557544,0.013062590629630659,True
1,0.06,+/-10%,revenue,0.1,0.1,15,0.1.0b1,1.1.0a5,0.22874921660583333,0.11062702320726273,155444.57426493245,151762.1810627427,-0.02368942897880543,True,0.05,0.8869533594774937,0.14857031790951056,0.027514234615179364,True
1,0.06,+/-20%,volume,0.2,0.2,15,0.1.0b1,1.1.0a5,0.39533358743229907,0.07399577878063714,151585.79036332786,155250.53347361047,0.024176033264719482,True,0.05,0.3953335874322991,0.07336919058613368,0.03421063294262483,True
1,0.06,+/-20%,revenue,0.2,0.2,15,0.1.0b1,1.1.0a5,0.3462154767799433,0.19246270181329897,151585.79036332786,153590.40179677983,0.01322427008921628,True,0.05,1.2944690100478535,0.27227571324457384,0.07343706963126827,True
2,0.0,NHF,volume,,,15,0.1.0b1,1.1.0a5,1.0,0.29571041273849846,214022.2275,175722.2275,-0.17895337529836708,True,0.05,1.0,0.29228274435854845,-0.13711557938241312,True
2,0.0,NHF,revenue,,,15,0.1.0b1,1.1.0a5,1.0,0.29571041273849846,214022.2275,175722.2275,-0.17895337529836708,True,0.05,1.0,0.29228274435854845,-0.13711557938241312,True
2,0.0,NDY,volume,0.0,,15,0.1.0b1,1.1.0a5,0.5643156793214542,0.12016746105488929,187717.36848721007,159948.95299824182,-0.14792672469654947,True,0.05,0.5652918497163942,0.12162745068582952,-0.1594780524000581,True
2,0.0,NDY,revenue,0.0,,15,0.1.0b1,1.1.0a5,0.5566487417055592,0.15933093482229121,187717.36848721007,166603.7427891551,-0.11247561090487757,True,0.05,0.5643181489924064,0.15444760439760943,-0.13679728243020797,True
2,0.0,-10%,volume,0.1,,15,0.1.0b1,1.1.0a5,0.8446743047131591,0.3775884231293783,201349.95071512385,172925.59924454262,-0.14116890205151766,True,0.05,0.8470779859279818,0.382873191503488,-0.14264796641412422,True
2,0.0,-10%,revenue,0.1,,15,0.1.0b1,1.1.0a5,0.8007612108277731,0.3844405008968329,201349.95071512385,170857.29285997344,-0.1514410991750992,True,0.05,0.7872916983694193,0.38458796956975533,-0.1613320343956757,True
2,0.0,-20%,volume,0.2,,15,0.1.0b1,1.1.0a5,1.0,0.2688367317640166,205596.73715893418,173712.8963017556,-0.1550795080591729,True,0.05,1.0,0.2629147933539369,-0.152625800011157,True
2,0.0,-20%,revenue,0.2,,15,0.1.0b1,1.1.0a5,1.0,0.32996039916201364,205596.73715893418,174406.9413276626,-0.15170374910746118,True,0.05,1.0,0.3277197925041116,-0.159281224550127,True
2,0.0,+/-10%,volume,0.1,0.1,15,0.1.0b1,1.1.0a5,0.4131393069416713,0.1068383768408492,194818.01328747705,175222.05622514331,-0.10058596087527892,True,0.05,0.42962089680135795,0.12995977740406772,-0.1108756062436816,True
2,0.0,+/-10%,revenue,0.1,0.1,15,0.1.0b1,1.1.0a5,0.3149739454060201,0.1299935942191366,194818.01328747705,177599.17780373493,-0.0883842063327773,True,0.05,0.33075831723637855,0.13776998263890763,-0.10339042789084973,True
2,0.0,+/-20%,volume,0.2,0.2,15,0.1.0b1,1.1.0a5,0.39330795956232584,0.13154201842632085,199968.59122283634,179743.3102759986,-0.1011422885121972,True,0.05,0.4297843256579591,0.14173629834694185,-0.10841393232206041,True
2,0.0,+/-20%,revenue,0.2,0.2,15,0.1.0b1,1.1.0a5,0.42476023588584544,0.14561928987315223,199968.59122283634,179485.7733372652,-0.10243017546063518,True,0.05,0.42339087376435003,0.1617537911353854,-0.11136995517731453,True
2,0.02,NHF,volume,,,15,0.1.0b1,1.1.0a5,0.0,0.0,214022.2275,214022.2275,0.0,False,0.05,0.0,0.0,0.0,False
2,0.02,NHF,revenue,,,15,0.1.0b1,1.1.0a5,0.0,0.0,214022.2275,214022.2275,0.0,False,0.05,0.0,0.0,0.0,False
2,0.02,NDY,volume,0.0,,15,0.1.0b1,1.1.0a5,0.04937478131029775,0.02937868083626698,182445.4238923723,177085.41801380078,-0.029378680836267334,False,0.05,0.07478419040676536,0.03720593199010627,-0.030927874937759364,False
2,0.02,NDY,revenue,0.0,,15,0.1.0b1,1.1.0a5,0.2858081756145897,0.08976821666002652,182445.4238923723,182946.7316135676,0.0027477133188664464,True,0.05,0.24167107993241704,0.08827697681698653,-0.016405470351715523,True
2,0.02,-10%,volume,0.1,,15,0.1.0b1,1.1.0a5,0.35679555147468917,0.06889138470169537,193276.82384429342,188164.98747543214,-0.026448263517510288,True,0.05,0.3738566429700762,0.08169721100470793,-0.027302242402178645,True
2,0.02,-10%,revenue,0.1,,15,0.1.0b1,1.1.0a5,0.24442357781785348,0.11608340260137445,193276.82384429342,190558.48896686712,-0.014064463722852923,True,0.05,0.24587638989368873,0.1154585955973381,-0.02450586599088455,True
2,0.02,-20%,volume,0.2,,15,0.1.0b1,1.1.0a5,0.4985208637108661,0.09764877820312418,202678.72592594032,193687.06299588055,-0.04436411808383561,True,0.05,0.499339821874511,0.10569301697340278,-0.05376939742858928,True
2,0.02,-20%,revenue,0.2,,15,0.1.0b1,1.1.0a5,0.5538978697124644,0.2009821792148217,202678.72592594032,196092.0928434938,-0.03249790056827824,True,0.05,0.56246615018011,0.1994110016438072,-0.05008663956341365,True
2,0.02,+/-10%,volume,0.1,0.1,15,0.1.0b1,1.1.0a5,0.11872381247411169,0.03258182189530698,189392.28654876383,188566.68074688467,-0.004359236677078679,False,0.05,0.13586404319313317,0.03691260810522074,-0.00456468801944958,False
2,0.02,+/-10%,revenue,0.1,0.1,15,0.1.0b1,1.1.0a5,0.18069375090829579,0.08137217323002723,189392.28654876383,189523.6129427906,0.0006934094118609502,True,0.05,0.17771515526945897,0.07996252402206229,-0.006018250644927587,True
2,0.02,+/-20%,volume,0.2,0.2,15,0.1.0b1,1.1.0a5,0.22620320409748748,0.04871579480091746,193584.18919882935,191632.89745570894,-0.010079809467891252,False,0.05,0.23002237408868514,0.04909316191319129,-0.010732795763701144,False
2,0.02,+/-20%,revenue,0.2,0.2,15,0.1.0b1,1.1.0a5,0.4345900259713489,0.14924694377472297,193584.18919882935,187924.38492215757,-0.02923691392409443,True,0.05,0.43656903230356703,0.1545954598962205,-0.04000638338178038,True
2,0.04,NHF,volume,,,15,0.1.0b1,1.1.0a5,0.0,0.0,214022.2275,214022.2275,0.0,False,0.05,0.0,0.0,0.0,False
2,0.04,NHF,revenue,,,15,0.1.0b1,1.1.0a5,0.0,0.0,214022.2275,214022.2275,0.0,False,0.05,0.0,0.0,0.0,False
2,0.04,NDY,volume,0.0,,15,0.1.0b1,1.1.0a5,0.041042377009311154,0.027732792267461902,181935.56947675959,176889.9881223982,-0.027732792267462017,False,0.05,0.07134808321272187,0.03344401435333149,-0.03129139816888726,False
2,0.04,NDY,revenue,0.0,,15,0.1.0b1,1.1.0a5,0.2920770259955729,0.08868904116395537,181935.56947675959,183131.85187862243,0.00657530798020042,True,0.05,0.2177555444456726,0.08921837762721206,-0.013784120382006793,True
2,0.04,-10%,volume,0.1,,15,0.1.0b1,1.1.0a5,0.14940358605250517,0.009960239285262453,189628.64672453655,187302.5095956145,-0.01226680234817631,False,0.05,0.13447734096554995,0.008965156276450526,-0.012600404821991044,False
2,0.04,-10%,revenue,0.1,,15,0.1.0b1,1.1.0a5,0.3271239317624077,0.17863464036133306,189628.64672453655,191498.91547465394,0.00986279648366754,True,0.05,0.3297241167055987,0.17233825057263796,-0.0005216489464772013,True
2,0.04,-20%,volume,0.2,,15,0.1.0b1,1.1.0a5,0.3385563117103178,0.0562120290065382,197860.32259626998,189040.80439465898,-0.04457446589535313,True,0.05,0.32377919942809674,0.05598808360914475,-0.04947034824252058,True
2,0.04,-20%,revenue,0.2,,15,0.1.0b1,1.1.0a5,0.6062741110195278,0.25226533862455136,197860.32259626998,195909.70303741176,-0.009858568576371017,True,0.05,0.6062741110195278,0.24725216615307177,-0.027313727097193742,True
2,0.04,+/-10%,volume,0.1,0.1,15,0.1.0b1,1.1.0a5,0.007639960697881901,0.00203732295977742,186773.53427818595,186401.30828112963,-0.0019929268806463396,False,0.05,0.015901322834915833,0.0022120515673013184,-0.0020507241685248034,False
2,0.04,+/-10%,revenue,0.1,0.1,15,0.1.0b1,1.1.0a5,0.23654695046790147,0.10188448172360472,186773.53427818595,190011.8768756739,0.01733833762905966,True,0.05,0.2297473329560388,0.09818047136331011,0.011334269327991506,True
2,0.04,+/-20%,volume,0.2,0.2,15,0.1.0b1,1.1.0a5,0.23718960266296202,0.06848595923321563,183844.75599682244,184591.96386871528,0.004064341502924095,True,0.05,0.23718960266296196,0.07135650166294502,0.005843229085492226,True
2,0.04,+/-20%,revenue,0.2,0.2,15,0.1.0b1,1.1.0a5,0.2707885389743925,0.11666850491016319,183844.75599682244,190307.55844985164,0.03515358606769782,True,0.05,0.2707885389743925,0.10666671783713809,0.027812400432317134,True
2,0.06,NHF,volume,,,15,0.1.0b1,1.1.0a5,0.0,0.0,214022.2275,214022.2275,0.0,False,0.05,0.0,0.0,0.0,False
2,0.06,NHF,revenue,,,15,0.1.0b1,1.1.0a5,0.0,0.0,214022.2275,214022.2275,0.0,False,0.05,0.0,0.0,0.0,False
2,0.06,NDY,volume,0.0,,15,0.1.0b1,1.1.0a5,0.04542999449965696,0.02757327104084932,181073.2159674154,176080.43510540138,-0.027573271040331426,False,0.05,0.0945680821622017,0.03304109244575162,-0.031017936099093354,False
2,0.06,NDY,revenue,0.0,,15,0.1.0b1,1.1.0a5,0.29543249882990946,0.08649848776095338,181073.2159674154,183129.82406097456,0.01135788129995577,True,0.05,0.2145149419595823,0.08755016128458408,-0.009560450760253624,True
2,0.06,-10%,volume,0.1,,15,0.1.0b1,1.1.0a5,0.24601863210141509,0.016401242235729824,188663.5760503729,184806.1797886141,-0.020445898156456505,False,0.05,0.22159504068895075,0.014773002798372317,-0.02101066204677886,False
2,0.06,-10%,revenue,0.1,,15,0.1.0b1,1.1.0a5,0.37149824075049537,0.23310642327310588,188663.5760503729,188275.46235715304,-0.002057173416008216,True,0.05,0.3714982407504954,0.21587501973203232,-0.015018894031933551,True
2,0.06,-20%,volume,0.2,,15,0.1.0b1,1.1.0a5,0.44444444452166126,0.02962962985543738,195542.52058786218,184446.54137124887,-0.05674458518410889,False,0.05,0.39761380071613134,0.026507586933653526,-0.05903773348592291,False
2,0.06,-20%,revenue,0.2,,15,0.1.0b1,1.1.0a5,0.6814319565557543,0.32615183992288943,195542.52058786218,193998.13915323318,-0.00789793150863611,True,0.05,0.6814319565557543,0.31301793316486576,-0.026874207457726233,True
2,0.06,+/-10%,volume,0.1,0.1,15,0.1.0b1,1.1.0a5,0.18690581151406038,0.04434277758519244,187832.15290192878,184940.7291661822,-0.015393657002144168,False,0.05,0.1812665281982043,0.04243926904986875,-0.01582074744643641,False
2,0.06,+/-10%,revenue,0.1,0.1,15,0.1.0b1,1.1.0a5,0.26881189266981076,0.1042380227865698,187832.15290192878,189092.9482238935,0.0067123509073710366,True,0.05,0.24448272663255227,0.09896790869960362,-0.003061715963776208,True
2,0.06,+/-20%,volume,0.2,0.2,15,0.1.0b1,1.1.0a5,0.24736850339226588,0.07435235549989054,182463.97049543064,184801.56193937414,0.01281124946254548,True,0.05,0.24736850339226577,0.07755739964627797,0.01720023141137348,True
2,0.06,+/-20%,revenue,0.2,0.2,15,0.1.0b1,1.1.0a5,0.387137330984823,0.19208453344608956,182463.97049543064,192294.5215294723,0.05387666950000868,True,0.05,0.4035046443248881,0.1833545998471335,0.04447671401220429,True
3,0.0,NHF,volume,,,15,0.1.0b1,1.1.0a5,1.0,0.3522775559148431,160417.61599999998,139955.116,-0.12755768668199116,True,0.05,1.0,0.3492220008645344,-0.1030998841803623,True
3,0.0,NHF,revenue,,,15,0.1.0b1,1.1.0a5,1.0,0.3522775559148431,160417.61599999998,139955.116,-0.12755768668199116,True,0.05,1.0,0.3492220008645344,-0.1030998841803623,True
3,0.0,NDY,volume,0.0,,15,0.1.0b1,1.1.0a5,0.7783748712162407,0.129169745373266,145157.86272400786,122525.61748727888,-0.155914704253811,True,0.05,0.79035873013594,0.1355329917173761,-0.16905381182025342,True
3,0.0,NDY,revenue,0.0,,15,0.1.0b1,1.1.0a5,0.778948695973001,0.1333278209228449,145157.86272400786,122420.00386315986,-0.15664228195533605,True,0.05,0.7888676688386693,0.1427920568878067,-0.16835028071272845,True
3,0.0,-10%,volume,0.1,,15,0.1.0b1,1.1.0a5,0.6789142038155993,0.2765313519808411,148816.89980289235,127627.5151361945,-0.14238560737902176,True,0.05,0.6579156387927607,0.2675905353468556,-0.1432196006120736,True
3,0.0,-10%,revenue,0.1,,15,0.1.0b1,1.1.0a5,0.6911623868312351,0.23146213145501418,148816.89980289235,126743.94185650478,-0.14832292552541515,True,0.05,0.6794540947404992,0.23756218420349048,-0.150713147711707,True
3,0.0,-20%,volume,0.2,,15,0.1.0b1,1.1.0a5,0.7486921907213306,0.3908940117783144,154333.87445917167,128961.20842199876,-0.16440114735721958,True,0.05,0.737022406039976,0.40550907831269206,-0.1516757925113143,True
3,0.0,-20%,revenue,0.2,,15,0.1.0b1,1.1.0a5,0.7706365708611047,0.4280132200166431,154333.87445917167,129315.00190014055,-0.16210875704834166,True,0.05,0.7706365708611047,0.44425233042134266,-0.14868168629458117,True
3,0.0,+/-10%,volume,0.1,0.1,15,0.1.0b1,1.1.0a5,0.36093852612572264,0.1568598203471752,141454.60158368587,133431.29223886452,-0.056720030702392406,True,0.05,0.37504677054671876,0.15005064932696224,-0.08724588276631816,True
3,0.0,+/-10%,revenue,0.1,0.1,15,0.1.0b1,1.1.0a5,0.35798981236464184,0.162944391229942,141454.60158368587,130907.87580248617,-0.07455908583475918,True,0.05,0.3612283460724416,0.16324230708197895,-0.08005056995718252,True
3,0.0,+/-20%,volume,0.2,0.2,15,0.1.0b1,1.1.0a5,0.4021828698750046,0.16143306210094818,144677.16956462536,135694.3601921367,-0.06208864466674661,True,0.05,0.4067292310863409,0.17060044852945616,-0.08331003359494589,True
3,0.0,+/-20%,revenue,0.2,0.2,15,0.1.0b1,1.1.0a5,0.3760321935413273,0.17832035744029232,144677.16956462536,131912.5951507582,-0.08822797993822659,True,0.05,0.37738873844736004,0.19247780071159948,-0.09083050827057602,True
3,0.02,NHF,volume,,,15,0.1.0b1,1.1.0a5,0.0,0.0,155275.11599999998,155275.11599999998,0.0,False,0.05,0.0,0.0,0.0,False
3,0.02,NHF,revenue,,,15,0.1.0b1,1.1.0a5,0.0,0.0,155275.11599999998,155275.11599999998,0.0,False,0.05,0.0,0.0,0.0,False
3,0.02,NDY,volume,0.0,,15,0.1.0b1,1.1.0a5,0.5687699476769668,0.07923911503350392,150451.91621694155,132016.85830071007,-0.12253122711743576,True,0.05,0.79572224695385,0.13790405994968985,-0.07618698391585878,True
3,0.02,NDY,revenue,0.0,,15,0.1.0b1,1.1.0a5,0.5638029177799907,0.09885543275994788,150451.91621694155,132633.99719591948,-0.11842932592051422,True,0.05,0.8011633635522789,0.1475674019545572,-0.07860150485838446,True
3,0.02,-10%,volume,0.1,,15,0.1.0b1,1.1.0a5,0.5746281279851876,0.0835211761227086,151461.77579692804,135279.97589743315,-0.10683751602906459,True,0.05,0.5763474861588298,0.10614490895212264,-0.09569868508402593,True
3,0.02,-10%,revenue,0.1,,15,0.1.0b1,1.1.0a5,0.596081995212335,0.11326003870622711,151461.77579692804,137008.11384237872,-0.0954277861757545,True,0.05,0.6161321949574775,0.13805879814742122,-0.08930473305837512,True
3,0.02,-20%,volume,0.2,,15,0.1.0b1,1.1.0a5,0.11875090788730805,0.02748111355074816,145682.08268329984,144341.02744913785,-0.009205354628800363,False,0.05,0.11029882571795682,0.028761235800745612,-0.009310151959141895,False
3,0.02,-20%,revenue,0.2,,15,0.1.0b1,1.1.0a5,0.14783741867013708,0.05263345167105342,145682.08268329984,144434.2491087758,-0.008565456722888252,True,0.05,0.1409568355624463,0.04739842625496045,-0.010548857481815648,False
3,0.02,+/-10%,volume,0.1,0.1,15,0.1.0b1,1.1.0a5,0.22833302668514927,0.06448209936423545,141262.13468219648,141656.13433688492,0.0027891384734828896,True,0.05,0.22820752952901818,0.06575015620718504,-0.002262652831287153,True
3,0.02,+/-10%,revenue,0.1,0.1,15,0.1.0b1,1.1.0a5,0.22851502358851183,0.0869997675705601,141262.13468219648,136738.30600341744,-0.03202435450205035,True,0.05,0.8052023819086762,0.1258238219202129,0.022933813090710714,True
3,0.02,+/-20%,volume,0.2,0.2,15,0.1.0b1,1.1.0a5,0.23656514282295624,0.059321915132757766,145462.97353858867,145607.55779836545,0.0009939591929104992,True,0.05,0.3619499116897013,0.0814029268740371,0.009493305657782778,True
3,0.02,+/-20%,revenue,0.2,0.2,15,0.1.0b1,1.1.0a5,0.24285114602839547,0.15956166611048678,145462.97353858867,139425.25232164824,-0.04150692832728832,True,0.05,0.7424985902045118,0.21024396187289396,0.01001001175621215,True
3,0.04,NHF,volume,,,15,0.1.0b1,1.1.0a5,0.0,0.0,155275.11599999998,155275.11599999998,0.0,False,0.05,0.0,0.0,0.0,False
3,0.04,NHF,revenue,,,15,0.1.0b1,1.1.0a5,0.0,0.0,155275.11599999998,155275.11599999998,0.0,False,0.05,0.0,0.0,0.0,False
