landbase,discount_path,path_family,discount_rate,flow_policy,period,projected_mcf,realized_mcf
9,linear-6pc-0pc,linear,0.06,+/-20%,5,8030.977697031241,6548.0988807065805
9,linear-6pc-0pc,linear,0.06,+/-20%,6,6424.782157624994,6308.7210516345
9,linear-6pc-0pc,linear,0.06,+/-20%,7,7570.465255755367,7570.4652560645
9,linear-6pc-0pc,linear,0.06,+/-20%,8,9084.558306906438,9084.558307296998
9,linear-6pc-0pc,linear,0.06,+/-20%,9,10901.469968287725,14475.424882494359
9,linear-6pc-0pc,linear,0.06,+/-20%,10,8721.17597463018,10506.238154508485
9,linear-6pc-0pc,linear,0.06,+/-20%,11,6990.273105898231,8404.990522717499
9,linear-6pc-0pc,linear,0.06,+/-20%,12,8388.327727077874,7042.243593886499
9,linear-6pc-0pc,linear,0.06,+/-20%,13,10065.99327249345,8193.4538549095
9,linear-6pc-0pc,linear,0.06,+/-20%,14,12079.19192699214,7780.2329180795
9,linear-6pc-0pc,linear,0.06,+/-20%,15,14495.030312390567,7750.570153737
9,invj-4pc-k1,inverse-j,0.04,NHF,1,20805.8990645505,20805.8990645505
9,invj-4pc-k1,inverse-j,0.04,NHF,2,983.77192707,14499.05697694649
9,invj-4pc-k1,inverse-j,0.04,NHF,3,3653.3991125775,9321.228044075999
9,invj-4pc-k1,inverse-j,0.04,NHF,4,874.6710501824998,9088.3990973595
9,invj-4pc-k1,inverse-j,0.04,NHF,5,28626.169510490017,6363.6184032345
9,invj-4pc-k1,inverse-j,0.04,NHF,6,5961.754369272,5659.8903350294995
9,invj-4pc-k1,inverse-j,0.04,NHF,7,12359.561368901997,10214.714883679499
9,invj-4pc-k1,inverse-j,0.04,NHF,8,13708.881540562497,9802.192955009998
9,invj-4pc-k1,inverse-j,0.04,NHF,9,5385.3801018799995,8487.9605025495
9,invj-4pc-k1,inverse-j,0.04,NHF,10,941.2280675399999,13451.6885588265
9,invj-4pc-k1,inverse-j,0.04,NHF,11,1471.0526274599997,7914.4955918745
9,invj-4pc-k1,inverse-j,0.04,NHF,12,2000.8771873799997,6941.030682319501
9,invj-4pc-k1,inverse-j,0.04,NHF,13,12999.999963600001,10686.644706919498
9,invj-4pc-k1,inverse-j,0.04,NHF,14,4647.587706285,6085.9868250644995
9,invj-4pc-k1,inverse-j,0.04,NHF,15,50919.00570537999,10474.122777689998
9,invj-4pc-k1,inverse-j,0.04,NDY,1,9266.858819209236,9266.858819209236
9,invj-4pc-k1,inverse-j,0.04,NDY,2,9266.858819209234,9136.546740639831
9,invj-4pc-k1,inverse-j,0.04,NDY,3,9266.858819209234,9022.481588804814
9,invj-4pc-k1,inverse-j,0.04,NDY,4,9266.858819209234,8920.859606687864
9,invj-4pc-k1,inverse-j,0.04,NDY,5,9266.858819209236,8598.231286309969
9,invj-4pc-k1,inverse-j,0.04,NDY,6,9266.858819209236,8461.798822022283
9,invj-4pc-k1,inverse-j,0.04,NDY,7,9266.858819209236,8414.660437812221
9,invj-4pc-k1,inverse-j,0.04,NDY,8,9266.858819209237,8504.493567198067
9,invj-4pc-k1,inverse-j,0.04,NDY,9,9266.858819209236,8468.737080507994
9,invj-4pc-k1,inverse-j,0.04,NDY,10,9266.858819209237,8455.372573789593
9,invj-4pc-k1,inverse-j,0.04,NDY,11,9266.858819209237,8368.695631289494
9,invj-4pc-k1,inverse-j,0.04,NDY,12,9266.858819209237,8243.55645512876
9,invj-4pc-k1,inverse-j,0.04,NDY,13,9266.858819209237,8356.578820829583
9,invj-4pc-k1,inverse-j,0.04,NDY,14,9266.858819209237,8442.875105348789
9,invj-4pc-k1,inverse-j,0.04,NDY,15,32806.962737777714,8415.399604365946
9,invj-4pc-k1,inverse-j,0.04,-10%,1,11792.062685599021,11792.062685599021
9,invj-4pc-k1,inverse-j,0.04,-10%,2,10612.856417039116,12905.473302921071
9,invj-4pc-k1,inverse-j,0.04,-10%,3,9551.570775335209,12018.03965771344
9,invj-4pc-k1,inverse-j,0.04,-10%,4,8596.413697801685,10853.66275567539
9,invj-4pc-k1,inverse-j,0.04,-10%,5,11431.508428872605,10479.588729133558
9,invj-4pc-k1,inverse-j,0.04,-10%,6,10288.357585985344,9277.375344355902
9,invj-4pc-k1,inverse-j,0.04,-10%,7,9259.521827386812,8680.032546202
9,invj-4pc-k1,inverse-j,0.04,-10%,8,8333.56964464813,8400.412985864474
9,invj-4pc-k1,inverse-j,0.04,-10%,9,7500.212680183317,7560.371689672501
9,invj-4pc-k1,inverse-j,0.04,-10%,10,6750.191412164985,10603.2387593249
9,invj-4pc-k1,inverse-j,0.04,-10%,11,6075.1722709484875,10212.3654742645
9,invj-4pc-k1,inverse-j,0.04,-10%,12,5467.655043853638,9353.191656450837
9,invj-4pc-k1,inverse-j,0.04,-10%,13,4920.889539468273,8697.997333919751
9,invj-4pc-k1,inverse-j,0.04,-10%,14,4428.800585521446,8158.5923400645
9,invj-4pc-k1,inverse-j,0.04,-10%,15,50777.61548733799,9395.932488731296
9,invj-4pc-k1,inverse-j,0.04,-20%,1,11310.822692879401,11310.822692879401
9,invj-4pc-k1,inverse-j,0.04,-20%,2,9048.658154303519,14278.102687455344
9,invj-4pc-k1,inverse-j,0.04,-20%,3,7238.926523442816,13841.094910342312
9,invj-4pc-k1,inverse-j,0.04,-20%,4,5791.1412187542555,11421.882375986415
9,invj-4pc-k1,inverse-j,0.04,-20%,5,16324.13977176534,9675.930177186918
9,invj-4pc-k1,inverse-j,0.04,-20%,6,13059.31181741227,7740.744146292001
9,invj-4pc-k1,inverse-j,0.04,-20%,7,10447.44945392982,7215.8113833045
9,invj-4pc-k1,inverse-j,0.04,-20%,8,8357.959563143857,8938.095940675625
9,invj-4pc-k1,inverse-j,0.04,-20%,9,6686.367650515086,7150.476748249501
9,invj-4pc-k1,inverse-j,0.04,-20%,10,5349.094120412071,12446.025026129964
9,invj-4pc-k1,inverse-j,0.04,-20%,11,4279.275296329657,9833.912829324761
9,invj-4pc-k1,inverse-j,0.04,-20%,12,3423.420237063726,8197.525002606999
9,invj-4pc-k1,inverse-j,0.04,-20%,13,5434.759759106186,9301.355198536612
9,invj-4pc-k1,inverse-j,0.04,-20%,14,8146.631017751231,7771.4788956845005
9,invj-4pc-k1,inverse-j,0.04,-20%,15,50822.27194515795,10222.055671656082
9,invj-4pc-k1,inverse-j,0.04,+/-10%,1,12405.370852385982,12405.370852385982
9,invj-4pc-k1,inverse-j,0.04,+/-10%,2,11164.83376714738,11936.624352299841
9,invj-4pc-k1,inverse-j,0.04,+/-10%,3,10048.35039043264,11164.302917020104
9,invj-4pc-k1,inverse-j,0.04,+/-10%,4,9043.51535138938,10674.399214306033
9,invj-4pc-k1,inverse-j,0.04,+/-10%,5,9496.901282786428,10552.557459394668
9,invj-4pc-k1,inverse-j,0.04,+/-10%,6,8547.211154507786,9700.997437968235
9,invj-4pc-k1,inverse-j,0.04,+/-10%,7,7692.490039057007,9429.527113756663
9,invj-4pc-k1,inverse-j,0.04,+/-10%,8,8009.936498738925,9053.9118917922
9,invj-4pc-k1,inverse-j,0.04,+/-10%,9,8810.930148612813,8148.520708014999
9,invj-4pc-k1,inverse-j,0.04,+/-10%,10,9692.023163474098,8634.358661983499
9,invj-4pc-k1,inverse-j,0.04,+/-10%,11,10661.225479821507,9303.8384869565
9,invj-4pc-k1,inverse-j,0.04,+/-10%,12,11727.348027803657,9871.292237302569
9,invj-4pc-k1,inverse-j,0.04,+/-10%,13,12900.082830584024,9747.143820404517
9,invj-4pc-k1,inverse-j,0.04,+/-10%,14,14190.09111364243,9092.499554260354
9,invj-4pc-k1,inverse-j,0.04,+/-10%,15,15609.100225006672,9119.698508343085
9,invj-4pc-k1,inverse-j,0.04,+/-20%,1,14095.135205676592,14095.135205676592
9,invj-4pc-k1,inverse-j,0.04,+/-20%,2,11276.108164541269,13490.112284789479
9,invj-4pc-k1,inverse-j,0.04,+/-20%,3,9020.886531633018,13248.684524377342
9,invj-4pc-k1,inverse-j,0.04,+/-20%,4,7216.709225306414,10954.832487378753
9,invj-4pc-k1,inverse-j,0.04,+/-20%,5,8660.051070367696,9110.736074597431
9,invj-4pc-k1,inverse-j,0.04,+/-20%,6,9663.235003641987,7288.588863772
9,invj-4pc-k1,inverse-j,0.04,+/-20%,7,10781.55975629976,8391.3877421895
9,invj-4pc-k1,inverse-j,0.04,+/-20%,8,8625.24780503981,7969.915790726785
9,invj-4pc-k1,inverse-j,0.04,+/-20%,9,6900.198244031845,6375.932625877
9,invj-4pc-k1,inverse-j,0.04,+/-20%,10,7591.591917013678,13303.8461310355
9,invj-4pc-k1,inverse-j,0.04,+/-20%,11,9109.910300416412,11159.390222187812
9,invj-4pc-k1,inverse-j,0.04,+/-20%,12,10931.892360499693,8927.5121819205
9,invj-4pc-k1,inverse-j,0.04,+/-20%,13,13118.27083259963,8879.5456355595
9,invj-4pc-k1,inverse-j,0.04,+/-20%,14,15741.924999119554,7372.0332663045
9,invj-4pc-k1,inverse-j,0.04,+/-20%,15,18890.30999894347,8551.364540149
9,invj-4pc-k2,inverse-j,0.04,NHF,1,35131.57884899998,35131.57884899998
9,invj-4pc-k2,inverse-j,0.04,NHF,2,4225.109637292499,5659.8903350294995
9,invj-4pc-k2,inverse-j,0.04,NHF,3,983.77192707,5659.8903350294995
9,invj-4pc-k2,inverse-j,0.04,NHF,4,0.0,5659.8903350294995
9,invj-4pc-k2,inverse-j,0.04,NHF,5,13759.320136912494,5659.8903350294995
9,invj-4pc-k2,inverse-j,0.04,NHF,6,5458.1359496295,5659.8903350294995
9,invj-4pc-k2,inverse-j,0.04,NHF,7,11436.315757452,11558.574529039499
9,invj-4pc-k2,inverse-j,0.04,NHF,8,15183.684168011998,11882.587686026996
9,invj-4pc-k2,inverse-j,0.04,NHF,9,9694.15201964,16437.0832873095
9,invj-4pc-k2,inverse-j,0.04,NHF,10,2354.38595832,5659.8903350294995
9,invj-4pc-k2,inverse-j,0.04,NHF,11,1471.0526274599997,6512.0833150994995
9,invj-4pc-k2,inverse-j,0.04,NHF,12,3590.35086714,5659.8903350294995
9,invj-4pc-k2,inverse-j,0.04,NHF,13,6435.52629777,11558.574529039499
9,invj-4pc-k2,inverse-j,0.04,NHF,14,5145.833318924999,5659.8903350294995
9,invj-4pc-k2,inverse-j,0.04,NHF,15,49758.596351903994,11882.587686026996
9,invj-4pc-k2,inverse-j,0.04,NDY,1,9334.556819220721,9334.556819220721
9,invj-4pc-k2,inverse-j,0.04,NDY,2,9334.556819220717,9285.26521049276
9,invj-4pc-k2,inverse-j,0.04,NDY,3,9334.55681922072,9211.314631837591
9,invj-4pc-k2,inverse-j,0.04,NDY,4,9334.55681922072,9009.108657844074
9,invj-4pc-k2,inverse-j,0.04,NDY,5,9334.55681922072,8669.43690718198
9,invj-4pc-k2,inverse-j,0.04,NDY,6,9334.556819220721,8614.893578740874
9,invj-4pc-k2,inverse-j,0.04,NDY,7,9334.55681922072,8588.754758377521
9,invj-4pc-k2,inverse-j,0.04,NDY,8,9334.556819220721,8623.178897606529
9,invj-4pc-k2,inverse-j,0.04,NDY,9,9334.55681922072,8607.187286586555
9,invj-4pc-k2,inverse-j,0.04,NDY,10,9334.556819220721,8602.36312591338
9,invj-4pc-k2,inverse-j,0.04,NDY,11,9334.556819220723,8563.777308359051
9,invj-4pc-k2,inverse-j,0.04,NDY,12,9334.556819220721,8428.28437279152
9,invj-4pc-k2,inverse-j,0.04,NDY,13,9334.556819220721,8416.666109789994
9,invj-4pc-k2,inverse-j,0.04,NDY,14,9334.55681922072,8395.89200219159
9,invj-4pc-k2,inverse-j,0.04,NDY,15,31708.93602516382,8581.077013898017
9,invj-4pc-k2,inverse-j,0.04,-10%,1,14200.091058041635,14200.091058041635
9,invj-4pc-k2,inverse-j,0.04,-10%,2,12780.081952237462,12887.57526281151
9,invj-4pc-k2,inverse-j,0.04,-10%,3,11502.073757013719,11649.577797072425
9,invj-4pc-k2,inverse-j,0.04,-10%,4,10351.866381312346,10600.674059758894
9,invj-4pc-k2,inverse-j,0.04,-10%,5,9316.67974318111,9644.941713206525
9,invj-4pc-k2,inverse-j,0.04,-10%,6,8385.011768863002,8691.253061236212
9,invj-4pc-k2,inverse-j,0.04,-10%,7,7546.510591976701,7822.1277577495
9,invj-4pc-k2,inverse-j,0.04,-10%,8,7057.744487287556,8540.175644111843
9,invj-4pc-k2,inverse-j,0.04,-10%,9,6351.9700385588,7686.1580806665
9,invj-4pc-k2,inverse-j,0.04,-10%,10,5716.77303470292,11311.020563242653
9,invj-4pc-k2,inverse-j,0.04,-10%,11,5145.095731232628,10238.995282368684
9,invj-4pc-k2,inverse-j,0.04,-10%,12,4630.586158109364,9215.095758476999
9,invj-4pc-k2,inverse-j,0.04,-10%,13,4167.527542298429,8464.960148897453
9,invj-4pc-k2,inverse-j,0.04,-10%,14,4563.097086324516,7618.4641364345
9,invj-4pc-k2,inverse-j,0.04,-10%,15,54023.9381136331,9236.290547100916
9,invj-4pc-k2,inverse-j,0.04,-20%,1,17752.89764313003,17752.89764313003
9,invj-4pc-k2,inverse-j,0.04,-20%,2,14202.318114504014,14333.601664116908
9,invj-4pc-k2,inverse-j,0.04,-20%,3,11361.854491603213,11619.191759118652
9,invj-4pc-k2,inverse-j,0.04,-20%,4,9089.483593282572,9417.911675569316
9,invj-4pc-k2,inverse-j,0.04,-20%,5,7271.586874626058,7546.726313164118
9,invj-4pc-k2,inverse-j,0.04,-20%,6,5817.269499700846,6037.3810496045
9,invj-4pc-k2,inverse-j,0.04,-20%,7,4992.5657754945,6904.6271736495
9,invj-4pc-k2,inverse-j,0.04,-20%,8,10003.442795769917,11270.921021072996
9,invj-4pc-k2,inverse-j,0.04,-20%,9,8002.754236615934,10691.562235246498
9,invj-4pc-k2,inverse-j,0.04,-20%,10,6402.2033892927475,11174.920369040716
9,invj-4pc-k2,inverse-j,0.04,-20%,11,5121.762711434199,8948.814598233314
9,invj-4pc-k2,inverse-j,0.04,-20%,12,4097.410169147359,7159.051681014501
9,invj-4pc-k2,inverse-j,0.04,-20%,13,3694.7368317600003,7902.9983879795
9,invj-4pc-k2,inverse-j,0.04,-20%,14,5562.7849134669195,6331.820157709501
9,invj-4pc-k2,inverse-j,0.04,-20%,15,52334.20550575057,11676.170812714943
9,invj-4pc-k2,inverse-j,0.04,+/-10%,1,13434.065900244024,13434.065900244024
9,invj-4pc-k2,inverse-j,0.04,+/-10%,2,12090.659310219615,12563.982769326842
9,invj-4pc-k2,inverse-j,0.04,+/-10%,3,10881.593379197659,11578.792546143675
9,invj-4pc-k2,inverse-j,0.04,+/-10%,4,9793.434041277893,10947.310928162551
9,invj-4pc-k2,inverse-j,0.04,+/-10%,5,8814.090637150104,9968.704130654201
9,invj-4pc-k2,inverse-j,0.04,+/-10%,6,7932.681573435093,8966.362756124661
9,invj-4pc-k2,inverse-j,0.04,+/-10%,7,7139.413416091585,8069.7264863145
9,invj-4pc-k2,inverse-j,0.04,+/-10%,8,7853.354757700742,9113.92414423497
9,invj-4pc-k2,inverse-j,0.04,+/-10%,9,8638.690233470816,8202.531726944999
9,invj-4pc-k2,inverse-j,0.04,+/-10%,10,9502.559256817898,9953.280650396498
9,invj-4pc-k2,inverse-j,0.04,+/-10%,11,10452.815182499688,10138.744272886499
9,invj-4pc-k2,inverse-j,0.04,+/-10%,12,11498.096700749653,9511.272784385603
9,invj-4pc-k2,inverse-j,0.04,+/-10%,13,12647.906370824618,8565.347811835712
9,invj-4pc-k2,inverse-j,0.04,+/-10%,14,13912.697007907085,7708.813028733501
9,invj-4pc-k2,inverse-j,0.04,+/-10%,15,15303.966708697793,9473.293583812787
9,invj-4pc-k2,inverse-j,0.04,+/-20%,1,17657.575187303308,17657.575187303308
9,invj-4pc-k2,inverse-j,0.04,+/-20%,2,14126.060149842639,14348.917131282244
9,invj-4pc-k2,inverse-j,0.04,+/-20%,3,11300.848119874117,11725.913024211259
9,invj-4pc-k2,inverse-j,0.04,+/-20%,4,9040.678495899294,9464.12928372646
9,invj-4pc-k2,inverse-j,0.04,+/-20%,5,7232.542796719437,7576.402443489348
9,invj-4pc-k2,inverse-j,0.04,+/-20%,6,5786.0342373755475,6061.1219557395
9,invj-4pc-k2,inverse-j,0.04,+/-20%,7,5084.240640618904,7569.5476443895
9,invj-4pc-k2,inverse-j,0.04,+/-20%,8,6101.088768742685,10236.552224813997
9,invj-4pc-k2,inverse-j,0.04,+/-20%,9,6732.674926432911,8796.4782445945
9,invj-4pc-k2,inverse-j,0.04,+/-20%,10,7873.089120307759,12530.673179216987
9,invj-4pc-k2,inverse-j,0.04,+/-20%,11,9447.706944369309,10017.797619027808
9,invj-4pc-k2,inverse-j,0.04,+/-20%,12,11337.248333243171,8014.2380940620005
9,invj-4pc-k2,inverse-j,0.04,+/-20%,13,13604.697999891801,8183.973204171234
9,invj-4pc-k2,inverse-j,0.04,+/-20%,14,16325.637599870164,6547.1785635845
9,invj-4pc-k2,inverse-j,0.04,+/-20%,15,19590.765119844204,9931.618866794195
10,linear-4pc-0pc,linear,0.04,NHF,1,14761.36981220166,14761.36981220166
10,linear-4pc-0pc,linear,0.04,NHF,2,3453.423780444999,3453.423780444999
10,linear-4pc-0pc,linear,0.04,NHF,3,4093.6188757920004,4093.6188757920004
10,linear-4pc-0pc,linear,0.04,NHF,4,5044.120735107,5044.120735107
10,linear-4pc-0pc,linear,0.04,NHF,5,6633.950785029999,6633.950785029999
10,linear-4pc-0pc,linear,0.04,NHF,6,10073.899631335998,10073.899631335998
10,linear-4pc-0pc,linear,0.04,NHF,7,13655.040259708498,13655.040259708498
10,linear-4pc-0pc,linear,0.04,NHF,8,12672.5712529765,14786.9030225665
10,linear-4pc-0pc,linear,0.04,NHF,9,6200.822018055,8453.702428184999
10,linear-4pc-0pc,linear,0.04,NHF,10,2648.7988267949995,5796.074618662
10,linear-4pc-0pc,linear,0.04,NHF,11,1253.7957978000002,5995.182926747
10,linear-4pc-0pc,linear,0.04,NHF,12,1124.20522548,8738.430397285
10,linear-4pc-0pc,linear,0.04,NHF,13,2788.55225876,8618.910286490998
10,linear-4pc-0pc,linear,0.04,NHF,14,0.0,9256.079436448497
10,linear-4pc-0pc,linear,0.04,NHF,15,56909.12501172703,9848.4332569465
10,linear-4pc-0pc,linear,0.04,NDY,1,7183.250081049549,7183.250081049549
10,linear-4pc-0pc,linear,0.04,NDY,2,7183.250081049549,7153.326632678007
10,linear-4pc-0pc,linear,0.04,NDY,3,7183.25008104955,7158.959542075819
10,linear-4pc-0pc,linear,0.04,NDY,4,7183.2500810495485,7158.95954104978
10,linear-4pc-0pc,linear,0.04,NDY,5,7183.2500810495485,7158.959539789998
10,linear-4pc-0pc,linear,0.04,NDY,6,8756.18942897691,10073.899631335998
10,linear-4pc-0pc,linear,0.04,NDY,7,8756.189428976912,9942.851965943151
10,linear-4pc-0pc,linear,0.04,NDY,8,8756.189428976912,9825.039403775021
10,linear-4pc-0pc,linear,0.04,NDY,9,8756.189428976912,9233.825269398498
10,linear-4pc-0pc,linear,0.04,NDY,10,8756.189428976913,9223.441946247538
10,linear-4pc-0pc,linear,0.04,NDY,11,8756.189428976908,9145.397432840307
10,linear-4pc-0pc,linear,0.04,NDY,12,8756.18942897691,9144.7129662573
10,linear-4pc-0pc,linear,0.04,NDY,13,8756.18942897691,9144.712965070754
10,linear-4pc-0pc,linear,0.04,NDY,14,8756.18942897691,9144.712965686089
10,linear-4pc-0pc,linear,0.04,NDY,15,23180.680118103715,9140.4287756175
10,linear-4pc-0pc,linear,0.04,-10%,1,8353.836647648795,8353.836647648795
10,linear-4pc-0pc,linear,0.04,-10%,2,7518.452982883913,7511.909262115432
10,linear-4pc-0pc,linear,0.04,-10%,3,6766.607684595522,6760.514765543626
10,linear-4pc-0pc,linear,0.04,-10%,4,6089.946916135969,6084.463293496998
10,linear-4pc-0pc,linear,0.04,-10%,5,6633.950785029999,6633.950785029999
10,linear-4pc-0pc,linear,0.04,-10%,6,10073.899631335998,10073.899631335998
10,linear-4pc-0pc,linear,0.04,-10%,7,10242.577307253498,11089.717849543496
10,linear-4pc-0pc,linear,0.04,-10%,8,9218.31957652815,11666.069898038344
10,linear-4pc-0pc,linear,0.04,-10%,9,8296.487618875335,9747.045074334757
10,linear-4pc-0pc,linear,0.04,-10%,10,7466.838856987803,8771.942852782044
10,linear-4pc-0pc,linear,0.04,-10%,11,6720.154971289022,7894.7485717095
10,linear-4pc-0pc,linear,0.04,-10%,12,6048.139474160119,8266.021526320294
10,linear-4pc-0pc,linear,0.04,-10%,13,5443.325526744109,7439.419369376
10,linear-4pc-0pc,linear,0.04,-10%,14,4898.992974069697,9957.966188278497
10,linear-4pc-0pc,linear,0.04,-10%,15,35225.13157031239,9116.389085937499
10,linear-4pc-0pc,linear,0.04,-20%,1,9534.003856584282,9534.003856584282
10,linear-4pc-0pc,linear,0.04,-20%,2,7627.203085267424,7627.281587669684
10,linear-4pc-0pc,linear,0.04,-20%,3,6101.762468213939,6101.8252730945005
10,linear-4pc-0pc,linear,0.04,-20%,4,5044.120735107,5044.120735107
10,linear-4pc-0pc,linear,0.04,-20%,5,6633.950785029999,6633.950785029999
10,linear-4pc-0pc,linear,0.04,-20%,6,10073.899631335998,10073.899631335998
10,linear-4pc-0pc,linear,0.04,-20%,7,11830.533163663498,11830.533163663498
10,linear-4pc-0pc,linear,0.04,-20%,8,9464.426530930801,12674.046143266463
10,linear-4pc-0pc,linear,0.04,-20%,9,7571.54122474464,10058.899871167756
10,linear-4pc-0pc,linear,0.04,-20%,10,6057.232979795713,8047.11989813098
10,linear-4pc-0pc,linear,0.04,-20%,11,4845.78638383657,6437.695921077001
10,linear-4pc-0pc,linear,0.04,-20%,12,3876.6291070692573,8839.444739552808
10,linear-4pc-0pc,linear,0.04,-20%,13,3101.303285655405,7071.555792160999
10,linear-4pc-0pc,linear,0.04,-20%,14,2481.0426285243243,9512.920938958498
10,linear-4pc-0pc,linear,0.04,-20%,15,46184.55911322562,9762.0370797945
10,linear-4pc-0pc,linear,0.04,+/-10%,1,8168.356972270281,8168.356972270281
10,linear-4pc-0pc,linear,0.04,+/-10%,2,7351.521275043252,6947.311394802786
10,linear-4pc-0pc,linear,0.04,+/-10%,3,6616.369147538927,6253.379135099347
10,linear-4pc-0pc,linear,0.04,+/-10%,4,6422.0274869214845,7246.1126979605
10,linear-4pc-0pc,linear,0.04,+/-10%,5,7064.230235613634,8846.552811873977
10,linear-4pc-0pc,linear,0.04,+/-10%,6,7770.653259175,10073.899631335998
10,linear-4pc-0pc,linear,0.04,+/-10%,7,8547.7185850925,11089.717849543496
10,linear-4pc-0pc,linear,0.04,+/-10%,8,9402.49044360175,11307.766920335167
10,linear-4pc-0pc,linear,0.04,+/-10%,9,9442.453427235932,9751.970896957006
10,linear-4pc-0pc,linear,0.04,+/-10%,10,8498.208084512338,8776.773806153029
10,linear-4pc-0pc,linear,0.04,+/-10%,11,9348.02889296357,7899.096423934
10,linear-4pc-0pc,linear,0.04,+/-10%,12,10282.831782259933,7850.532557073796
10,linear-4pc-0pc,linear,0.04,+/-10%,13,11311.114960485924,8072.698757516
10,linear-4pc-0pc,linear,0.04,+/-10%,14,12442.226456534516,9329.155212838497
10,linear-4pc-0pc,linear,0.04,+/-10%,15,13686.44910218797,9253.7705044475
10,linear-4pc-0pc,linear,0.04,+/-20%,1,9377.159354617488,9377.159354617488
10,linear-4pc-0pc,linear,0.04,+/-20%,2,7501.727483693989,7009.0512798359
10,linear-4pc-0pc,linear,0.04,+/-20%,3,6001.381986955192,5246.127697543619
10,linear-4pc-0pc,linear,0.04,+/-20%,4,5540.445640914892,6323.366179082926
10,linear-4pc-0pc,linear,0.04,+/-20%,5,6648.53476909787,8123.480903815329
10,linear-4pc-0pc,linear,0.04,+/-20%,6,7978.241722917444,10073.899631335998
10,linear-4pc-0pc,linear,0.04,+/-20%,7,9573.890067500932,11298.176875063498
10,linear-4pc-0pc,linear,0.04,+/-20%,8,11488.66808100112,12647.191159068841
10,linear-4pc-0pc,linear,0.04,+/-20%,9,9190.934464800896,10069.40071793957
10,linear-4pc-0pc,linear,0.04,+/-20%,10,7352.747571840718,8055.52057247501
10,linear-4pc-0pc,linear,0.04,+/-20%,11,7551.223915164498,6444.416457177001
10,linear-4pc-0pc,linear,0.04,+/-20%,12,9061.468698197397,8672.689626583597
10,linear-4pc-0pc,linear,0.04,+/-20%,13,10873.762437836875,7221.088677050999
10,linear-4pc-0pc,linear,0.04,+/-20%,14,13048.51492540425,9713.135121503354
10,linear-4pc-0pc,linear,0.04,+/-20%,15,15658.217910485098,9184.215510180999
10,linear-6pc-0pc,linear,0.06,NHF,1,14761.36981220166,14761.36981220166
10,linear-6pc-0pc,linear,0.06,NHF,2,3453.423780444999,3453.423780444999
10,linear-6pc-0pc,linear,0.06,NHF,3,4093.6188757920004,4093.6188757920004
10,linear-6pc-0pc,linear,0.06,NHF,4,5044.120735107,5044.120735107
10,linear-6pc-0pc,linear,0.06,NHF,5,6633.950785029999,6633.950785029999
10,linear-6pc-0pc,linear,0.06,NHF,6,10073.899631335998,10073.899631335998
10,linear-6pc-0pc,linear,0.06,NHF,7,13655.040259708498,13655.040259708498
10,linear-6pc-0pc,linear,0.06,NHF,8,14786.9030225665,14786.9030225665
10,linear-6pc-0pc,linear,0.06,NHF,9,8453.702428184997,8453.702428184999
10,linear-6pc-0pc,linear,0.06,NHF,10,4215.20075829,5796.074618662
10,linear-6pc-0pc,linear,0.06,NHF,11,1723.5752218650005,5995.182926747
10,linear-6pc-0pc,linear,0.06,NHF,12,1829.70078132,8738.430397285
10,linear-6pc-0pc,linear,0.06,NHF,13,1885.63696058,8618.910286490998
10,linear-6pc-0pc,linear,0.06,NHF,14,0.0,9256.079436448497
10,linear-6pc-0pc,linear,0.06,NHF,15,46058.62611010619,9848.4332569465
10,linear-6pc-0pc,linear,0.06,NDY,1,7547.84023194948,7547.84023194948
10,linear-6pc-0pc,linear,0.06,NDY,2,7547.840231949477,7147.1481675953
10,linear-6pc-0pc,linear,0.06,NDY,3,7547.840231949476,7003.280795496723
10,linear-6pc-0pc,linear,0.06,NDY,4,7547.840231949476,7003.280795286605
10,linear-6pc-0pc,linear,0.06,NDY,5,7547.840231949475,7003.280797139999
10,linear-6pc-0pc,linear,0.06,NDY,6,9593.899101500812,10073.899631335998
10,linear-6pc-0pc,linear,0.06,NDY,7,9593.899101500814,10053.374222306742
10,linear-6pc-0pc,linear,0.06,NDY,8,9593.899101500814,9915.940650953453
10,linear-6pc-0pc,linear,0.06,NDY,9,9593.899101500814,9792.985153615336
10,linear-6pc-0pc,linear,0.06,NDY,10,9593.899101500814,9693.52059254708
10,linear-6pc-0pc,linear,0.06,NDY,11,9593.899101500814,8943.191867251207
10,linear-6pc-0pc,linear,0.06,NDY,12,9593.899101500818,8513.815523707099
10,linear-6pc-0pc,linear,0.06,NDY,13,9593.899101500816,8513.815521080998
10,linear-6pc-0pc,linear,0.06,NDY,14,9593.899101500814,8943.191867251207
10,linear-6pc-0pc,linear,0.06,NDY,15,10907.045843722193,8943.191868427999
10,linear-6pc-0pc,linear,0.06,-10%,1,8652.218074041564,8652.218074041564
10,linear-6pc-0pc,linear,0.06,-10%,2,7786.996266637406,7389.491417888476
10,linear-6pc-0pc,linear,0.06,-10%,3,7008.296639973664,6643.097703683232
10,linear-6pc-0pc,linear,0.06,-10%,4,6307.466975976298,5978.787938321999
10,linear-6pc-0pc,linear,0.06,-10%,5,6633.950785029999,6633.950785029999
10,linear-6pc-0pc,linear,0.06,-10%,6,10073.899631335998,10073.899631335998
10,linear-6pc-0pc,linear,0.06,-10%,7,11449.28764978729,11449.287648363497
10,linear-6pc-0pc,linear,0.06,-10%,8,10304.358884808564,12261.02782678818
