landbase,discount_path,path_family,discount_rate,flow_policy,period,projected_mcf,realized_mcf
4,linear-6pc-0pc,linear,0.06,-20%,4,7858.635447154473,7858.6354456182
4,linear-6pc-0pc,linear,0.06,-20%,5,14570.0,14570.0
4,linear-6pc-0pc,linear,0.06,-20%,6,15680.334915147101,15680.334916511105
4,linear-6pc-0pc,linear,0.06,-20%,7,12544.267932117682,12544.267935400001
4,linear-6pc-0pc,linear,0.06,-20%,8,14068.15951451064,14078.814731556236
4,linear-6pc-0pc,linear,0.06,-20%,9,11254.527611608512,11263.051784206304
4,linear-6pc-0pc,linear,0.06,-20%,10,9003.62208928681,9010.441426630177
4,linear-6pc-0pc,linear,0.06,-20%,11,7202.897671429447,7208.3531470275
4,linear-6pc-0pc,linear,0.06,-20%,12,5762.318137143557,5766.6825109
4,linear-6pc-0pc,linear,0.06,-20%,13,10422.408286192835,15000.873745688888
4,linear-6pc-0pc,linear,0.06,-20%,14,8337.926628954267,12000.698998480002
4,linear-6pc-0pc,linear,0.06,-20%,15,40733.881965112116,16740.942285614103
4,linear-6pc-0pc,linear,0.06,+/-10%,1,13175.325676068627,13175.325676068627
4,linear-6pc-0pc,linear,0.06,+/-10%,2,11857.793108461761,11119.245440957853
4,linear-6pc-0pc,linear,0.06,+/-10%,3,10672.013797615506,10007.320896591404
4,linear-6pc-0pc,linear,0.06,+/-10%,4,9604.812417854106,11008.052981361949
4,linear-6pc-0pc,linear,0.06,+/-10%,5,10565.293659639436,14570.0
4,linear-6pc-0pc,linear,0.06,+/-10%,6,11621.823025603378,14001.471122642106
4,linear-6pc-0pc,linear,0.06,+/-10%,7,12784.005328163716,12601.324006019999
4,linear-6pc-0pc,linear,0.06,+/-10%,8,12185.967626915852,12522.97381323739
4,linear-6pc-0pc,linear,0.06,+/-10%,9,10967.370864224267,11270.67643241403
4,linear-6pc-0pc,linear,0.06,+/-10%,10,9870.633777801939,9966.496747752399
4,linear-6pc-0pc,linear,0.06,+/-10%,11,10857.697155582042,8969.847075403144
4,linear-6pc-0pc,linear,0.06,+/-10%,12,11943.466871140383,8620.894483465
4,linear-6pc-0pc,linear,0.06,+/-10%,13,13137.813558254435,10020.587397187348
4,linear-6pc-0pc,linear,0.06,+/-10%,14,14451.594914079877,9893.67886638
4,linear-6pc-0pc,linear,0.06,+/-10%,15,15896.754405487854,14384.66380967253
4,linear-6pc-0pc,linear,0.06,+/-20%,1,15348.897357723628,15348.897357723628
4,linear-6pc-0pc,linear,0.06,+/-20%,2,12279.117886178858,11033.963124585563
4,linear-6pc-0pc,linear,0.06,+/-20%,3,9823.294308943041,8603.22023309482
4,linear-6pc-0pc,linear,0.06,+/-20%,4,7858.635447154473,10323.86427691395
4,linear-6pc-0pc,linear,0.06,+/-20%,5,9430.362536585371,14570.0
4,linear-6pc-0pc,linear,0.06,+/-20%,6,11316.435043902447,15680.33491651111
4,linear-6pc-0pc,linear,0.06,+/-20%,7,13579.722052682939,12544.267928860001
4,linear-6pc-0pc,linear,0.06,+/-20%,8,13264.858603825156,14014.939522627134
4,linear-6pc-0pc,linear,0.06,+/-20%,9,10611.886883060086,11211.951616925953
4,linear-6pc-0pc,linear,0.06,+/-20%,10,8489.509506448094,8666.008187087871
4,linear-6pc-0pc,linear,0.06,+/-20%,11,10187.411407737804,6932.806549333947
4,linear-6pc-0pc,linear,0.06,+/-20%,12,12224.893689285256,8319.36786013
4,linear-6pc-0pc,linear,0.06,+/-20%,13,14669.87242714232,12536.072382543764
4,linear-6pc-0pc,linear,0.06,+/-20%,14,17603.846912570785,10678.86539092
4,linear-6pc-0pc,linear,0.06,+/-20%,15,21124.616295084903,17334.57660034461
4,invj-4pc-k1,inverse-j,0.04,NHF,1,45309.94500000001,45309.94500000001
4,invj-4pc-k1,inverse-j,0.04,NHF,2,0.0,0.0
4,invj-4pc-k1,inverse-j,0.04,NHF,3,0.0,0.0
4,invj-4pc-k1,inverse-j,0.04,NHF,4,0.0,0.0
4,invj-4pc-k1,inverse-j,0.04,NHF,5,14570.0,14570.0
4,invj-4pc-k1,inverse-j,0.04,NHF,6,18400.0,18400.0
4,invj-4pc-k1,inverse-j,0.04,NHF,7,32180.0,32180.0
4,invj-4pc-k1,inverse-j,0.04,NHF,8,14375.0,14375.0
4,invj-4pc-k1,inverse-j,0.04,NHF,9,0.0,0.0
4,invj-4pc-k1,inverse-j,0.04,NHF,10,0.0,0.0
4,invj-4pc-k1,inverse-j,0.04,NHF,11,0.0,3830.0
4,invj-4pc-k1,inverse-j,0.04,NHF,12,0.0,7660.0
4,invj-4pc-k1,inverse-j,0.04,NHF,13,10740.0,37550.0
4,invj-4pc-k1,inverse-j,0.04,NHF,14,10740.0,10740.0
4,invj-4pc-k1,inverse-j,0.04,NHF,15,64480.0,19745.0
4,invj-4pc-k1,inverse-j,0.04,NDY,1,10971.625034693245,10971.625034693245
4,invj-4pc-k1,inverse-j,0.04,NDY,2,10971.625034693243,11194.648295091833
4,invj-4pc-k1,inverse-j,0.04,NDY,3,10971.625034693245,10890.986386586921
4,invj-4pc-k1,inverse-j,0.04,NDY,4,10971.625034693245,11176.369022051924
4,invj-4pc-k1,inverse-j,0.04,NDY,5,10971.625034693252,10382.04999850172
4,invj-4pc-k1,inverse-j,0.04,NDY,6,10971.625034693247,10411.023219116438
4,invj-4pc-k1,inverse-j,0.04,NDY,7,10971.625034693247,10464.705807160555
4,invj-4pc-k1,inverse-j,0.04,NDY,8,10971.625034693247,11335.137043750357
4,invj-4pc-k1,inverse-j,0.04,NDY,9,10971.625034693248,10844.350212317882
4,invj-4pc-k1,inverse-j,0.04,NDY,10,10971.625034693248,11430.234031898734
4,invj-4pc-k1,inverse-j,0.04,NDY,11,10971.625034693254,10863.197853035219
4,invj-4pc-k1,inverse-j,0.04,NDY,12,10971.625034693247,11063.923191450325
4,invj-4pc-k1,inverse-j,0.04,NDY,13,10971.625034693248,10809.967143472499
4,invj-4pc-k1,inverse-j,0.04,NDY,14,10971.625034693248,10610.735013278041
4,invj-4pc-k1,inverse-j,0.04,NDY,15,33424.9334131388,10679.0045943348
4,invj-4pc-k1,inverse-j,0.04,-10%,1,13175.325676068622,13175.325676068622
4,invj-4pc-k1,inverse-j,0.04,-10%,2,11857.793108461761,11857.793108622936
4,invj-4pc-k1,inverse-j,0.04,-10%,3,10672.013797615587,10672.013798837288
4,invj-4pc-k1,inverse-j,0.04,-10%,4,9604.812417854031,9604.81241571165
4,invj-4pc-k1,inverse-j,0.04,-10%,5,14570.0,14570.0
4,invj-4pc-k1,inverse-j,0.04,-10%,6,13113.0,13953.038325822788
4,invj-4pc-k1,inverse-j,0.04,-10%,7,11801.699999999999,12649.756809299999
4,invj-4pc-k1,inverse-j,0.04,-10%,8,10621.529999999999,12550.522161295354
4,invj-4pc-k1,inverse-j,0.04,-10%,9,9559.376999999995,11295.469944350109
4,invj-4pc-k1,inverse-j,0.04,-10%,10,8603.439299999996,10165.922950695402
4,invj-4pc-k1,inverse-j,0.04,-10%,11,7743.095369999995,9149.330656531663
4,invj-4pc-k1,inverse-j,0.04,-10%,12,6968.785832999996,8234.397595555
4,invj-4pc-k1,inverse-j,0.04,-10%,13,9058.244780570669,11249.429576031578
4,invj-4pc-k1,inverse-j,0.04,-10%,14,8152.420302513603,10124.4866168
4,invj-4pc-k1,inverse-j,0.04,-10%,15,47211.1382187718,14172.543468140255
4,invj-4pc-k1,inverse-j,0.04,-20%,1,15348.897357723577,15348.897357723577
4,invj-4pc-k1,inverse-j,0.04,-20%,2,12279.117886178861,12279.117884830286
4,invj-4pc-k1,inverse-j,0.04,-20%,3,9823.294308943088,9823.29430702275
4,invj-4pc-k1,inverse-j,0.04,-20%,4,7858.635447154472,7858.6354456182
4,invj-4pc-k1,inverse-j,0.04,-20%,5,14570.0,14570.0
4,invj-4pc-k1,inverse-j,0.04,-20%,6,15490.921997874211,15680.33491651111
4,invj-4pc-k1,inverse-j,0.04,-20%,7,12392.73759829937,12544.267928860001
4,invj-4pc-k1,inverse-j,0.04,-20%,8,9914.190078639496,14078.81473235628
4,invj-4pc-k1,inverse-j,0.04,-20%,9,7931.352062911597,11263.0517883
4,invj-4pc-k1,inverse-j,0.04,-20%,10,6345.081650329278,9010.441427616894
4,invj-4pc-k1,inverse-j,0.04,-20%,11,5076.065320263421,7208.35313738
4,invj-4pc-k1,inverse-j,0.04,-20%,12,4060.8522562107396,7660.0
4,invj-4pc-k1,inverse-j,0.04,-20%,13,10740.0,14917.869934
4,invj-4pc-k1,inverse-j,0.04,-20%,14,9825.661915827037,11934.295950320002
4,invj-4pc-k1,inverse-j,0.04,-20%,15,54605.50110288046,16794.634621455843
4,invj-4pc-k1,inverse-j,0.04,+/-10%,1,13116.719054008723,13116.719054008723
4,invj-4pc-k1,inverse-j,0.04,+/-10%,2,11805.04714860785,11139.524547711077
4,invj-4pc-k1,inverse-j,0.04,+/-10%,3,10624.542433747065,10025.572095379597
4,invj-4pc-k1,inverse-j,0.04,+/-10%,4,9763.636363636364,11028.12930980615
4,invj-4pc-k1,inverse-j,0.04,+/-10%,5,10740.0,14570.0
4,invj-4pc-k1,inverse-j,0.04,+/-10%,6,10740.0,13449.74956848547
4,invj-4pc-k1,inverse-j,0.04,+/-10%,7,9665.999999999995,13305.940315082404
4,invj-4pc-k1,inverse-j,0.04,+/-10%,8,9473.802780949678,12086.123699071693
4,invj-4pc-k1,inverse-j,0.04,+/-10%,9,10421.18305904464,10880.875945855134
4,invj-4pc-k1,inverse-j,0.04,+/-10%,10,11463.301364949108,9729.91971286823
4,invj-4pc-k1,inverse-j,0.04,+/-10%,11,12609.631501444012,8756.927743437933
4,invj-4pc-k1,inverse-j,0.04,+/-10%,12,13870.594651588417,9632.6205178775
4,invj-4pc-k1,inverse-j,0.04,+/-10%,13,15257.654116747259,12510.427293557896
4,invj-4pc-k1,inverse-j,0.04,+/-10%,14,16783.419528421986,11259.38456382
4,invj-4pc-k1,inverse-j,0.04,+/-10%,15,18461.761481264184,13817.975265796089
4,invj-4pc-k1,inverse-j,0.04,+/-20%,1,14819.81927449004,14819.81927449004
4,invj-4pc-k1,inverse-j,0.04,+/-20%,2,11855.855419592039,11047.14700274741
4,invj-4pc-k1,inverse-j,0.04,+/-20%,3,9484.684335673628,8837.717603846068
4,invj-4pc-k1,inverse-j,0.04,+/-20%,4,9149.585970244294,10605.261121815449
4,invj-4pc-k1,inverse-j,0.04,+/-20%,5,10979.503164293155,14570.0
4,invj-4pc-k1,inverse-j,0.04,+/-20%,6,13175.403797151765,15490.158177255556
4,invj-4pc-k1,inverse-j,0.04,+/-20%,7,10540.323037721417,12392.12654388
4,invj-4pc-k1,inverse-j,0.04,+/-20%,8,12648.387645265699,13902.008880690344
4,invj-4pc-k1,inverse-j,0.04,+/-20%,9,10118.710116212551,11126.009541159205
4,invj-4pc-k1,inverse-j,0.04,+/-20%,10,8711.569890277564,8494.686360367932
4,invj-4pc-k1,inverse-j,0.04,+/-20%,11,10453.883868333076,7343.801973619391
4,invj-4pc-k1,inverse-j,0.04,+/-20%,12,12544.660641999693,8812.562369244999
4,invj-4pc-k1,inverse-j,0.04,+/-20%,13,15053.592770399628,13819.388057877777
4,invj-4pc-k1,inverse-j,0.04,+/-20%,14,18064.31132447955,11055.51044114
4,invj-4pc-k1,inverse-j,0.04,+/-20%,15,21677.17358937546,16631.842550652644
4,invj-4pc-k2,inverse-j,0.04,NHF,1,45309.94500000001,45309.94500000001
4,invj-4pc-k2,inverse-j,0.04,NHF,2,0.0,0.0
4,invj-4pc-k2,inverse-j,0.04,NHF,3,0.0,0.0
4,invj-4pc-k2,inverse-j,0.04,NHF,4,0.0,0.0
4,invj-4pc-k2,inverse-j,0.04,NHF,5,14570.0,14570.0
4,invj-4pc-k2,inverse-j,0.04,NHF,6,18400.0,18400.0
4,invj-4pc-k2,inverse-j,0.04,NHF,7,32180.0,32180.0
4,invj-4pc-k2,inverse-j,0.04,NHF,8,14375.0,14375.0
4,invj-4pc-k2,inverse-j,0.04,NHF,9,0.0,0.0
4,invj-4pc-k2,inverse-j,0.04,NHF,10,0.0,0.0
4,invj-4pc-k2,inverse-j,0.04,NHF,11,0.0,3830.0
4,invj-4pc-k2,inverse-j,0.04,NHF,12,0.0,7660.0
4,invj-4pc-k2,inverse-j,0.04,NHF,13,10740.0,37550.0
4,invj-4pc-k2,inverse-j,0.04,NHF,14,10740.0,10740.0
4,invj-4pc-k2,inverse-j,0.04,NHF,15,64480.0,19745.0
4,invj-4pc-k2,inverse-j,0.04,NDY,1,11079.957042130041,11079.957042130041
4,invj-4pc-k2,inverse-j,0.04,NDY,2,11079.957042130041,11174.028220666914
4,invj-4pc-k2,inverse-j,0.04,NDY,3,11079.957042130041,11086.813954197605
4,invj-4pc-k2,inverse-j,0.04,NDY,4,11079.957042130041,11384.051503801425
4,invj-4pc-k2,inverse-j,0.04,NDY,5,11079.957042130043,10871.163311219796
4,invj-4pc-k2,inverse-j,0.04,NDY,6,11079.957042130043,10499.654133402875
4,invj-4pc-k2,inverse-j,0.04,NDY,7,11079.957042130038,10710.441134145238
4,invj-4pc-k2,inverse-j,0.04,NDY,8,11079.95704213004,11214.921500001557
4,invj-4pc-k2,inverse-j,0.04,NDY,9,11079.957042130038,11073.388171634884
4,invj-4pc-k2,inverse-j,0.04,NDY,10,11079.957042130038,11089.212540363429
4,invj-4pc-k2,inverse-j,0.04,NDY,11,11079.957042130041,11017.05401601516
4,invj-4pc-k2,inverse-j,0.04,NDY,12,11079.957042130034,11118.022686654325
4,invj-4pc-k2,inverse-j,0.04,NDY,13,11079.957042130034,10740.621613748914
4,invj-4pc-k2,inverse-j,0.04,NDY,14,11079.957042130038,10740.62161084
4,invj-4pc-k2,inverse-j,0.04,NDY,15,31970.532603519478,11317.11490545732
4,invj-4pc-k2,inverse-j,0.04,-10%,1,13175.325676068622,13175.325676068622
4,invj-4pc-k2,inverse-j,0.04,-10%,2,11857.793108461761,11857.793108622933
4,invj-4pc-k2,inverse-j,0.04,-10%,3,10672.013797615587,10672.01379883729
4,invj-4pc-k2,inverse-j,0.04,-10%,4,9604.812417854031,9604.81241571165
4,invj-4pc-k2,inverse-j,0.04,-10%,5,14570.0,14570.0
4,invj-4pc-k2,inverse-j,0.04,-10%,6,13113.0,14001.471122642106
4,invj-4pc-k2,inverse-j,0.04,-10%,7,11801.699999999999,12601.324006019999
4,invj-4pc-k2,inverse-j,0.04,-10%,8,10621.529999999999,12550.522161295354
4,invj-4pc-k2,inverse-j,0.04,-10%,9,9559.376999999995,11295.469945140707
4,invj-4pc-k2,inverse-j,0.04,-10%,10,8603.439299999996,10165.922950695402
4,invj-4pc-k2,inverse-j,0.04,-10%,11,7743.095369999995,9149.330656531663
4,invj-4pc-k2,inverse-j,0.04,-10%,12,6968.785832999996,8234.397595555
4,invj-4pc-k2,inverse-j,0.04,-10%,13,9058.244780570669,11039.488671389476
4,invj-4pc-k2,inverse-j,0.04,-10%,14,8152.420302513603,9935.53979978
4,invj-4pc-k2,inverse-j,0.04,-10%,15,47211.1382187718,14209.80780857415
4,invj-4pc-k2,inverse-j,0.04,-20%,1,15348.89735772356,15348.89735772356
4,invj-4pc-k2,inverse-j,0.04,-20%,2,12279.11788617886,12279.117884830286
4,invj-4pc-k2,inverse-j,0.04,-20%,3,9823.294308943097,9823.29430702275
4,invj-4pc-k2,inverse-j,0.04,-20%,4,7858.635447154487,7858.6354456182
4,invj-4pc-k2,inverse-j,0.04,-20%,5,14570.0,14570.0
4,invj-4pc-k2,inverse-j,0.04,-20%,6,15680.334915147092,15680.33491651111
4,invj-4pc-k2,inverse-j,0.04,-20%,7,12544.267932117673,12544.267928860001
4,invj-4pc-k2,inverse-j,0.04,-20%,8,10035.414345694138,14078.81473235628
4,invj-4pc-k2,inverse-j,0.04,-20%,9,8028.331476555312,11263.0517883
4,invj-4pc-k2,inverse-j,0.04,-20%,10,6422.665181244259,9010.441427616894
4,invj-4pc-k2,inverse-j,0.04,-20%,11,5138.132144995402,7208.35313738
4,invj-4pc-k2,inverse-j,0.04,-20%,12,4110.505715996322,7660.0
4,invj-4pc-k2,inverse-j,0.04,-20%,13,10740.0,14917.869934
4,invj-4pc-k2,inverse-j,0.04,-20%,14,8987.798906456232,11934.295950320002
4,invj-4pc-k2,inverse-j,0.04,-20%,15,54648.95798999203,16794.634621455843
4,invj-4pc-k2,inverse-j,0.04,+/-10%,1,13135.278941898549,13135.278941898549
4,invj-4pc-k2,inverse-j,0.04,+/-10%,2,11821.751047708698,11563.659311248917
4,invj-4pc-k2,inverse-j,0.04,+/-10%,3,10639.575942937816,9814.765113803413
4,invj-4pc-k2,inverse-j,0.04,+/-10%,4,9713.33906745494,10796.24162029515
4,invj-4pc-k2,inverse-j,0.04,+/-10%,5,10684.67297420043,14570.0
4,invj-4pc-k2,inverse-j,0.04,+/-10%,6,10795.32702579957,14174.31502331579
4,invj-4pc-k2,inverse-j,0.04,+/-10%,7,9715.794323219618,12756.883517279999
4,invj-4pc-k2,inverse-j,0.04,+/-10%,8,9466.80304319823,12437.77526513842
4,invj-4pc-k2,inverse-j,0.04,+/-10%,9,10413.483347518046,11053.075441387042
4,invj-4pc-k2,inverse-j,0.04,+/-10%,10,11454.831682269854,10138.899233430102
4,invj-4pc-k2,inverse-j,0.04,+/-10%,11,12600.314850496838,8567.143593016102
4,invj-4pc-k2,inverse-j,0.04,+/-10%,12,13860.346335546516,8837.88466432
4,invj-4pc-k2,inverse-j,0.04,+/-10%,13,15246.380969101174,10745.007142800001
4,invj-4pc-k2,inverse-j,0.04,+/-10%,14,16771.019066011293,9670.50642882
4,invj-4pc-k2,inverse-j,0.04,+/-10%,15,18448.120972612418,14317.039998157466
4,invj-4pc-k2,inverse-j,0.04,+/-20%,1,15146.600455060612,15146.600455060612
4,invj-4pc-k2,inverse-j,0.04,+/-20%,2,12117.280364048489,11388.270292665267
4,invj-4pc-k2,inverse-j,0.04,+/-20%,3,9693.824291238794,8534.124662898379
4,invj-4pc-k2,inverse-j,0.04,+/-20%,4,8352.239889652106,10240.94960014445
4,invj-4pc-k2,inverse-j,0.04,+/-20%,5,10022.687867582528,14570.0
4,invj-4pc-k2,inverse-j,0.04,+/-20%,6,12027.225441099034,15596.477372911111
4,invj-4pc-k2,inverse-j,0.04,+/-20%,7,10966.259166899341,12477.18189448
4,invj-4pc-k2,inverse-j,0.04,+/-20%,8,13159.5110002792,14071.293753527903
4,invj-4pc-k2,inverse-j,0.04,+/-20%,9,10527.608800223366,11158.310282422708
4,invj-4pc-k2,inverse-j,0.04,+/-20%,10,8788.146012531834,9069.79778653332
4,invj-4pc-k2,inverse-j,0.04,+/-20%,11,10545.775215038208,6804.740105621069
4,invj-4pc-k2,inverse-j,0.04,+/-20%,12,12654.930258045846,8165.688126895
4,invj-4pc-k2,inverse-j,0.04,+/-20%,13,15185.916309655018,12766.742582222221
4,invj-4pc-k2,inverse-j,0.04,+/-20%,14,18223.099571586026,10213.394064600001
4,invj-4pc-k2,inverse-j,0.04,+/-20%,15,21867.719485903228,16922.11188850125
5,linear-4pc-0pc,linear,0.04,NHF,1,28035.115999999998,28035.115999999998
5,linear-4pc-0pc,linear,0.04,NHF,2,0.0,0.0
5,linear-4pc-0pc,linear,0.04,NHF,3,0.0,0.0
5,linear-4pc-0pc,linear,0.04,NHF,4,6565.71428462,6565.71428462
5,linear-4pc-0pc,linear,0.04,NHF,5,24097.142862840003,24097.142862840003
5,linear-4pc-0pc,linear,0.04,NHF,6,6137.142852540001,6137.142852540001
5,linear-4pc-0pc,linear,0.04,NHF,7,15320.0,15320.0
5,linear-4pc-0pc,linear,0.04,NHF,8,11500.0,11500.0
5,linear-4pc-0pc,linear,0.04,NHF,9,0.0,0.0
5,linear-4pc-0pc,linear,0.04,NHF,10,0.0,6565.71428462
5,linear-4pc-0pc,linear,0.04,NHF,11,0.0,8754.28571538
5,linear-4pc-0pc,linear,0.04,NHF,12,0.0,0.0
5,linear-4pc-0pc,linear,0.04,NHF,13,15342.857147460001,30662.857147460003
5,linear-4pc-0pc,linear,0.04,NHF,14,0.0,6137.142852540001
5,linear-4pc-0pc,linear,0.04,NHF,15,56877.14285243167,11500.0
5,linear-4pc-0pc,linear,0.04,NDY,1,8760.332838264925,8760.332838264925
5,linear-4pc-0pc,linear,0.04,NDY,2,8760.33283826493,8613.499148978886
5,linear-4pc-0pc,linear,0.04,NDY,3,8760.33283826493,8613.4991493443
5,linear-4pc-0pc,linear,0.04,NDY,4,8760.332838264932,8613.4991494333
5,linear-4pc-0pc,linear,0.04,NDY,5,10539.075857131309,10436.913824397849
5,linear-4pc-0pc,linear,0.04,NDY,6,10539.075857131313,10082.369442528787
5,linear-4pc-0pc,linear,0.04,NDY,7,10539.075857131316,9985.731505230848
5,linear-4pc-0pc,linear,0.04,NDY,8,10539.07585713131,9822.970935244233
5,linear-4pc-0pc,linear,0.04,NDY,9,10539.07585713131,8454.211319557147
5,linear-4pc-0pc,linear,0.04,NDY,10,10539.075857131313,8454.21131901586
5,linear-4pc-0pc,linear,0.04,NDY,11,10539.07585713131,7749.902410032404
5,linear-4pc-0pc,linear,0.04,NDY,12,10539.075857131313,7749.902412458585
5,linear-4pc-0pc,linear,0.04,NDY,13,10539.075857131313,7749.90240959
5,linear-4pc-0pc,linear,0.04,NDY,14,10539.075857131313,9822.97093716
5,linear-4pc-0pc,linear,0.04,NDY,15,26340.182683466617,9140.073378253515
5,linear-4pc-0pc,linear,0.04,-10%,1,10282.86254300143,10282.86254300143
5,linear-4pc-0pc,linear,0.04,-10%,2,9254.57628870129,8973.41983312501
5,linear-4pc-0pc,linear,0.04,-10%,3,8329.118659831161,8076.077848670553
5,linear-4pc-0pc,linear,0.04,-10%,4,7496.206793848051,7268.470064437501
5,linear-4pc-0pc,linear,0.04,-10%,5,12200.689486514566,12481.845943026545
5,linear-4pc-0pc,linear,0.04,-10%,6,10980.620537863108,10832.643450031579
5,linear-4pc-0pc,linear,0.04,-10%,7,9882.558484076802,9749.37910588
5,linear-4pc-0pc,linear,0.04,-10%,8,9948.271347251779,11350.390915388025
5,linear-4pc-0pc,linear,0.04,-10%,9,8953.4442125266,9893.45314622888
5,linear-4pc-0pc,linear,0.04,-10%,10,8058.099791273944,7007.632238743893
5,linear-4pc-0pc,linear,0.04,-10%,11,7252.28981214655,6306.869014510525
5,linear-4pc-0pc,linear,0.04,-10%,12,6527.060830931893,5676.18211521
5,linear-4pc-0pc,linear,0.04,-10%,13,5874.354747838702,8032.746748779999
5,linear-4pc-0pc,linear,0.04,-10%,14,5286.919273054831,10759.159292060001
5,linear-4pc-0pc,linear,0.04,-10%,15,32253.8069337968,13879.585375970924
5,linear-4pc-0pc,linear,0.04,-20%,1,11489.801639344263,11489.801639344263
5,linear-4pc-0pc,linear,0.04,-20%,2,9191.84131147541,9191.841312062028
5,linear-4pc-0pc,linear,0.04,-20%,3,7353.4730491803275,7353.47305065395
5,linear-4pc-0pc,linear,0.04,-20%,4,6565.71428462,6565.71428462
5,linear-4pc-0pc,linear,0.04,-20%,5,13793.41221592336,14105.680249082761
5,linear-4pc-0pc,linear,0.04,-20%,6,11034.729772738685,10861.247534522221
5,linear-4pc-0pc,linear,0.04,-20%,7,8827.783818190946,8688.99801902
5,linear-4pc-0pc,linear,0.04,-20%,8,11693.334015546247,12332.962920662649
5,linear-4pc-0pc,linear,0.04,-20%,9,9354.667212436996,9866.370335248768
5,linear-4pc-0pc,linear,0.04,-20%,10,7483.7337699495965,6931.242627111745
5,linear-4pc-0pc,linear,0.04,-20%,11,5986.987015959678,5544.994103908333
5,linear-4pc-0pc,linear,0.04,-20%,12,4789.589612767745,4435.995280835
5,linear-4pc-0pc,linear,0.04,-20%,13,7806.425199963682,11212.8433202
5,linear-4pc-0pc,linear,0.04,-20%,14,6245.140159970946,10172.4212434
5,linear-4pc-0pc,linear,0.04,-20%,15,32264.36119124587,15814.517711323158
5,linear-4pc-0pc,linear,0.04,+/-10%,1,9820.262228653692,9820.262228653692
5,linear-4pc-0pc,linear,0.04,+/-10%,2,8838.23600578832,8623.452963314876
5,linear-4pc-0pc,linear,0.04,+/-10%,3,7954.41240520949,8056.690043956849
5,linear-4pc-0pc,linear,0.04,+/-10%,4,8749.853645730433,8862.359049275634
5,linear-4pc-0pc,linear,0.04,+/-10%,5,9624.83901030348,11797.55956860106
5,linear-4pc-0pc,linear,0.04,+/-10%,6,10587.322911333828,10628.708353527423
5,linear-4pc-0pc,linear,0.04,+/-10%,7,11049.642379873669,9565.83752546
5,linear-4pc-0pc,linear,0.04,+/-10%,8,9944.6781418863,11745.78402366961
5,linear-4pc-0pc,linear,0.04,+/-10%,9,8950.210327697669,9807.922205811681
5,linear-4pc-0pc,linear,0.04,+/-10%,10,9845.231360467435,7710.83674666
5,linear-4pc-0pc,linear,0.04,+/-10%,11,10829.754496514175,6276.14599596694
5,linear-4pc-0pc,linear,0.04,+/-10%,12,11912.729946165604,6903.760595563637
5,linear-4pc-0pc,linear,0.04,+/-10%,13,13104.00294078216,7809.894993636363
5,linear-4pc-0pc,linear,0.04,+/-10%,14,14414.403234860374,9318.176323724863
5,linear-4pc-0pc,linear,0.04,+/-10%,15,15855.843558346409,13974.862734621729
5,linear-4pc-0pc,linear,0.04,+/-20%,1,11023.305575243743,11023.305575243743
5,linear-4pc-0pc,linear,0.04,+/-20%,2,8818.644460194986,8816.482954995812
5,linear-4pc-0pc,linear,0.04,+/-20%,3,7054.915568155997,7055.898067697493
5,linear-4pc-0pc,linear,0.04,+/-20%,4,8465.898681787206,8467.077677918383
5,linear-4pc-0pc,linear,0.04,+/-20%,5,10159.078418144636,13467.600513967214
5,linear-4pc-0pc,linear,0.04,+/-20%,6,12190.89410177356,10774.080407566664
5,linear-4pc-0pc,linear,0.04,+/-20%,7,10859.655963139665,8619.26433044
5,linear-4pc-0pc,linear,0.04,+/-20%,8,9556.696345962811,12632.683465379763
5,linear-4pc-0pc,linear,0.04,+/-20%,9,7645.3570767702495,10011.723275400269
5,linear-4pc-0pc,linear,0.04,+/-20%,10,7085.2927536576135,7753.301356525
5,linear-4pc-0pc,linear,0.04,+/-20%,11,8502.351304389143,6075.359283964646
5,linear-4pc-0pc,linear,0.04,+/-20%,12,10202.821565266966,7290.431140757577
5,linear-4pc-0pc,linear,0.04,+/-20%,13,12243.385878320358,9891.61897394
5,linear-4pc-0pc,linear,0.04,+/-20%,14,14692.063053984426,9355.119237660001
5,linear-4pc-0pc,linear,0.04,+/-20%,15,17630.475664781312,16340.283914164484
5,linear-6pc-0pc,linear,0.06,NHF,1,28035.115999999998,28035.115999999998
5,linear-6pc-0pc,linear,0.06,NHF,2,0.0,0.0
5,linear-6pc-0pc,linear,0.06,NHF,3,0.0,0.0
5,linear-6pc-0pc,linear,0.06,NHF,4,6565.71428462,6565.71428462
5,linear-6pc-0pc,linear,0.06,NHF,5,24097.142862840003,24097.142862840003
5,linear-6pc-0pc,linear,0.06,NHF,6,6137.142852540001,6137.142852540001
5,linear-6pc-0pc,linear,0.06,NHF,7,15320.0,15320.0
5,linear-6pc-0pc,linear,0.06,NHF,8,11500.0,11500.0
5,linear-6pc-0pc,linear,0.06,NHF,9,0.0,0.0
5,linear-6pc-0pc,linear,0.06,NHF,10,6565.71428462,6565.71428462
5,linear-6pc-0pc,linear,0.06,NHF,11,0.0,8754.28571538
5,linear-6pc-0pc,linear,0.06,NHF,12,0.0,0.0
5,linear-6pc-0pc,linear,0.06,NHF,13,15342.857147460001,30662.857147460003
5,linear-6pc-0pc,linear,0.06,NHF,14,0.0,6137.142852540001
5,linear-6pc-0pc,linear,0.06,NHF,15,46957.142854085,11500.0
5,linear-6pc-0pc,linear,0.06,NDY,1,8840.691071345482,8840.691071345482
