landbase,discount_path,path_family,discount_rate,flow_policy,period,announced,realized,obj_free,obj_fixed,objective_gap,tail_status
1,linear-4pc-0pc,linear,0.04,-20%,6,6287.649551565618,4403.8401808461695,30552718.84230045,29762201.234595593,790517.6077048555,suboptimal
1,linear-4pc-0pc,linear,0.04,-20%,7,8719.022032037077,8719.022032140001,35589152.26427746,35589152.26427746,0.0,optimal
1,linear-4pc-0pc,linear,0.04,-20%,8,14644.896201280793,14238.354426933329,38827817.688469924,38774325.403679326,53492.284790597856,suboptimal
1,linear-4pc-0pc,linear,0.04,-20%,9,11715.916961024635,11390.6835423,32959469.569900975,32869138.751080163,90330.81882081181,suboptimal
1,linear-4pc-0pc,linear,0.04,-20%,10,9372.733568819707,9859.17649758889,30624432.603825487,30520512.32717085,103920.27665463835,suboptimal
1,linear-4pc-0pc,linear,0.04,-20%,11,7498.186855055767,7887.34120074,29300525.149227962,29217388.92719801,83136.22202995047,suboptimal
1,linear-4pc-0pc,linear,0.04,-20%,12,5998.549484044617,7805.5873999,30270659.63303822,29683434.11456959,587225.5184686296,suboptimal
1,linear-4pc-0pc,linear,0.04,-20%,13,4798.839587235693,8431.784090077777,31285546.84078731,30202732.988955922,1082813.8518313877,suboptimal
1,linear-4pc-0pc,linear,0.04,-20%,14,3839.0716697885564,6745.42727316,32416981.428706244,31353687.201657474,1063294.2270487696,suboptimal
1,linear-4pc-0pc,linear,0.04,-20%,15,33009.42891887326,14151.015575044446,35896770.51695686,,,infeasible
1,linear-4pc-0pc,linear,0.04,+/-10%,1,15108.304397098362,15108.304397098362,32840404.377769887,32840404.377769906,-1.862645149230957e-08,optimal
1,linear-4pc-0pc,linear,0.04,+/-10%,2,13597.473957388513,13597.47395769904,32026860.043367267,32026860.043367263,3.725290298461914e-09,optimal
1,linear-4pc-0pc,linear,0.04,+/-10%,3,12237.726561649652,12237.726562879212,30510386.12551522,30510386.12551522,0.0,optimal
1,linear-4pc-0pc,linear,0.04,+/-10%,4,11013.953905484686,9462.251779926246,29304772.850403324,29195860.430044115,108912.42035920918,suboptimal
1,linear-4pc-0pc,linear,0.04,+/-10%,5,9912.558514936192,7387.601365547568,29502572.586020585,29057139.61188205,445432.97413853556,suboptimal
1,linear-4pc-0pc,linear,0.04,+/-10%,6,8921.302663442595,7664.423943974189,31178915.42469717,30671999.270528197,506916.1541689709,suboptimal
1,linear-4pc-0pc,linear,0.04,+/-10%,7,8430.866338421356,8430.866336719999,32742328.980693612,32742328.980693612,0.0,optimal
1,linear-4pc-0pc,linear,0.04,+/-10%,8,9273.952972263478,9273.9529687,34734428.22419591,34734428.22419591,0.0,optimal
1,linear-4pc-0pc,linear,0.04,+/-10%,9,8346.557675037133,10201.34826536,35029102.935234934,33190577.7296002,1838525.2056347355,suboptimal
1,linear-4pc-0pc,linear,0.04,+/-10%,10,8559.321165368852,11221.483095700001,33824145.802715,32009031.4067531,1815114.395961903,suboptimal
1,linear-4pc-0pc,linear,0.04,+/-10%,11,9415.253281905727,11245.691050774909,32352133.144669782,31673534.26072561,678598.8839441724,suboptimal
1,linear-4pc-0pc,linear,0.04,+/-10%,12,10356.77861009632,9400.523997001399,30518162.699596494,30415349.606071055,102813.0935254395,suboptimal
1,linear-4pc-0pc,linear,0.04,+/-10%,13,11392.456471105957,8344.410446589474,29803452.008858453,,,infeasible
1,linear-4pc-0pc,linear,0.04,+/-10%,14,12531.70211821656,7509.969399539999,30438009.110418145,,,infeasible
1,linear-4pc-0pc,linear,0.04,+/-10%,15,13784.8723300382,10377.97690336,32951398.771298554,,,infeasible
1,linear-4pc-0pc,linear,0.04,+/-20%,1,19177.407040944883,19177.407040944883,35013221.2795266,35013221.27952666,-5.960464477539063e-08,optimal
1,linear-4pc-0pc,linear,0.04,+/-20%,2,15341.925632755932,15341.925634831812,31139702.048081297,31139702.04808129,7.450580596923828e-09,optimal
1,linear-4pc-0pc,linear,0.04,+/-20%,3,12273.540506204761,12273.540505309156,28398026.194184132,28398026.19418413,3.725290298461914e-09,optimal
1,linear-4pc-0pc,linear,0.04,+/-20%,4,9818.832404963836,9818.832401784563,26319848.029797938,26319848.02979794,-3.725290298461914e-09,optimal
1,linear-4pc-0pc,linear,0.04,+/-20%,5,7855.0659239710685,5657.62442920024,25067658.841413803,24948179.745102018,119479.09631178528,suboptimal
1,linear-4pc-0pc,linear,0.04,+/-20%,6,6324.548491159514,6794.871785789386,26582844.90666773,26562116.679253194,20728.22741453722,suboptimal
1,linear-4pc-0pc,linear,0.04,+/-20%,7,7589.458189391276,8994.233560810608,33797909.12082857,33280707.391493596,517201.7293349728,suboptimal
1,linear-4pc-0pc,linear,0.04,+/-20%,8,9107.34982726958,13191.542555855554,38632896.99994008,36209041.30570876,2423855.694231324,suboptimal
1,linear-4pc-0pc,linear,0.04,+/-20%,9,10928.81979272349,10553.23404467,35302194.31966124,35262363.49709837,39830.82256286591,suboptimal
1,linear-4pc-0pc,linear,0.04,+/-20%,10,8743.055834178786,13458.621673281768,34343742.057072826,32139353.144466914,2204388.9126059115,suboptimal
1,linear-4pc-0pc,linear,0.04,+/-20%,11,8019.341830540978,10587.817991299999,30475715.387287766,29691465.712670725,784249.6746170409,suboptimal
1,linear-4pc-0pc,linear,0.04,+/-20%,12,9623.210196649241,8470.2543901,28827021.57730784,,,infeasible
1,linear-4pc-0pc,linear,0.04,+/-20%,13,11547.852235979035,7436.134683629092,28554725.80952141,,,infeasible
1,linear-4pc-0pc,linear,0.04,+/-20%,14,13857.422683174795,6027.184097300001,29484357.072987635,,,infeasible
1,linear-4pc-0pc,linear,0.04,+/-20%,15,16628.90721980978,11066.09954076666,33995458.67068762,,,infeasible
1,linear-6pc-0pc,linear,0.06,NHF,1,65457.782,65457.782,34561076.867820404,34561076.867820404,0.0,optimal
1,linear-6pc-0pc,linear,0.06,NHF,2,0.0,0.0,4384858.478722132,4384858.478722132,0.0,optimal
1,linear-6pc-0pc,linear,0.06,NHF,3,0.0,0.0,6319165.486320829,6319165.486320829,0.0,optimal
1,linear-6pc-0pc,linear,0.06,NHF,4,0.0,0.0,8871796.6647458,8871796.6647458,0.0,optimal
1,linear-6pc-0pc,linear,0.06,NHF,5,0.0,0.0,13724753.55379394,13724753.55379394,0.0,optimal
1,linear-6pc-0pc,linear,0.06,NHF,6,0.0,0.0,21269596.967347987,21269596.967347987,0.0,optimal
1,linear-6pc-0pc,linear,0.06,NHF,7,30640.0,30640.0,34801946.97791524,34801946.97791524,0.0,optimal
1,linear-6pc-0pc,linear,0.06,NHF,8,11500.0,11500.0,22475084.51361654,22475084.51361654,0.0,optimal
1,linear-6pc-0pc,linear,0.06,NHF,9,21480.0,21480.0,20609576.606604584,20609576.606604584,0.0,optimal
1,linear-6pc-0pc,linear,0.06,NHF,10,0.0,0.0,7353462.463475063,7353462.463475063,0.0,optimal
1,linear-6pc-0pc,linear,0.06,NHF,11,0.0,0.0,11777411.417283544,11777411.417283544,0.0,optimal
1,linear-6pc-0pc,linear,0.06,NHF,12,0.0,0.0,18058317.49715142,18058317.49715142,0.0,optimal
1,linear-6pc-0pc,linear,0.06,NHF,13,0.0,30640.0,29270521.99294269,20067876.314545874,9202645.678396817,suboptimal
1,linear-6pc-0pc,linear,0.06,NHF,14,0.0,0.0,12463937.28465908,12463937.28465908,0.0,optimal
1,linear-6pc-0pc,linear,0.06,NHF,15,45420.0,11500.0,19903152.9049071,,,infeasible
1,linear-6pc-0pc,linear,0.06,NDY,1,10197.504495871995,10197.504495871995,15704620.102219963,15704620.102219956,7.450580596923828e-09,optimal
1,linear-6pc-0pc,linear,0.06,NDY,2,10197.504495871995,10194.429996982191,16621369.880410928,16621369.880410912,1.6763806343078613e-08,optimal
1,linear-6pc-0pc,linear,0.06,NDY,3,10197.504495872003,10028.236424058943,17160519.177943923,17151855.991138462,8663.186805460602,suboptimal
1,linear-6pc-0pc,linear,0.06,NDY,4,10197.504495871995,9825.225335256899,17878979.258031443,17708918.64333521,170060.61469623446,suboptimal
1,linear-6pc-0pc,linear,0.06,NDY,5,10197.504495871995,9819.694412286834,18549981.274752513,18029417.799466696,520563.47528581694,suboptimal
1,linear-6pc-0pc,linear,0.06,NDY,6,10197.504495871997,9815.611763417652,18527967.55242267,17589965.18707012,938002.3653525487,suboptimal
1,linear-6pc-0pc,linear,0.06,NDY,7,10197.504495871975,9709.23549070817,18587684.40014132,,,infeasible
1,linear-6pc-0pc,linear,0.06,NDY,8,10197.504495871988,9684.751525278381,18946816.589985196,,,infeasible
1,linear-6pc-0pc,linear,0.06,NDY,9,10197.504495871992,9017.76485684,18086448.00189775,,,infeasible
1,linear-6pc-0pc,linear,0.06,NDY,10,10197.504495871992,9017.76485762,17511730.310993053,,,infeasible
1,linear-6pc-0pc,linear,0.06,NDY,11,10197.50449587199,9625.455769588272,17744129.795078278,,,infeasible
1,linear-6pc-0pc,linear,0.06,NDY,12,10197.50449587199,9620.03310196263,17339376.166616905,,,infeasible
1,linear-6pc-0pc,linear,0.06,NDY,13,10197.504495871979,8086.76463920875,16930835.275714107,,,infeasible
1,linear-6pc-0pc,linear,0.06,NDY,14,10197.504495871992,8086.7646357775,17775897.87146017,,,infeasible
1,linear-6pc-0pc,linear,0.06,NDY,15,11531.014010588122,9721.314488672884,19407665.06998141,,,infeasible
1,linear-6pc-0pc,linear,0.06,-10%,1,15108.304397098324,15108.304397098324,19002537.698072553,19002537.698072564,-1.1175870895385742e-08,optimal
1,linear-6pc-0pc,linear,0.06,-10%,2,13597.473957388498,13597.473956998581,18453300.543800343,18453300.543800343,0.0,optimal
1,linear-6pc-0pc,linear,0.06,-10%,3,12237.726561649655,12237.726561504562,17508784.660685915,17508784.660685915,0.0,optimal
1,linear-6pc-0pc,linear,0.06,-10%,4,11013.95390548469,11013.953902795129,16588713.83159197,16588713.831591971,-1.862645149230957e-09,optimal
1,linear-6pc-0pc,linear,0.06,-10%,5,9912.558514936223,7105.433251217059,15446235.145441374,15180663.659508465,265571.48593290895,suboptimal
1,linear-6pc-0pc,linear,0.06,-10%,6,8921.302663442613,6394.889923371658,16384106.43413192,15509558.799150128,874547.6349817924,suboptimal
1,linear-6pc-0pc,linear,0.06,-10%,7,8029.172397098342,8029.172397799999,18818871.75882141,18818871.75882141,0.0,optimal
1,linear-6pc-0pc,linear,0.06,-10%,8,11752.532939129262,11924.52394631,21417478.611762077,21393795.210096374,23683.401665702462,suboptimal
1,linear-6pc-0pc,linear,0.06,-10%,9,10577.279645216347,10732.071550969998,19400888.055744424,19382036.42917008,18851.626574344933,suboptimal
1,linear-6pc-0pc,linear,0.06,-10%,10,9519.551680694713,9658.864392919999,17693121.70966337,17677374.89906269,15746.810600679368,suboptimal
1,linear-6pc-0pc,linear,0.06,-10%,11,8567.596512625241,8692.977961120001,17170090.553143915,17158196.808271002,11893.744872912765,suboptimal
1,linear-6pc-0pc,linear,0.06,-10%,12,7710.836861362714,7823.68014908,17429214.24596552,17415950.497260988,13263.748704534024,suboptimal
1,linear-6pc-0pc,linear,0.06,-10%,13,6939.753175226444,10552.07559008421,18953216.16418348,17800921.027709097,1152295.1364743821,suboptimal
1,linear-6pc-0pc,linear,0.06,-10%,14,6245.777857703809,9496.86802784,18440664.51714232,17164388.683775336,1276275.8333669826,suboptimal
1,linear-6pc-0pc,linear,0.06,-10%,15,22116.37924277778,11235.068466691318,18992761.988660682,,,infeasible
1,linear-6pc-0pc,linear,0.06,-20%,1,19188.3836412525,19188.3836412525,21248741.468803275,21248741.468803268,7.450580596923828e-09,optimal
1,linear-6pc-0pc,linear,0.06,-20%,2,15350.706913002003,15350.706910315866,18319739.58235102,18319739.582351014,7.450580596923828e-09,optimal
1,linear-6pc-0pc,linear,0.06,-20%,3,12280.565530401596,12280.565527470208,16362143.241184294,16362143.241184296,-1.862645149230957e-09,optimal
1,linear-6pc-0pc,linear,0.06,-20%,4,9824.452424321275,9824.452423977256,14857482.782392532,14857482.782392532,0.0,optimal
1,linear-6pc-0pc,linear,0.06,-20%,5,7859.561939457021,4896.485272744944,13363771.38135744,13203942.763257412,159828.61810002849,suboptimal
1,linear-6pc-0pc,linear,0.06,-20%,6,6287.649551565607,3917.1882204773,15486920.201949459,14658882.65978828,828037.5421611778,suboptimal
1,linear-6pc-0pc,linear,0.06,-20%,7,6207.035791731681,6207.03578808,20173419.602087494,20173419.602087494,0.0,optimal
1,linear-6pc-0pc,linear,0.06,-20%,8,16867.28197928165,16867.281977733335,25938893.25830781,25938893.258307815,-3.725290298461914e-09,optimal
1,linear-6pc-0pc,linear,0.06,-20%,9,13493.825583425323,13493.82558394,20052217.282530904,20052217.282530904,0.0,optimal
1,linear-6pc-0pc,linear,0.06,-20%,10,10795.06046674026,9566.78500076667,16850720.103483703,16767649.214926293,83070.88855740987,suboptimal
1,linear-6pc-0pc,linear,0.06,-20%,11,8636.048373392214,7653.42799862,15860021.648200924,15538414.041029755,321607.60717116855,suboptimal
1,linear-6pc-0pc,linear,0.06,-20%,12,6908.838698713769,8910.377461688888,16571530.243849993,15891081.15174826,680449.0921017323,suboptimal
1,linear-6pc-0pc,linear,0.06,-20%,13,5527.070958971017,6941.991080455556,15963751.03683567,15548386.4239106,415364.61292507127,suboptimal
1,linear-6pc-0pc,linear,0.06,-20%,14,4421.656767176813,5553.59286218,17606391.076693885,17221476.005132552,384915.0715613328,suboptimal
1,linear-6pc-0pc,linear,0.06,-20%,15,23307.46816519035,13083.704564133333,22267047.14437213,,,infeasible
1,linear-6pc-0pc,linear,0.06,+/-10%,1,15108.304397098356,15108.304397098356,18952615.905757647,18952615.90575764,7.450580596923828e-09,optimal
1,linear-6pc-0pc,linear,0.06,+/-10%,2,13597.47395738851,13597.473956998583,18391867.009239603,18391867.0092396,3.725290298461914e-09,optimal
1,linear-6pc-0pc,linear,0.06,+/-10%,3,12237.726561649653,12237.726562906268,17297259.020275485,17297259.02027548,3.725290298461914e-09,optimal
1,linear-6pc-0pc,linear,0.06,+/-10%,4,11013.95390548469,11013.953904808834,16283385.288205888,16283385.288205888,0.0,optimal
1,linear-6pc-0pc,linear,0.06,+/-10%,5,9912.558514936214,8110.27514864008,14824754.397340905,14639514.326717552,185240.07062335312,suboptimal
1,linear-6pc-0pc,linear,0.06,+/-10%,6,8921.302663442575,7299.247633776073,14372911.562993107,13817539.107419012,555372.4555740952,suboptimal
1,linear-6pc-0pc,linear,0.06,+/-10%,7,8029.172397098344,8029.172397799999,17816597.949505232,17816597.949505232,0.0,optimal
1,linear-6pc-0pc,linear,0.06,+/-10%,8,8832.089636808138,8832.08963565,19539651.908125594,19539651.908125594,0.0,optimal
1,linear-6pc-0pc,linear,0.06,+/-10%,9,9715.298600488944,9847.32303507751,19869224.38699007,19865242.80974348,3981.577246591449,suboptimal
1,linear-6pc-0pc,linear,0.06,+/-10%,10,9542.292256597339,12584.939377024608,20600190.827641703,18912550.392348833,1687640.4352928698,suboptimal
1,linear-6pc-0pc,linear,0.06,+/-10%,11,8789.395578613436,11326.445438854318,18572710.224030558,17403737.29469989,1168972.9293306693,suboptimal
1,linear-6pc-0pc,linear,0.06,+/-10%,12,9668.335136474749,10193.800894884716,16878944.73368664,16787989.273318898,90955.46036774293,suboptimal
1,linear-6pc-0pc,linear,0.06,+/-10%,13,10635.168650122261,7797.340737037185,15289028.957287818,,,infeasible
1,linear-6pc-0pc,linear,0.06,+/-10%,14,11698.685515134493,6958.560124577032,15571128.726982037,,,infeasible
1,linear-6pc-0pc,linear,0.06,+/-10%,15,12868.554066647921,10200.351486631578,18696602.129579768,,,infeasible
1,linear-6pc-0pc,linear,0.06,+/-20%,1,19188.383641252505,19188.383641252505,21036617.20829171,21036617.20829171,0.0,optimal
1,linear-6pc-0pc,linear,0.06,+/-20%,2,15350.706913002,15350.706912243832,18198353.411150873,18198353.411150873,0.0,optimal
1,linear-6pc-0pc,linear,0.06,+/-20%,3,12280.565530401595,12280.565529782425,15869906.581110148,15869906.58111015,-1.862645149230957e-09,optimal
1,linear-6pc-0pc,linear,0.06,+/-20%,4,9824.452424321276,9824.452420572678,14140340.50467988,14140340.504679877,1.862645149230957e-09,optimal
1,linear-6pc-0pc,linear,0.06,+/-20%,5,7859.5619394570085,7859.561936907567,12402598.806477644,12402598.806477645,-1.862645149230957e-09,optimal
1,linear-6pc-0pc,linear,0.06,+/-20%,6,6287.649551565618,6287.649554842299,10343383.05927917,10343383.058781818,0.0004973523318767548,optimal
1,linear-6pc-0pc,linear,0.06,+/-20%,7,7545.179461878739,7545.17946484,18142614.676805895,18142614.67680589,3.725290298461914e-09,optimal
1,linear-6pc-0pc,linear,0.06,+/-20%,8,9054.215354254487,11524.878691859998,22144167.578868303,20707048.48940615,1437119.0894621536,suboptimal
1,linear-6pc-0pc,linear,0.06,+/-20%,9,10865.058425105382,11163.79391036,19900723.015982654,19832306.920678884,68416.09530377015,suboptimal
1,linear-6pc-0pc,linear,0.06,+/-20%,10,9595.262765739024,12681.413058589971,19452177.198098626,18248829.734015364,1203347.4640832618,suboptimal
1,linear-6pc-0pc,linear,0.06,+/-20%,11,7676.210212591215,10145.130446135816,16382819.029062768,15647542.964177592,735276.0648851767,suboptimal
1,linear-6pc-0pc,linear,0.06,+/-20%,12,9211.452255109514,7694.800504347993,14548815.96335331,,,infeasible
1,linear-6pc-0pc,linear,0.06,+/-20%,13,11053.742706131397,6155.840405860758,14357254.473714944,,,infeasible
1,linear-6pc-0pc,linear,0.06,+/-20%,14,13264.491247357626,6068.661328164999,15736969.556314314,,,infeasible
1,linear-6pc-0pc,linear,0.06,+/-20%,15,15917.38949682921,11479.515651733334,19838985.273893442,,,infeasible
1,invj-4pc-k1,inverse-j,0.04,NHF,1,48567.216,48567.216,102208477.99990539,102208477.99990539,0.0,optimal
1,invj-4pc-k1,inverse-j,0.04,NHF,2,0.0,16890.566,77800081.69673575,77265163.20404275,534918.492693007,suboptimal
1,invj-4pc-k1,inverse-j,0.04,NHF,3,0.0,0.0,69832319.63903323,69832319.63903323,0.0,optimal
1,invj-4pc-k1,inverse-j,0.04,NHF,4,0.0,0.0,85605036.00527243,85605036.00527243,0.0,optimal
1,invj-4pc-k1,inverse-j,0.04,NHF,5,16890.566,0.0,97173400.42127228,,,infeasible
1,invj-4pc-k1,inverse-j,0.04,NHF,6,0.0,0.0,101082475.39403582,101082475.39403582,0.0,optimal
1,invj-4pc-k1,inverse-j,0.04,NHF,7,30640.0,30640.0,109399045.41518232,109399045.41518232,0.0,optimal
1,invj-4pc-k1,inverse-j,0.04,NHF,8,11500.0,11500.0,92374111.23372494,92374111.23372494,0.0,optimal
1,invj-4pc-k1,inverse-j,0.04,NHF,9,0.0,0.0,85011684.10459292,85011684.10459292,0.0,optimal
1,invj-4pc-k1,inverse-j,0.04,NHF,10,0.0,21480.0,90541530.92530718,87190229.50920573,3351301.4161014557,suboptimal
1,invj-4pc-k1,inverse-j,0.04,NHF,11,0.0,0.0,82342002.98806526,82342002.98806526,0.0,optimal
1,invj-4pc-k1,inverse-j,0.04,NHF,12,0.0,0.0,99091341.29748279,99091341.29748279,0.0,optimal
1,invj-4pc-k1,inverse-j,0.04,NHF,13,21480.0,30640.0,107355024.54263781,105482583.8319905,1872440.7106473148,suboptimal
1,invj-4pc-k1,inverse-j,0.04,NHF,14,0.0,0.0,86424035.38371621,86424035.38371621,0.0,optimal
1,invj-4pc-k1,inverse-j,0.04,NHF,15,45420.0,11500.0,94513818.30710857,,,infeasible
1,invj-4pc-k1,inverse-j,0.04,NDY,1,9619.610051840114,9619.610051840114,87373673.83962023,87373673.83962028,-4.470348358154297e-08,optimal
1,invj-4pc-k1,inverse-j,0.04,NDY,2,9619.610051840113,9510.614082050823,87721045.6464461,87719246.09976798,1799.5466781109571,suboptimal
1,invj-4pc-k1,inverse-j,0.04,NDY,3,9619.610051840118,9343.748481356803,88379816.57697415,88078405.81373078,301410.7632433772,suboptimal
1,invj-4pc-k1,inverse-j,0.04,NDY,4,9619.610051840116,8739.631877592112,88589797.55324279,87328632.38410777,1261165.1691350192,suboptimal
1,invj-4pc-k1,inverse-j,0.04,NDY,5,9619.610051840118,8306.70500284083,90014495.6522794,87612285.15075122,2402210.5015281886,suboptimal
1,invj-4pc-k1,inverse-j,0.04,NDY,6,9619.610051840129,8246.820283615833,90166165.23423183,,,infeasible
1,invj-4pc-k1,inverse-j,0.04,NDY,7,9619.610051840136,8238.08943187548,89411334.48296134,86031134.32277276,3380200.1601885855,suboptimal
1,invj-4pc-k1,inverse-j,0.04,NDY,8,9619.61005184014,8728.046516391661,91090392.77050638,89575583.37696388,1514809.3935424984,suboptimal
1,invj-4pc-k1,inverse-j,0.04,NDY,9,9619.61005184014,8713.475764004692,91800298.71842524,89819411.09215815,1980887.6262670904,suboptimal
1,invj-4pc-k1,inverse-j,0.04,NDY,10,9619.61005184014,8672.727123734601,90418574.67341827,88667341.40530396,1751233.2681143135,suboptimal
1,invj-4pc-k1,inverse-j,0.04,NDY,11,9619.61005184014,8549.913875398053,90401444.05024156,87795216.1979028,2606227.852338761,suboptimal
1,invj-4pc-k1,inverse-j,0.04,NDY,12,9619.610051840136,8445.74093683664,90965729.48962307,89039675.75382209,1926053.7358009815,suboptimal
