landbase,discount_path,path_family,discount_rate,flow_policy,period,announced,realized,obj_free,obj_fixed,objective_gap,tail_status
3,invj-4pc-k1,inverse-j,0.04,-20%,11,4113.49075467125,5332.7330538525,90664951.96144554,90332640.53493083,332311.42651471496,suboptimal
3,invj-4pc-k1,inverse-j,0.04,-20%,12,3290.792603737,7660.0,94030180.22465926,93254432.8505322,775747.3741270602,suboptimal
3,invj-4pc-k1,inverse-j,0.04,-20%,13,7180.61082290702,12454.808068733331,95441727.7177177,94632420.68668136,809307.0310363472,suboptimal
3,invj-4pc-k1,inverse-j,0.04,-20%,14,5744.488658325616,9963.84645854,91836780.71680926,90928492.69940394,908288.0174053162,suboptimal
3,invj-4pc-k1,inverse-j,0.04,-20%,15,48078.21972279636,13147.188404211774,95629063.97632904,,,infeasible
3,invj-4pc-k1,inverse-j,0.04,+/-10%,1,7123.41556362775,7123.41556362775,82255940.02999984,82255940.02999984,0.0,optimal
3,invj-4pc-k1,inverse-j,0.04,+/-10%,2,6411.074007264976,6453.262583187346,85122711.68818517,85122711.68818517,0.0,optimal
3,invj-4pc-k1,inverse-j,0.04,+/-10%,3,6905.060204336793,6884.970405414167,87447327.00412425,87447327.00412425,0.0,optimal
3,invj-4pc-k1,inverse-j,0.04,+/-10%,4,7595.566224770483,10100.727859876248,90295588.06919576,89700772.22821625,594815.8409795165,suboptimal
3,invj-4pc-k1,inverse-j,0.04,+/-10%,5,8355.122847247521,13044.77659350042,93056736.88052322,91172897.65872617,1883839.221797049,suboptimal
3,invj-4pc-k1,inverse-j,0.04,+/-10%,6,9190.635131972276,11134.058146486843,88817333.81774397,88477811.31140181,339522.5063421577,suboptimal
3,invj-4pc-k1,inverse-j,0.04,+/-10%,7,8271.571618775057,10682.429704690967,88370254.30909103,87837960.9917382,532293.3173528314,suboptimal
3,invj-4pc-k1,inverse-j,0.04,+/-10%,8,7848.822271938924,10280.428058307352,88339956.09812325,87512740.0865611,827216.0115621537,suboptimal
3,invj-4pc-k1,inverse-j,0.04,+/-10%,9,8406.298483128596,9313.388271959495,86952890.89781803,86831185.8547631,121705.04305492342,suboptimal
3,invj-4pc-k1,inverse-j,0.04,+/-10%,10,9246.928331441464,7737.373737373736,87105217.15539728,86603674.60448833,501542.55090895295,suboptimal
3,invj-4pc-k1,inverse-j,0.04,+/-10%,11,10171.621164585598,8122.455258997335,87970804.61242783,,,infeasible
3,invj-4pc-k1,inverse-j,0.04,+/-10%,12,11188.783281044161,7368.971717680928,88165676.28004731,,,infeasible
3,invj-4pc-k1,inverse-j,0.04,+/-10%,13,12307.661609148576,6593.5483869190475,88562857.78195962,,,infeasible
3,invj-4pc-k1,inverse-j,0.04,+/-10%,14,13538.427770063436,7252.9032239100015,89527017.21756178,,,infeasible
3,invj-4pc-k1,inverse-j,0.04,+/-10%,15,14892.270547069787,12153.63559233783,93546430.82915449,89312021.33603807,4234409.4931164235,suboptimal
3,invj-4pc-k1,inverse-j,0.04,+/-20%,1,8125.401794719461,8125.401794719461,84378546.48695327,84378546.48695324,2.9802322387695312e-08,optimal
3,invj-4pc-k1,inverse-j,0.04,+/-20%,2,6500.3214357755705,5672.317026009203,86209937.08210896,86205499.80751371,4437.274595245719,suboptimal
3,invj-4pc-k1,inverse-j,0.04,+/-20%,3,6095.178531593161,6471.544176436523,88879822.0097931,88475963.71108279,403858.2987103164,suboptimal
3,invj-4pc-k1,inverse-j,0.04,+/-20%,4,7314.2142379118095,9827.107688934593,92139893.57217017,91160988.33531758,978905.2368525863,suboptimal
3,invj-4pc-k1,inverse-j,0.04,+/-20%,5,8777.057085494167,15275.084327822227,94690198.7135769,92907633.4215815,1782565.2919953912,suboptimal
3,invj-4pc-k1,inverse-j,0.04,+/-20%,6,10532.468502593001,12220.06746291111,88629952.41094874,88360861.90141821,269090.5095305294,suboptimal
3,invj-4pc-k1,inverse-j,0.04,+/-20%,7,8844.656392973919,9776.05397086,87792465.10805055,87721535.57455169,70929.53349886835,suboptimal
3,invj-4pc-k1,inverse-j,0.04,+/-20%,8,10613.587671568715,10846.957226192062,89238251.95892064,89197884.03631261,40367.92260803282,suboptimal
3,invj-4pc-k1,inverse-j,0.04,+/-20%,9,8490.870137254975,8677.56578166,88276469.6548768,88264131.27691434,12338.377962455153,suboptimal
3,invj-4pc-k1,inverse-j,0.04,+/-20%,10,6992.61463619598,6942.052624260001,88376728.02971107,88376728.02971107,0.0,optimal
3,invj-4pc-k1,inverse-j,0.04,+/-20%,11,8391.13756343513,7596.35283786,89013090.84017242,88704480.94706286,308609.89310956,suboptimal
3,invj-4pc-k1,inverse-j,0.04,+/-20%,12,10069.365076122234,7660.0,89754026.01290214,88749478.82732984,1004547.1855722964,suboptimal
3,invj-4pc-k1,inverse-j,0.04,+/-20%,13,12083.238091346644,8206.771007700001,89801066.3456986,,,infeasible
3,invj-4pc-k1,inverse-j,0.04,+/-20%,14,14499.885709615966,7755.85610782,89389939.20838131,,,infeasible
3,invj-4pc-k1,inverse-j,0.04,+/-20%,15,17399.86285153918,14020.327039927264,94124468.45588535,90606031.57433373,3518436.8815516233,suboptimal
3,invj-4pc-k2,inverse-j,0.04,NHF,1,28035.115999999998,28035.115999999998,70211433.89148565,70211433.89148565,0.0,optimal
3,invj-4pc-k2,inverse-j,0.04,NHF,2,0.0,0.0,55968950.04735949,55968950.04735949,0.0,optimal
3,invj-4pc-k2,inverse-j,0.04,NHF,3,0.0,0.0,59969976.73803712,59969976.73803712,0.0,optimal
3,invj-4pc-k2,inverse-j,0.04,NHF,4,0.0,0.0,65813824.516243726,65813824.516243726,0.0,optimal
3,invj-4pc-k2,inverse-j,0.04,NHF,5,18400.0,18400.0,78270953.24134564,78270953.24134564,0.0,optimal
3,invj-4pc-k2,inverse-j,0.04,NHF,6,18400.0,18400.0,71595244.18692616,71595244.18692616,0.0,optimal
3,invj-4pc-k2,inverse-j,0.04,NHF,7,15320.0,15320.0,67828772.54954304,67828772.54954304,0.0,optimal
3,invj-4pc-k2,inverse-j,0.04,NHF,8,11500.0,11500.0,67085255.47972007,67085255.47972007,0.0,optimal
3,invj-4pc-k2,inverse-j,0.04,NHF,9,0.0,0.0,58846783.15957677,58846783.15957677,0.0,optimal
3,invj-4pc-k2,inverse-j,0.04,NHF,10,0.0,0.0,62659448.492026515,62659448.492026515,0.0,optimal
3,invj-4pc-k2,inverse-j,0.04,NHF,11,0.0,7660.0,70851734.01530926,68469144.19661495,2382589.8186943084,suboptimal
3,invj-4pc-k2,inverse-j,0.04,NHF,12,0.0,7660.0,72191284.73273344,69808694.91403912,2382589.8186943233,suboptimal
3,invj-4pc-k2,inverse-j,0.04,NHF,13,10740.0,26060.0,77273262.14320661,72858222.82164119,4415039.321565419,suboptimal
3,invj-4pc-k2,inverse-j,0.04,NHF,14,10740.0,10740.0,62092400.35107281,62092400.35107281,0.0,optimal
3,invj-4pc-k2,inverse-j,0.04,NHF,15,48922.5,11500.0,65997428.3936688,,,infeasible
3,invj-4pc-k2,inverse-j,0.04,NDY,1,7008.778999999999,7008.778999999999,59885968.39369332,59885968.39369331,7.450580596923828e-09,optimal
3,invj-4pc-k2,inverse-j,0.04,NDY,2,7008.779000000001,7008.779000176981,61312208.90344178,61312208.90344178,0.0,optimal
3,invj-4pc-k2,inverse-j,0.04,NDY,3,7008.779000000001,7008.779000923325,62367194.07279213,62367194.07279213,0.0,optimal
3,invj-4pc-k2,inverse-j,0.04,NDY,4,7008.778999999999,7008.7789957903005,64266308.71423769,64266308.71423768,7.450580596923828e-09,optimal
3,invj-4pc-k2,inverse-j,0.04,NDY,5,7786.571236336434,9106.560885095396,66190282.81481192,65608187.8581918,582094.9566201195,suboptimal
3,invj-4pc-k2,inverse-j,0.04,NDY,6,7786.571236336434,8614.928361740383,65812317.473577484,65479816.3535792,332501.1199982837,suboptimal
3,invj-4pc-k2,inverse-j,0.04,NDY,7,7786.571236336433,8745.909742474194,66006399.70499067,65603974.65104792,402425.0539427474,suboptimal
3,invj-4pc-k2,inverse-j,0.04,NDY,8,7786.571236336433,9133.838093587776,66567112.79142552,65925555.350566894,641557.4408586249,suboptimal
3,invj-4pc-k2,inverse-j,0.04,NDY,9,7786.571236336433,9037.799886697794,67076528.856887326,66475374.95463492,601153.9022524059,suboptimal
3,invj-4pc-k2,inverse-j,0.04,NDY,10,7786.571236336434,8966.75795716639,65525807.92714117,64950795.13683463,575012.7903065383,suboptimal
3,invj-4pc-k2,inverse-j,0.04,NDY,11,7786.571236336432,8947.333445399243,65315181.63012281,64772862.42038167,542319.2097411379,suboptimal
3,invj-4pc-k2,inverse-j,0.04,NDY,12,7786.571236336434,9005.092688343175,66116031.28272167,65536897.31028674,579133.9724349305,suboptimal
3,invj-4pc-k2,inverse-j,0.04,NDY,13,7786.571236336434,8815.292582850432,66216774.53222372,65820758.054776214,396016.4774475023,suboptimal
3,invj-4pc-k2,inverse-j,0.04,NDY,14,7786.571236336433,8639.779800079772,66187052.27538937,65830553.04239871,356499.2329906598,suboptimal
3,invj-4pc-k2,inverse-j,0.04,NDY,15,39257.034360643556,8987.899253625605,66509272.77565831,,,infeasible
3,invj-4pc-k2,inverse-j,0.04,-10%,1,8152.112823495202,8152.112823495202,61730170.52409206,61730170.52409206,0.0,optimal
3,invj-4pc-k2,inverse-j,0.04,-10%,2,7336.901541145683,7336.901542398634,62172607.98775946,62172607.987759456,7.450580596923828e-09,optimal
3,invj-4pc-k2,inverse-j,0.04,-10%,3,6603.211387031113,6603.211388677157,63857359.25461688,63857359.25461688,0.0,optimal
3,invj-4pc-k2,inverse-j,0.04,-10%,4,5942.890248328002,5942.890247107849,66813889.14351733,66813889.14351733,0.0,optimal
3,invj-4pc-k2,inverse-j,0.04,-10%,5,13492.529474401756,13597.76993272475,70925329.78521594,70925329.78521596,-1.4901161193847656e-08,optimal
3,invj-4pc-k2,inverse-j,0.04,-10%,6,12143.276526961581,12237.992935460383,67484380.65292814,67484380.65292814,0.0,optimal
3,invj-4pc-k2,inverse-j,0.04,-10%,7,10928.948874265421,11075.427606890487,67008321.94979496,66997707.91316296,10614.0366320014,suboptimal
3,invj-4pc-k2,inverse-j,0.04,-10%,8,9836.053986838877,10016.555208695434,66811569.10249238,66772873.72494934,38695.37754303962,suboptimal
3,invj-4pc-k2,inverse-j,0.04,-10%,9,8852.44858815499,9014.899687649413,65576402.23371965,65553943.8216065,22458.412113144994,suboptimal
3,invj-4pc-k2,inverse-j,0.04,-10%,10,7967.20372933949,8113.409718687999,64215979.364827015,64200809.0521159,15170.312711112201,suboptimal
3,invj-4pc-k2,inverse-j,0.04,-10%,11,7170.4833564055425,7302.068746944148,63872414.6717826,63858547.2982488,13867.373533800244,suboptimal
3,invj-4pc-k2,inverse-j,0.04,-10%,12,6453.435020764987,6571.86186742,65000869.85831868,64983656.55163156,17213.306687116623,suboptimal
3,invj-4pc-k2,inverse-j,0.04,-10%,13,5808.091518688489,7988.32525478,66640603.935694784,66044414.26373931,596189.6719554737,suboptimal
3,invj-4pc-k2,inverse-j,0.04,-10%,14,5227.282366819641,7189.4927327,66398888.85407355,65605109.01966176,793779.834411785,suboptimal
3,invj-4pc-k2,inverse-j,0.04,-10%,15,36699.381935659396,11693.618899038804,70677538.3532879,,,infeasible
3,invj-4pc-k2,inverse-j,0.04,-20%,1,9496.990514905152,9496.990514905152,63204157.08053423,63204157.08053423,0.0,optimal
3,invj-4pc-k2,inverse-j,0.04,-20%,2,7597.592411924116,7597.592413255675,62741145.767172426,62741145.767172426,0.0,optimal
3,invj-4pc-k2,inverse-j,0.04,-20%,3,6078.073929539297,6078.073932287501,63450608.205916025,63450608.205916025,0.0,optimal
3,invj-4pc-k2,inverse-j,0.04,-20%,4,4862.459143631434,4862.45914583,66828720.65754499,66828720.65754499,0.0,optimal
3,invj-4pc-k2,inverse-j,0.04,-20%,5,15691.721934018131,15805.547790768145,72393934.55712219,72393934.55712219,0.0,optimal
3,invj-4pc-k2,inverse-j,0.04,-20%,6,12553.377547214504,12644.438233566667,66739568.74262354,66739568.74262354,0.0,optimal
3,invj-4pc-k2,inverse-j,0.04,-20%,7,10042.702037771604,10115.550588859998,66797221.44121226,66797221.44121226,0.0,optimal
3,invj-4pc-k2,inverse-j,0.04,-20%,8,8034.161630217284,10415.494249117328,67825578.8824131,66736229.278576136,1089349.6038369685,suboptimal
3,invj-4pc-k2,inverse-j,0.04,-20%,9,6427.329304173827,8332.395399530247,65483202.70956083,64797929.19569523,685273.5138655975,suboptimal
3,invj-4pc-k2,inverse-j,0.04,-20%,10,5141.863443339058,6665.916319455364,63675018.48303601,63318470.61182716,356547.871208854,suboptimal
3,invj-4pc-k2,inverse-j,0.04,-20%,11,4113.49075467125,5332.7330538525,64435723.4864968,64008374.99023808,427348.49625872076,suboptimal
3,invj-4pc-k2,inverse-j,0.04,-20%,12,3290.792603737,7660.0,67772976.93408185,66426699.29496582,1346277.639116034,suboptimal
3,invj-4pc-k2,inverse-j,0.04,-20%,13,7180.61082290702,12386.1418882,69920536.07722123,68478286.59927984,1442249.4779413939,suboptimal
3,invj-4pc-k2,inverse-j,0.04,-20%,14,5744.488658325616,9908.91351284,67062483.78051021,65488298.509146005,1574185.2713642046,suboptimal
3,invj-4pc-k2,inverse-j,0.04,-20%,15,48078.21972279636,13158.54964054945,70438829.0580235,,,infeasible
3,invj-4pc-k2,inverse-j,0.04,+/-10%,1,8479.698143585567,8479.698143585567,58317747.47697186,58317747.476971865,-7.450580596923828e-09,optimal
3,invj-4pc-k2,inverse-j,0.04,+/-10%,2,7631.72832922701,7281.492555239914,59314041.24052338,59309734.61499918,4306.625524200499,suboptimal
3,invj-4pc-k2,inverse-j,0.04,+/-10%,3,6868.55549630431,7771.608929229472,60543111.9868887,60533215.9791978,9896.007690899074,suboptimal
3,invj-4pc-k2,inverse-j,0.04,+/-10%,4,7555.411045934737,9835.85436934855,61279928.76032623,60814581.276842475,465347.4834837541,suboptimal
3,invj-4pc-k2,inverse-j,0.04,+/-10%,5,8310.952150528225,13525.296578213827,68965820.95204036,65838921.92274896,3126899.029291399,suboptimal
3,invj-4pc-k2,inverse-j,0.04,+/-10%,6,9142.047365581031,12172.766924384836,65108169.77972472,64222411.77324818,885758.0064765364,suboptimal
3,invj-4pc-k2,inverse-j,0.04,+/-10%,7,8227.842629022907,11054.537319668414,64049515.25250617,63009711.94370207,1039803.3088040948,suboptimal
3,invj-4pc-k2,inverse-j,0.04,+/-10%,8,8021.7067534834,10073.63851271315,64143972.52056738,63051603.34967095,1092369.1708964333,suboptimal
3,invj-4pc-k2,inverse-j,0.04,+/-10%,9,8484.505364740064,9067.44098299027,62224831.08380176,62076091.81684179,148739.26695997268,suboptimal
3,invj-4pc-k2,inverse-j,0.04,+/-10%,10,9332.95590121407,8160.696883530114,62179006.11507637,,,infeasible
3,invj-4pc-k2,inverse-j,0.04,+/-10%,11,10266.251491335473,7344.627196130054,62066658.844921276,,,infeasible
3,invj-4pc-k2,inverse-j,0.04,+/-10%,12,11292.876640469016,6610.164478604999,62222798.20268138,,,infeasible
3,invj-4pc-k2,inverse-j,0.04,+/-10%,13,12422.164304515916,7021.903712037073,63355194.37931663,,,infeasible
3,invj-4pc-k2,inverse-j,0.04,+/-10%,14,13664.380734967512,6984.8378922,63886804.46054198,,,infeasible
3,invj-4pc-k2,inverse-j,0.04,+/-10%,15,15030.818808464255,11901.04717511664,68291028.65126824,67312548.11838725,978480.5328809917,suboptimal
3,invj-4pc-k2,inverse-j,0.04,+/-20%,1,10863.13680281858,10863.13680281858,59976015.11610939,59976015.11610941,-1.4901161193847656e-08,optimal
3,invj-4pc-k2,inverse-j,0.04,+/-20%,2,8690.509442254865,6402.324888346243,59362346.07201247,59203264.74668939,159081.3253230825,suboptimal
3,invj-4pc-k2,inverse-j,0.04,+/-20%,3,6952.407553803894,7319.632871161703,60761861.28035445,60748894.870589726,12966.40976472199,suboptimal
3,invj-4pc-k2,inverse-j,0.04,+/-20%,4,6862.600201122658,8783.55944157175,61355278.59449026,60829466.60958024,525811.9849100187,suboptimal
3,invj-4pc-k2,inverse-j,0.04,+/-20%,5,8235.120241347193,16143.61292492097,71309749.32555561,67164748.1146471,4145001.2109085023,suboptimal
3,invj-4pc-k2,inverse-j,0.04,+/-20%,6,9882.144289616626,12914.890340266671,65315400.9631994,64397497.48269449,917903.4805049077,suboptimal
3,invj-4pc-k2,inverse-j,0.04,+/-20%,7,9314.450596667282,10331.91226778,63936633.26159224,63695920.843819246,240712.41777299345,suboptimal
3,invj-4pc-k2,inverse-j,0.04,+/-20%,8,11177.340716000745,10118.9157095529,64753623.34977668,,,infeasible
3,invj-4pc-k2,inverse-j,0.04,+/-20%,9,8941.872572800588,8095.132566802275,62653417.27128836,,,infeasible
3,invj-4pc-k2,inverse-j,0.04,+/-20%,10,7153.49805824047,6476.10605402,62534741.7651171,,,infeasible
3,invj-4pc-k2,inverse-j,0.04,+/-20%,11,8584.197669888581,6882.17627678,63727437.56800799,,,infeasible
3,invj-4pc-k2,inverse-j,0.04,+/-20%,12,10301.037203866283,7660.0,64931592.25737447,,,infeasible
3,invj-4pc-k2,inverse-j,0.04,+/-20%,13,12361.244644639535,9889.611404200003,66018815.77539987,,,infeasible
3,invj-4pc-k2,inverse-j,0.04,+/-20%,14,14833.49357356744,7911.6891238200005,64369993.99478504,,,infeasible
3,invj-4pc-k2,inverse-j,0.04,+/-20%,15,17800.19228828093,13659.93313566725,68794222.6460965,67615814.76253821,1178407.8835582882,suboptimal
4,linear-4pc-0pc,linear,0.04,NHF,1,45309.94500000001,45309.94500000001,45455699.56840551,45455699.56840551,0.0,optimal
4,linear-4pc-0pc,linear,0.04,NHF,2,0.0,0.0,23200862.3427624,23200862.3427624,0.0,optimal
4,linear-4pc-0pc,linear,0.04,NHF,3,0.0,0.0,29232215.714444935,29232215.714444935,0.0,optimal
4,linear-4pc-0pc,linear,0.04,NHF,4,0.0,0.0,38103999.24443157,38103999.24443157,0.0,optimal
4,linear-4pc-0pc,linear,0.04,NHF,5,14570.0,14570.0,52429916.812515415,52429916.812515415,0.0,optimal
4,linear-4pc-0pc,linear,0.04,NHF,6,18400.0,18400.0,53484092.18350608,53484092.18350608,0.0,optimal
4,linear-4pc-0pc,linear,0.04,NHF,7,32180.0,32180.0,51744489.31791444,51744489.31791444,0.0,optimal
4,linear-4pc-0pc,linear,0.04,NHF,8,14375.0,14375.0,34161628.133274436,34161628.133274436,0.0,optimal
4,linear-4pc-0pc,linear,0.04,NHF,9,0.0,0.0,24439448.072056536,24439448.072056536,0.0,optimal
4,linear-4pc-0pc,linear,0.04,NHF,10,0.0,0.0,30947417.957337834,30947417.957337834,0.0,optimal
4,linear-4pc-0pc,linear,0.04,NHF,11,0.0,3830.0,41574828.828076124,40483564.109444536,1091264.718631588,suboptimal
4,linear-4pc-0pc,linear,0.04,NHF,12,0.0,7660.0,50923829.272253975,48741299.8349908,2182529.437263176,suboptimal
4,linear-4pc-0pc,linear,0.04,NHF,13,10740.0,37550.0,60499444.793272145,52964699.57212281,7534745.221149333,suboptimal
4,linear-4pc-0pc,linear,0.04,NHF,14,0.0,10740.0,38152265.66758638,35165672.45626174,2986593.2113246396,suboptimal
4,linear-4pc-0pc,linear,0.04,NHF,15,75220.0,19745.0,40217707.49365679,,,infeasible
4,linear-4pc-0pc,linear,0.04,NDY,1,11327.486250000002,11327.486250000002,34403215.67680933,34403215.67680933,0.0,optimal
4,linear-4pc-0pc,linear,0.04,NDY,2,11327.486250000002,11327.4862498709,35316852.12094713,35316852.12094713,0.0,optimal
4,linear-4pc-0pc,linear,0.04,NDY,3,11327.486249999996,11327.4862498709,37131859.88941194,37131859.88941193,7.450580596923828e-09,optimal
4,linear-4pc-0pc,linear,0.04,NDY,4,11327.48625,11327.4862498709,38891158.04769755,38891158.04769755,0.0,optimal
4,linear-4pc-0pc,linear,0.04,NDY,5,11327.486249999996,11505.232999740228,39847541.19603834,39816933.77276262,30607.423275724053,suboptimal
4,linear-4pc-0pc,linear,0.04,NDY,6,11327.48625,11505.017807787834,39671622.25104857,39632298.57139193,39323.679656639695,suboptimal
4,linear-4pc-0pc,linear,0.04,NDY,7,11327.48624999998,11502.01035990299,40141604.5477466,40110693.61487208,30910.932874515653,suboptimal
4,linear-4pc-0pc,linear,0.04,NDY,8,11327.48624999998,11390.852313815725,40457128.25152922,40457128.25152922,0.0,optimal
4,linear-4pc-0pc,linear,0.04,NDY,9,11327.48624999998,11389.785319624314,40935193.97352205,40935193.97352206,-7.450580596923828e-09,optimal
4,linear-4pc-0pc,linear,0.04,NDY,10,11327.486249999989,11341.492724575995,39554904.158025555,39554904.158025555,0.0,optimal
4,linear-4pc-0pc,linear,0.04,NDY,11,11327.48624999998,11323.061509465962,39466470.07132104,39466470.07132103,7.450580596923828e-09,optimal
4,linear-4pc-0pc,linear,0.04,NDY,12,11327.48624999998,11323.061510282496,39695387.82118402,39695387.82118402,0.0,optimal
4,linear-4pc-0pc,linear,0.04,NDY,13,11327.48624999998,11323.061509736668,39672482.52530627,39672482.52530627,0.0,optimal
4,linear-4pc-0pc,linear,0.04,NDY,14,11327.486249999982,11323.061511053334,39475729.294986226,39475729.294986226,0.0,optimal
4,linear-4pc-0pc,linear,0.04,NDY,15,28690.525224967187,11317.989221487776,40483071.19973967,,,infeasible
4,linear-4pc-0pc,linear,0.04,-10%,1,13175.325676068624,13175.325676068624,36270781.867643036,36270781.867643036,0.0,optimal
4,linear-4pc-0pc,linear,0.04,-10%,2,11857.79310846176,11857.793107402109,36596403.403947964,36596403.403947964,0.0,optimal
4,linear-4pc-0pc,linear,0.04,-10%,3,10672.013797615586,10672.013793434106,38119741.09106846,38119741.09106846,0.0,optimal
4,linear-4pc-0pc,linear,0.04,-10%,4,9604.812417854027,9604.81241571165,40816613.79756218,40816613.79756218,0.0,optimal
4,linear-4pc-0pc,linear,0.04,-10%,5,14570.0,14570.0,44672265.761643186,44672265.761643186,0.0,optimal
4,linear-4pc-0pc,linear,0.04,-10%,6,14557.162939053043,14557.162940063157,42517154.768352725,42517154.768352725,0.0,optimal
4,linear-4pc-0pc,linear,0.04,-10%,7,13101.446645147738,13101.446649040001,40915147.800906256,40915147.800906256,0.0,optimal
4,linear-4pc-0pc,linear,0.04,-10%,8,12206.176675790968,12263.240673227625,40364300.02129281,40364300.02129281,0.0,optimal
4,linear-4pc-0pc,linear,0.04,-10%,9,10985.559008211872,11036.91660798,37258284.54855273,37258284.54855274,-7.450580596923828e-09,optimal
4,linear-4pc-0pc,linear,0.04,-10%,10,9887.003107390681,9933.224944115467,36051166.992559925,36051166.992559925,0.0,optimal
4,linear-4pc-0pc,linear,0.04,-10%,11,8898.302796651615,8939.90244706329,36397707.608067155,36397707.608067155,0.0,optimal
4,linear-4pc-0pc,linear,0.04,-10%,12,8008.472516986453,8045.91220738,38116553.72619288,38116553.726192884,-7.450580596923828e-09,optimal
4,linear-4pc-0pc,linear,0.04,-10%,13,9282.717336343705,11835.800233673684,41259779.89903185,40608747.80359112,651032.0954407305,suboptimal
4,linear-4pc-0pc,linear,0.04,-10%,14,8354.445602709337,10652.220212960003,41097222.24690203,39980616.57389354,1116605.673008494,suboptimal
4,linear-4pc-0pc,linear,0.04,-10%,15,36709.45646218513,14161.449938525668,43635000.40707364,,,infeasible
4,linear-4pc-0pc,linear,0.04,-20%,1,15348.897357723574,15348.897357723574,37318526.33875329,37318526.33875329,0.0,optimal
4,linear-4pc-0pc,linear,0.04,-20%,2,12279.11788617886,12279.117884837962,36003095.93191445,36003095.93191445,0.0,optimal
4,linear-4pc-0pc,linear,0.04,-20%,3,9823.294308943092,9823.29430702275,37027966.270779155,37027966.27077915,7.450580596923828e-09,optimal
4,linear-4pc-0pc,linear,0.04,-20%,4,7858.635447154469,7858.6354456182,40025151.46858993,40025151.46858993,0.0,optimal
4,linear-4pc-0pc,linear,0.04,-20%,5,14570.0,14570.0,45490658.8324124,45490658.8324124,0.0,optimal
4,linear-4pc-0pc,linear,0.04,-20%,6,15781.674340676196,15781.674341911112,43788854.18350722,43788854.18350722,0.0,optimal
4,linear-4pc-0pc,linear,0.04,-20%,7,12625.339472540956,12625.33947658,41242453.451366626,41242453.451366626,0.0,optimal
4,linear-4pc-0pc,linear,0.04,-20%,8,14000.29670130137,14013.30849585477,41708440.5052182,41708440.5052182,0.0,optimal
4,linear-4pc-0pc,linear,0.04,-20%,9,11200.237361041096,11210.646796300443,36718721.2996118,36718721.2996118,0.0,optimal
4,linear-4pc-0pc,linear,0.04,-20%,10,8960.189888832874,8968.5174392181,35195935.766251,35195935.766251,0.0,optimal
4,linear-4pc-0pc,linear,0.04,-20%,11,7168.1519110663,7174.813950940001,36161299.157454245,36161299.157454245,0.0,optimal
4,linear-4pc-0pc,linear,0.04,-20%,12,5734.521528853041,7660.0,39779008.18490153,39218207.53433069,560800.6505708396,suboptimal
4,linear-4pc-0pc,linear,0.04,-20%,13,10478.707967042332,13983.886793755555,44168850.67057954,43269040.07657043,899810.5940091088,suboptimal
4,linear-4pc-0pc,linear,0.04,-20%,14,8382.966373633864,11187.109430819999,42845355.031954415,41559527.93119164,1285827.100762777,suboptimal
4,linear-4pc-0pc,linear,0.04,-20%,15,40747.336312589476,17121.378797032812,45853001.640467554,,,infeasible
4,linear-4pc-0pc,linear,0.04,+/-10%,1,12582.600666481532,12582.600666481532,34571160.91313687,34571160.913136885,-1.4901161193847656e-08,optimal
4,linear-4pc-0pc,linear,0.04,+/-10%,2,11324.340599833335,11324.340598514635,35215885.37265624,35215885.37265624,0.0,optimal
4,linear-4pc-0pc,linear,0.04,+/-10%,3,10191.906539850013,10191.906538578593,37402099.71719005,37402099.71719005,0.0,optimal
4,linear-4pc-0pc,linear,0.04,+/-10%,4,11211.097193835121,11211.09719732505,40532973.72367723,40532973.72367724,-7.450580596923828e-09,optimal
4,linear-4pc-0pc,linear,0.04,+/-10%,5,12332.206913218553,14570.0,43883754.8299102,42806590.2473738,1077164.5825363994,suboptimal
4,linear-4pc-0pc,linear,0.04,+/-10%,6,13565.427604540411,13768.702175178947,41503325.67964224,41485432.018566914,17893.66107532382,suboptimal
4,linear-4pc-0pc,linear,0.04,+/-10%,7,12208.884844086368,12391.831960219999,40223330.77829078,40199292.33034297,24038.44794780761,suboptimal
4,linear-4pc-0pc,linear,0.04,+/-10%,8,10987.996359677732,12639.324520650636,39941726.59740776,39273946.03158303,667780.5658247247,suboptimal
4,linear-4pc-0pc,linear,0.04,+/-10%,9,9889.196723709943,11365.006888474,36256588.420003526,35845925.08085985,410663.33914367855,suboptimal
4,linear-4pc-0pc,linear,0.04,+/-10%,10,9948.185127652045,10228.506201199016,35172353.08877454,35132251.43563203,40101.653142511845,suboptimal
4,linear-4pc-0pc,linear,0.04,+/-10%,11,10943.003640417064,9205.655583103064,35002572.74526245,,,infeasible
4,linear-4pc-0pc,linear,0.04,+/-10%,12,12037.304004458983,8328.673724215,35932776.68486204,,,infeasible
4,linear-4pc-0pc,linear,0.04,+/-10%,13,13241.034404904794,9161.541097838093,37850753.71599044,,,infeasible
4,linear-4pc-0pc,linear,0.04,+/-10%,14,14565.137845395278,10077.695206380002,39506272.469455324,,,infeasible
4,linear-4pc-0pc,linear,0.04,+/-10%,15,16021.651629934828,14475.20702280025,43598387.769901454,,,infeasible
4,linear-4pc-0pc,linear,0.04,+/-20%,1,14124.047693266833,14124.047693266833,35763372.12456566,35763372.12456565,7.450580596923828e-09,optimal
4,linear-4pc-0pc,linear,0.04,+/-20%,2,11299.238154613467,11299.23815570634,35612048.419784,35612048.419784,0.0,optimal
4,linear-4pc-0pc,linear,0.04,+/-20%,3,9039.390523690776,9039.390525647477,37514647.29692233,37514647.29692233,0.0,optimal
