landbase,discount_rate,flow_window,anchoring,period,announced,realized,obj_free,obj_fixed,objective_gap,tail_status,solver_note
1,0.0,2,within-plan,1,9571.608521200546,9571.608521200546,183767276.75771317,183767276.75771317,0.0,optimal,
1,0.0,2,within-plan,2,9571.608521200546,9314.362245645438,184389852.5134933,184355882.9708115,33969.54268181324,suboptimal,
1,0.0,2,within-plan,3,9571.608521200546,9026.54487354878,185475967.80698475,184860485.67625126,615482.13073349,suboptimal,
1,0.0,2,within-plan,4,9571.60852120055,8115.692664067954,186552442.04309306,183235762.0388399,3316680.004253149,suboptimal,
1,0.0,2,within-plan,5,9571.608521200546,8126.90499877486,188765854.33909324,182556058.09984478,6209796.239248455,suboptimal,
1,0.0,2,within-plan,6,9571.608521200553,8147.978969003605,188936803.38021857,177037632.2222705,11899171.157948077,suboptimal,
1,0.0,2,within-plan,7,9571.608521200547,8242.55490535601,187311355.12870547,179894197.75504288,7417157.373662591,suboptimal,
1,0.0,2,within-plan,8,9571.60852120054,8783.351637254644,189562535.14178953,186117550.84781605,3444984.2939734757,suboptimal,
1,0.0,2,within-plan,9,9571.608521200551,8353.915370380251,192043803.25258666,187879513.3453898,4164289.9071968496,suboptimal,
1,0.0,2,within-plan,10,9571.608521200546,8606.35941461521,191678951.26332673,188443845.34171233,3235105.9216144085,suboptimal,
1,0.0,2,within-plan,11,9571.608521200547,8384.56390783082,192197449.37857577,188520425.49079373,3677023.8877820373,suboptimal,
1,0.0,2,within-plan,12,9571.608521200553,8324.625671478527,193046063.84859297,190540689.39745656,2505374.4511364102,suboptimal,
1,0.0,2,within-plan,13,9571.60852120055,8533.125667369091,192879823.24715757,189874283.98333946,3005539.263818115,suboptimal,
1,0.0,2,within-plan,14,9571.608521200551,8361.439520130743,190801673.22882935,187567616.9326213,3234056.296208054,suboptimal,
1,0.0,2,within-plan,15,22506.715444131158,8182.49011463193,192533282.66468552,,,infeasible,
1,0.0,2,realized-history,1,9571.608521200546,9571.608521200546,183767276.75771317,183767276.75771317,0.0,optimal,ok
1,0.0,2,realized-history,2,9571.608521200546,9571.608521200546,184265400.33744588,184265400.33744588,0.0,optimal,ok
1,0.0,2,realized-history,3,9571.608521200546,9571.608521200546,184024463.12768602,184024463.12768602,0.0,optimal,ok
1,0.0,2,realized-history,4,9571.60852120055,9571.608521200546,181772120.89973193,181772120.89973176,1.7881393432617188e-07,optimal,ok
1,0.0,2,realized-history,5,9571.608521200546,9571.608521200546,176452468.49932492,176452468.49932492,0.0,optimal,ok
1,0.0,2,realized-history,6,9571.608521200553,9571.608521200546,169774975.05332634,169774975.05332634,0.0,optimal,ok
1,0.0,2,realized-history,7,9571.608521200547,9571.608517579994,175078077.1642523,175078077.1642523,0.0,optimal,ok
1,0.0,2,realized-history,8,9571.60852120054,9571.608519390269,186458443.43212596,186458443.4321259,5.960464477539063e-08,optimal,ok
1,0.0,2,realized-history,9,9571.608521200551,9571.608518485127,186917220.56100252,186917220.56100252,0.0,optimal,ok
1,0.0,2,realized-history,10,9571.608521200546,9571.608745657033,182830183.61237273,182830183.61237273,0.0,optimal,ok
1,0.0,2,realized-history,11,9571.608521200547,8479.338318208811,193743635.51714227,,,infeasible,relaxed_floor
1,0.0,2,realized-history,12,9571.608521200553,9025.473531932925,193490985.44322696,192060853.69472963,1430131.748497337,suboptimal,ok
1,0.0,2,realized-history,13,9571.60852120055,8752.405925070867,192494054.25551137,191211700.20982152,1282354.045689851,suboptimal,ok
1,0.0,2,realized-history,14,9571.608521200551,8888.939728501897,189207683.80986857,187354671.8345404,1853011.9753281772,suboptimal,ok
1,0.0,2,realized-history,15,22506.715444131158,8820.672826786382,191015735.8585312,,,infeasible,ok
1,0.0,3,within-plan,1,9571.60852120055,9571.60852120055,183767276.7577132,183767276.75771323,-2.9802322387695312e-08,optimal,
1,0.0,3,within-plan,2,9571.60852120055,9314.362245645434,184389852.5134933,184355882.9708115,33969.54268181324,suboptimal,
1,0.0,3,within-plan,3,9571.608521200553,9026.544873548777,185475967.80698475,184860485.67625117,615482.1307335794,suboptimal,
1,0.0,3,within-plan,4,9571.608521200544,8115.692664067964,186552442.0430931,183235762.0388399,3316680.004253179,suboptimal,
1,0.0,3,within-plan,5,9571.608521200551,8126.904997418738,188765854.31178138,182556058.05183432,6209796.259947062,suboptimal,
1,0.0,3,within-plan,6,9571.608521200546,8147.978967515677,188936803.3492096,177037631.82060555,11899171.52860406,suboptimal,
1,0.0,3,within-plan,7,9571.608521200546,8242.554903786831,187311355.0989684,179894197.70963195,7417157.389336437,suboptimal,
1,0.0,3,within-plan,8,9571.608521200546,8783.351635708757,189562535.1173334,186117550.81202716,3444984.305306256,suboptimal,
1,0.0,3,within-plan,9,9571.608521200544,8353.915368063595,192043803.22705975,187879513.3011968,4164289.925862938,suboptimal,
1,0.0,3,within-plan,10,9571.608521200544,8606.359412473515,191678951.24033538,188443845.30746964,3235105.932865739,suboptimal,
1,0.0,3,within-plan,11,9571.608521200544,8384.563906696998,192197449.3488365,188520425.4437759,3677023.905060619,suboptimal,
1,0.0,3,within-plan,12,9571.60852120055,8324.625677669557,193046063.82497466,190540689.36091274,2505374.464061916,suboptimal,
1,0.0,3,within-plan,13,9571.608521200538,8533.12566803013,192879823.21156088,189874283.92994556,3005539.281615317,suboptimal,
1,0.0,3,within-plan,14,9571.608521200544,8361.439520349573,190801673.20062098,187567616.89294213,3234056.3076788485,suboptimal,
1,0.0,3,within-plan,15,22506.71544413115,8182.490114986769,192533282.62869278,,,infeasible,
1,0.0,3,realized-history,1,9571.60852120055,9571.60852120055,183767276.7577132,183767276.75771323,-2.9802322387695312e-08,optimal,ok
1,0.0,3,realized-history,2,9571.60852120055,9571.60852120055,184265400.33744588,184265400.33744588,0.0,optimal,ok
1,0.0,3,realized-history,3,9571.608521200553,9571.608521200547,184024463.12768602,184024463.12768602,0.0,optimal,ok
1,0.0,3,realized-history,4,9571.608521200544,9571.60852120055,181772120.8997319,181772120.8997319,0.0,optimal,ok
1,0.0,3,realized-history,5,9571.608521200551,9571.60852120055,176452468.4993249,176452468.4993249,0.0,optimal,ok
1,0.0,3,realized-history,6,9571.608521200546,9571.608521200547,169774975.0533259,169774975.0533259,0.0,optimal,ok
1,0.0,3,realized-history,7,9571.608521200546,9571.608517580002,175078077.16425237,175078077.16425237,0.0,optimal,ok
1,0.0,3,realized-history,8,9571.608521200546,9571.608519993697,186458443.41852668,186458443.41852668,0.0,optimal,ok
1,0.0,3,realized-history,9,9571.608521200544,9571.608519645977,186917220.2117339,186917220.2117339,0.0,optimal,ok
1,0.0,3,realized-history,10,9571.608521200544,9571.608599446476,182830183.47319165,182830183.47319165,0.0,optimal,ok
1,0.0,3,realized-history,11,9571.608521200544,8479.33835591455,193743635.56007925,,,infeasible,relaxed_floor
1,0.0,3,realized-history,12,9571.60852120055,9207.518491669,193483676.3708774,193155295.68142354,328380.68945384026,suboptimal,ok
1,0.0,3,realized-history,13,9571.608521200538,9086.155149010008,190282008.8741091,188978702.36470756,1303306.50940153,suboptimal,ok
1,0.0,3,realized-history,14,9571.608521200544,8924.337332197852,189103314.45826805,187980086.31390756,1123228.1443604827,suboptimal,ok
1,0.0,3,realized-history,15,22506.71544413115,9072.670324292283,190657613.78440875,,,infeasible,ok
1,0.02,2,within-plan,1,10197.504495872003,10197.504495872003,47471526.290849,47471526.290849,0.0,optimal,
1,0.02,2,within-plan,2,10197.504495872001,10194.429996982148,49329573.77296904,49329573.77296907,-2.9802322387695312e-08,optimal,
1,0.02,2,within-plan,3,10197.504495872003,9915.943258910183,50415169.91339157,50277443.98169582,137725.9316957444,suboptimal,
1,0.02,2,within-plan,4,10197.504495872003,9830.526583419825,51517791.43398581,50765064.11047856,752727.3235072494,suboptimal,
1,0.02,2,within-plan,5,10197.504495872003,9816.822992275933,52418917.56269062,51216702.66673385,1202214.8959567696,suboptimal,
1,0.02,2,within-plan,6,10197.50449587201,9479.219698577088,52311185.27905514,50692063.40044208,1619121.8786130622,suboptimal,
1,0.02,2,within-plan,7,10197.504495871974,9387.99819810319,52321688.07256173,,,infeasible,
1,0.02,2,within-plan,8,10197.50449587199,9384.647244172653,53268283.14529756,,,infeasible,
1,0.02,2,within-plan,9,10197.50449587198,9380.912607525623,52664501.54230501,,,infeasible,
1,0.02,2,within-plan,10,10197.50449587198,9380.912607972157,51435464.05027611,,,infeasible,
1,0.02,2,within-plan,11,10197.504495871985,9380.9126091275,51366870.031608544,,,infeasible,
1,0.02,2,within-plan,12,10197.504495871995,9380.912606235,51232831.07555917,,,infeasible,
1,0.02,2,within-plan,13,10197.50449587199,9341.585518295573,51128053.57749504,,,infeasible,
1,0.02,2,within-plan,14,10197.50449587198,9154.241257981123,51249800.277134456,,,infeasible,
1,0.02,2,within-plan,15,11531.014010588104,9154.241258067737,51828661.339049086,,,infeasible,
1,0.02,2,realized-history,1,10197.504495872003,10197.504495872003,47471526.290849,47471526.290849,0.0,optimal,ok
1,0.02,2,realized-history,2,10197.504495872001,10197.504495872005,49325976.86990692,49325976.86990692,0.0,optimal,ok
1,0.02,2,realized-history,3,10197.504495872003,10197.504495872005,48240646.04452293,48240646.04452293,0.0,optimal,ok
1,0.02,2,realized-history,4,10197.504495872003,10197.504495872006,51262345.748814076,51262345.748814076,0.0,optimal,ok
1,0.02,2,realized-history,5,10197.504495872003,10197.504495872006,51721051.76220583,51721051.76220583,0.0,optimal,ok
1,0.02,2,realized-history,6,10197.50449587201,10197.504495872005,50732730.69859217,50732730.69859217,0.0,optimal,ok
1,0.02,2,realized-history,7,10197.504495871974,10197.504495872006,49730166.76963819,49730166.76963819,0.0,optimal,ok
1,0.02,2,realized-history,8,10197.50449587199,9463.741619444292,53278685.0085682,,,infeasible,relaxed_floor
1,0.02,2,realized-history,9,10197.50449587198,9830.62305765815,52233295.29573301,51983361.34579307,249933.94993994385,suboptimal,ok
1,0.02,2,realized-history,10,10197.50449587198,9647.182338551222,50717200.091467895,50288526.82899282,428673.26247507334,suboptimal,ok
1,0.02,2,realized-history,11,10197.504495871985,9738.902698104685,51014322.9265481,50885511.9939089,128810.93263920397,suboptimal,ok
1,0.02,2,realized-history,12,10197.504495871995,9693.042518327955,50511074.01334116,50163479.3745503,347594.6387908608,suboptimal,ok
1,0.02,2,realized-history,13,10197.50449587199,9715.97260821632,49977119.44980331,49540331.33614427,436788.11365903914,suboptimal,ok
1,0.02,2,realized-history,14,10197.50449587198,9704.507563272138,49263415.10155321,48737279.93068723,526135.1708659828,suboptimal,ok
1,0.02,2,realized-history,15,11531.014010588104,9710.24008574423,52792199.38668212,,,infeasible,ok
1,0.02,3,within-plan,1,10197.50449587198,10197.50449587198,47471526.29084897,47471526.290848985,-1.4901161193847656e-08,optimal,
1,0.02,3,within-plan,2,10197.504495871983,10194.42999698217,49329839.9058892,49329839.9058892,0.0,optimal,
1,0.02,3,within-plan,3,10197.504495871985,9915.943258910182,50415169.91339157,50277443.98169593,137725.9316956401,suboptimal,
1,0.02,3,within-plan,4,10197.504495871988,9830.526583419858,51517791.43398587,50765064.11047867,752727.3235071972,suboptimal,
1,0.02,3,within-plan,5,10197.504495871977,9816.822992275936,52418917.56269063,51216702.666734256,1202214.8959563747,suboptimal,
1,0.02,3,within-plan,6,10197.504495871986,9479.21969857709,52311596.27975609,50692063.400442414,1619532.8793136775,suboptimal,
1,0.02,3,within-plan,7,10197.504495872,9387.998198103192,52321688.07256174,,,infeasible,
1,0.02,3,within-plan,8,10197.504495871992,9386.8899341133,53268292.62481034,,,infeasible,
1,0.02,3,within-plan,9,10197.504495871992,9376.984774329294,52702763.18972952,,,infeasible,
1,0.02,3,within-plan,10,10197.504495871997,9376.98477356781,51441920.86715024,,,infeasible,
1,0.02,3,within-plan,11,10197.504495871992,9376.98477416625,51377830.176870294,,,infeasible,
1,0.02,3,within-plan,12,10197.504495871994,9376.984769112501,51252541.96180026,,,infeasible,
1,0.02,3,within-plan,13,10197.504495872,9314.553622603526,51135653.88826497,,,infeasible,
1,0.02,3,within-plan,14,10197.504495872,9161.918224559322,51278424.345402695,,,infeasible,
1,0.02,3,within-plan,15,11531.014010588126,9161.918224553376,51848822.2838778,,,infeasible,
1,0.02,3,realized-history,1,10197.50449587198,10197.50449587198,47471526.29084897,47471526.290848985,-1.4901161193847656e-08,optimal,ok
1,0.02,3,realized-history,2,10197.504495871983,10197.504495871983,49326047.435003765,49326047.435003765,0.0,optimal,ok
1,0.02,3,realized-history,3,10197.504495871985,10197.50449587198,48240646.04435837,48240646.04435837,0.0,optimal,ok
1,0.02,3,realized-history,4,10197.504495871988,10197.50449587198,51262345.74881586,51262345.74881586,0.0,optimal,ok
1,0.02,3,realized-history,5,10197.504495871977,10197.50449587198,51721051.76220623,51721051.76220623,0.0,optimal,ok
1,0.02,3,realized-history,6,10197.504495871986,10197.50449587198,50732730.698592566,50732730.698592566,0.0,optimal,ok
1,0.02,3,realized-history,7,10197.504495872,10197.50449587198,49730166.7446353,49730166.7446353,0.0,optimal,ok
1,0.02,3,realized-history,8,10197.504495871992,9463.741633152295,53278685.03359823,,,infeasible,relaxed_floor
1,0.02,3,realized-history,9,10197.504495871992,9952.916874965418,52257138.20375297,52143449.94722934,113688.25652363151,suboptimal,ok
1,0.02,3,realized-history,10,10197.504495871997,9871.387667996565,50163807.92151069,49967447.883382946,196360.0381277427,suboptimal,ok
1,0.02,3,realized-history,11,10197.504495871992,9762.682058704759,51106907.943588756,51027717.981588356,79189.96200039983,suboptimal,ok
1,0.02,3,realized-history,12,10197.504495871994,9862.328867222248,50233295.9264282,50096832.59564535,136463.33078284562,suboptimal,ok
1,0.02,3,realized-history,13,10197.504495872,9832.13286464119,49547915.74095583,49308099.131572776,239816.60938305408,suboptimal,ok
1,0.02,3,realized-history,14,10197.504495872,9819.047930189397,48661397.72274176,48344895.49055575,316502.23218601197,suboptimal,ok
1,0.02,3,realized-history,15,11531.014010588126,9837.836554017611,52676214.04335996,50652406.724885836,2023807.3184741214,suboptimal,ok
1,0.04,2,within-plan,1,10244.951106615339,10244.951106615339,21582914.538486134,21582914.538486123,1.1175870895385742e-08,optimal,
1,0.04,2,within-plan,2,10244.951106615343,10197.408427057562,22843275.968639016,22843275.96863902,-3.725290298461914e-09,optimal,
1,0.04,2,within-plan,3,10244.951106615337,10016.200890856513,23632747.05094129,23600509.745190304,32237.3057509847,suboptimal,
1,0.04,2,within-plan,4,10244.951106615335,9840.534051852233,24601807.84793009,24211136.588479407,390671.2594506815,suboptimal,
1,0.04,2,within-plan,5,10244.951106615335,9839.428304523706,25509247.45596374,,,infeasible,
1,0.04,2,within-plan,6,10244.951106615335,9648.501206218009,25246830.780596655,,,infeasible,
1,0.04,2,within-plan,7,10244.951106615306,9584.22844972957,25191304.58322923,,,infeasible,
1,0.04,2,within-plan,8,10244.951106615332,9495.948048328657,25448036.40377236,,,infeasible,
1,0.04,2,within-plan,9,10244.95110661532,9407.998762536288,24483702.43694991,,,infeasible,
1,0.04,2,within-plan,10,10244.951106615325,8806.617233785928,23369806.886211395,,,infeasible,
1,0.04,2,within-plan,11,10244.951106615323,8806.617232009998,23639929.7677596,,,infeasible,
1,0.04,2,within-plan,12,10244.951106615323,8806.617231340002,23960287.730925594,,,infeasible,
1,0.04,2,within-plan,13,10244.951106615319,8945.70401434,24619559.489962656,,,infeasible,
1,0.04,2,within-plan,14,10244.95110661532,8945.70401434,25169774.19620602,,,infeasible,
1,0.04,2,within-plan,15,10244.951106615319,9657.038570856042,25904791.129266072,,,infeasible,
1,0.04,2,realized-history,1,10244.951106615339,10244.951106615339,21582914.538486134,21582914.538486123,1.1175870895385742e-08,optimal,ok
1,0.04,2,realized-history,2,10244.951106615343,10244.951106615339,22661246.69385536,22661246.69385536,0.0,optimal,ok
1,0.04,2,realized-history,3,10244.951106615337,10010.514071603237,23576855.990267787,,,infeasible,relaxed_floor
1,0.04,2,realized-history,4,10244.951106615335,10127.732589109286,24152086.483478274,24052419.04004536,99667.44343291596,suboptimal,ok
1,0.04,2,realized-history,5,10244.951106615335,10069.123330356262,24835987.85396209,24696645.424181815,139342.42978027463,suboptimal,ok
1,0.04,2,realized-history,6,10244.951106615335,9515.127923941658,25073060.345964823,,,infeasible,relaxed_floor
1,0.04,2,realized-history,7,10244.951106615306,9792.12562714896,24642550.04107315,,,infeasible,ok
1,0.04,2,realized-history,8,10244.951106615332,9849.239080070125,25844655.68673742,24773338.632378943,1071317.054358475,suboptimal,ok
1,0.04,2,realized-history,9,10244.95110661532,9820.682353609543,24559987.955609377,,,infeasible,ok
1,0.04,2,realized-history,10,10244.951106615325,9834.960716839832,22802281.803724274,,,infeasible,ok
1,0.04,2,realized-history,11,10244.951106615323,9906.231675174331,24943777.058595963,,,infeasible,ok
1,0.04,2,realized-history,12,10244.951106615323,9870.596196007082,24664291.33116502,,,infeasible,ok
1,0.04,2,realized-history,13,10244.951106615319,9888.413935590706,23955133.121112093,,,infeasible,ok
1,0.04,2,realized-history,14,10244.95110661532,9879.505065798894,25385862.02188622,,,infeasible,ok
1,0.04,2,realized-history,15,10244.951106615319,9883.9595006948,25064782.368827417,,,infeasible,ok
1,0.04,3,within-plan,1,10244.951106615332,10244.951106615332,21582914.538486123,21582914.538486138,-1.4901161193847656e-08,optimal,
1,0.04,3,within-plan,2,10244.951106615332,10197.408427057577,22843275.96863903,22843275.96863903,0.0,optimal,
1,0.04,3,within-plan,3,10244.95110661533,10016.200890856542,23632747.05094131,23600509.745190315,32237.305750995874,suboptimal,
1,0.04,3,within-plan,4,10244.951106615332,9840.534051852248,24601807.84793012,24211136.588479392,390671.2594507262,suboptimal,
1,0.04,3,within-plan,5,10244.95110661531,9839.428304523713,25509247.455963746,,,infeasible,
1,0.04,3,within-plan,6,10244.951106615326,9648.501206218014,25246830.780596662,,,infeasible,
1,0.04,3,within-plan,7,10244.951106615334,9584.228449729575,25191304.583229236,,,infeasible,
1,0.04,3,within-plan,8,10244.951106615323,9495.948048328652,25448036.403772354,,,infeasible,
1,0.04,3,within-plan,9,10244.951106615328,9407.998762536288,24484100.1566975,,,infeasible,
1,0.04,3,within-plan,10,10244.95110661532,8806.617233785926,23392338.212528512,,,infeasible,
1,0.04,3,within-plan,11,10244.951106615317,8806.617232010001,23672132.09756614,,,infeasible,
1,0.04,3,within-plan,12,10244.95110661533,8806.617225480002,23993701.191212133,,,infeasible,
1,0.04,3,within-plan,13,10244.951106615332,8945.70401434,24678387.938039046,,,infeasible,
1,0.04,3,within-plan,14,10244.951106615332,8945.70401434,25227812.0015715,,,infeasible,
1,0.04,3,within-plan,15,10244.951106615328,9662.73908100849,25899690.545315363,,,infeasible,
1,0.04,3,realized-history,1,10244.951106615332,10244.951106615332,21582914.538486123,21582914.538486138,-1.4901161193847656e-08,optimal,ok
1,0.04,3,realized-history,2,10244.951106615332,10244.951106615332,22661246.693855364,22661246.693855364,0.0,optimal,ok
1,0.04,3,realized-history,3,10244.95110661533,10010.514071603253,23576855.990267787,,,infeasible,relaxed_floor
1,0.04,3,realized-history,4,10244.951106615332,10166.805428277972,24161085.865726616,24161085.865726616,0.0,optimal,ok
1,0.04,3,realized-history,5,10244.95110661531,9717.144434340822,25122851.044869035,,,infeasible,relaxed_floor
1,0.04,3,realized-history,6,10244.951106615326,9964.821311407348,24647519.93165932,24272651.501764216,374868.429895103,suboptimal,ok
1,0.04,3,realized-history,7,10244.951106615334,9625.325284092101,25319009.109156936,,,infeasible,relaxed_floor
1,0.04,3,realized-history,8,10244.951106615323,9769.097009946756,25639742.3351859,,,infeasible,ok
1,0.04,3,realized-history,9,10244.951106615328,9786.414535148735,24367476.224338133,,,infeasible,ok
1,0.04,3,realized-history,10,10244.95110661532,9726.945609729197,23025173.620869044,,,infeasible,ok
1,0.04,3,realized-history,11,10244.951106615317,9760.819051608229,25167842.691615697,,,infeasible,ok
1,0.04,3,realized-history,12,10244.95110661533,9758.059732162053,25103178.81628669,,,infeasible,ok
1,0.04,3,realized-history,13,10244.951106615332,9757.063268062753,25024487.524359822,,,infeasible,ok
1,0.04,3,realized-history,14,10244.951106615332,9758.647350611012,24797816.271122403,,,infeasible,ok
1,0.04,3,realized-history,15,10244.951106615328,9757.923450278606,24597507.851933368,,,infeasible,ok
1,0.06,2,within-plan,1,10166.706717509498,10166.706717509498,12726864.726675829,12726864.72667583,-1.862645149230957e-09,optimal,
1,0.06,2,within-plan,2,10166.706717509498,10145.833031715356,13036559.167807488,13036559.167807506,-1.862645149230957e-08,optimal,
1,0.06,2,within-plan,3,10166.706717509498,10033.535241402438,13855900.850413542,13855505.856699256,394.99371428601444,suboptimal,
1,0.06,2,within-plan,4,10166.706717509498,9931.94367530849,14532127.34369481,14456270.281858036,75857.06183677353,suboptimal,
1,0.06,2,within-plan,5,10166.7067175095,9931.943675470162,14862910.07241803,14650876.373458333,212033.69895969704,suboptimal,
1,0.06,2,within-plan,6,10166.706717509502,8617.664525789753,14668836.994621156,13681108.82508912,987728.1695320364,suboptimal,
1,0.06,2,within-plan,7,10166.706717509502,8617.6645212481,15304245.91414851,14465704.314627314,838541.5995211955,suboptimal,
1,0.06,2,within-plan,8,10166.7067175095,9684.023516305882,16591209.863219898,,,infeasible,
1,0.06,2,within-plan,9,10166.7067175095,9673.36003260895,15194966.564358309,,,infeasible,
1,0.06,2,within-plan,10,10166.7067175095,9636.366909302884,14875048.582909385,,,infeasible,
1,0.06,2,within-plan,11,10166.706717509502,9579.859541322488,14597429.059658984,,,infeasible,
1,0.06,2,within-plan,12,10166.7067175095,9419.158347037877,14133047.681266243,,,infeasible,
1,0.06,2,within-plan,13,10166.706717509502,8177.786795863629,13886258.976149106,,,infeasible,
1,0.06,2,within-plan,14,10166.70671750949,8177.786792395001,14849713.873961769,,,infeasible,
1,0.06,2,within-plan,15,10166.706717509493,9492.905259797266,15976987.839307638,,,infeasible,
1,0.06,2,realized-history,1,10166.706717509498,10166.706717509498,12726864.726675829,12726864.72667583,-1.862645149230957e-09,optimal,ok
1,0.06,2,realized-history,2,10166.706717509498,10166.706717509498,13013751.658464909,13013751.658464909,0.0,optimal,ok
1,0.06,2,realized-history,3,10166.706717509498,10166.706717509498,13746749.548766585,13746749.548766585,0.0,optimal,ok
1,0.06,2,realized-history,4,10166.706717509498,10166.706717509496,14380899.80250396,14380899.80250396,0.0,optimal,ok
1,0.06,2,realized-history,5,10166.7067175095,10166.706717509496,14302031.818965243,14302031.818965243,0.0,optimal,ok
1,0.06,2,realized-history,6,10166.706717509502,10166.706717509496,13486149.476345437,13486149.476345437,0.0,optimal,ok
1,0.06,2,realized-history,7,10166.706717509502,10166.706717509496,14144310.939479768,14144310.939479768,0.0,optimal,ok
1,0.06,2,realized-history,8,10166.7067175095,10166.706719720001,16530129.520925878,16530129.520925878,0.0,optimal,ok
1,0.06,2,realized-history,9,10166.7067175095,10166.7067228091,15758349.368132116,15758349.368132113,3.725290298461914e-09,optimal,ok
1,0.06,2,realized-history,10,10166.7067175095,9835.30476688,15531833.631143283,,,infeasible,relaxed_floor
1,0.06,2,realized-history,11,10166.706717509502,10001.005744844551,15108629.674461495,14908305.86843877,200323.806022726,suboptimal,ok
1,0.06,2,realized-history,12,10166.7067175095,9918.155255862275,14679745.359904056,14599495.32417915,80250.03572490625,suboptimal,ok
1,0.06,2,realized-history,13,10166.706717509502,9959.580500353413,14740907.008608522,14687633.535232594,53273.47337592766,suboptimal,ok
1,0.06,2,realized-history,14,10166.70671750949,9938.867878107845,15457746.62412719,15398383.617254743,59363.00687244721,suboptimal,ok
1,0.06,2,realized-history,15,10166.706717509493,9949.22418923063,15258931.183073191,15247853.89590833,11077.287164861336,suboptimal,ok
1,0.06,3,within-plan,1,10166.706717509498,10166.706717509498,12726864.72667583,12726864.726675829,1.862645149230957e-09,optimal,
1,0.06,3,within-plan,2,10166.7067175095,10145.83303171538,13036559.167807506,13036559.1678075,5.587935447692871e-09,optimal,
1,0.06,3,within-plan,3,10166.706717509502,10033.53524140244,13855900.850413544,13855505.856699256,394.9937142878771,suboptimal,
1,0.06,3,within-plan,4,10166.7067175095,9931.943675308506,14532127.343694821,14456270.281858036,75857.0618367847,suboptimal,
1,0.06,3,within-plan,5,10166.7067175095,9931.943675369957,14862910.072415816,14650876.373458328,212033.69895748794,suboptimal,
1,0.06,3,within-plan,6,10166.7067175095,8617.664530922779,14735172.095693672,13681108.843412446,1054063.2522812262,suboptimal,
1,0.06,3,within-plan,7,10166.7067175095,8617.66453151415,15388643.528103342,14465704.331767838,922939.1963355038,suboptimal,
1,0.06,3,within-plan,8,10166.7067175095,9684.023517393221,16591209.864941735,,,infeasible,
1,0.06,3,within-plan,9,10166.7067175095,9673.360033782013,15194966.56617275,,,infeasible,
1,0.06,3,within-plan,10,10166.706717509498,9636.366910171731,14875096.039533004,,,infeasible,
1,0.06,3,within-plan,11,10166.7067175095,9579.859541378173,14597562.037384866,,,infeasible,
1,0.06,3,within-plan,12,10166.7067175095,9419.158342030627,14133206.77306036,,,infeasible,
1,0.06,3,within-plan,13,10166.706717509494,8177.786794805877,13965004.72422832,,,infeasible,
1,0.06,3,within-plan,14,10166.706717509489,8177.786792395,14922145.599818442,,,infeasible,
1,0.06,3,within-plan,15,10166.70671750951,9492.905266218375,15977759.142500166,,,infeasible,
1,0.06,3,realized-history,1,10166.706717509498,10166.706717509498,12726864.72667583,12726864.726675829,1.862645149230957e-09,optimal,ok
1,0.06,3,realized-history,2,10166.7067175095,10166.7067175095,13013751.658464918,13013751.658464918,0.0,optimal,ok
1,0.06,3,realized-history,3,10166.706717509502,10166.7067175095,13746749.54876659,13746749.54876659,0.0,optimal,ok
1,0.06,3,realized-history,4,10166.7067175095,10166.7067175095,14380899.802503953,14380899.802503953,0.0,optimal,ok
1,0.06,3,realized-history,5,10166.7067175095,10166.7067175095,14302031.818965245,14302031.818965245,0.0,optimal,ok
1,0.06,3,realized-history,6,10166.7067175095,10166.7067175095,13486149.476345439,13486149.476345439,0.0,optimal,ok
1,0.06,3,realized-history,7,10166.7067175095,10166.7067175095,14144353.734943625,14144353.734943625,0.0,optimal,ok
1,0.06,3,realized-history,8,10166.7067175095,10166.706719720001,16530206.161081968,16530206.161081968,0.0,optimal,ok
1,0.06,3,realized-history,9,10166.7067175095,10166.706722628522,15758545.399289329,15758545.399289329,0.0,optimal,ok
1,0.06,3,realized-history,10,10166.706717509498,9835.30476688,15532530.05826267,,,infeasible,relaxed_floor
1,0.06,3,realized-history,11,10166.7067175095,10056.239403076175,15124715.705131972,15124265.092426423,450.6127055492252,suboptimal,ok
1,0.06,3,realized-history,12,10166.7067175095,10019.4169641949,14521277.657499501,14498587.720561033,22689.936938468367,suboptimal,ok
1,0.06,3,realized-history,13,10166.706717509494,9970.320378050357,14750679.745845992,14706008.361365885,44671.384480107576,suboptimal,ok
1,0.06,3,realized-history,14,10166.706717509489,10015.32558177381,15423823.425692435,15401959.58858165,21863.837110785767,suboptimal,ok
1,0.06,3,realized-history,15,10166.70671750951,10001.68764133969,15255918.933487,15254072.724542804,1846.2089441958815,suboptimal,ok
2,0.0,2,within-plan,1,11732.335530450615,11732.335530450615,229463219.46849602,229463219.46849605,-2.9802322387695312e-08,optimal,
2,0.0,2,within-plan,2,11732.335530450611,11681.648661830943,230240919.5816987,230240919.5816987,0.0,optimal,
2,0.0,2,within-plan,3,11732.335530450615,11248.507299129435,231846185.81003675,229974597.2990222,1871588.511014551,suboptimal,
2,0.0,2,within-plan,4,11732.335530450615,10182.741216019247,233246629.21879938,,,infeasible,
2,0.0,2,within-plan,5,11732.33553045062,10161.220048736166,235985428.37602973,,,infeasible,
2,0.0,2,within-plan,6,11732.335530450619,10187.212161055286,236247001.27361816,,,infeasible,
