landbase,discount_rate,period,announced,realized,obj_free,obj_fixed,objective_gap,tail_status
1,0.04,8,9396.771439453125,9396.771440886874,26273457.106421344,26304345.121252578,-30888.01483123377,optimal
1,0.04,9,9396.771439453127,9396.77144034,24832101.93856926,24832101.939187434,-0.00061817467212677,optimal
1,0.04,10,9396.771439453125,9396.771439453125,24587981.622312132,24650173.667386226,-62192.04507409409,optimal
1,0.04,11,9396.771439453125,9396.771439453125,24381110.919466414,24433813.98977851,-52703.07031209767,optimal
1,0.04,12,9396.771439453125,9396.771439453125,24476707.157523386,24515577.98427628,-38870.82675289363,optimal
1,0.04,13,9396.771439453127,9396.771439453125,24307668.00118229,24327416.36599408,-19748.364811789244,optimal
1,0.04,14,9396.771439453125,9262.539470015,24503019.444849044,24485539.611843385,17479.833005659282,suboptimal
1,0.04,15,9396.771439453125,9396.77144,24964060.57670362,24989982.754692618,-25922.177988998592,optimal
1,0.06,1,9396.771439453125,9396.771439453125,12046249.787641758,12089539.992084239,-43290.20444248058,optimal
1,0.06,2,9396.771439453127,9396.771439453127,12386502.759123463,12432086.505019482,-45583.74589601904,optimal
1,0.06,3,9396.771439453125,9396.771439453127,13247243.662841694,13294614.968435988,-47371.3055942934,optimal
1,0.06,4,9396.771439453125,9396.771439453125,14159870.664057672,14206881.078581072,-47010.414523400366,optimal
1,0.06,5,9396.771439453125,9396.771439453125,14798501.811887043,14842747.036934061,-44245.22504701838,optimal
1,0.06,6,9396.771439453127,9396.771439453125,14993668.501225978,15022051.20880041,-28382.707574432716,optimal
1,0.06,7,9077.153363281248,9077.153368355199,15343140.12099221,15343140.12099221,0.0,optimal
1,0.06,8,9396.771439453125,9396.771439453125,16360903.037547937,16395654.262447909,-34751.22489997186,optimal
1,0.06,9,9396.771439453125,9396.771438840002,15209107.89254873,15209107.892548751,-2.0489096641540527e-08,optimal
1,0.06,10,9396.771439453125,9396.771439453125,15013805.283564549,15077392.68842773,-63587.40486318059,optimal
1,0.06,11,9396.771439453125,9396.771439453125,14844102.102599122,14904787.56205573,-60685.4594566077,optimal
1,0.06,12,9396.771439453125,9396.771439453125,14831527.248045364,14887016.24528278,-55488.997237415984,optimal
1,0.06,13,9396.771439453123,9396.771439453125,14746334.575164525,14794855.050097918,-48520.4749333933,optimal
1,0.06,14,9396.771439453125,9396.771439453125,14900268.858002435,14939034.331591789,-38765.47358935326,optimal
1,0.06,15,9396.771439453125,9396.77144,15176288.805080343,15204774.91967315,-28486.114592807367,optimal
2,0.0,1,11745.964299316407,11745.964299316407,215373041.889348,215468322.45061928,-95280.56127128005,optimal
2,0.0,2,11745.96429931642,11745.964299316409,218626270.28728092,218732360.37898692,-106090.09170600772,optimal
2,0.0,3,11745.964299316407,11745.964299316409,222456529.162279,222573511.41238287,-116982.2501038611,optimal
2,0.0,4,11745.964299316405,11745.964299316407,225089103.60358435,225213922.0954074,-124818.4918230474,optimal
2,0.0,5,11745.964299316407,11745.964299316409,226106223.00715178,226161800.70177573,-55577.69462394714,optimal
2,0.0,6,11745.96429931641,11745.964299316409,226007365.41550565,226038964.38841668,-31598.972911030054,optimal
2,0.0,7,11745.964299316413,11745.96429931641,225641827.23269945,225651328.95748267,-9501.724783211946,optimal
2,0.0,8,11745.964299316409,11745.964299316405,226719710.3211635,226744261.54088545,-24551.21972194314,optimal
2,0.0,9,11745.964299316405,11745.964299316409,226796494.70489797,226827686.73201433,-31192.02711635828,optimal
2,0.0,10,11745.964299316409,11236.674529075775,226265167.2961854,226215250.91360238,49916.38258302212,suboptimal
2,0.0,11,11745.964299316409,11512.525682394351,225988733.0609463,225984363.9175638,4369.143382489681,suboptimal
2,0.0,12,11745.964299316409,11745.964299316409,226456724.94685653,226466313.52261734,-9588.575760811567,optimal
2,0.0,13,11745.964299316413,11745.964299316409,226089280.4906585,226100089.2305899,-10808.73993140459,optimal
2,0.0,14,11745.964299316409,11745.96430354,225793562.46668655,225793606.85331497,-44.38662841916084,optimal
2,0.0,15,11745.964299316409,11745.964299316409,226002593.76459762,226019671.99866605,-17078.23406842351,optimal
2,0.02,1,12025.6301159668,12025.6301159668,58180696.09341244,58259028.92452705,-78332.83111461252,optimal
2,0.02,2,12025.630115966798,12025.6301159668,60644500.66864239,60694813.105786756,-50312.43714436889,optimal
2,0.02,3,12025.6301159668,12025.630115966793,62735703.283525944,62784509.274637975,-48805.99111203104,optimal
2,0.02,4,12025.630115966796,12025.6301159668,64916462.930332825,64963968.17780256,-47505.247469738126,optimal
2,0.02,5,12025.630115966793,12025.6301159668,66372510.618983775,66417162.3534749,-44651.73449112475,optimal
2,0.02,6,12025.630115966818,12025.6301159668,66896797.785629,66921824.833209604,-25027.047580607235,optimal
2,0.02,7,12025.630115966796,12025.63012654605,66940729.25253701,66940729.26098333,-0.00844632089138031,optimal
2,0.02,8,12025.630115966798,12025.6301159668,67761855.25544788,67770590.27563427,-8735.020186394453,optimal
2,0.02,9,12025.630115966798,12025.63011378,66217819.68286912,66298059.894950934,-80240.21208181232,optimal
2,0.02,10,12025.6301159668,12025.6301159668,65074061.93744498,65134459.93656174,-60397.99911676347,optimal
2,0.02,11,12025.6301159668,12025.6301159668,65028819.36677584,65082265.775760815,-53446.40898497403,optimal
2,0.02,12,12025.630115966804,12025.6301159668,65098896.890021846,65136103.89394921,-37207.003927364945,optimal
2,0.02,13,12025.630115966795,12025.6301159668,65041022.09904879,65055780.11571117,-14758.016662374139,optimal
2,0.02,14,12025.63011596682,11572.217579788332,65184692.42579517,,,infeasible
2,0.02,15,12025.630115966798,12025.6301159668,65841015.09921972,65843634.20568413,-2619.1064644157887,optimal
2,0.04,1,11745.964299316409,11745.964299316409,25634174.56311023,25698526.396055542,-64351.832945313305,optimal
2,0.04,2,11745.964299316409,11745.96429931641,26520933.57901925,26580950.498992525,-60016.919973276556,optimal
2,0.04,3,11745.964299316409,11745.964299316407,28112449.754994925,28173096.58678718,-60646.831792254,optimal
2,0.04,4,11745.964299316409,11745.964299316409,29739825.29174042,29798286.81837919,-58461.52663876861,optimal
2,0.04,5,11745.964299316409,11745.964299316407,30786258.12899512,30839611.55073266,-53353.42173754051,optimal
2,0.04,6,11745.964299316405,11745.964299316409,31225377.07758316,31256911.416782547,-31534.339199386537,optimal
2,0.04,7,11745.964299316413,11745.96429719795,31873346.64993495,31873346.64993495,0.0,optimal
2,0.04,8,11745.964299316409,11745.964299316409,32841821.383127578,32880431.401129004,-38610.01800142601,optimal
2,0.04,9,11745.964299316407,11745.96429928,31040127.423337582,31040127.423337582,0.0,optimal
2,0.04,10,11745.96429931641,11745.964299316407,30734977.02818171,30812717.084524326,-77740.05634261668,optimal
2,0.04,11,11745.964299316407,11745.964299316409,30476388.649765976,30542267.487656094,-65878.83789011836,optimal
2,0.04,12,11745.96429931641,11745.964299316409,30595883.947542414,30644472.48098435,-48588.533441934735,optimal
2,0.04,13,11745.96429931641,11745.964299316409,30384585.00658767,30409270.462602407,-24685.456014737487,optimal
2,0.04,14,11745.964299316409,11578.174347535001,30628774.31361847,,,infeasible
2,0.04,15,11745.964299316409,11745.9643,31205075.719797097,31237478.442283344,-32402.722486246377,optimal
2,0.06,1,11745.964299316409,11745.964299316409,15057812.234552203,15111924.990105303,-54112.75555310026,optimal
2,0.06,2,11745.964299316409,11745.96429931641,15483128.448980138,15540108.13135016,-56979.68237002194,optimal
2,0.06,3,11745.964299316409,11745.964299316409,16559054.57921049,16618268.711203359,-59214.13199286908,optimal
2,0.06,4,11745.96429931641,11745.964299316409,17699838.33191732,17758601.35007157,-58763.01815425232,optimal
2,0.06,5,11745.96429931641,11745.964299316407,18498127.266987797,18553433.79829657,-55306.531308773905,optimal
2,0.06,6,11745.964299316407,11745.964299316409,18742085.630345196,18777564.014813237,-35478.38446804136,optimal
2,0.06,7,11346.441704101546,11346.441720710047,19178925.15806827,19178925.15806827,0.0,optimal
2,0.06,8,11745.964299316409,11745.964299316409,20451128.796587985,20494567.82771295,-43439.03112496436,optimal
2,0.06,9,11745.964299316407,11745.96429778,19011384.8660978,19011384.865064602,0.0010331980884075165,optimal
2,0.06,10,11745.96429931641,11745.96429931641,18767256.604439102,18846740.860518076,-79484.25607897341,optimal
2,0.06,11,11745.964299316409,11745.964299316409,18555127.628220268,18630984.45254103,-75856.82432076335,optimal
2,0.06,12,11745.964299316413,11745.964299316409,18539409.060722124,18608770.307268262,-69361.24654613808,optimal
2,0.06,13,11745.964299316409,11745.964299316409,18432918.22046807,18493568.814134795,-60650.59366672486,optimal
2,0.06,14,11745.964299316409,11745.9643031075,18625336.075211592,18673792.917170763,-48456.841959171,optimal
2,0.06,15,11745.964299316409,11745.9643,18970361.008393187,19005968.651634198,-35607.643241010606,optimal
3,0.0,1,6762.376613281246,6762.376613281246,131487103.53001094,131487103.53001092,1.4901161193847656e-08,optimal
3,0.0,2,7090.913128906252,7090.91312890625,134306383.32894295,134306383.33062038,-0.0016774237155914307,optimal
3,0.0,3,7090.913128906251,7090.91312890625,136659498.3585989,136659498.35954848,-0.0009495913982391357,optimal
3,0.0,4,7090.913128906251,7090.91313451225,138473605.32251394,138473605.32873031,-0.006216377019882202,optimal
3,0.0,5,7090.913128906251,7090.913128906252,139876221.20726246,139963077.5973526,-86856.39009013772,optimal
3,0.0,6,7090.913128906249,7090.91312890625,140313137.21948788,140399993.609578,-86856.39009013772,optimal
3,0.0,7,7090.91312890625,7090.913128906249,140486074.6764717,140572931.06656182,-86856.39009010792,optimal
3,0.0,8,7090.91312890625,7090.913128906251,141331433.58499667,141418289.97508678,-86856.39009010792,optimal
3,0.0,9,7090.913128906251,7090.91312890625,140016393.08784375,140103249.47793385,-86856.39009010792,optimal
3,0.0,10,7090.913128906251,7090.91312890625,138896972.08540532,138983828.47549546,-86856.39009013772,optimal
3,0.0,11,7090.91312890625,7090.913128906251,138801612.2016825,138888468.59177265,-86856.39009013772,optimal
3,0.0,12,7090.91312890625,7090.91312890625,139295243.27489433,139382099.66498446,-86856.39009013772,optimal
3,0.0,13,7090.913128906251,7090.91312890625,140002197.51741987,140089053.90751,-86856.39009013772,optimal
3,0.0,14,7090.9131289062525,7090.913128906249,140843058.16600895,140929914.5560991,-86856.39009013772,optimal
3,0.0,15,7090.91312890625,7090.913128498154,141476245.54639247,141563101.93646073,-86856.39006826282,optimal
3,0.02,1,7090.913128906249,7090.913128906249,34642076.73574058,34655330.450326,-13253.71458542347,optimal
3,0.02,2,7090.913128906252,7090.913128906251,35601180.9445809,35610635.49110802,-9454.546527124941,optimal
3,0.02,3,7090.913128906251,7090.913128906251,37328425.70321616,37333904.58208241,-5478.878866255283,optimal
3,0.02,4,6762.376613281248,6762.37662068865,38830301.68129751,38830301.68129751,0.0,optimal
3,0.02,5,7090.913128906251,7090.913128906251,40280660.51932695,40353723.23077378,-73062.71144682914,optimal
3,0.02,6,7090.913128906249,7090.913128906251,40458359.614054345,40531094.1674265,-72734.55337215215,optimal
3,0.02,7,7090.913128906251,7090.91312890625,40695657.73993823,40767992.270448476,-72334.53051024675,optimal
3,0.02,8,7090.91312890625,7090.91312890625,41064183.78389181,41138308.48392558,-74124.70003376901,optimal
3,0.02,9,7090.913128906251,7090.91312890625,39937880.91269483,40009133.404625945,-71252.49193111807,optimal
3,0.02,10,7090.91312890625,7090.91312890625,39240931.34400523,39312183.83594895,-71252.49194372445,optimal
3,0.02,11,7090.91312890625,7090.91312890625,39607729.50168701,39678981.993627496,-71252.49194048345,optimal
3,0.02,12,7090.91312890625,7090.913130032498,40041388.70101481,40112641.19295119,-71252.49193637818,optimal
3,0.02,13,7090.913128906251,7090.91312890625,40570016.84518786,40641269.337142184,-71252.49195432663,optimal
3,0.02,14,7090.913128906249,7090.913128906251,40811083.36068898,40882335.85262552,-71252.4919365421,optimal
3,0.02,15,7090.91312890625,7090.91312890625,41204886.9715369,41277221.50203384,-72334.53049694002,optimal
3,0.04,1,7090.913128906249,7090.913128906249,15528956.899457837,15554233.739057153,-25276.83959931694,optimal
3,0.04,2,7090.913128906252,7090.913128906251,15871938.46607094,15891229.241758786,-19290.775687845424,optimal
3,0.04,3,7090.913128906251,7090.91312890625,16991169.58401028,17003372.36224844,-12202.778238158673,optimal
3,0.04,4,6762.376613281248,6762.37662068865,18057013.44596468,18057013.44596468,0.0,optimal
3,0.04,5,7090.913128906251,7090.913128906251,19254303.13321024,19315137.405559633,-60834.27234939113,optimal
3,0.04,6,7090.913128906249,7090.913128906251,19436304.114315912,19496865.83184051,-60561.717524599284,optimal
3,0.04,7,7090.913128906251,7090.91312890625,19706833.745492786,19766992.01529566,-60158.26980287209,optimal
3,0.04,8,7090.91312890625,7090.91312890625,20111589.786418647,20174538.36414147,-62948.57772282511,optimal
3,0.04,9,7090.913128906251,7090.91312890625,19163541.919005334,19222218.98397674,-58677.06497140601,optimal
3,0.04,10,7090.91312890625,7090.913128906249,18482813.301499847,18541490.366468307,-58677.06496845931,optimal
3,0.04,11,7090.91312890625,7090.913128906251,18698370.509515647,18757047.574518956,-58677.0650033094,optimal
3,0.04,12,7090.91312890625,7090.91312890625,19016716.26784238,19075393.33282207,-58677.06497969106,optimal
3,0.04,13,7090.913128906251,7090.913128906249,19487945.757243175,19546622.8221638,-58677.06492062658,optimal
3,0.04,14,7090.913128906249,7090.913128906251,19782152.273193587,19840829.33817203,-58677.064978443086,optimal
3,0.04,15,7090.91312890625,7090.91312890625,20223079.6066282,20283237.87642781,-60158.26979961246,optimal
3,0.06,1,7090.913128906249,7090.913128906249,9124816.878938733,9152548.376018355,-27731.497079622,optimal
3,0.06,2,7090.913128906252,7090.913128906251,9200053.633097097,9222346.737201406,-22293.10410430841,optimal
3,0.06,3,7090.913128906251,7090.913128906251,9949219.191078268,9964450.032334868,-15230.841256599873,optimal
3,0.06,4,6762.376613281248,6762.37662068865,10700658.555415703,10700658.555415703,0.0,optimal
3,0.06,5,7090.913128906251,7090.913128906251,11665952.412708756,11716485.770821376,-50533.35811262019,optimal
3,0.06,6,7090.913128906249,7090.913128906251,11804366.457692277,11854726.651559466,-50360.19386718981,optimal
3,0.06,7,7090.913128906251,7090.91312890625,12052309.46387779,12102359.546954932,-50050.083077142015,optimal
3,0.06,8,7090.91312890625,7090.91312890625,12496584.914653411,12549890.82654168,-53305.91188826971,optimal
3,0.06,9,7090.913128906251,7090.91312890625,11746563.965449229,11795064.120020475,-48500.154571246356,optimal
3,0.06,10,7090.91312890625,7090.913128906249,11128528.240559682,11177028.395124901,-48500.154565218836,optimal
3,0.06,11,7090.91312890625,7090.913128906251,11245291.871661358,11293792.026214078,-48500.15455272049,optimal
3,0.06,12,7090.91312890625,7090.91312890625,11454355.739258679,11502855.893826704,-48500.15456802584,optimal
3,0.06,13,7090.913128906251,7090.91312890625,11828757.28495858,11877257.43953787,-48500.15457928926,optimal
3,0.06,14,7090.913128906249,7090.913128906251,12095925.188176122,12144425.34279395,-48500.15461782925,optimal
3,0.06,15,7090.91312890625,7090.91312890625,12574694.034089299,12624744.117168114,-50050.08307881467,optimal
4,0.0,1,11460.23022949219,11460.23022949219,208866624.41072246,208869389.59438533,-2765.1836628615856,optimal
4,0.0,2,10929.25431152343,10929.254306273555,213576627.99977323,213576627.99977323,0.0,optimal
4,0.0,3,11460.23022949219,11460.230228108112,217657496.54344028,217657496.54344025,2.9802322387695312e-08,optimal
4,0.0,4,11460.230229492192,11460.23022880015,220589429.72317314,220589429.72240573,0.0007674098014831543,optimal
4,0.0,5,11460.23022949219,11460.23022949219,222639597.3289769,222774883.7957041,-135286.46672719717,optimal
4,0.0,6,11460.23022949219,11460.23022949219,222587734.6241695,222695636.55486816,-107901.930698663,optimal
4,0.0,7,11460.230229492194,11460.230229492192,222749432.4120308,222845738.03962663,-96305.62759584188,optimal
4,0.0,8,11460.23022949219,11460.23022949219,223429008.49173278,223449167.7630046,-20159.271271824837,optimal
4,0.0,9,11460.23022949219,11460.230228072178,222861427.39859325,222861427.39713722,0.0014560222625732422,optimal
4,0.0,10,11460.23022949219,11253.775459207664,221834464.772028,221830610.09793103,3854.6740969717503,suboptimal
4,0.0,11,11460.230229492194,11103.1859103606,222240482.6172561,222211178.5470318,29304.070224314928,suboptimal
4,0.0,12,11460.23022949219,11460.230228683773,222236991.3902634,222236991.3902634,0.0,optimal
4,0.0,13,11460.23022949219,11460.23022462,222781311.64507407,222781311.6392037,0.00587037205696106,optimal
4,0.0,14,11460.230229492196,11460.2302317,222662247.09925562,222662247.10181993,-0.0025643110275268555,optimal
4,0.0,15,11460.23022949219,11460.230229492192,223246952.71370563,223355152.5595902,-108199.84588456154,optimal
4,0.02,1,11460.230229492186,11460.230229492186,55040989.26673,55063894.081155576,-22904.814425572753,optimal
4,0.02,2,11460.230229492192,11460.230229492192,56796889.464953564,56814614.29186611,-17724.826912544668,optimal
4,0.02,3,11460.230229492192,11460.230229492192,59549148.00420142,59558640.91934354,-9492.91514211893,optimal
4,0.02,4,10929.25431152343,10929.25431308315,61805947.505328156,61805947.505328156,0.0,optimal
4,0.02,5,11460.23022949219,11460.23022949219,63950786.33705708,64047674.68538202,-96888.34832494706,optimal
4,0.02,6,11460.23022949219,11460.23022949219,63988386.50253415,64085860.85479475,-97474.35226059705,optimal
4,0.02,7,11460.23022949219,11460.230229492185,64493500.297938526,64578161.08913491,-84660.79119638354,optimal
4,0.02,8,11460.23022949219,11460.23022949219,64657602.681804076,64747341.98486304,-89739.303058967,optimal
4,0.02,9,11460.23022949219,11460.23022949219,64628020.43974872,64699790.55015966,-71770.11041094363,optimal
4,0.02,10,11460.23022949219,11460.23022949219,62707010.50644359,62731090.47022828,-24079.96378468722,optimal
4,0.02,11,11460.230229492194,11460.23022949219,63044592.32747259,63053545.32209367,-8952.99462108314,optimal
4,0.02,12,11460.230229492188,11460.2302331675,63547978.34490455,63547978.34476773,0.00013682246208190918,optimal
4,0.02,13,11460.23022949219,11460.23022949219,63873303.35642765,63897955.61006537,-24652.253637723625,optimal
4,0.02,14,11460.23022949219,11460.23022424,63716231.112622716,63716231.10908327,0.003539443016052246,optimal
4,0.02,15,11460.23022949219,11460.23022949219,64230055.515167296,64297809.01597082,-67753.50080352277,optimal
4,0.04,1,11238.990263671876,11238.990263671876,24371386.62943592,24433449.343462057,-62062.71402613819,optimal
4,0.04,2,11238.990263671878,11238.990263671876,25139882.888047256,25207926.0683367,-68043.18028944358,optimal
4,0.04,3,11238.990263671876,11238.990263671878,27037762.306080546,27112254.72521378,-74492.41913323477,optimal
4,0.04,4,11238.990263671876,11238.990263671876,28778502.081990678,28859959.162095923,-81457.08010524511,optimal
4,0.04,5,11238.990263671876,11238.990263671876,30174839.126443658,30263711.58089932,-88872.45445566252,optimal
4,0.04,6,11238.990263671876,11238.990263671876,30321542.07804927,30408423.167626105,-86881.08957683668,optimal
4,0.04,7,11238.99026367187,11238.990263671876,30675107.31645713,30747162.831537273,-72055.51508014277,optimal
4,0.04,8,11238.990263671876,11238.990263671876,31250606.698073663,31326255.73581808,-75649.03774441779,optimal
4,0.04,9,11238.990263671874,11238.990263671876,29445012.262644283,29502305.840481456,-57293.577837172896,optimal
4,0.04,10,11238.990263671878,11238.990263671876,28996919.44625234,29039246.65054531,-42327.20429297164,optimal
4,0.04,11,11238.990263671876,11238.990263671876,29194272.937942572,29217178.80123292,-22905.86329034716,optimal
4,0.04,12,10814.686182771513,10814.6862006425,29486404.318333987,29486404.318333987,0.0,optimal
4,0.04,13,11238.990263671876,11238.990263671876,30438558.94167097,30469454.980811257,-30896.039140287787,optimal
4,0.04,14,11238.990263671873,11238.99026328,30705641.703039065,30705641.703039065,0.0,optimal
4,0.04,15,11238.990263671876,11238.990263671876,31252275.67887097,31333341.782806884,-81066.10393591598,optimal
4,0.06,1,11238.990263671876,11238.990263671876,14269526.269035354,14321108.868529225,-51582.59949387051,optimal
4,0.06,2,11238.990263671878,11238.990263671876,14579263.15594763,14636168.820212469,-56905.66426483914,optimal
4,0.06,3,11238.990263671876,11238.990263671878,15897681.480501376,15960407.139393006,-62725.65889162943,optimal
4,0.06,4,11238.990263671876,11238.990263671876,17190182.513985783,17259249.936838612,-69067.4228528291,optimal
4,0.06,5,11238.990263671876,11238.990263671876,18324471.952182952,18400444.202781383,-75972.25059843063,optimal
4,0.06,6,11238.990263671876,11238.990263671876,18440734.373028636,18515990.477501288,-75256.10447265208,optimal
4,0.06,7,11238.99026367187,11238.990263671876,18780212.776194796,18850280.08344992,-70067.30725512281,optimal
4,0.06,8,11238.990263671876,11238.990263671876,19432190.54794179,19507289.829439003,-75099.28149721399,optimal
4,0.06,9,11238.990263671874,11238.990263671876,17946947.447089326,18007003.786636848,-60056.339547522366,optimal
4,0.06,10,11238.990263671878,11238.990263671876,17514009.096561223,17562157.227255046,-48148.1306938231,optimal
4,0.06,11,11238.990263671876,11238.990263671876,17600518.797669027,17629321.283291902,-28802.485622875392,optimal
4,0.06,12,10814.686182771513,10814.6862006425,17755444.49857665,17755444.498361252,0.00021539628505706787,optimal
4,0.06,13,11238.990263671876,11238.990263671876,18552621.65100227,18586726.20408448,-34104.55308220908,optimal
4,0.06,14,11238.990263671873,11238.99026328,18848955.65741499,18848955.65741499,0.0,optimal
4,0.06,15,11238.990263671876,11238.990263671876,19511769.208352946,19584361.899008542,-72592.69065559655,optimal
5,0.0,1,8369.714209253829,8369.714209253829,160573454.48499003,160573454.48499003,0.0,optimal
5,0.0,2,8743.705358455392,8743.705354874819,163705884.33825082,163705884.33825082,0.0,optimal
5,0.0,3,8743.70535845539,8743.705358455392,166469925.87744313,166469925.88197687,-0.004533737897872925,optimal
5,0.0,4,8743.705358455387,8743.70536080255,168706875.68811467,168706875.6907174,-0.0026027262210845947,optimal
5,0.0,5,8743.70535845539,8743.70535845539,170391274.92954564,170498376.32391348,-107101.39436784387,optimal
5,0.0,6,8743.70535845539,8743.705358455389,170513656.55879763,170618992.6074641,-105336.0486664772,optimal
5,0.0,7,8743.705358455392,8743.705358455392,170946481.10221326,171051976.45664153,-105495.35442826152,optimal
5,0.0,8,8743.70535845539,8743.70535845539,171502274.21608904,171600089.97776306,-97815.76167401671,optimal
5,0.0,9,8743.70535845539,8743.705358455389,170080734.53126162,170102823.82690945,-22089.29564782977,optimal
5,0.0,10,8743.70535845539,8743.70535845539,170101049.32091132,170104227.3122678,-3177.9913564920425,optimal
5,0.0,11,8743.705358455389,8743.70535845539,170549856.78218356,170556000.90548676,-6144.123303204775,optimal
5,0.0,12,8743.70535845539,8743.705354476262,171327182.00416386,171327182.00401482,0.00014904141426086426,optimal
5,0.0,13,8743.70535845539,8743.70548310917,171600082.1770614,171600082.1803793,-0.003317892551422119,optimal
5,0.0,14,8743.70535845539,8743.70523516,171397073.62139145,171397073.62139145,0.0,optimal
5,0.0,15,8743.70535845539,8743.70535845539,171011658.20828685,171118759.6026547,-107101.39436784387,optimal
5,0.02,1,8743.70535845539,8743.70535845539,42279974.997441284,42295305.317957826,-15330.3205165416,optimal
5,0.02,2,8743.70535845539,8743.70535845539,43560566.38629588,43572314.24429115,-11747.857995271683,optimal
5,0.02,3,8743.705358455392,8743.70535845539,45703238.56279688,45710027.13963518,-6788.576838299632,optimal
5,0.02,4,8369.714209253829,8369.71420643965,47483806.338361405,47483806.338361405,0.0,optimal
5,0.02,5,8743.70535845539,8743.70535845539,49150707.131237745,49238495.55137629,-87788.42013854533,optimal
5,0.02,6,8743.70535845539,8743.70535845539,49256209.01413756,49343088.18397057,-86879.16983301193,optimal
5,0.02,7,8743.70535845539,8743.70535845539,49416473.2887125,49451120.15608694,-34646.86737443507,optimal
5,0.02,8,8743.70535845539,8743.70535845539,49967505.62223727,50008792.192282386,-41286.57004511356,optimal
5,0.02,9,8743.70535845539,8743.70535845539,48402391.50080642,48429161.3646544,-26769.863847978413,optimal
