landbase,discount_rate,period,announced,realized,obj_free,obj_fixed,objective_gap,tail_status
5,0.02,10,8743.705358455394,8743.70535845539,48103493.743061,48120728.12254866,-17234.379487663507,optimal
5,0.02,11,8743.705358455387,8743.70535845539,48477000.12962811,48484062.05532972,-7061.925701610744,optimal
5,0.02,12,8743.70535845539,8743.7053662125,48932302.32788723,48932302.33568191,-0.007794678211212158,optimal
5,0.02,13,8743.70535845539,8743.70535845539,49487313.16694011,49575173.61372312,-87860.44678301364,optimal
5,0.02,14,8743.70535845539,8743.70535845539,49666529.893427424,49754390.340179875,-87860.44675245136,optimal
5,0.02,15,8743.70535845539,8743.70535845539,50014387.71808396,50102981.127117895,-88593.40903393179,optimal
5,0.04,1,8743.70535845539,8743.70535845539,18914123.70179581,18942593.70478088,-28470.00298507139,optimal
5,0.04,2,8743.70535845539,8743.70535845539,19451576.204996344,19475411.250707313,-23835.045710969716,optimal
5,0.04,3,8743.705358455392,8743.70535845539,20876826.29287968,20891894.54693468,-15068.254055000842,optimal
5,0.04,4,8369.714209253829,8369.71420643965,22155206.938408155,22155206.938408155,0.0,optimal
5,0.04,5,8743.70535845539,8743.70535845539,23543921.192594577,23616595.072467636,-72673.87987305969,optimal
5,0.04,6,8743.70535845539,8743.70535845539,23673116.648430392,23744330.669934683,-71214.0215042904,optimal
5,0.04,7,8743.70535845539,8743.70535845539,23871896.141390923,23927652.897837102,-55756.756446179,optimal
5,0.04,8,8743.70535845539,8743.70535845539,24429383.65188288,24488023.87336267,-58640.22147979215,optimal
5,0.04,9,8743.70535845539,8743.70535845539,23081072.116349928,23125329.781983044,-44257.66563311592,optimal
5,0.04,10,8743.705358455394,8743.70535845539,22728847.5380706,22761758.397249054,-32910.859178453684,optimal
5,0.04,11,8743.705358455387,8743.70535845539,22963946.920855787,22981505.895135466,-17558.974279679358,optimal
5,0.04,12,8743.70535845539,8743.7053662125,23311951.436717764,23311951.44312314,-0.006405375897884369,optimal
5,0.04,13,8743.70535845539,8743.70535845539,23827083.13243327,23899436.9968773,-72353.86444403231,optimal
5,0.04,14,8743.70535845539,8743.70535845539,24092265.491589785,24164619.35602515,-72353.86443536356,optimal
5,0.04,15,8743.70535845539,8743.70535845539,24497648.61298895,24571092.529927853,-73443.91693890467,optimal
5,0.06,1,8743.70535845539,8743.70535845539,11086216.843688564,11116985.327852972,-30768.484164407477,optimal
5,0.06,2,8743.70535845539,8743.70535845539,11277050.579655144,11304563.66908364,-27513.089428495616,optimal
5,0.06,3,8743.705358455392,8743.70535845539,12251095.775985708,12269889.441472236,-18793.665486527607,optimal
5,0.06,4,8369.714209253829,8369.71420643965,13164124.720457276,13164124.720457276,0.0,optimal
5,0.06,5,8743.70535845539,8743.70535845539,14295619.111952193,14355972.963844677,-60353.85189248435,optimal
5,0.06,6,8743.70535845539,8743.70535845539,14395512.354293948,14454104.103476157,-58591.74918220937,optimal
5,0.06,7,8743.70535845539,8743.70535845539,14580638.527085008,14635150.642616019,-54512.11553101055,optimal
5,0.06,8,8743.70535845539,8743.70535845539,15170411.746279974,15228819.536799544,-58407.79051957093,optimal
5,0.06,9,8743.70535845539,8743.70535845539,14056503.69105614,14103194.207551979,-46690.51649583876,optimal
5,0.06,10,8743.705358455394,8743.70535845539,13707145.546898134,13744676.611090748,-37531.06419261359,optimal
5,0.06,11,8743.705358455387,8743.70535845539,13838984.216574565,13861353.066924613,-22368.850350048393,optimal
5,0.06,12,8743.70535845539,8743.7053662125,14075087.193181861,14075087.198487388,-0.005305526778101921,optimal
5,0.06,13,8743.70535845539,8743.70535845539,14497911.664966231,14557716.52416555,-59804.859199319035,optimal
5,0.06,14,8743.70535845539,8743.70535845539,14757787.50687679,14817592.366092607,-59804.85921581648,optimal
5,0.06,15,8743.70535845539,8743.70535845539,15229723.07858115,15290754.324782109,-61031.24620095827,optimal
6,0.0,1,8522.944806698892,8522.944806698892,164346166.33325472,164346166.33325472,0.0,optimal
6,0.0,2,8859.005302521466,8859.005302521466,167610989.56469235,167610989.56481534,-0.00012299418449401855,optimal
6,0.0,3,8859.005302521467,8859.005302521466,170885537.402772,170885537.4072541,-0.004482090473175049,optimal
6,0.0,4,8859.005302521462,8859.00531131585,173293026.08928123,173293026.09903318,-0.009751945734024048,optimal
6,0.0,5,8859.005302521466,8859.005302521466,175099381.44828603,175207895.14833823,-108513.70005220175,optimal
6,0.0,6,8859.005302521466,8859.005302521467,175296155.94784698,175404669.64789915,-108513.70005217195,optimal
6,0.0,7,8859.005302521466,8859.005302521466,176086247.25272226,176194760.95277447,-108513.70005220175,optimal
6,0.0,8,8859.005302521466,8859.005302521466,175872464.90596,175980978.6060122,-108513.70005220175,optimal
6,0.0,9,8859.005302521466,8859.005302521466,174033787.8960933,174142301.5961455,-108513.70005220175,optimal
6,0.0,10,8859.005302521466,8859.005302521466,173447731.73803294,173556245.43808514,-108513.70005220175,optimal
6,0.0,11,8859.00530252146,8859.005302521466,173783115.21200883,173891628.91206104,-108513.70005220175,optimal
6,0.0,12,8859.005302521466,8859.005302521464,174542852.91546765,174651366.61551982,-108513.70005217195,optimal
6,0.0,13,8859.005302521466,8859.005302521466,175561211.36318246,175669725.06323466,-108513.70005220175,optimal
6,0.0,14,8859.005302521466,8859.005302521466,176456782.04874066,176565295.74879286,-108513.70005220175,optimal
6,0.0,15,8859.005302521466,8859.0053005,176109721.21382317,176218234.91387537,-108513.70005220175,optimal
6,0.02,1,8859.005302521466,8859.005302521466,43049215.01766948,43064514.76853989,-15299.750870414078,optimal
6,0.02,2,8859.005302521466,8859.005302521466,44549826.664998055,44561638.66668163,-11812.001683577895,optimal
6,0.02,3,8859.005302521466,8859.005302521466,46828488.101242855,46835333.1176809,-6845.016438044608,optimal
6,0.02,4,8522.944806698893,8522.9448197133,48746977.26213052,48746977.26213052,0.0,optimal
6,0.02,5,8859.005302521466,8859.005302521466,50527833.29988046,50619113.920071036,-91280.62019057572,optimal
6,0.02,6,8859.005302521466,8859.005302521466,50794372.08786196,50885242.72501216,-90870.63715019822,optimal
6,0.02,7,8859.005302521466,8859.005302521466,51191031.665700756,51281402.535812445,-90370.87011168897,optimal
6,0.02,8,8859.005302521466,8859.005302521466,50832467.53667163,50925074.94825732,-92607.41158568859,optimal
6,0.02,9,8859.005302521466,8859.005302521466,49276372.93057231,49365391.95992328,-89019.02935097367,optimal
6,0.02,10,8859.005302521466,8859.005302521466,49162234.46035406,49251253.48970504,-89019.02935098112,optimal
6,0.02,11,8859.005302521466,8859.005302521466,49650497.554361366,49739516.58371234,-89019.02935097367,optimal
6,0.02,12,8859.005302521466,8859.005302521466,50228801.312858164,50317820.342209145,-89019.02935098112,optimal
6,0.02,13,8859.005302521466,8859.00530346,50933750.36752777,51022769.39690271,-89019.02937494218,optimal
6,0.02,14,8859.005302521466,8859.005302521466,51347072.01078675,51437942.647976905,-90870.63719015568,optimal
6,0.02,15,8859.005302521466,8859.005303258535,51022679.84660153,51113050.71673582,-90370.87013428658,optimal
6,0.04,1,8859.005302521466,8859.005302521466,19135984.15877543,19164760.194994073,-28776.03621864319,optimal
6,0.04,2,8859.005302521466,8859.005302521466,19833416.47680953,19857517.333920825,-24100.857111293823,optimal
6,0.04,3,8859.005302521466,8859.005302521466,21338571.862980258,21353817.35748176,-15245.494501501322,optimal
6,0.04,4,8522.944806698893,8522.9448197133,22723351.93776572,22723351.93776572,0.0,optimal
6,0.04,5,8859.005302521466,8859.005302521466,24215393.18583826,24291396.25223056,-76003.06639229879,optimal
6,0.04,6,8859.005302521466,8859.005302521467,24519663.931323476,24595326.482383806,-75662.55106033012,optimal
6,0.04,7,8859.005302521466,8859.005302521466,24973957.02328185,25049115.528465386,-75158.50518353656,optimal
6,0.04,8,8859.005302521466,8859.005302521466,24754102.035217248,24832746.600974444,-78644.5657571964,optimal
6,0.04,9,8859.005302521466,8859.005302521466,23388408.232028313,23461716.199610285,-73307.96758197248,optimal
6,0.04,10,8859.005302521466,8859.005302521466,23164472.29486353,23237780.2624455,-73307.96758196875,optimal
6,0.04,11,8859.005302521464,8859.005302521466,23468858.289249998,23542166.25683197,-73307.96758197248,optimal
6,0.04,12,8859.005302521467,8859.005302521466,23918506.520389464,23991814.48797144,-73307.9675819762,optimal
6,0.04,13,8859.005302521466,8859.00530346,24584095.7447573,24657403.712367825,-73307.96761052683,optimal
6,0.04,14,8859.005302521466,8859.005302521466,25068578.804281723,25144241.355341822,-75662.55106009915,optimal
6,0.04,15,8859.005302521466,8859.005302521466,24894165.38577806,24969323.89096431,-75158.5051862523,optimal
6,0.06,1,8859.005302521466,8859.005302521466,11163401.838845115,11194548.919685079,-31147.08083996363,optimal
6,0.06,2,8859.005302521466,8859.005302521466,11468811.096311547,11496662.900991632,-27851.80468008481,optimal
6,0.06,3,8859.005302521466,8859.005302521466,12489802.743249966,12508831.33674719,-19028.593497224152,optimal
6,0.06,4,8522.944806698893,8522.9448197133,13475890.412454039,13475890.412454039,0.0,optimal
6,0.06,5,8859.005302521466,8859.005302521466,14684051.700502545,14747185.358937727,-63133.658435182646,optimal
6,0.06,6,8859.005302521466,8859.005302521467,14943369.775425797,15006287.091770677,-62917.31634487957,optimal
6,0.06,7,8859.005302521466,8859.005302521466,15407992.80900866,15470522.689619457,-62529.880610797554,optimal
6,0.06,8,8859.005302521466,8859.005302521466,15345022.209894745,15411619.747824425,-66597.5379296802,optimal
6,0.06,9,8859.005302521466,8859.005302521466,14196261.182824198,14256854.666157078,-60593.48333287984,optimal
6,0.06,10,8859.005302521466,8859.005302521467,13937436.075588986,13998029.558921864,-60593.48333287798,optimal
6,0.06,11,8859.005302521464,8859.005302521466,14110244.190571241,14170837.673904119,-60593.48333287798,optimal
6,0.06,12,8859.005302521466,8859.005302521466,14419664.52123327,14480258.004547553,-60593.48331428319,optimal
6,0.06,13,8859.005302521466,8859.00530346,14973789.207676057,15034382.691022683,-60593.48334662616,optimal
6,0.06,14,8859.005302521466,8859.005302521466,15462426.13364322,15525343.44998806,-62917.31634484045,optimal
6,0.06,15,8859.005302521466,8859.005302521466,15442504.003930066,15505033.884540863,-62529.880610797554,optimal
7,0.0,1,6565.71428462,6565.71428462,128040482.80341361,128040482.80341361,0.0,optimal
7,0.0,2,6894.983260558712,6894.98326055871,131537406.64615457,131599359.10514167,-61952.45898710191,optimal
7,0.0,3,6894.983260558711,6894.983260558711,134317768.1795192,134386276.27933967,-68508.09982046485,optimal
7,0.0,4,6894.983260558711,6894.983260558711,136104120.18060678,136180206.05449855,-76085.87389177084,optimal
7,0.0,5,6894.983260558711,6894.983260558711,137347003.82583737,137431460.2766297,-84456.45079231262,optimal
7,0.0,6,6894.983260558711,6894.983260558711,136237423.34003952,136321879.79083183,-84456.45079231262,optimal
7,0.0,7,6894.983260558711,6894.983260558711,135163176.85340023,135247633.30419254,-84456.45079231262,optimal
7,0.0,8,6894.98326055871,6894.98326055871,135231160.30498472,135315616.75577703,-84456.45079231262,optimal
7,0.0,9,6894.983260558712,6894.983260558711,135728364.27236345,135812820.72315574,-84456.45079228282,optimal
7,0.0,10,6894.983260558711,6894.983260558711,136413764.37198588,136498220.8227782,-84456.45079231262,optimal
7,0.0,11,6894.98326055871,6894.983260558711,137227605.3378635,137312061.78865582,-84456.45079231262,optimal
7,0.0,12,6894.983260558711,6894.983260558711,137902098.18358523,137986554.63437754,-84456.45079231262,optimal
7,0.0,13,6894.983260558712,6894.983260558711,136739498.50661397,136823954.95740625,-84456.45079228282,optimal
7,0.0,14,6894.983260558712,6894.983260558711,135337755.61905083,135422212.0698431,-84456.45079228282,optimal
7,0.0,15,6894.98326055871,6894.983260558711,135623344.13689017,135707800.58768246,-84456.45079228282,optimal
7,0.02,1,6565.71428462,6565.71428462,33452094.87126637,33452094.87126637,0.0,optimal
7,0.02,2,6894.983260558711,6894.983260558711,35809383.34386008,35861716.40961891,-52333.06575882435,optimal
7,0.02,3,6894.983260558711,6894.983260558711,37527569.49413412,37585211.10776144,-57641.61362732202,optimal
7,0.02,4,6894.983260558711,6894.983260558712,38956135.22405225,39019604.28201795,-63469.05796570331,optimal
7,0.02,5,6894.983260558711,6894.983260558711,40013225.71748639,40083087.4119426,-69861.69445621222,optimal
7,0.02,6,6894.983260558711,6894.983260558711,39014063.22882847,39083346.93464942,-69283.70582095534,optimal
7,0.02,7,6894.983260558711,6894.983260558711,38184111.436571315,38253395.14239227,-69283.70582095534,optimal
7,0.02,8,6894.983260558711,6894.983260558711,38549444.30933284,38618728.015055455,-69283.70572261512,optimal
7,0.02,9,6894.983260558711,6894.983260558711,38979031.254843734,39048314.96063405,-69283.70579031855,optimal
7,0.02,10,6894.983260558711,6894.98326482,39502695.34417797,39571979.05018077,-69283.70600280166,optimal
7,0.02,11,6894.983260558711,6894.98326482,39748855.11540133,39818138.82131135,-69283.70591001958,optimal
7,0.02,12,6894.983260558711,6894.983260558711,40142489.15159554,40212824.99804603,-70335.84645049274,optimal
7,0.02,13,6894.983260558711,6894.983260558711,39171634.633779496,39241496.32823571,-69861.69445621222,optimal
7,0.02,14,6894.983260558711,6894.983260558711,38291159.87124584,38360443.57712849,-69283.7058826536,optimal
7,0.02,15,6894.983260558711,6894.983260558712,38377142.76387954,38446426.469700485,-69283.70582094789,optimal
7,0.04,1,6565.71428462,6565.71428462,14583079.393863931,14583079.393863931,0.0,optimal
7,0.04,2,6894.983260558711,6894.983260558711,16208398.002885798,16252142.810974697,-43744.80808889866,optimal
7,0.04,3,6894.983260558711,6894.983260558711,17458931.240985468,17507045.43599319,-48114.195007722825,optimal
7,0.04,4,6894.983260558712,6894.983260558709,18625112.587946415,18677953.755578347,-52841.1676319316,optimal
7,0.04,5,6894.983260558711,6894.983260558711,19597559.08774717,19655474.417358473,-57915.32961130142,optimal
7,0.04,6,6894.983260558711,6894.983260558711,18766633.46360676,18823689.21558824,-57055.75198148191,optimal
7,0.04,7,6894.983260558711,6894.983260558712,17976779.974932853,18033835.72690577,-57055.75197291747,optimal
7,0.04,8,6894.983260558711,6894.983264820001,18188767.047333967,18245822.799317688,-57055.75198372081,optimal
7,0.04,9,6894.983260558711,6894.983260558711,18501703.934264604,18558759.686246082,-57055.751981478184,optimal
7,0.04,10,6894.983260558711,6894.98326482,18964926.97277187,19021982.72488299,-57055.75211111829,optimal
7,0.04,11,6894.983260558711,6894.98326482,19258426.396452263,19315482.148554273,-57055.75210200995,optimal
7,0.04,12,6894.983260558711,6894.983260558711,19697960.543328047,19756456.57278638,-58496.02945833281,optimal
7,0.04,13,6894.983260558711,6894.983260558711,18915252.14444915,18973167.47406045,-57915.32961130142,optimal
7,0.04,14,6894.98326055871,6894.983260558711,18111741.698473513,18168797.45045499,-57055.751981478184,optimal
7,0.04,15,6894.983260558711,6894.983260558711,18081626.668702662,18138682.42068414,-57055.751981478184,optimal
7,0.06,1,6565.71428462,6565.71428462,8281479.355108718,8281479.355108718,0.0,optimal
7,0.06,2,6894.983260558711,6894.983260558711,9430567.062537057,9466968.029827349,-36400.96729029156,optimal
7,0.06,3,6894.983260558711,6894.983260558711,10333072.792463414,10373136.001910472,-40063.20944705792,optimal
7,0.06,4,6894.983260558712,6894.983260558709,11263379.848207751,11307372.905035134,-43993.056827383116,optimal
7,0.06,5,6894.983260558711,6894.983260558711,12171869.861598367,12219996.988904282,-48127.12730591558,optimal
7,0.06,6,6894.983260558711,6894.983260558711,11529393.476598643,11576553.517597854,-47160.04099921137,optimal
7,0.06,7,6894.983260558711,6894.983260558711,10821756.635213012,10868916.676212221,-47160.04099920951,optimal
7,0.06,8,6894.983260558711,6894.983260558711,10935873.312011775,10983033.353010627,-47160.04099885188,optimal
7,0.06,9,6894.983260558711,6894.983260558711,11140189.755260438,11187349.796258224,-47160.04099778645,optimal
7,0.06,10,6894.983260558711,6894.98326482,11506089.386824235,11553249.427945632,-47160.04112139717,optimal
7,0.06,11,6894.983260558711,6894.98326482,11769176.067616412,11816336.108725686,-47160.04110927321,optimal
7,0.06,12,6894.983260558711,6894.983260558711,12240616.166029787,12289283.30927819,-48667.143248403445,optimal
7,0.06,13,6894.983260558711,6894.983260558711,11652507.637557803,11700634.764863718,-48127.12730591558,optimal
7,0.06,14,6894.98326055871,6894.983260558711,10957205.117388353,11004365.158387564,-47160.04099921137,optimal
7,0.06,15,6894.983260558711,6894.983260558711,10871300.916529546,10918460.957528755,-47160.04099920951,optimal
8,0.0,1,2735.71428462,2735.71428462,58199244.54835729,58199244.54835729,0.0,optimal
8,0.0,2,2875.0000008625,2875.0000008625,60016797.70985269,60044138.37081463,-27340.660961940885,optimal
8,0.0,3,2875.0000008625,2875.000000862501,61317326.33280877,61347527.43183069,-30201.09902191907,optimal
8,0.0,4,2875.0000008624997,2875.0000008625,62434551.628706366,62467912.43089771,-33360.802191346884,optimal
8,0.0,5,2875.0000008625,2875.0000008625,62781647.79662439,62819923.61607001,-38275.8194456175,optimal
8,0.0,6,2875.0000008625,2875.000001105157,62693828.622230224,62732034.96412981,-38206.341899588704,optimal
8,0.0,7,2875.0000008625,2875.0000008625007,62522311.6116736,62559970.79016264,-37659.17848903686,optimal
8,0.0,8,2875.0000008624993,2875.0000008625,62293165.1873944,62330903.0739503,-37737.88655589521,optimal
8,0.0,9,2875.0000008625,2875.0000008624997,62006075.886802845,62042926.96702488,-36851.080222032964,optimal
8,0.0,10,2875.0000008625,2875.0000008625007,62137378.138650484,62174229.21887252,-36851.080222032964,optimal
8,0.0,11,2875.0000008624997,2875.0,62595358.73122183,62632209.811443865,-36851.080222032964,optimal
8,0.0,12,2875.0000008625,2875.0000008625,62398412.422773935,62435263.50299596,-36851.080222025514,optimal
8,0.0,13,2875.0000008625,2875.0000008625,62249037.1495441,62285888.22976613,-36851.080222032964,optimal
8,0.0,14,2875.0000008625,2875.0000006894343,62167216.41364745,62204067.49386948,-36851.080222032964,optimal
8,0.0,15,2875.0000008624993,2875.000000239658,62116057.96581702,62152909.04603644,-36851.08021941781,optimal
8,0.02,1,2735.71428462,2735.71428462,14860708.053872649,14860708.053872649,0.0,optimal
8,0.02,2,2875.0000008625,2875.0000008625,16060200.025921656,16082628.890659243,-22428.86473758705,optimal
8,0.02,3,2875.0000008625,2875.0000008625,17032211.867754694,17056987.28799169,-24775.420236997306,optimal
8,0.02,4,2875.0000008625,2875.0000008625,17963181.306447513,17992308.77671667,-29127.470269154757,optimal
8,0.02,5,2875.0000008625,2875.0000008625,18214765.097352516,18247136.472785346,-32371.375432830304,optimal
8,0.02,6,2875.0000008625,2875.0000008625,18113065.190427244,18144661.94090987,-31596.75048262626,optimal
8,0.02,7,2875.0000008625,2875.0000008625,17989093.571412124,18019863.69853222,-30770.127120096236,optimal
8,0.02,8,2875.0000008625,2875.0000008625,17831188.248862285,17861873.177656163,-30684.928793877363,optimal
8,0.02,9,2875.0000008625,2875.0000008625,17620135.52991002,17650366.250918724,-30230.721008703113,optimal
8,0.02,10,2875.0000008624997,2875.0000008625,17799519.734303866,17829750.455312572,-30230.721008706838,optimal
8,0.02,11,2875.0000008625,2875.0000008625007,18233527.194211923,18263757.91522063,-30230.721008706838,optimal
8,0.02,12,2875.0000008625,2875.0000008625007,18135936.08185351,18166166.802862216,-30230.721008706838,optimal
8,0.02,13,2875.0000008625,2875.0000017250004,18016973.060416847,18047203.781402856,-30230.720986008644,optimal
8,0.02,14,2875.0000008625,2875.0000008625,17871957.80119186,17902188.522200562,-30230.721008703113,optimal
8,0.02,15,2875.0000008625,2875.0000008625,17688400.398574505,17718631.11958321,-30230.721008706838,optimal
8,0.04,1,2735.71428462,2735.71428462,6331745.751502388,6331745.751502388,0.0,optimal
8,0.04,2,2875.0000008625,2875.0000008625,7132477.665846928,7150948.036744827,-18470.37089789938,optimal
8,0.04,3,2875.0000008625,2875.0000008625,7834010.342298965,7854413.122657335,-20402.780358370394,optimal
8,0.04,4,2875.0000008625,2875.0000008625,8588152.17321749,8613553.846783325,-25401.67356583476,optimal
8,0.04,5,2875.0000008625,2875.0000008625,8821203.548362376,8849149.088746855,-27945.540384478867,optimal
8,0.04,6,2875.0000008625,2875.0,8757797.370319812,8785158.814891415,-27361.44457160309,optimal
8,0.04,7,2875.0000008625,2875.0000008625,8663940.73767309,8690453.491815668,-26512.75414257683,optimal
8,0.04,8,2875.0000008625,2875.0000008625,8524641.39835092,8550353.545955984,-25712.147605063394,optimal
8,0.04,9,2875.0000008625,2875.0000017231932,8317435.636111408,8342330.905491936,-24895.26938052848,optimal
8,0.04,10,2875.0000008624997,2875.0000008624997,8453792.797235586,8478688.066616114,-24895.26938052848,optimal
8,0.04,11,2875.0000008625,2875.0,8840583.490004865,8865478.759229643,-24895.269224777818,optimal
8,0.04,12,2875.0000008625,2875.0000008625,8786484.41812321,8811379.687503738,-24895.26938052848,optimal
8,0.04,13,2875.0000008625,2875.0,8706404.576349592,8731299.845674742,-24895.269325150177,optimal
8,0.04,14,2875.0000008625,2875.0000008625,8587866.848066932,8612762.117457384,-24895.269390452653,optimal
8,0.04,15,2875.0000008625,2875.0000008625,8412033.458094396,8436928.727474924,-24895.26938052848,optimal
8,0.06,1,2735.71428462,2735.71428462,3539574.2903650166,3539574.2903650166,0.0,optimal
8,0.06,2,2875.0000008625,2875.0000008625,4088760.7218057862,4104027.604084339,-15266.882278552745,optimal
8,0.06,3,2875.0000008625,2875.0000008625,4588871.2417597035,4605735.37771064,-16864.135950936936,optimal
8,0.06,4,2875.0000008625,2875.0000008625,5198549.471495568,5220028.171450428,-21478.699954859912,optimal
8,0.06,5,2875.0000008625,2875.0000008625,5407127.564740875,5430738.9428951405,-23611.378154265694,optimal
8,0.06,6,2875.0000008625,2875.0000008625,5372280.01838318,5395521.110578928,-23241.09219574835,optimal
8,0.06,7,2875.0000008625,2875.0000008625,5309873.370278754,5332453.705518603,-22580.335239849053,optimal
8,0.06,8,2875.0000008625,2875.0000008625,5198091.400771718,5219793.924284357,-21702.523512639105,optimal
8,0.06,9,2875.0000008625,2875.0000008625,4997848.990171515,5018426.440891177,-20577.45071966201,optimal
8,0.06,10,2875.0000008624997,2875.000001833587,5082665.064737013,5103242.515456675,-20577.45071966201,optimal
8,0.06,11,2875.0000008625,2875.0000008625,5417860.881839566,5438438.332562731,-20577.450723164715,optimal
8,0.06,12,2875.0000008625,2875.000002588103,5391501.754628837,5412079.205389768,-20577.450760930777,optimal
8,0.06,13,2875.0000008625,2875.0,5344296.572576935,5364874.023204416,-20577.450627480634,optimal
8,0.06,14,2875.0000008625,2875.0000008625007,5259759.280781811,5280336.731517072,-20577.450735260732,optimal
8,0.06,15,2875.0000008625,2875.0000008625,5108344.69911416,5128922.149833822,-20577.45071966201,optimal
9,0.0,1,9469.058361644524,9469.058361644524,179700577.29139423,179778392.2182918,-77814.92689755559,optimal
9,0.0,2,9469.058361644524,9469.058361644526,184349653.3829258,184435053.11494452,-85399.73201870918,optimal
9,0.0,3,9469.058361644524,9469.058361644524,188018649.7491267,188112771.4063413,-94121.65721461177,optimal
9,0.0,4,9469.058361644524,9469.058361644524,190331286.20001623,190435394.91278848,-104108.71277225018,optimal
9,0.0,5,9469.058361644524,9469.058361644524,191159957.44940114,191274870.02511862,-114912.57571747899,optimal
9,0.0,6,9469.058361644524,9469.058361644524,189811980.27988777,189924665.07955617,-112684.79966840148,optimal
9,0.0,7,9469.058361644522,9469.058361644526,189192247.04474354,189299039.61911672,-106792.57437318563,optimal
9,0.0,8,9469.058361644526,9469.058361644524,188933194.38542083,189033475.52513,-100281.13970917463,optimal
9,0.0,9,9469.058361644522,9469.058361644527,188507467.12675908,188600642.20694613,-93175.08018705249,optimal
9,0.0,10,9469.058361644524,9469.058361644527,188973044.81884626,189057984.74330637,-84939.92446011305,optimal
9,0.0,11,9469.058361644526,9469.058361644526,189415065.49577716,189493669.38292265,-78603.88714548945,optimal
9,0.0,12,9469.058361644526,9469.058361644526,189304723.94723397,189355607.48048553,-50883.533251553774,optimal
9,0.0,13,9469.058361644527,9469.058361644524,188628550.50109512,188634740.7122023,-6190.211107194424,optimal
9,0.0,14,9469.058361644526,9469.058361644526,188123689.3361926,188125203.88648525,-1514.5502926409245,optimal
9,0.0,15,9469.058361644526,9469.058361644526,187287345.73057628,187288129.29279685,-783.5622205734253,optimal
9,0.02,1,9880.756551281243,9880.756551281243,49347131.31223655,49414417.5275293,-67286.21529275179,optimal
9,0.02,2,9880.756551281242,9880.756551281242,51155855.077087596,51226447.12077055,-70592.0436829552,optimal
9,0.02,3,9880.756551281243,9880.756551281242,53346522.98844397,53418343.73897273,-71820.75052876025,optimal
9,0.02,4,9880.756551281242,9880.756551281245,55186374.352546856,55265185.00155863,-78810.64901177585,optimal
9,0.02,5,9880.756551281243,9880.756551281243,56062018.305129096,56148411.096124455,-86392.79099535942,optimal
9,0.02,6,9880.756551281242,9880.756551281245,55668069.91006409,55751144.111534305,-83074.2014702186,optimal
9,0.02,7,9880.756551281243,9880.756551281243,55490110.50676473,55568439.73949931,-78329.23273457587,optimal
9,0.02,8,9880.756551281243,9880.756551281243,55469716.63485687,55543936.684435815,-74220.04957894236,optimal
9,0.02,9,9880.756551281245,9880.756551281243,54664593.35621976,54729491.23695151,-64897.880731746554,optimal
9,0.02,10,9880.756551281243,9880.756551281245,54286470.986810975,54335508.65211661,-49037.66530563682,optimal
9,0.02,11,9880.756551281245,9880.756551281245,53993367.52854825,54032621.45054707,-39253.9219988212,optimal
9,0.02,12,9880.756551281243,9880.756551281243,53481836.55194805,53511035.47212954,-29198.92018149048,optimal
9,0.02,13,9880.756551281242,9880.756551281243,52895176.60447675,52913129.21053959,-17952.606062836945,optimal
9,0.02,14,9880.756551281243,9880.756551281243,51966047.68193734,51971142.32656483,-5094.6446274966,optimal
9,0.02,15,9880.756551281245,9710.982169291998,50840991.815261856,50803580.35933284,37411.45592901856,suboptimal
9,0.04,1,9777.832003872065,9777.832003872065,22046966.933163065,22102613.29116774,-55646.358004674315,optimal
9,0.04,2,9777.832003872061,9777.832003872061,22806409.935097538,22866554.48907796,-60144.553980421275,optimal
9,0.04,3,9777.832003872063,9777.832003872063,24210173.756716404,24275741.183825135,-65567.42710873112,optimal
9,0.04,4,9777.832003872061,9777.832003872063,25426750.419611715,25498653.74461831,-71903.32500659674,optimal
9,0.04,5,9777.832003872063,9777.832003872063,26314164.710368056,26392854.729774088,-78690.01940603182,optimal
9,0.04,6,9777.832003872063,9777.832003872063,26439934.086285155,26517113.89972979,-77179.81344463304,optimal
9,0.04,7,9777.832003872063,9777.832003872063,26625032.237673797,26700334.749153294,-75302.51147949696,optimal
9,0.04,8,9777.832003872065,9777.832003872061,26899048.59537099,26971625.975795,-72577.3804240115,optimal
9,0.04,9,9777.832003872063,9777.832003872065,26523992.92428797,26590230.286590558,-66237.36230258644,optimal
9,0.04,10,9777.832003872065,9777.8320008025,25962216.91531775,26021741.025352385,-59524.11003463343,optimal
9,0.04,11,9777.832003872065,9777.832003872065,25647008.624428317,25696634.30500596,-49625.680577643216,optimal
9,0.04,12,9777.832003872063,9777.832003872063,25354516.2024375,25388097.669758044,-33581.46732054278,optimal
9,0.04,13,9777.832003872063,9777.832003872063,24790492.000593204,24809034.28941877,-18542.288825564086,optimal
9,0.04,14,9777.832003872063,9777.831990801998,24184512.09628916,24184512.09628916,0.0,optimal
9,0.04,15,9777.832003872065,9665.769424229999,23289026.659982637,23282825.46559308,6201.194389555603,suboptimal
9,0.06,1,9812.140186341792,9812.140186341792,13002131.016867692,13048524.550588733,-46393.533721040934,optimal
9,0.06,2,9812.14018634179,9812.14018634179,13404649.262890412,13455280.257219015,-50630.99432860315,optimal
9,0.06,3,9812.14018634179,9812.14018634179,14403533.10635911,14458461.949896382,-54928.843537272885,optimal
9,0.06,4,9812.140186341789,9812.140186341789,15319638.978615688,15380221.814819554,-60582.83620386571,optimal
