landbase,discount_rate,flow_policy,flow_denominator,period,announced,realized,obj_free,obj_fixed,objective_gap,tail_status,announced_revenue,realized_revenue
2,0.02,+/-10%,volume,14,11339.734704208378,11088.316811140001,62977026.244303435,,,infeasible,14228993.430116344,13882740.581344027
2,0.02,+/-10%,volume,15,12473.708174629226,11648.102369420822,63850729.62169757,,,infeasible,16881453.70045762,15870171.534659062
2,0.02,+/-10%,revenue,1,17462.523929750572,20700.614820497896,65329010.66564072,64626783.867234044,702226.7984066755,suboptimal,15068731.563517805,17707476.660357013
2,0.02,+/-10%,revenue,2,15716.271536775515,16451.802170200637,62528566.608957425,62421596.971005514,106969.6379519105,suboptimal,15241712.53060124,15946043.267000826
2,0.02,+/-10%,revenue,3,14144.644383097973,13631.742559419152,61005925.71609777,60773576.629536256,232349.08656151593,suboptimal,14776428.950719504,14351438.937421815
2,0.02,+/-10%,revenue,4,12730.179944788173,11364.601916287847,60619477.360551134,,,infeasible,14476679.546457792,12916295.048573744
2,0.02,+/-10%,revenue,5,11457.161950309357,9483.239256284774,61806478.37558718,,,infeasible,14105263.677843329,11624665.55120948
2,0.02,+/-10%,revenue,6,10311.445755278413,10190.226785659781,64734668.80956337,,,infeasible,12897017.42900715,12741756.09185196
2,0.02,+/-10%,revenue,7,10191.313439866584,11476.57966468,66655919.02059268,64778369.56987737,1877549.4507153109,suboptimal,12483310.39419066,14057629.28038572
2,0.02,+/-10%,revenue,8,11210.44478385324,11439.859937860001,68132918.06228618,68047432.77322191,85485.28906427324,suboptimal,15334086.022118326,15375827.282629022
2,0.02,+/-10%,revenue,9,12331.489262238563,13407.792905860515,68861152.0188616,68677361.25745383,183790.76140777767,suboptimal,16668162.343157548,18264982.429418594
2,0.02,+/-10%,revenue,10,13230.195367354612,12473.30114276,66138852.129084826,,,infeasible,17337511.597514354,16438484.182093717
2,0.02,+/-10%,revenue,11,11907.175830619166,12768.03791194,64930941.51613283,64791251.32866092,139690.1874719113,suboptimal,14829380.629707504,15969770.333045762
2,0.02,+/-10%,revenue,12,13097.893413681071,11957.41617502,63946402.02987372,,,infeasible,16549841.732871834,15088089.873355832
2,0.02,+/-10%,revenue,13,11788.104072312966,11670.494896960003,63468338.50070512,63468338.50070512,0.0,optimal,14530039.426413843,14306185.30747721
2,0.02,+/-10%,revenue,14,11339.734704208378,12288.115742540002,63704690.22791596,63547855.58551712,156834.64239883423,suboptimal,14228993.430116344,15382039.66456037
2,0.02,+/-10%,revenue,15,12473.708174629226,10219.78705682,63168687.824800484,,,infeasible,16881453.70045762,13881363.534906613
2,0.02,+/-20%,volume,1,21593.04500140124,21593.04500140124,66304097.79757219,66304097.7975722,-1.4901161193847656e-08,optimal,18761320.967553217,18761320.967553217
2,0.02,+/-20%,volume,2,17274.436001120997,17339.233647438243,62868959.17183053,62868959.171830535,-7.450580596923828e-09,optimal,16740876.856936522,16903583.005697027
2,0.02,+/-20%,volume,3,13819.548800896793,13871.386917602616,60263584.783256486,60263584.78325649,-7.450580596923828e-09,optimal,14106346.96994909,14144284.2529299
2,0.02,+/-20%,volume,4,11055.639040717437,11097.109534159381,60058525.950795196,60058525.950795196,0.0,optimal,12516434.900474822,12552101.664151948
2,0.02,+/-20%,volume,5,8844.511232573946,8877.687626851997,61667322.64039834,61667322.64039834,0.0,optimal,10833616.26080767,10884619.486812718
2,0.02,+/-20%,volume,6,9235.047423289583,9043.764772313061,65059416.37875254,,,infeasible,11633212.354241842,11277216.831332443
2,0.02,+/-20%,volume,7,11082.056907947477,10852.517725381662,68414909.98745152,68414179.76477188,730.2226796448231,suboptimal,13574379.495269863,13293217.613584535
2,0.02,+/-20%,volume,8,13298.468289536968,13023.02126823,71116281.2931271,,,infeasible,18415960.64733641,18078566.385904517
2,0.02,+/-20%,volume,9,15958.161947444361,15627.62552245,69636000.59111942,,,infeasible,21304746.042363886,21088796.97884854
2,0.02,+/-20%,volume,10,12766.529557955495,12632.36517722,64008103.06032378,,,infeasible,16256296.954441287,15924237.355580548
2,0.02,+/-20%,volume,11,10213.22364636439,12473.188538119999,62862828.8154553,62454780.588120654,408048.22733464837,suboptimal,12715705.467640169,15618802.03479759
2,0.02,+/-20%,volume,12,9024.500996568682,10223.3072246,61886034.23298829,61673513.07828371,212521.15470457822,suboptimal,11415138.799774919,12869057.062355986
2,0.02,+/-20%,volume,13,10829.401195882409,10774.905183296447,63377152.11438796,63377152.11438796,0.0,optimal,13264902.243374566,13211332.276845224
2,0.02,+/-20%,volume,14,12995.281435058923,10055.7071363,64656888.79188313,,,infeasible,16326395.254848406,12570959.058017932
2,0.02,+/-20%,volume,15,15594.337722070686,14148.032180344284,67557916.5703684,,,infeasible,21228164.483471975,19456589.00248278
2,0.02,+/-20%,revenue,1,21593.04500140124,25125.533860568063,66938238.11700201,66534185.5052869,404052.61171510816,suboptimal,18761320.967553217,21489625.608814336
2,0.02,+/-20%,revenue,2,17274.436001120997,17689.444569760133,60713334.367203355,60682487.39832971,30846.968873642385,suboptimal,16740876.856936522,17211628.493614227
2,0.02,+/-20%,revenue,3,13819.548800896793,13085.289399240393,57502346.53000184,57242571.72397527,259774.8060265705,suboptimal,14106346.96994909,13769302.795853846
2,0.02,+/-20%,revenue,4,11055.639040717437,9740.66555289143,57342594.74219767,55248042.92446384,2094551.8177338317,suboptimal,12516434.900474822,11015442.234726274
2,0.02,+/-20%,revenue,5,8844.511232573946,7362.228878218303,60063125.43347668,57863408.93340588,2199716.5000707954,suboptimal,10833616.26080767,9017972.886630824
2,0.02,+/-20%,revenue,6,9235.047423289583,8819.065233513358,65027267.18559906,,,infeasible,11633212.354241842,10821567.456680756
2,0.02,+/-20%,revenue,7,11082.056907947477,10601.609582728717,68621286.56093653,,,infeasible,13574379.495269863,12985880.954414176
2,0.02,+/-20%,revenue,8,13298.468289536968,11774.546056390001,71277515.79001059,,,infeasible,18415960.64733641,15583057.142833391
2,0.02,+/-20%,revenue,9,15958.161947444361,17444.275811175074,73116837.9742081,72842927.02573659,273910.94847151637,suboptimal,21304746.042363886,23806061.723320823
2,0.02,+/-20%,revenue,10,12766.529557955495,14629.48982112,66022206.40871359,65598508.05773965,423698.35097393394,suboptimal,16256296.954441287,19044849.382482857
2,0.02,+/-20%,revenue,11,10213.22364636439,13028.431519820002,62363355.74438995,61510740.444030195,852615.3003597558,suboptimal,12715705.467640169,16387082.336707668
2,0.02,+/-20%,revenue,12,9024.500996568682,11619.1632475,60646002.736646086,60063168.5925907,582834.1440553889,suboptimal,11415138.799774919,14533152.347171271
2,0.02,+/-20%,revenue,13,10829.401195882409,10070.148433009499,60165927.4808968,,,infeasible,13264902.243374566,12334895.727284778
2,0.02,+/-20%,revenue,14,12995.281435058923,8117.2988697925875,61574230.332978256,,,infeasible,16326395.254848406,9967171.051409155
2,0.02,+/-20%,revenue,15,15594.337722070686,8817.194086430001,65733635.55542899,,,infeasible,21228164.483471975,11960605.257341664
2,0.04,NHF,volume,1,81822.22750000001,81822.22750000001,52493769.30204787,52493769.30204787,0.0,optimal,69853542.91333094,69853542.91333094
2,0.04,NHF,volume,2,0.0,0.0,7850059.089847443,7850059.089847443,0.0,optimal,0.0,0.0
2,0.04,NHF,volume,3,0.0,0.0,11715891.229226653,11715891.229226653,0.0,optimal,0.0,0.0
2,0.04,NHF,volume,4,0.0,0.0,17342381.03478771,17342381.03478771,0.0,optimal,0.0,0.0
2,0.04,NHF,volume,5,0.0,0.0,25801667.00516417,25801667.00516417,0.0,optimal,0.0,0.0
2,0.04,NHF,volume,6,0.0,0.0,38192770.12576048,38192770.12576048,0.0,optimal,0.0,0.0
2,0.04,NHF,volume,7,38300.0,38300.0,56534629.70385702,56534629.70385702,0.0,optimal,46913559.36784545,46913559.36784545
2,0.04,NHF,volume,8,14375.0,14375.0,36831568.342397876,36831568.342397876,0.0,optimal,21558759.026129402,21558759.026129402
2,0.04,NHF,volume,9,26850.0,26850.0,32960959.51728448,32960959.51728448,0.0,optimal,34415704.47529403,34415704.47529403
2,0.04,NHF,volume,10,0.0,0.0,14374567.47559123,14374567.47559123,0.0,optimal,0.0,0.0
2,0.04,NHF,volume,11,0.0,0.0,21504464.070669085,21504464.070669085,0.0,optimal,0.0,0.0
2,0.04,NHF,volume,12,0.0,0.0,31831860.04083979,31831860.04083979,0.0,optimal,0.0,0.0
2,0.04,NHF,volume,13,38300.0,38300.0,47118928.90377371,47118928.90377371,0.0,optimal,46913559.36784545,46913559.36784545
2,0.04,NHF,volume,14,0.0,0.0,22833965.853439376,22833965.853439376,0.0,optimal,0.0,0.0
2,0.04,NHF,volume,15,14375.0,14375.0,33859912.64770836,33859912.64770836,0.0,optimal,21558759.026129402,21558759.026129402
2,0.04,NHF,revenue,1,81822.22750000001,81822.22750000001,52493769.30204787,52493769.30204787,0.0,optimal,69853542.91333094,69853542.91333094
2,0.04,NHF,revenue,2,0.0,0.0,7850059.089847443,7850059.089847443,0.0,optimal,0.0,0.0
2,0.04,NHF,revenue,3,0.0,0.0,11715891.229226653,11715891.229226653,0.0,optimal,0.0,0.0
2,0.04,NHF,revenue,4,0.0,0.0,17342381.03478771,17342381.03478771,0.0,optimal,0.0,0.0
2,0.04,NHF,revenue,5,0.0,0.0,25801667.00516417,25801667.00516417,0.0,optimal,0.0,0.0
2,0.04,NHF,revenue,6,0.0,0.0,38192770.12576048,38192770.12576048,0.0,optimal,0.0,0.0
2,0.04,NHF,revenue,7,38300.0,38300.0,56534629.70385702,56534629.70385702,0.0,optimal,46913559.36784545,46913559.36784545
2,0.04,NHF,revenue,8,14375.0,14375.0,36831568.342397876,36831568.342397876,0.0,optimal,21558759.026129402,21558759.026129402
2,0.04,NHF,revenue,9,26850.0,26850.0,32960959.51728448,32960959.51728448,0.0,optimal,34415704.47529403,34415704.47529403
2,0.04,NHF,revenue,10,0.0,0.0,14374567.47559123,14374567.47559123,0.0,optimal,0.0,0.0
2,0.04,NHF,revenue,11,0.0,0.0,21504464.070669085,21504464.070669085,0.0,optimal,0.0,0.0
2,0.04,NHF,revenue,12,0.0,0.0,31831860.04083979,31831860.04083979,0.0,optimal,0.0,0.0
2,0.04,NHF,revenue,13,38300.0,38300.0,47118928.90377371,47118928.90377371,0.0,optimal,46913559.36784545,46913559.36784545
2,0.04,NHF,revenue,14,0.0,0.0,22833965.853439376,22833965.853439376,0.0,optimal,0.0,0.0
2,0.04,NHF,revenue,15,14375.0,14375.0,33859912.64770836,33859912.64770836,0.0,optimal,21558759.026129402,21558759.026129402
2,0.04,NDY,volume,1,12129.037965117304,12129.037965117304,26157361.80003905,26157361.800039038,1.1175870895385742e-08,optimal,11301822.055312093,11301822.055312093
2,0.04,NDY,volume,2,12129.037965117306,12079.714820040144,27435371.499291014,27435371.499291006,7.450580596923828e-09,optimal,11390013.948573926,11572554.400188705
2,0.04,NDY,volume,3,12129.037965117306,12010.72964236237,28868422.116872422,28868422.11687239,3.3527612686157227e-08,optimal,12662485.6351752,12306623.781419838
2,0.04,NDY,volume,4,12129.037965117306,11933.33256623051,30262998.43705688,,,infeasible,13734734.295662448,13451579.980781995
2,0.04,NDY,volume,5,12129.037965117303,11932.999477566264,31386050.805764902,,,infeasible,14959553.817162689,14684623.739413895
2,0.04,NDY,volume,6,12129.037965117315,11885.553965145846,31663897.183204006,,,infeasible,15158763.01049836,14833697.88485467
2,0.04,NDY,volume,7,12129.037965117299,11713.57571706177,31581253.718034312,,,infeasible,14856823.567921195,14397577.669684228
2,0.04,NDY,volume,8,12129.037965117303,11710.966242956645,32400189.471950527,,,infeasible,16712223.670593351,16922812.222001545
2,0.04,NDY,volume,9,12129.037965117299,11649.057430994984,31111935.51719366,,,infeasible,16421468.574357206,15297884.934807692
2,0.04,NDY,volume,10,12129.037965117303,11649.057430913457,30771322.396631796,,,infeasible,15748028.595099336,15072867.461981215
2,0.04,NDY,volume,11,12129.0379651173,11649.057432385074,30501552.466303457,,,infeasible,15108606.274849057,14473733.037880016
2,0.04,NDY,volume,12,12129.0379651173,11640.096871298929,30718147.801878314,,,infeasible,15257245.958169427,14602278.764370903
2,0.04,NDY,volume,13,12129.037965117295,11640.096871875496,30913858.65478135,,,infeasible,14987467.251129154,14344305.064742263
2,0.04,NDY,volume,14,12129.037965117317,11635.4782722567,31410333.51894455,,,infeasible,15240804.733890258,14578064.19251373
2,0.04,NDY,volume,15,12129.037965117299,11631.233416192706,31956796.510956198,,,infeasible,16712223.670593347,15519838.545474233
2,0.04,NDY,revenue,1,12129.037965117304,17133.273548827437,30028862.081765845,27638902.012780048,2389960.0689857975,suboptimal,11301822.055312093,14447941.401263373
2,0.04,NDY,revenue,2,12129.037965117306,15084.689229309364,30029240.020510558,28551429.95733899,1477810.0631715693,suboptimal,11390013.948573926,14447941.400972148
2,0.04,NDY,revenue,3,12129.037965117306,13389.927954904055,30057210.406659335,29387283.995496776,669926.411162559,suboptimal,12662485.6351752,14447941.402548844
2,0.04,NDY,revenue,4,12129.037965117306,12665.341849896498,30013837.403185632,29757228.75660029,256608.64658534154,suboptimal,13734734.295662448,14447941.398478175
2,0.04,NDY,revenue,5,12129.037965117303,11780.041423794852,30029728.107240748,,,infeasible,14959553.817162689,14447941.396619437
2,0.04,NDY,revenue,6,12129.037965117315,11353.034049321206,30052368.1625495,,,infeasible,15158763.01049836,14447941.401238909
2,0.04,NDY,revenue,7,12129.037965117299,11775.91484376474,30032623.253143746,,,infeasible,14856823.567921195,14447941.404288966
2,0.04,NDY,revenue,8,12129.037965117303,11138.896942199997,30065460.825019762,,,infeasible,16712223.670593351,14447941.401645187
2,0.04,NDY,revenue,9,12129.037965117299,10588.833913589999,30111670.4401263,,,infeasible,16421468.574357206,14447941.402231636
2,0.04,NDY,revenue,10,12129.037965117303,10398.91468249,30159375.75923501,,,infeasible,15748028.595099336,14447941.407517811
2,0.04,NDY,revenue,11,12129.0379651173,11651.02581184,30223490.292630732,,,infeasible,15108606.274849057,14447941.393164705
2,0.04,NDY,revenue,12,12129.0379651173,11332.414815799999,30267817.821897056,,,infeasible,15257245.958169427,14447941.405514443
2,0.04,NDY,revenue,13,12129.037965117295,11775.91483782,30383815.16000523,,,infeasible,14987467.251129154,14447941.396669136
2,0.04,NDY,revenue,14,12129.037965117317,11616.691452437204,30566022.858018767,,,infeasible,15240804.733890258,14697120.801461011
2,0.04,NDY,revenue,15,12129.037965117299,11446.936522627107,30563456.715160728,,,infeasible,16712223.670593347,14695922.309390524
2,0.04,-10%,volume,1,17462.523929750576,17462.523929750576,30880872.01537131,30880872.0153713,1.1175870895385742e-08,optimal,15294118.114747029,15294118.114747029
2,0.04,-10%,volume,2,15716.271536775519,15716.271537085824,30461700.142303295,30461700.1423033,-3.725290298461914e-09,optimal,15455836.526988897,15455836.527474396
2,0.04,-10%,volume,3,14144.644383097966,14144.644383992072,29655914.845217887,29655914.84521788,7.450580596923828e-09,optimal,14367035.338250056,14367035.339030195
2,0.04,-10%,volume,4,12730.179944788171,12730.17994327395,29576430.560154036,29576430.56015404,-3.725290298461914e-09,optimal,14400029.259749712,14400029.258138044
2,0.04,-10%,volume,5,11457.161950309359,11457.161949227024,29428334.484972205,29428334.484972205,0.0,optimal,14074857.012479246,14074857.011274178
2,0.04,-10%,volume,6,10311.445755278408,10311.445754682445,29521249.607692845,29521249.607692845,0.0,optimal,12887455.04690006,12887455.04588414
2,0.04,-10%,volume,7,9280.301179750582,9280.301178540001,30826669.81148732,30826669.81148732,0.0,optimal,11367414.108295433,11367414.106812596
2,0.04,-10%,volume,8,11133.413726630995,11133.41372213,34333626.84445045,34333626.84445045,0.0,optimal,15754064.527259015,15754064.521306776
2,0.04,-10%,volume,9,14540.922091307732,14540.92209877,35131565.67607854,35131565.67607854,0.0,optimal,19645218.303363625,19645218.31294312
2,0.04,-10%,volume,10,13988.009006335707,13988.009005020001,32352487.52595748,32352487.52595748,0.0,optimal,17623092.76048036,17623092.7589152
2,0.04,-10%,volume,11,12589.208105702137,12589.208104059999,30283682.23130621,30283682.23130621,0.0,optimal,15680905.816353876,15680905.814415371
2,0.04,-10%,volume,12,11330.287295131908,11330.28729918,29187388.283226065,29187388.283226065,0.0,optimal,14277030.430945132,14277030.435945826
2,0.04,-10%,volume,13,10197.258565618722,10197.258567960002,28962605.670443512,28962605.670443512,0.0,optimal,12542748.723136254,12542748.726206109
2,0.04,-10%,volume,14,9177.532709056564,9177.53269976,30355604.964856606,30355604.964856606,0.0,optimal,11568357.819314808,11568357.807563853
2,0.04,-10%,volume,15,15569.486545002193,13243.349422182637,33422679.56722117,,,infeasible,21187797.308583893,18338518.665608495
2,0.04,-10%,revenue,1,17462.523929750576,21058.387172977426,32726310.016412422,31774069.300683357,952240.7157290652,suboptimal,15294118.114747029,18112129.732910298
2,0.04,-10%,revenue,2,15716.271536775519,16918.434835304623,30363888.034064826,30104973.393839225,258914.64022560045,suboptimal,15455836.526988897,16300916.759997396
2,0.04,-10%,revenue,3,14144.644383097966,14117.700122893599,28667111.404420905,28667111.404420905,0.0,optimal,14367035.338250056,14670825.083178904
2,0.04,-10%,revenue,4,12730.179944788171,11647.22703157003,27777978.78649647,,,infeasible,14400029.259749712,13203742.574443478
2,0.04,-10%,revenue,5,11457.161950309359,9605.342171545493,27975170.63993485,,,infeasible,14074857.012479246,11883368.315225005
2,0.04,-10%,revenue,6,10311.445755278408,8475.13616660644,29572777.384458594,,,infeasible,12887455.04690006,10695031.490406554
2,0.04,-10%,revenue,7,9280.301179750582,12530.54995746,33094590.08374437,31537012.365568165,1557577.7181762047,suboptimal,11367414.108295433,15348634.447547076
2,0.04,-10%,revenue,8,11133.413726630995,13518.8156424,33704158.12395649,32648004.32179586,1056153.8021606281,suboptimal,15754064.527259015,18355710.17615854
2,0.04,-10%,revenue,9,14540.922091307732,12196.761431380834,31578716.300016675,,,infeasible,19645218.303363625,16520139.16479359
2,0.04,-10%,revenue,10,13988.009006335707,11444.76253063,30231038.34929706,,,infeasible,17623092.76048036,14868125.245180145
2,0.04,-10%,revenue,11,12589.208105702137,10689.119174832482,29914877.414004758,,,infeasible,15680905.816353876,13381312.718572637
2,0.04,-10%,revenue,12,11330.287295131908,9493.606867040002,30939204.66169678,,,infeasible,14277030.430945132,12043181.446269937
2,0.04,-10%,revenue,13,10197.258565618722,15154.735094573276,33787500.072912104,31572755.33449646,2214744.7384156436,suboptimal,12542748.723136254,18712815.179159857
2,0.04,-10%,revenue,14,9177.532709056564,13394.336814216935,31339328.92019284,29526127.317701213,1813201.6024916284,suboptimal,11568357.819314808,16805827.338389654
2,0.04,-10%,revenue,15,15569.486545002193,11254.000461222848,29638549.576476205,,,infeasible,21187797.308583893,15106243.055237003
2,0.04,-20%,volume,1,22178.37288034521,22178.37288034521,33803675.59380184,33803675.59380185,-7.450580596923828e-09,optimal,20168901.566127308,20168901.566127308
2,0.04,-20%,volume,2,17742.69830427617,17742.698304075366,29870832.597392607,29870832.597392607,0.0,optimal,16521264.424997006,16551312.700304281
2,0.04,-20%,volume,3,14194.158643420938,14194.158643680774,27710691.099207915,27710691.09920792,-3.725290298461914e-09,optimal,14279205.878837273,14305759.470697634
2,0.04,-20%,volume,4,11355.32691473675,11355.32691620618,26764922.741737746,26764922.741737746,0.0,optimal,12889852.558485944,12825105.028260086
2,0.04,-20%,volume,5,9084.2615317894,9084.26153304318,26828751.864634883,26828751.86463488,3.725290298461914e-09,optimal,11127285.709781636,11127285.711346587
2,0.04,-20%,volume,6,7267.409225431531,7267.409229432778,28624497.437058885,28624497.437058885,0.0,optimal,8916445.452131873,8915066.050039
2,0.04,-20%,volume,7,5813.927380345217,5813.92738398,33468800.309572835,33468800.309572835,0.0,optimal,7121462.854260248,7121462.858712483
2,0.04,-20%,volume,8,20593.068650378536,20061.78103558,42499779.07402841,,,infeasible,29175253.354663923,28524480.6899576
2,0.04,-20%,volume,9,16474.45492030283,16049.42482692,34405883.45834281,,,infeasible,20541741.72421312,20021123.59025328
2,0.04,-20%,volume,10,13179.563936242264,14606.311033555558,30912170.642299123,30342522.03190949,569648.610389635,suboptimal,16824217.392959327,18432449.83796167
2,0.04,-20%,volume,11,10543.651148993791,11685.048831600001,27369765.451658525,26965193.355236202,404572.0964223221,suboptimal,12961891.559710383,14592081.546307981
2,0.04,-20%,volume,12,10226.364751828325,9348.039062639938,25974525.587694705,,,infeasible,12945032.354488196,11718003.236785345
2,0.04,-20%,volume,13,8181.091801462657,7478.43125588,26766604.400717817,,,infeasible,10020995.715971593,9220524.266891392
2,0.04,-20%,volume,14,6544.873441170135,5982.74499842,30432401.310817435,,,infeasible,8035385.0957968645,7345081.376321246
2,0.04,-20%,volume,15,24481.099065546245,16192.8684593,37770565.69208118,,,infeasible,33937690.57936259,22949372.293138113
2,0.04,-20%,revenue,1,22178.37288034521,25826.318925593765,35469580.9712506,34589399.7857551,880181.1854955032,suboptimal,20168901.566127308,22361727.899610717
2,0.04,-20%,revenue,2,17742.69830427617,18647.19814790289,30169271.781151943,29946439.32189314,222832.45925880224,suboptimal,16521264.424997006,17889382.320479307
2,0.04,-20%,revenue,3,14194.158643420938,14113.005507576763,26776806.792872086,26776806.792872086,0.0,optimal,14279205.878837273,14311505.858503232
2,0.04,-20%,revenue,4,11355.32691473675,10065.975678210727,25352861.07729643,,,infeasible,12889852.558485944,11449204.686395744
2,0.04,-20%,revenue,5,9084.2615317894,7453.0619201808595,26143651.355707273,,,infeasible,11127285.709781636,9159363.748499118
2,0.04,-20%,revenue,6,7267.409225431531,5716.667328631952,29587338.260239515,,,infeasible,8916445.452131873,7327491.000587182
2,0.04,-20%,revenue,7,5813.927380345217,14766.43406762,36483895.64829789,32231088.68074329,4252806.967554603,suboptimal,7121462.854260248,18087362.43557876
2,0.04,-20%,revenue,8,20593.068650378536,16045.94429492,35975068.02458543,,,infeasible,29175253.354663923,22197381.059583813
2,0.04,-20%,revenue,9,16474.45492030283,13347.890112460002,31111029.4927051,,,infeasible,20541741.72421312,17757904.849220827
2,0.04,-20%,revenue,10,13179.563936242264,11231.914953380001,28275793.393265963,,,infeasible,16824217.392959327,14206323.878887624
2,0.04,-20%,revenue,11,10543.651148993791,9095.88268258,27694573.860685993,,,infeasible,12961891.559710383,11365059.102182858
2,0.04,-20%,revenue,12,10226.364751828325,7093.3160738999995,29681014.18330852,,,infeasible,12945032.354488196,9092047.290472822
2,0.04,-20%,revenue,13,8181.091801462657,15440.07560786,34888790.16540679,32318047.436595857,2570742.728810936,suboptimal,10020995.715971593,18950820.468025006
2,0.04,-20%,revenue,14,6544.873441170135,14064.262324480002,32720078.547961622,29714512.537654847,3005566.0103067756,suboptimal,8035385.0957968645,17640787.577269185
2,0.04,-20%,revenue,15,24481.099065546245,13001.755412114813,30833561.820820935,,,infeasible,33937690.57936259,17238792.877372243
2,0.04,+/-10%,volume,1,17462.523929750572,17462.523929750572,30819398.344322562,30819398.344322562,0.0,optimal,15165953.697141867,15165953.697141867
2,0.04,+/-10%,volume,2,15716.271536775528,15716.271536607754,30500588.172601834,30500588.172601838,-3.725290298461914e-09,optimal,15528016.821580315,15528016.821425118
2,0.04,+/-10%,volume,3,14144.644383097955,14144.64438296118,29636351.34876575,29636351.348765753,-3.725290298461914e-09,optimal,14601257.196121693,14601257.195898917
2,0.04,+/-10%,volume,4,12730.179944788164,12730.179944897824,29305600.89689492,29305600.896894917,3.725290298461914e-09,optimal,14321028.54917865,14321028.548824955
2,0.04,+/-10%,volume,5,11457.161950309364,11457.161952986477,29102417.371084627,29102417.37108463,-3.725290298461914e-09,optimal,14226853.91529331,14226853.92015134
2,0.04,+/-10%,volume,6,10311.445755278413,10311.4457544765,28900678.371927835,28900678.37192783,3.725290298461914e-09,optimal,12630460.120328246,12630460.119345983
2,0.04,+/-10%,volume,7,9798.34165338195,9798.341654839998,30201735.734937698,30201735.734937698,0.0,optimal,12001960.38805136,12001960.389837319
2,0.04,+/-10%,volume,8,10778.175818720145,10778.175822829999,32741997.889261663,32741997.889261663,0.0,optimal,15026462.577679738,15026462.58218012
2,0.04,+/-10%,volume,9,11855.99340059216,11855.99340633,33487726.174564075,33487726.174564075,0.0,optimal,16648928.968013361,16648928.975575395
2,0.04,+/-10%,volume,10,13041.59274065138,13041.59273406,32943338.512680605,32943338.5126806,3.725290298461914e-09,optimal,16344885.076290864,16344885.067523077
2,0.04,+/-10%,volume,11,14167.1801819901,14058.943485109288,32431994.223038673,32431994.223038673,0.0,optimal,17977209.50395855,17691348.091965187
2,0.04,+/-10%,volume,12,12750.462163791079,12653.049133979885,30350830.89706591,30350830.89706591,0.0,optimal,15905621.057933085,15939582.712160446
2,0.04,+/-10%,volume,13,11475.415947412002,11387.744221327632,29029553.82302095,29029553.82302095,0.0,optimal,14301656.874031374,14194268.032004211
2,0.04,+/-10%,volume,14,10327.87435267081,10248.9698001425,28824229.903884582,28824229.90388458,3.725290298461914e-09,optimal,12650583.461819071,12553933.503348311
2,0.04,+/-10%,volume,15,10756.27051897634,10756.27052083,30169821.09301059,30169821.093010593,-3.725290298461914e-09,optimal,14999630.839298502,14999630.841035273
2,0.04,+/-10%,revenue,1,17462.523929750572,20671.52538813235,32325729.415202487,31355078.301620506,970651.1135819815,suboptimal,15165953.697141867,18112129.73291029
2,0.04,+/-10%,revenue,2,15716.271536775528,16754.23340963296,29771185.14242935,29590505.80367298,180679.3387563713,suboptimal,15528016.821580315,16123729.8651196
2,0.04,+/-10%,revenue,3,14144.644383097955,14123.304988856256,27971492.459715564,27971492.459715556,7.450580596923828e-09,optimal,14601257.196121693,14511356.877030967
2,0.04,+/-10%,revenue,4,12730.179944788164,11570.461336038241,26927664.43672672,,,infeasible,14321028.54917865,13060221.187125787
2,0.04,+/-10%,revenue,5,11457.161950309364,9581.19319823225,26838499.87629238,,,infeasible,14226853.91529331,11754199.073844502
2,0.04,+/-10%,revenue,6,10311.445755278413,9121.509175759496,28016788.279722366,,,infeasible,12630460.120328246,11416140.307481026
2,0.04,+/-10%,revenue,7,9798.34165338195,10252.089108440001,30104502.821566354,29396230.749362886,708272.0722034685,suboptimal,12001960.38805136,12557754.335071586
2,0.04,+/-10%,revenue,8,10778.175818720145,14117.666862848766,35454048.631237775,33442866.41405533,2011182.2171824463,suboptimal,15026462.577679738,19508484.969416045
2,0.04,+/-10%,revenue,9,11855.99340059216,13001.015567204024,33027697.333933383,32752650.70478463,275046.6291487515,suboptimal,16648928.968013361,17557636.47252289
2,0.04,+/-10%,revenue,10,13041.59274065138,12461.77474823,31356416.087615702,,,infeasible,16344885.076290864,15801872.82338696
2,0.04,+/-10%,revenue,11,14167.1801819901,12628.91712664318,30642897.969628233,,,infeasible,17977209.50395855,15794417.060867243
2,0.04,+/-10%,revenue,12,12750.462163791079,11250.4870419,29607145.844869073,,,infeasible,15905621.057933085,14214975.355528027
2,0.04,+/-10%,revenue,13,11475.415947412002,10659.52405754,29639449.754124586,,,infeasible,14301656.874031374,13079994.960812073
2,0.04,+/-10%,revenue,14,10327.87435267081,11493.76123482,30829536.080115166,29879729.829531144,949806.2505840212,suboptimal,12650583.461819071,14387994.459227331
2,0.04,+/-10%,revenue,15,10756.27051897634,12324.413631396368,31634621.434355095,31050757.79711572,583863.6372393742,suboptimal,14999630.839298502,16969555.43574067
2,0.04,+/-20%,volume,1,22178.372880345214,22178.372880345214,33458790.23964478,33458790.23964479,-7.450580596923828e-09,optimal,20020062.913280427,20020062.913280427
2,0.04,+/-20%,volume,2,17742.698304276182,17742.698303657424,29550751.53691918,29550751.53691918,0.0,optimal,16872942.564925805,16872942.564337377
2,0.04,+/-20%,volume,3,14194.158643420917,14194.158641910983,26898216.883766543,26898216.88376654,3.725290298461914e-09,optimal,14354208.580388345,14354208.578865202
