landbase,discount_rate,flow_policy,flow_denominator,period,projected_mcf,realized_mcf,projected_revenue,realized_revenue
4,0.06,-20%,volume,4,7858.635447154472,7858.6354456182,8714310.203983322,8714310.202279774
4,0.06,-20%,volume,5,14570.0,14570.0,18457637.726902157,18457637.726902157
4,0.06,-20%,volume,6,15680.3349151471,15680.334916511114,19770681.44323902,19770681.444942903
4,0.06,-20%,volume,7,12544.267932117682,12544.267927740002,15717883.275697868,15717883.270165538
4,0.06,-20%,volume,8,14078.814733198173,14078.814735107093,21114558.20567233,21114558.208535213
4,0.06,-20%,volume,9,11263.051786558539,11263.051788469882,13877483.941967338,13877483.944019448
4,0.06,-20%,volume,10,9010.441429246843,9010.441432595795,11036863.679411644,11036863.683513766
4,0.06,-20%,volume,11,7208.353143397473,7208.3531470275,8829490.943529313,8829490.947975723
4,0.06,-20%,volume,12,5766.682514717979,5766.68251856,7063592.754823452,7063592.759529532
4,0.06,-20%,volume,13,15000.87374054218,15000.873741433334,18985413.727084175,18985413.728175744
4,0.06,-20%,volume,14,12000.698992433741,12000.698990820001,15263506.030386016,15263506.02857947
4,0.06,-20%,volume,15,31242.028852525764,16740.942288248683,42490175.32394344,24478111.548153255
4,0.06,-20%,revenue,1,15348.897357723577,17297.53472188481,14358940.66487525,14839852.410675902
4,0.06,-20%,revenue,2,12279.117886178858,12305.023288532291,11159007.406997498,11871881.927575039
4,0.06,-20%,revenue,3,9823.294308943092,9012.482266928193,9861189.183517566,9497505.54228641
4,0.06,-20%,revenue,4,7858.635447154472,6694.904726027524,8714310.203983322,7598004.44077113
4,0.06,-20%,revenue,5,14570.0,14570.0,18457637.726902157,18457637.726902157
4,0.06,-20%,revenue,6,15680.3349151471,18400.0,19770681.44323902,23148993.6636867
4,0.06,-20%,revenue,7,12544.267932117682,15814.08076238079,15717883.275697868,19676065.252461515
4,0.06,-20%,revenue,8,14078.814733198173,11716.051176500001,21114558.20567233,15740852.203509727
4,0.06,-20%,revenue,9,11263.051786558539,9117.998772547391,13877483.941967338,12592681.759978054
4,0.06,-20%,revenue,10,9010.441429246843,7537.01957593,11036863.679411644,10074145.411222849
4,0.06,-20%,revenue,11,7208.353143397473,6338.892850079999,8829490.943529313,8059316.325704895
4,0.06,-20%,revenue,12,5766.682514717979,7660.0,7063592.754823452,9382711.87356909
4,0.06,-20%,revenue,13,15000.87374054218,21184.08076554,18985413.727084175,26559206.15139003
4,0.06,-20%,revenue,14,12000.698992433741,17398.9940725,15263506.030386016,21922864.394565646
4,0.06,-20%,revenue,15,31242.028852525764,13195.165884115751,42490175.32394344,17813640.839757238
4,0.06,+/-10%,volume,1,13175.325676068625,13175.325676068625,12570730.223391097,12570730.223391097
4,0.06,+/-10%,volume,2,11857.793108461763,11253.576400868753,10776116.196172928,10227016.59651429
4,0.06,+/-10%,volume,3,10672.013797615586,9943.353774558786,10713182.738665182,9981711.7970598
4,0.06,+/-10%,volume,4,9604.812417854026,10937.6891564144,10650616.818032661,12128621.675440114
4,0.06,+/-10%,volume,5,10565.29365963943,14570.0,13542347.273178712,18457637.726902157
4,0.06,+/-10%,volume,6,11621.823025603371,14001.471122642106,14477174.573590875,17511061.82125854
4,0.06,+/-10%,volume,7,12784.005328163712,12601.324006019999,16343721.52433288,15990955.307615934
4,0.06,+/-10%,volume,8,13869.869195661908,12524.35519230224,20801194.275701586,18783273.429460634
4,0.06,+/-10%,volume,9,12482.882276095717,11271.919673257802,15429077.92963407,14315577.965651913
4,0.06,+/-10%,volume,10,11234.594048486148,9968.012430730927,13761221.798101777,12209789.633120542
4,0.06,+/-10%,volume,11,10111.134643637532,8971.211183665644,12385099.618291598,10988810.664918466
4,0.06,+/-10%,volume,12,9100.021179273777,8620.894483465,11146589.656462437,10559708.750756308
4,0.06,+/-10%,volume,13,8190.019061346398,10020.536581633884,10497775.629881663,12844090.34180204
4,0.06,+/-10%,volume,14,7371.017155211758,9893.72967732,9405479.390680132,12520423.975939162
4,0.06,+/-10%,volume,15,8108.118870732934,14384.72940271053,12160068.235780437,21167857.751085896
4,0.06,+/-10%,revenue,1,13175.325676068625,14935.61227911468,12570730.223391097,12918928.934346676
4,0.06,+/-10%,revenue,2,11857.793108461763,11803.99872857459,10776116.196172928,10973903.10605041
4,0.06,+/-10%,revenue,3,10672.013797615586,8922.057260203786,10713182.738665182,9876512.796869054
4,0.06,+/-10%,revenue,4,9604.812417854026,9648.276730103604,10650616.818032661,10864164.072655149
4,0.06,+/-10%,revenue,5,10565.29365963943,14570.0,13542347.273178712,18457637.726902157
4,0.06,+/-10%,revenue,6,11621.823025603371,15168.965428821222,14477174.573590875,19007528.82379295
4,0.06,+/-10%,revenue,7,12784.005328163712,13566.488526813322,16343721.52433288,17106775.94231381
4,0.06,+/-10%,revenue,8,13869.869195661908,11393.154326255826,20801194.275701586,15396098.346743388
4,0.06,+/-10%,revenue,9,12482.882276095717,10896.336913929303,15429077.92963407,13856488.512165867
4,0.06,+/-10%,revenue,10,11234.594048486148,8866.090073166584,13761221.798101777,11868264.6628568
4,0.06,+/-10%,revenue,11,10111.134643637532,7769.248577824004,12385099.618291598,10508923.22417831
4,0.06,+/-10%,revenue,12,9100.021179273777,9437.376769735,11146589.656462437,11559815.544743823
4,0.06,+/-10%,revenue,13,8190.019061346398,15416.400896232006,10497775.629881663,19477950.519807976
4,0.06,+/-10%,revenue,14,7371.017155211758,13949.42253118,9405479.390680132,17530155.47120082
4,0.06,+/-10%,revenue,15,8108.118870732934,12660.683727892616,12160068.235780437,17322755.159482032
4,0.06,+/-20%,volume,1,15348.897357723574,15348.897357723574,14358940.664875247,14358940.664875247
4,0.06,+/-20%,volume,2,12279.117886178863,11202.082473210517,11159007.406997502,10180219.984128932
4,0.06,+/-20%,volume,3,9823.29430894309,8526.802346739256,9861189.183517564,8559695.803383108
4,0.06,+/-20%,volume,4,7858.635447154474,10232.1628160871,8714310.203983324,11346275.245447692
4,0.06,+/-20%,volume,5,9430.362536585368,14570.0,12087619.000149207,18457637.726902157
4,0.06,+/-20%,volume,6,11316.435043902438,15680.33491651111,14105284.876455449,19662990.319734022
4,0.06,+/-20%,volume,7,13579.722052682935,12544.267928860001,17380767.900924828,15825574.39663595
4,0.06,+/-20%,volume,8,16295.666463219513,14017.315549537265,23911377.82895129,21022325.434830647
4,0.06,+/-20%,volume,9,13730.27628846168,11213.852438637901,16818175.76489994,13834122.400626868
4,0.06,+/-20%,volume,10,10984.221030769339,8667.062768298794,13454540.611919945,10616260.149488993
4,0.06,+/-20%,volume,11,8787.376824615476,6933.650216099991,10763632.489535963,8493008.121380715
4,0.06,+/-20%,volume,12,7029.90145969238,8320.380263095,8610905.99162877,10191609.750280857
4,0.06,+/-20%,volume,13,8435.881751630855,12536.006983265806,10812916.69842284,15966205.556031592
4,0.06,+/-20%,volume,14,7648.299005862447,10678.930784340002,9668761.299981616,13536784.845380943
4,0.06,+/-20%,volume,15,9177.95880703494,17334.511121457555,13764549.723311886,25274229.438663505
4,0.06,+/-20%,revenue,1,15348.897357723574,17514.683705234325,14358940.664875247,14839852.410675917
4,0.06,+/-20%,revenue,2,12279.117886178863,10497.508396930385,11159007.406997502,10631953.269460306
4,0.06,+/-20%,revenue,3,9823.29430894309,8093.290676887789,9861189.183517564,8505562.614210056
4,0.06,+/-20%,revenue,4,7858.635447154474,9204.462223231101,8714310.203983324,10206675.142708799
4,0.06,+/-20%,revenue,5,9430.362536585368,14570.0,12087619.000149207,18457637.726902157
4,0.06,+/-20%,revenue,6,11316.435043902438,17595.102221750178,14105284.876455449,22131216.109047484
4,0.06,+/-20%,revenue,7,13579.722052682935,14315.559865429419,17380767.900924828,17704972.888968322
4,0.06,+/-20%,revenue,8,16295.666463219513,10624.84691087,23911377.82895129,14163978.31380156
4,0.06,+/-20%,revenue,9,13730.27628846168,10049.014321458662,16818175.76489994,14565013.154006967
4,0.06,+/-20%,revenue,10,10984.221030769339,8360.034787557148,13454540.611919945,10952825.986368222
4,0.06,+/-20%,revenue,11,8787.376824615476,7153.466776088903,10763632.489535963,8762260.79075605
4,0.06,+/-20%,revenue,12,7029.90145969238,8584.16013093,8610905.99162877,10514712.948445862
4,0.06,+/-20%,revenue,13,8435.881751630855,18763.990552306015,10812916.69842284,23559355.668082055
4,0.06,+/-20%,revenue,14,7648.299005862447,14885.306828758143,9668761.299981616,18847484.531217214
4,0.06,+/-20%,revenue,15,9177.95880703494,11369.026465649998,13764549.723311886,15077987.625486543
5,0.0,NHF,volume,1,7503.016,7503.016,7557824.902845727,7557824.902845727
5,0.0,NHF,volume,2,0.0,0.0,0.0,0.0
5,0.0,NHF,volume,3,20532.1,0.0,20611305.746033918,0.0
5,0.0,NHF,volume,4,0.0,0.0,0.0,0.0
5,0.0,NHF,volume,5,24097.142862840003,44629.24286284,30389216.134344347,55538926.11597723
5,0.0,NHF,volume,6,6137.142852540001,6137.142852540001,7866446.73131023,7866446.73131023
5,0.0,NHF,volume,7,0.0,0.0,0.0,0.0
5,0.0,NHF,volume,8,11500.0,11500.0,17247007.220903523,17247007.220903523
5,0.0,NHF,volume,9,25239.999998346666,0.0,30916403.09051842,0.0
5,0.0,NHF,volume,10,0.0,10569.999998238334,0.0,12947162.46567834
5,0.0,NHF,volume,11,0.0,24074.285715380003,0.0,29488523.032557532
5,0.0,NHF,volume,12,0.0,0.0,0.0,0.0
5,0.0,NHF,volume,13,15342.857147460001,15342.857147460001,19666116.848925,19666116.848925
5,0.0,NHF,volume,14,6137.142852540001,6137.142852540001,7866446.73131023,7866446.73131023
5,0.0,NHF,volume,15,45745.714286165,11500.0,59194483.728952475,17247007.220903523
5,0.0,NHF,revenue,1,7503.016,7503.016,7557824.902845727,7557824.902845727
5,0.0,NHF,revenue,2,0.0,0.0,0.0,0.0
5,0.0,NHF,revenue,3,20532.1,0.0,20611305.746033918,0.0
5,0.0,NHF,revenue,4,0.0,0.0,0.0,0.0
5,0.0,NHF,revenue,5,24097.142862840003,44629.24286284,30389216.134344347,55538926.11597723
5,0.0,NHF,revenue,6,6137.142852540001,6137.142852540001,7866446.73131023,7866446.73131023
5,0.0,NHF,revenue,7,0.0,0.0,0.0,0.0
5,0.0,NHF,revenue,8,11500.0,11500.0,17247007.220903523,17247007.220903523
5,0.0,NHF,revenue,9,25239.999998346666,0.0,30916403.09051842,0.0
5,0.0,NHF,revenue,10,0.0,10569.999998238334,0.0,12947162.46567834
5,0.0,NHF,revenue,11,0.0,24074.285715380003,0.0,29488523.032557532
5,0.0,NHF,revenue,12,0.0,0.0,0.0,0.0
5,0.0,NHF,revenue,13,15342.857147460001,15342.857147460001,19666116.848925,19666116.848925
5,0.0,NHF,revenue,14,6137.142852540001,6137.142852540001,7866446.73131023,7866446.73131023
5,0.0,NHF,revenue,15,45745.714286165,11500.0,59194483.728952475,17247007.220903523
5,0.0,NDY,volume,1,7724.416196159037,7724.416196159037,7739972.170340851,7739972.170340851
5,0.0,NDY,volume,2,7724.416196159038,7705.68380322042,7019789.071712688,7002765.461915105
5,0.0,NDY,volume,3,7724.416196159036,8934.148978803149,7754214.324333615,8968613.83797704
5,0.0,NDY,volume,4,7724.416196159037,8177.134509378575,8565476.707839403,9067488.519298049
5,0.0,NDY,volume,5,7724.416196159035,8354.795657775856,9857271.987079319,10233765.067814229
5,0.0,NDY,volume,6,7724.416196159036,8354.79565804,9900976.72443889,10556579.2650162
5,0.0,NDY,volume,7,7724.416196159041,8383.887609917118,9848370.173678935,10736875.453977695
5,0.0,NDY,volume,8,7724.416196159038,8477.1012869062,11584614.079340788,11943417.692043379
5,0.0,NDY,volume,9,7724.416196159038,8477.101283559998,9461615.086173732,10597903.482920224
5,0.0,NDY,volume,10,7724.416196159038,8944.97938991493,9461615.086173732,11138588.894473452
5,0.0,NDY,volume,11,7724.416196159038,8633.703989509959,9461615.086173732,11143678.728334365
5,0.0,NDY,volume,12,7724.416196159073,8406.319777759336,9461615.086173775,11348109.887006115
5,0.0,NDY,volume,13,7724.416196159036,8722.846840533124,9857271.98707932,11249457.525461018
5,0.0,NDY,volume,14,7724.416196159037,8631.388391949968,9900976.724438893,10729529.21623512
5,0.0,NDY,volume,15,39881.047272937656,8519.22566359015,53212889.6730568,11056034.894307721
5,0.0,NDY,revenue,1,7724.416196159037,8782.848993540163,7739972.170340851,8610751.172414117
5,0.0,NDY,revenue,2,7724.416196159038,9475.0746974264,7019789.071712688,8610751.17207289
5,0.0,NDY,revenue,3,7724.416196159036,6564.540519695166,7754214.324333615,6589864.248355768
5,0.0,NDY,revenue,4,7724.416196159037,9414.435719795927,8565476.707839403,10439511.262412436
5,0.0,NDY,revenue,5,7724.416196159035,8513.931000941979,9857271.987079319,10428689.489985153
5,0.0,NDY,revenue,6,7724.416196159036,8167.088306644657,9900976.72443889,10431796.085063973
5,0.0,NDY,revenue,7,7724.416196159041,8223.266448141698,9848370.173678935,10486074.431925254
5,0.0,NDY,revenue,8,7724.416196159038,8055.588022805492,11584614.079340788,11087222.78488065
5,0.0,NDY,revenue,9,7724.416196159038,9168.762983108707,9461615.086173732,11486873.50246242
5,0.0,NDY,revenue,10,7724.416196159038,8934.99094185176,9461615.086173732,11171971.030719198
5,0.0,NDY,revenue,11,7724.416196159038,8430.150053549627,9461615.086173732,10953237.878247518
5,0.0,NDY,revenue,12,7724.416196159073,8139.353008449316,9461615.086173775,11007152.34280135
5,0.0,NDY,revenue,13,7724.416196159036,8569.344201088259,9857271.98707932,11311398.128932264
5,0.0,NDY,revenue,14,7724.416196159037,9003.771934780161,9900976.724438893,11200210.758063458
5,0.0,NDY,revenue,15,39881.047272937656,8529.972014861822,53212889.6730568,10958154.043636318
5,0.0,-10%,volume,1,10061.30569485897,10061.30569485897,9662545.158128455,9662545.158128455
5,0.0,-10%,volume,2,9055.175125373076,9055.175126551496,8229155.158566722,8229155.159637645
5,0.0,-10%,volume,3,8149.657612835766,7885.479154885994,8181096.175435093,7915898.608292984
5,0.0,-10%,volume,4,7334.6918515521875,7598.87030777625,8133317.860952327,8426260.959309114
5,0.0,-10%,volume,5,10926.99035764386,9969.121737884952,13651984.0892242,12330978.305805825
5,0.0,-10%,volume,6,9834.291321879471,8521.257664858185,12605365.506806428,10871619.046091013
5,0.0,-10%,volume,7,8850.862189691521,1908.86456214,11236253.519355282,2338162.688280188
5,0.0,-10%,volume,8,7965.775970722368,12661.783175419803,11946590.929317256,18296711.73360949
5,0.0,-10%,volume,9,7169.1983736501315,11285.948623413033,8781530.379167011,14099448.215190662
5,0.0,-10%,volume,10,6452.278536285118,10140.629971539025,7903377.341250309,12580720.30765649
5,0.0,-10%,volume,11,5807.050682656607,7848.9501462315075,7113039.6071252795,9762221.635976467
5,0.0,-10%,volume,12,5226.345614390944,7439.788422878612,6401735.646412749,9743136.539909946
5,0.0,-10%,volume,13,4703.711052951851,7670.6619329876285,6029107.245272441,9496537.677922698
5,0.0,-10%,volume,14,4233.3399476566665,10207.766009527215,5426196.520745196,12893537.244422657
5,0.0,-10%,volume,15,47002.45375864499,11864.347662517504,62210445.644620664,16021933.71064628
5,0.0,-10%,revenue,1,10061.30569485897,10252.035512508859,9662545.158128455,9819459.72151852
5,0.0,-10%,revenue,2,9055.175125373076,9799.145641508736,8229155.158566722,8905260.117986497
5,0.0,-10%,revenue,3,8149.657612835766,7010.216845751263,8181096.175435093,7037259.839654822
5,0.0,-10%,revenue,4,7334.6918515521875,7539.432280531951,8133317.860952327,8360351.119006345
5,0.0,-10%,revenue,5,10926.99035764386,10455.614250315235,13651984.0892242,12933763.30782414
5,0.0,-10%,revenue,6,9834.291321879471,7166.018970591376,12605365.506806428,9155295.427430665
5,0.0,-10%,revenue,7,8850.862189691521,3808.7415630838627,11236253.519355282,4765286.072053734
5,0.0,-10%,revenue,8,7965.775970722368,11044.322957659762,11946590.929317256,16126040.228130544
5,0.0,-10%,revenue,9,7169.1983736501315,11616.475463607012,8781530.379167011,14552771.275162365
5,0.0,-10%,revenue,10,6452.278536285118,10521.429504045827,7903377.341250309,13040887.608033957
5,0.0,-10%,revenue,11,5807.050682656607,8670.829039972165,7113039.6071252795,10740103.718795978
5,0.0,-10%,revenue,12,5226.345614390944,6089.736717735179,6401735.646412749,8238669.722420352
5,0.0,-10%,revenue,13,4703.711052951851,7259.913382900468,6029107.245272441,8913802.19822651
5,0.0,-10%,revenue,14,4233.3399476566665,10121.49387511328,5426196.520745196,12822258.388574699
5,0.0,-10%,revenue,15,47002.45375864499,11449.984138266122,62210445.644620664,15543820.657197282
5,0.0,-20%,volume,1,11489.801639344263,11489.801639344263,10837777.32788207,10837777.32788207
5,0.0,-20%,volume,2,9191.841311475413,9191.841309039915,8353354.551156531,8353354.548943201
5,0.0,-20%,volume,3,7353.473049180324,7353.47305065395,7381840.206889503,7381840.208368814
5,0.0,-20%,volume,4,5882.778439344263,5965.843933217076,6523315.215024138,6615425.16028402
5,0.0,-20%,volume,5,13610.254381593839,13266.259728619038,16947366.792223938,16506442.460087545
5,0.0,-20%,volume,6,10888.203505275073,664.08623488,13956245.590480724,813437.3108462621
5,0.0,-20%,volume,7,8710.562804220059,7364.162544052,10995794.76197156,9270010.275401782
5,0.0,-20%,volume,8,6968.450243376046,15797.517933870937,9924246.203064285,22241450.808114342
5,0.0,-20%,volume,9,5574.760194700835,12255.338596700554,6828507.659415125,15599358.586135754
5,0.0,-20%,volume,10,4459.80815576067,8577.464174460001,5462806.127532103,10655058.983196264
5,0.0,-20%,volume,11,3567.846524608536,6752.947315393541,4370244.902025682,8396076.659056704
5,0.0,-20%,volume,12,2854.2772196868277,8719.754587850546,3496195.921620544,10804966.066233864
5,0.0,-20%,volume,13,2283.4217757494625,7221.387243177778,2926836.835256783,9073726.20180152
5,0.0,-20%,volume,14,2572.5468904643767,5777.109797919999,3297430.671547806,7104734.515849911
5,0.0,-20%,volume,15,60144.67582887372,15175.471662633267,79169535.81248246,21198357.89962861
5,0.0,-20%,revenue,1,11489.801639344263,11532.170527740027,10837777.32788207,10872634.466141112
5,0.0,-20%,revenue,2,9191.841311475413,9571.199695034527,8353354.551156531,8698107.574238721
5,0.0,-20%,revenue,3,7353.473049180324,1916.2244659977487,7381840.206889503,1923616.5977523085
5,0.0,-20%,revenue,4,5882.778439344263,9758.828803853683,6523315.215024138,10821403.028071636
5,0.0,-20%,revenue,5,13610.254381593839,11210.942186445664,16947366.792223938,13871984.317282088
5,0.0,-20%,revenue,6,10888.203505275073,2017.49472672,13956245.590480724,2471223.4630886125
5,0.0,-20%,revenue,7,8710.562804220059,10457.167713314877,10995794.76197156,13232754.081396714
5,0.0,-20%,revenue,8,6968.450243376046,14151.602676415207,9924246.203064285,20078531.753169373
5,0.0,-20%,revenue,9,5574.760194700835,12377.794348270527,6828507.659415125,15771901.526458446
5,0.0,-20%,revenue,10,4459.80815576067,9947.597557667928,5462806.127532103,12649062.911333958
5,0.0,-20%,revenue,11,3567.846524608536,7667.723465688911,4370244.902025682,9392172.324381681
5,0.0,-20%,revenue,12,2854.2772196868277,2059.4583374980202,3496195.921620544,2522624.5687158657
5,0.0,-20%,revenue,13,2283.4217757494625,5684.1995571630605,2926836.835256783,6962559.618372064
5,0.0,-20%,revenue,14,2572.5468904643767,8385.892926659157,3297430.671547806,10411589.639447
5,0.0,-20%,revenue,15,60144.67582887372,15322.165579807213,79169535.81248246,21467051.06432559
5,0.0,+/-10%,volume,1,9711.679903626959,9711.679903626959,9305233.473512545,9305233.473512545
5,0.0,+/-10%,volume,2,8740.511913264265,7557.2291471648705,7943195.764155814,6944814.6849754695
5,0.0,+/-10%,volume,3,7866.460721937834,8253.295824184572,7896806.808803162,8285134.1871865615
5,0.0,+/-10%,volume,4,8282.177745790943,9462.751821894672,9277877.156788165,9843670.797767263
5,0.0,+/-10%,volume,5,9110.395520370039,10713.299928516168,11676561.942768712,13234118.06464449
5,0.0,+/-10%,volume,6,8199.355968333035,7399.259335400383,10509743.459735123,9484198.235500934
5,0.0,+/-10%,volume,7,7379.420371499729,7914.1913285,9277163.519382648,10034470.768486992
5,0.0,+/-10%,volume,8,8117.362408649704,10441.414753277846,10749750.709926218,13780383.981506366
5,0.0,+/-10%,volume,9,8308.646873982922,8848.193828532692,10177237.555850165,11117222.48332365
5,0.0,+/-10%,volume,10,9139.511561381214,7555.688815618217,11194961.311435182,9461967.080522241
5,0.0,+/-10%,volume,11,10053.462717519336,8316.705501255958,12473450.446335029,11117818.385094183
5,0.0,+/-10%,volume,12,11058.80898927127,8842.643947814324,16585335.521091687,12415633.123722559
5,0.0,+/-10%,volume,13,12164.689888198398,9726.908348818335,15417758.291384684,12125271.020207275
5,0.0,+/-10%,volume,14,13381.15887701824,11044.03665732,16856918.87459355,13948675.448812515
5,0.0,+/-10%,volume,15,14719.274764720067,11062.445321144067,19074546.90709421,14244641.532866353
5,0.0,+/-10%,revenue,1,9711.679903626959,7764.9450367353875,9305233.473512545,7509844.127367901
5,0.0,+/-10%,revenue,2,8740.511913264265,8769.778073120166,7943195.764155814,8260828.539783918
5,0.0,+/-10%,revenue,3,7866.460721937834,9051.991935213195,7896806.808803162,9086911.391787123
5,0.0,+/-10%,revenue,4,8282.177745790943,9014.11523260885,9277877.156788165,9995602.529170323
5,0.0,+/-10%,revenue,5,9110.395520370039,10683.463191677805,11676561.942768712,13195874.030471817
5,0.0,+/-10%,revenue,6,8199.355968333035,8496.19571387707,10509743.459735123,10890225.730095085
5,0.0,+/-10%,revenue,7,7379.420371499729,6613.841988259759,9277163.519382648,8405778.163197018
5,0.0,+/-10%,revenue,8,8117.362408649704,8873.579531833177,10749750.709926218,11259066.278181609
5,0.0,+/-10%,revenue,9,8308.646873982922,10279.945695250588,10177237.555850165,13269236.736678608
5,0.0,+/-10%,revenue,10,9139.511561381214,7730.972586077525,11194961.311435182,9849327.185149333
5,0.0,+/-10%,revenue,11,10053.462717519336,8634.234405360161,12473450.446335029,11415562.274321511
5,0.0,+/-10%,revenue,12,11058.80898927127,7899.863571431291,16585335.521091687,11136161.206032604
5,0.0,+/-10%,revenue,13,12164.689888198398,9608.745817377501,15417758.291384684,12249777.321355075
5,0.0,+/-10%,revenue,14,13381.15887701824,11449.123063323073,16856918.87459355,14363598.250199787
5,0.0,+/-10%,revenue,15,14719.274764720067,10581.687824916587,19074546.90709421,13375928.37885121
5,0.0,+/-20%,volume,1,11193.027892872678,11193.027892872678,10593619.789081791,10593619.789081791
5,0.0,+/-20%,volume,2,8954.422314298135,6430.71494406357,8137593.095600735,5844100.232465968
5,0.0,+/-20%,volume,3,7163.537851438518,7716.857931667819,7191172.304795233,7746626.902670079
5,0.0,+/-20%,volume,4,7289.84222601067,9260.2295218154,8083584.856777564,10268514.573023345
5,0.0,+/-20%,volume,5,8747.810671212806,12175.288257815038,11136120.148217127,15108060.645183736
5,0.0,+/-20%,volume,6,10497.372805455358,10074.124001895927,13455287.904638354,12912777.448667288
5,0.0,+/-20%,volume,7,8397.898244364265,9550.630672287274,10490296.524991702,12085169.450362034
5,0.0,+/-20%,volume,8,10077.477893237126,8169.68220714737,14035271.586278498,11719170.8627772
5,0.0,+/-20%,volume,9,8061.9823145897135,6316.749307170097,9875098.849556778,7769153.757118004
5,0.0,+/-20%,volume,10,6954.471025359671,7163.728074365499,8518511.470500574,9249482.862028986
5,0.0,+/-20%,volume,11,8345.365230431602,9552.376746154758,10222213.764600683,12528089.861322027
5,0.0,+/-20%,volume,12,10014.438276517947,7817.829540954897,14301307.101043949,9958647.781020023
5,0.0,+/-20%,volume,13,12017.325931821513,10460.801908723648,15140939.94671956,13002695.735294737
5,0.0,+/-20%,volume,14,14420.791118185822,8733.927082758753,18261071.662841298,11084591.308744337
5,0.0,+/-20%,volume,15,17304.949341822947,13271.786275413626,23091915.709978573,17810307.815750923
5,0.0,+/-20%,revenue,1,11193.027892872678,9495.342993536315,10593619.789081791,8869319.985022543
5,0.0,+/-20%,revenue,2,8954.422314298135,7409.475013016052,8137593.095600735,7095455.986815935
5,0.0,+/-20%,revenue,3,7163.537851438518,8481.82722356208,7191172.304795233,8514547.181723839
5,0.0,+/-20%,revenue,4,7289.84222601067,9214.18504537335,8083584.856777564,10217456.618548397
5,0.0,+/-20%,revenue,5,8747.810671212806,12653.321486151788,11136120.148217127,15720792.500521101
5,0.0,+/-20%,revenue,6,10497.372805455358,8023.531594422647,13455287.904638354,10284375.873438902
5,0.0,+/-20%,revenue,7,8397.898244364265,6253.612828098025,10490296.524991702,7855861.010488808
5,0.0,+/-20%,revenue,8,10077.477893237126,8064.09260606556,14035271.586278498,10536812.675826356
5,0.0,+/-20%,revenue,9,8061.9823145897135,11854.403273321108,9875098.849556778,15427601.682840448
5,0.0,+/-20%,revenue,10,6954.471025359671,7465.277824202829,8518511.470500574,10120075.34588009
5,0.0,+/-20%,revenue,11,8345.365230431602,6459.075908393502,10222213.764600683,8615399.118027799
5,0.0,+/-20%,revenue,12,10014.438276517947,8645.555783032782,14301307.101043949,11061640.162533248
5,0.0,+/-20%,revenue,13,12017.325931821513,10549.282811762541,15140939.94671956,13143561.605699146
5,0.0,+/-20%,revenue,14,14420.791118185822,10664.627997153984,18261071.662841298,13361562.318285294
5,0.0,+/-20%,revenue,15,17304.949341822947,10268.368653220165,23091915.709978573,13241372.450997105
5,0.02,NHF,volume,1,28035.115999999998,28035.115999999998,24449706.55343914,24449706.55343914
5,0.02,NHF,volume,2,0.0,0.0,0.0,0.0
5,0.02,NHF,volume,3,0.0,0.0,0.0,0.0
5,0.02,NHF,volume,4,6565.71428462,6565.71428462,7280611.420602326,7280611.420602326
5,0.02,NHF,volume,5,24097.142862840003,24097.142862840003,30389216.134344347,30389216.134344347
5,0.02,NHF,volume,6,6137.142852540001,6137.142852540001,7866446.73131023,7866446.73131023
5,0.02,NHF,volume,7,15320.0,15320.0,18765423.74713818,18765423.74713818
5,0.02,NHF,volume,8,11500.0,11500.0,17247007.220903523,17247007.220903523
5,0.02,NHF,volume,9,0.0,0.0,0.0,0.0
5,0.02,NHF,volume,10,6565.71428462,6565.71428462,8042324.461718833,8042324.461718833
5,0.02,NHF,volume,11,8754.28571538,8754.28571538,10723099.285419347,10723099.285419347
5,0.02,NHF,volume,12,0.0,0.0,0.0,0.0
5,0.02,NHF,volume,13,30662.857147460003,30662.857147460003,38431540.59606318,38431540.59606318
5,0.02,NHF,volume,14,6137.142852540001,6137.142852540001,7866446.73131023,7866446.73131023
5,0.02,NHF,volume,15,11500.0,11500.0,17247007.220903523,17247007.220903523
5,0.02,NHF,revenue,1,28035.115999999998,28035.115999999998,24449706.55343914,24449706.55343914
5,0.02,NHF,revenue,2,0.0,0.0,0.0,0.0
5,0.02,NHF,revenue,3,0.0,0.0,0.0,0.0
5,0.02,NHF,revenue,4,6565.71428462,6565.71428462,7280611.420602326,7280611.420602326
5,0.02,NHF,revenue,5,24097.142862840003,24097.142862840003,30389216.134344347,30389216.134344347
5,0.02,NHF,revenue,6,6137.142852540001,6137.142852540001,7866446.73131023,7866446.73131023
5,0.02,NHF,revenue,7,15320.0,15320.0,18765423.74713818,18765423.74713818
5,0.02,NHF,revenue,8,11500.0,11500.0,17247007.220903523,17247007.220903523
5,0.02,NHF,revenue,9,0.0,0.0,0.0,0.0
5,0.02,NHF,revenue,10,6565.71428462,6565.71428462,8042324.461718833,8042324.461718833
5,0.02,NHF,revenue,11,8754.28571538,8754.28571538,10723099.285419347,10723099.285419347
5,0.02,NHF,revenue,12,0.0,0.0,0.0,0.0
5,0.02,NHF,revenue,13,30662.857147460003,30662.857147460003,38431540.59606318,38431540.59606318
5,0.02,NHF,revenue,14,6137.142852540001,6137.142852540001,7866446.73131023,7866446.73131023
5,0.02,NHF,revenue,15,11500.0,11500.0,17247007.220903523,17247007.220903523
