landbase,discount_rate,flow_window,anchoring,horizon,relax_share,fd_version,ws3_version,max_abs_rel_deviation,mean_abs_rel_deviation,total_projected,total_realized,total_rel_change,occurrence,occurrence_tolerance
2,0.04,3,realized-history,15,0.7333333333333333,0.1.0b1,1.1.0a5,0.040311613767270424,0.027576747681319236,181935.56947675959,176918.37818304182,-0.027576747681319482,False,0.05
2,0.06,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.04542999449965754,0.027573271040849206,181073.2159674154,176080.43510540135,-0.02757327104033159,False,0.05
2,0.06,2,realized-history,15,0.5333333333333333,0.1.0b1,1.1.0a5,0.03935408388725383,0.027104140520556114,181073.2159674154,176165.3820774661,-0.027104140519779902,False,0.05
2,0.06,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.04542999449965465,0.027573271040848977,181073.2159674154,176080.4351054014,-0.027573271040331266,False,0.05
2,0.06,3,realized-history,15,0.6666666666666666,0.1.0b1,1.1.0a5,0.03957177652336454,0.027132641549601173,181073.2159674154,176160.22131303934,-0.0271326415015469,False,0.05
3,0.0,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.7810782621436264,0.1357247547637329,145218.28595794787,122626.76522479783,-0.15556939392393096,True,0.05
3,0.0,2,realized-history,15,0.0,0.1.0b1,1.1.0a5,0.773412460087595,0.14490980448706675,145218.28595794787,127092.43339045314,-0.12481797624813994,True,0.05
3,0.0,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.7808135796731491,0.13569818063907108,145263.30759202965,122629.70055121784,-0.15581090239510476,True,0.05
3,0.0,3,realized-history,15,0.0,0.1.0b1,1.1.0a5,0.7704907288284978,0.1521126823248535,145263.30759202965,128491.31084149572,-0.11545927893668712,True,0.05
3,0.02,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.569614956842826,0.08513160720922934,150633.12968446864,131959.5957991604,-0.12396697807729096,True,0.05
3,0.02,2,realized-history,15,0.13333333333333333,0.1.0b1,1.1.0a5,0.5536877101861095,0.09478405840387796,150633.12968446864,132998.43106829855,-0.1170705186376298,True,0.05
3,0.02,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.5708631556103271,0.08868165015148417,150985.32788038236,131907.91289867798,-0.12635277380606413,True,0.05
3,0.02,3,realized-history,15,0.06666666666666667,0.1.0b1,1.1.0a5,0.5393011196048278,0.07272567824243839,150985.32788038236,136602.78089210784,-0.09525791141553204,True,0.05
3,0.04,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.45337359286512524,0.10291778154462808,146670.64933240216,128739.41100504137,-0.12225512335956813,True,0.05
3,0.04,2,realized-history,15,0.13333333333333333,0.1.0b1,1.1.0a5,0.45988487995752075,0.07498477918915106,146670.64933240216,135609.54793457838,-0.07541455259229006,True,0.05
3,0.04,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.44790519490767766,0.10693448160229932,147025.7355183167,128765.56707758203,-0.12419708955280005,True,0.05
3,0.04,3,realized-history,15,0.2,0.1.0b1,1.1.0a5,0.42038434707287914,0.09527040758334428,147025.7355183167,134332.75299323106,-0.08633170567274148,True,0.05
3,0.06,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.31967354734924874,0.09283176192367075,139706.4441309646,128557.54809957201,-0.07980230332783587,True,0.05
3,0.06,2,realized-history,15,0.4666666666666667,0.1.0b1,1.1.0a5,0.07931344464792847,0.014443438816637478,139706.4441309646,139158.3657705639,-0.003923071436038642,False,0.05
3,0.06,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.2571953845698368,0.09836239292172241,139827.8128102182,128470.69904057911,-0.08122213700827577,True,0.05
3,0.06,3,realized-history,15,0.26666666666666666,0.1.0b1,1.1.0a5,0.21311569841959283,0.07823700302222468,139827.8128102182,137458.4332993978,-0.016944980138080653,True,0.05
4,0.0,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.6920352391328259,0.07893784316711155,187027.68389884426,159628.65345293208,-0.14649719161753194,True,0.05
4,0.0,2,realized-history,15,0.06666666666666667,0.1.0b1,1.1.0a5,0.6770287820222298,0.055316041287336006,187027.68389884426,164579.86889639933,-0.12002402283175387,True,0.05
4,0.0,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.6920352391328272,0.07893784316711215,187027.68389884426,159628.65345293208,-0.14649719161753194,True,0.05
4,0.0,3,realized-history,15,0.06666666666666667,0.1.0b1,1.1.0a5,0.6724731252765026,0.05657829650403716,187027.68389884426,165369.93042150853,-0.11579972026520705,True,0.05
4,0.02,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.5891630670258744,0.04558804099682185,186968.2399474085,171627.22530102238,-0.08205144708374709,False,0.05
4,0.02,2,realized-history,15,0.4,0.1.0b1,1.1.0a5,0.5858335437079776,0.04679281982984833,186968.2399474085,171968.6474626937,-0.08022534997887318,False,0.05
4,0.02,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.5887961746958079,0.04543882452267663,186974.50557340618,171621.20867917713,-0.08211438691678392,False,0.05
4,0.02,3,realized-history,15,0.4666666666666667,0.1.0b1,1.1.0a5,0.5876668170217904,0.04598999047436732,186974.50557340618,171765.6147185889,-0.08134205681237248,False,0.05
4,0.04,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.5064920072705485,0.0371501083770421,183302.0981086431,171173.96592749257,-0.06616472100587854,False,0.05
4,0.04,2,realized-history,15,0.3333333333333333,0.1.0b1,1.1.0a5,0.5026177401144098,0.03628204288030135,183302.0981086431,171520.3818585171,-0.06427485758042441,False,0.05
4,0.04,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.506166623753411,0.03771736458706827,183317.13077335508,171174.3403927023,-0.06623925614276377,False,0.05
4,0.04,3,realized-history,15,0.3333333333333333,0.1.0b1,1.1.0a5,0.5033301285036365,0.03757775979997792,183317.13077335508,171387.8304292826,-0.06507466211011849,False,0.05
4,0.06,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.18002591040278831,0.017755474772307753,174039.90882737245,170611.49930440477,-0.01969898482518893,False,0.05
4,0.06,2,realized-history,15,0.4,0.1.0b1,1.1.0a5,0.17330388179341816,0.016738912857836612,174039.90882737245,170979.07183023434,-0.017586983455467685,False,0.05
4,0.06,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.17229687008429195,0.017753030427516556,173975.50042876636,170611.49930440477,-0.019336062354014992,False,0.05
4,0.06,3,realized-history,15,0.3333333333333333,0.1.0b1,1.1.0a5,0.16521317674536112,0.01665227686097931,173975.50042876636,171046.75126345063,-0.016834262054701777,False,0.05
5,0.0,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.7863841035746545,0.12860998592733783,148022.87401916424,126447.52903701783,-0.1457568306595175,True,0.05
5,0.0,2,realized-history,15,0.0,0.1.0b1,1.1.0a5,0.7682432338605839,0.18519137054473894,148022.87401916424,136107.65184744046,-0.08049581695178505,True,0.05
5,0.0,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.7863841035746546,0.128609985927338,148022.87401916427,126447.52903701784,-0.14575683065951758,True,0.05
5,0.0,3,realized-history,15,0.0,0.1.0b1,1.1.0a5,0.7731068813412132,0.17283947669276584,148022.87401916427,133954.72652179285,-0.0950403617723977,True,0.05
5,0.02,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.649887841518093,0.13357358490482313,166023.3997608735,135041.05352533996,-0.18661433436586633,True,0.05
5,0.02,2,realized-history,15,0.06666666666666667,0.1.0b1,1.1.0a5,0.6276703337317309,0.1059585444407578,166023.3997608735,140748.14682106045,-0.15223909988722945,True,0.05
5,0.02,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.6321809832447493,0.1353312557798587,165541.8892862863,135084.7568143337,-0.18398444407796016,True,0.05
5,0.02,3,realized-history,15,0.06666666666666667,0.1.0b1,1.1.0a5,0.6121089052540423,0.10048138629084136,165541.8892862863,141213.06521371586,-0.14696476026376898,True,0.05
5,0.04,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.530335695340153,0.13832697725660184,162550.43353377256,134983.93453911712,-0.169587360644769,True,0.05
5,0.04,2,realized-history,15,0.13333333333333333,0.1.0b1,1.1.0a5,0.5286869495216775,0.0832802326907931,162550.43353377256,145202.36092799486,-0.10672424692225355,True,0.05
5,0.04,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.527351468709419,0.14277996002485874,163385.89889526585,135306.96458622403,-0.17185653412502308,True,0.05
5,0.04,3,realized-history,15,0.13333333333333333,0.1.0b1,1.1.0a5,0.45052325213627437,0.10475277959993479,163385.89889526585,142619.38558700684,-0.12710101329840487,True,0.05
5,0.06,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.5916057807175323,0.13289561255845841,164448.99514778814,135762.4405020545,-0.17444043741315304,True,0.05
5,0.06,2,realized-history,15,0.2,0.1.0b1,1.1.0a5,0.6001725544783381,0.07127989933091707,164448.99514778814,146197.31227072427,-0.11098689207958566,True,0.05
5,0.06,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.5875244074666404,0.1380218196790274,164793.97902531782,135762.4405020545,-0.17616868465080948,True,0.05
5,0.06,3,realized-history,15,0.26666666666666666,0.1.0b1,1.1.0a5,0.5948141728730698,0.065556582222798,164793.97902531782,146427.763918589,-0.11144955183045356,True,0.05
6,0.0,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.7874210744939141,0.132291365130643,181848.00031136273,152556.11841618174,-0.16107893320260339,True,0.05
6,0.0,2,realized-history,15,0.06666666666666667,0.1.0b1,1.1.0a5,0.7791884603137597,0.14768096314452908,181848.00031136273,158329.9458402214,-0.1293280895631153,True,0.05
6,0.0,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.7690830864799427,0.13369644718370122,181703.57222907277,152765.47772182705,-0.15925990971032544,True,0.05
6,0.0,3,realized-history,15,0.13333333333333333,0.1.0b1,1.1.0a5,0.7639322886776674,0.15718338924933148,181703.57222907277,156515.45924155126,-0.13862200219028709,True,0.05
6,0.02,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.5706276074550948,0.056456352444536145,180476.52074269633,163677.9453730652,-0.09307900717778526,True,0.05
6,0.02,2,realized-history,15,0.3333333333333333,0.1.0b1,1.1.0a5,0.570201380247577,0.0590560539817901,180476.52074269633,165624.7039140286,-0.08229223816787688,True,0.05
6,0.02,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.5667288091076546,0.06637576048634065,180765.55627268774,163537.55429998355,-0.09530577798081996,True,0.05
6,0.02,3,realized-history,15,0.4666666666666667,0.1.0b1,1.1.0a5,0.5677816169338328,0.07174820123850022,180765.55627268774,165819.09742822289,-0.08268421901082683,True,0.05
6,0.04,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.458828295213417,0.05219546810397523,174855.54641316843,162419.05651670136,-0.07112436609291609,True,0.05
6,0.04,2,realized-history,15,0.26666666666666666,0.1.0b1,1.1.0a5,0.45758932522719653,0.05742343993381354,174855.54641316843,164066.94772270424,-0.061700065635731514,True,0.05
6,0.04,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.4645294836006916,0.059721883542466055,175441.40566924837,162415.75274649725,-0.07424503282484972,True,0.05
6,0.04,3,realized-history,15,0.3333333333333333,0.1.0b1,1.1.0a5,0.4719322603263124,0.06727516729892975,175441.40566924837,164634.1856090484,-0.06160016798186353,True,0.05
6,0.06,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.11032733012367477,0.0333030356813477,166277.48939793778,161284.7776261673,-0.030026384147657143,False,0.05
6,0.06,2,realized-history,15,0.3333333333333333,0.1.0b1,1.1.0a5,0.1383789844058205,0.03806238622891555,166277.48939793778,162906.56158150334,-0.020272905422375535,False,0.05
6,0.06,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.19506855362292633,0.04077447173195181,167141.41440135916,161284.77763482215,-0.035040009608111704,False,0.05
6,0.06,3,realized-history,15,0.3333333333333333,0.1.0b1,1.1.0a5,0.11453259177333484,0.04757774411380422,167141.41440135916,163660.97522321233,-0.020823320124533584,False,0.05
7,0.0,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.7627705276250116,0.18556891898623906,145321.93633725838,122052.83415427271,-0.16012105790404205,True,0.05
7,0.0,2,realized-history,15,0.0,0.1.0b1,1.1.0a5,0.750459517974662,0.16803167345821943,145321.93633725838,127659.04024726969,-0.12154322007516621,True,0.05
7,0.0,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.7622242922248114,0.21948667391047796,145042.76615564048,118678.9824722817,-0.18176558805468931,True,0.05
7,0.0,3,realized-history,15,0.0,0.1.0b1,1.1.0a5,0.7258367047254696,0.22105498533236423,145042.76615564048,135127.09561251695,-0.06836377163741734,True,0.05
7,0.02,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.25141000759912174,0.11689655276425989,150930.4246835524,133034.25556502552,-0.11857231009618377,True,0.05
7,0.02,2,realized-history,15,0.06666666666666667,0.1.0b1,1.1.0a5,0.21666478220917892,0.08826712289031909,150930.4246835524,139554.6942586077,-0.07537069115650866,True,0.05
7,0.02,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.2833928432061932,0.11097418553937288,150795.29332966186,133023.9245477711,-0.1178509513757819,True,0.05
7,0.02,3,realized-history,15,0.13333333333333333,0.1.0b1,1.1.0a5,0.23517527687724962,0.09688733256462721,150795.29332966186,135345.93352824106,-0.10245253323421775,True,0.05
7,0.04,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.29870050555110106,0.1620957955027095,157459.28539685483,133214.87914537935,-0.15397254084045112,True,0.05
7,0.04,2,realized-history,15,0.06666666666666667,0.1.0b1,1.1.0a5,0.16103410789541836,0.08560489533868593,157459.28539685483,146692.78018242115,-0.06837643894609428,True,0.05
7,0.04,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.2703164465886485,0.1653203099623217,157348.46306122805,133217.47587351277,-0.15336017091139512,True,0.05
7,0.04,3,realized-history,15,0.13333333333333333,0.1.0b1,1.1.0a5,0.24011692477243066,0.06333122923862342,157348.46306122805,146478.02163078304,-0.06908514528174994,True,0.05
7,0.06,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.39724348950327526,0.1458508683212448,156210.53554451076,135129.5524233061,-0.13495237723705147,True,0.05
7,0.06,2,realized-history,15,0.26666666666666666,0.1.0b1,1.1.0a5,0.652096990749058,0.1437754688251857,156210.53554451076,143959.40733508213,-0.07842702905232524,True,0.05
7,0.06,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.4262858752496674,0.15121886840801818,156855.0384696959,135161.27476482972,-0.13830453848670832,True,0.05
7,0.06,3,realized-history,15,0.4,0.1.0b1,1.1.0a5,0.725367527630024,0.1422020118904938,156855.0384696959,141223.92581230562,-0.09965323913015504,True,0.05
8,0.0,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.7656502736029126,0.13135971346383482,181940.33443517803,149508.27019420944,-0.1782565935236506,True,0.05
8,0.0,2,realized-history,15,0.06666666666666667,0.1.0b1,1.1.0a5,0.757855215698343,0.10670671975343263,181940.33443517803,156570.50843277326,-0.13944036148533936,True,0.05
8,0.0,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.7699231795404233,0.1631246209629249,182314.85494955257,147470.72605077553,-0.19112062430907556,True,0.05
8,0.0,3,realized-history,15,0.2,0.1.0b1,1.1.0a5,0.7569904992686495,0.19179987208512816,182314.85494955257,156693.29208594782,-0.14053469680621672,True,0.05
8,0.02,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.2582155401239537,0.09300087047050165,178472.44686693983,166456.75806504313,-0.06732517547011052,True,0.05
8,0.02,2,realized-history,15,0.4666666666666667,0.1.0b1,1.1.0a5,0.39031463493863533,0.11925443344961181,178472.44686693983,165827.77759422033,-0.07084941958658043,True,0.05
8,0.02,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.3330231577654025,0.099466148897212,179020.17149100653,166166.683575688,-0.07179910402423154,True,0.05
8,0.02,3,realized-history,15,0.5333333333333333,0.1.0b1,1.1.0a5,0.27567208697491125,0.14287630837711865,179020.17149100653,165968.37593159723,-0.07290684312669755,True,0.05
8,0.04,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.2655122498583441,0.0906954338025341,177173.57909382688,164127.76245273656,-0.07363296891000644,True,0.05
8,0.04,2,realized-history,15,0.2,0.1.0b1,1.1.0a5,0.38864996324413265,0.12005760265886715,177173.57909382688,164684.56549824166,-0.07049027095045213,True,0.05
8,0.04,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.33701049123944565,0.09546211423025504,177444.9181632965,164127.76245260442,-0.07504951873818531,True,0.05
8,0.04,3,realized-history,15,0.3333333333333333,0.1.0b1,1.1.0a5,0.2744517352277405,0.13872180614821955,177444.9181632965,165468.96988104255,-0.06749107501198147,True,0.05
8,0.06,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.2653993939653321,0.09236196799225799,176139.28866355482,162522.5306287449,-0.0773067618140517,True,0.05
8,0.06,2,realized-history,15,0.2,0.1.0b1,1.1.0a5,0.38481426067789004,0.11341035774798812,176139.28866355482,164998.93745411828,-0.06324739525158311,True,0.05
8,0.06,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.33759930971399443,0.09849026990289267,177444.9181632965,162522.5306287449,-0.08409588557965379,True,0.05
8,0.06,3,realized-history,15,0.4,0.1.0b1,1.1.0a5,0.27606744967202557,0.1427856746347888,177444.9181632965,164934.62863844997,-0.07050238267930414,True,0.05
9,0.0,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.7564352511199214,0.11524370341134942,162510.39806324907,127664.1611933014,-0.21442466011550537,True,0.05
9,0.0,2,realized-history,15,0.0,0.1.0b1,1.1.0a5,0.7329635262864556,0.04886423508576389,162510.39806324907,137372.92266781235,-0.15468225845864467,False,0.05
9,0.0,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.7557353372256151,0.11932853395622563,162510.39806324907,127120.61015104607,-0.2177693755843813,True,0.05
9,0.0,3,realized-history,15,0.0,0.1.0b1,1.1.0a5,0.7329635262864554,0.048864235085763964,162510.39806324907,137372.92266781232,-0.15468225845864483,False,0.05
9,0.02,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.1631341989240834,0.09979855593301849,165170.29293904197,148686.53622069198,-0.09979855593301827,True,0.05
9,0.02,2,realized-history,15,0.2,0.1.0b1,1.1.0a5,0.1218077918352221,0.052331001881809176,165170.29293904197,156526.76602843005,-0.05233100188180884,True,0.05
9,0.02,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.16313419892408323,0.09979855593301833,165170.29293904197,148686.536220692,-0.09979855593301809,True,0.05
9,0.02,3,realized-history,15,0.2,0.1.0b1,1.1.0a5,0.143760646760149,0.05909734705290813,165170.29293904197,155409.16681439293,-0.05909734705290802,True,0.05
9,0.04,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.197692874509052,0.11014594516941045,165220.61337089312,147022.23274968634,-0.11014594516941055,True,0.05
9,0.04,2,realized-history,15,0.26666666666666666,0.1.0b1,1.1.0a5,0.16410875966378055,0.06718022996108648,165220.61337089312,154121.05457032478,-0.06718022996108636,True,0.05
9,0.04,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.19576380198186485,0.11004126344558195,165220.61337089312,147039.52832830604,-0.11004126344558186,True,0.05
9,0.04,3,realized-history,15,0.26666666666666666,0.1.0b1,1.1.0a5,0.1335050219955847,0.06734526122759318,165220.61337089312,154093.78800324714,-0.06734526122759318,True,0.05
9,0.06,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.2551091435788007,0.11529298478402303,163980.1926433808,145074.42678806625,-0.11529298478402358,True,0.05
9,0.06,2,realized-history,15,0.26666666666666666,0.1.0b1,1.1.0a5,0.13788871959135657,0.06788258021921828,163980.1926433808,152848.79406190364,-0.06788258021921832,True,0.05
9,0.06,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.2551091435788007,0.11529298478402303,163980.19264338078,145074.42678806628,-0.11529298478402325,True,0.05
9,0.06,3,realized-history,15,0.26666666666666666,0.1.0b1,1.1.0a5,0.17750431408502904,0.0765192738649616,163980.19264338078,151432.54737407275,-0.07651927386496173,True,0.05
10,0.0,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.8108225128998919,0.19998096823186826,143254.82544801242,110655.0348291162,-0.22756504373897535,True,0.05
10,0.0,2,realized-history,15,0.06666666666666667,0.1.0b1,1.1.0a5,0.7931190723457009,0.2556909962313452,143254.82544801242,120943.28167401672,-0.15574724065467951,True,0.05
10,0.0,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.8124277548434407,0.17326567697154688,143067.5486490669,108076.39314286859,-0.24457786434874051,True,0.05
10,0.0,3,realized-history,15,0.06666666666666667,0.1.0b1,1.1.0a5,0.7914697797957367,0.23470959442034772,143067.5486490669,119394.14925005061,-0.1654700847435726,True,0.05
10,0.02,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.0915401166604525,0.0329249445548799,132171.68414478874,129780.42110630753,-0.018092097819239976,False,0.05
10,0.02,2,realized-history,15,0.06666666666666667,0.1.0b1,1.1.0a5,0.11531812333741942,0.01862098779488035,132171.68414478874,133222.12520130887,0.007947549910685933,False,0.05
10,0.02,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.04782185896500596,0.02106091107107078,131884.92592959324,129763.12629030072,-0.016088265010856886,False,0.05
10,0.02,3,realized-history,15,0.06666666666666667,0.1.0b1,1.1.0a5,0.09495507962148321,0.02259827926062581,131884.92592959324,133843.4696181076,0.014850398365920345,False,0.05
10,0.04,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.14600534846559035,0.069332499076038,140453.31649322392,129832.78433322269,-0.07561610095916536,True,0.05
10,0.04,2,realized-history,15,0.13333333333333333,0.1.0b1,1.1.0a5,0.09909410501117148,0.04639326535169988,140453.31649322392,134151.49128300278,-0.044867756544041223,False,0.05
10,0.04,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.14368699190411557,0.06931004451386939,139762.42944968824,129615.8946474647,-0.07259844324526497,True,0.05
10,0.04,3,realized-history,15,0.13333333333333333,0.1.0b1,1.1.0a5,0.1712459449815561,0.06453809208068732,139762.42944968824,132365.23738412026,-0.05292689955873168,True,0.05
10,0.06,2,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.20965967453177478,0.09352553874878462,141828.58730913902,127955.54966546773,-0.09781552440787344,True,0.05
10,0.06,2,realized-history,15,0.2,0.1.0b1,1.1.0a5,0.120106671038036,0.039135069310945486,141828.58730913902,136747.45068457874,-0.035825898861173176,False,0.05
10,0.06,3,within-plan,15,0.0,0.1.0b1,1.1.0a5,0.20396856612466818,0.09035876978987527,141333.7109644906,127993.1429030262,-0.09439055955175592,True,0.05
